,Unnamed: 0,Date,REGN
181,181,2019-10-23,305.0199890136719
182,182,2019-10-24,305.7699890136719
183,183,2019-10-25,306.2099914550781
184,184,2019-10-28,308.5599975585937
185,185,2019-10-29,310.4599914550781
186,186,2019-10-30,311.0
187,187,2019-10-31,306.2799987792969
188,188,2019-11-01,310.4800109863281
189,189,2019-11-04,311.0400085449219
190,190,2019-11-05,332.6000061035156
191,191,2019-11-06,324.489990234375
192,192,2019-11-07,326.3900146484375
193,193,2019-11-08,341.7900085449219
194,194,2019-11-11,344.2799987792969
195,195,2019-11-12,348.4100036621094
196,196,2019-11-13,348.29998779296875
197,197,2019-11-14,338.3900146484375
198,198,2019-11-15,344.8699951171875
199,199,2019-11-18,340.19000244140625
200,200,2019-11-19,344.4599914550781
201,201,2019-11-20,344.239990234375
202,202,2019-11-21,350.7799987792969
203,203,2019-11-22,360.6600036621094
204,204,2019-11-25,366.8200073242188
205,205,2019-11-26,363.8299865722656
206,206,2019-11-27,371.5799865722656
207,207,2019-11-29,369.0
208,208,2019-12-02,366.0799865722656
209,209,2019-12-03,368.80999755859375
210,210,2019-12-04,369.9700012207031
211,211,2019-12-05,368.3399963378906
212,212,2019-12-06,372.260009765625
213,213,2019-12-09,365.6300048828125
214,214,2019-12-10,367.6700134277344
215,215,2019-12-11,373.5299987792969
216,216,2019-12-12,372.1600036621094
217,217,2019-12-13,376.4200134277344
218,218,2019-12-16,376.010009765625
219,219,2019-12-17,369.1000061035156
220,220,2019-12-18,371.3599853515625
221,221,2019-12-19,372.5499877929688
222,222,2019-12-20,375.6199951171875
223,223,2019-12-23,374.2000122070313
224,224,2019-12-24,376.510009765625
225,225,2019-12-26,374.8599853515625
226,226,2019-12-27,373.3200073242188
227,227,2019-12-30,373.7000122070313
228,228,2019-12-31,375.4800109863281
229,229,2020-01-02,373.3500061035156
230,230,2020-01-03,369.1600036621094
231,231,2020-01-06,371.739990234375
232,232,2020-01-07,373.1300048828125
233,233,2020-01-08,382.4200134277344
234,234,2020-01-09,383.4700012207031
235,235,2020-01-10,381.4100036621094
236,236,2020-01-13,378.9299926757813
237,237,2020-01-14,387.6199951171875
238,238,2020-01-15,390.75
239,239,2020-01-16,385.5700073242188
240,240,2020-01-17,385.9400024414063
241,241,2020-01-21,363.7099914550781
242,242,2020-01-22,359.1400146484375
243,243,2020-01-23,356.6000061035156
244,244,2020-01-24,345.2799987792969
245,245,2020-01-27,339.4200134277344
246,246,2020-01-28,344.0799865722656
247,247,2020-01-29,339.25
248,248,2020-01-30,336.17999267578125
249,249,2020-01-31,337.94000244140625
250,250,2020-02-03,341.1199951171875
251,251,2020-02-04,356.0
252,252,2020-02-05,372.1600036621094
253,253,2020-02-06,389.8500061035156
254,254,2020-02-07,381.8699951171875
255,255,2020-02-10,386.2099914550781
256,256,2020-02-11,396.75
257,257,2020-02-12,406.2999877929688
258,258,2020-02-13,398.80999755859375
259,259,2020-02-14,399.5499877929688
260,260,2020-02-18,397.6499938964844
261,261,2020-02-19,400.80999755859375
262,262,2020-02-20,399.1400146484375
263,263,2020-02-21,403.1499938964844
264,264,2020-02-24,425.3800048828125
265,265,2020-02-25,442.3500061035156
266,266,2020-02-26,457.9200134277344
267,267,2020-02-27,431.6099853515625
268,268,2020-02-28,444.5700073242188
269,269,2020-03-02,464.75
270,270,2020-03-03,461.5499877929688
271,271,2020-03-04,493.4800109863281
272,272,2020-03-05,488.1700134277344
273,273,2020-03-06,494.4299926757813
274,274,2020-03-09,474.4400024414063
275,275,2020-03-10,475.0199890136719
276,276,2020-03-11,464.7000122070313
277,277,2020-03-12,431.8900146484375
278,278,2020-03-13,465.5499877929688
279,279,2020-03-16,440.8299865722656
280,280,2020-03-17,491.6900024414063
281,281,2020-03-18,485.0
282,282,2020-03-19,489.8299865722656
283,283,2020-03-20,438.4500122070313
284,284,2020-03-23,455.6300048828125
285,285,2020-03-24,449.5299987792969
286,286,2020-03-25,429.7799987792969
287,287,2020-03-26,452.2999877929688
288,288,2020-03-27,449.5199890136719
289,289,2020-03-30,473.0
290,290,2020-03-31,488.2900085449219
291,291,2020-04-01,496.6499938964844
292,292,2020-04-02,498.75
293,293,2020-04-03,493.3200073242188
294,294,2020-04-06,504.2699890136719
295,295,2020-04-07,501.510009765625
296,296,2020-04-08,512.3300170898438
297,297,2020-04-09,512.9600219726562
298,298,2020-04-13,517.02001953125
299,299,2020-04-14,524.8400268554688
300,300,2020-04-15,511.6900024414063
301,301,2020-04-16,539.9299926757812
302,302,2020-04-17,568.7899780273438
303,303,2020-04-20,567.989990234375
304,304,2020-04-21,544.4600219726562
305,305,2020-04-22,558.0800170898438
306,306,2020-04-23,565.52001953125
307,307,2020-04-24,566.2100219726562
308,308,2020-04-27,547.52001953125
309,309,2020-04-28,528.6099853515625
310,310,2020-04-29,516.1500244140625
311,311,2020-04-30,525.8800048828125
312,312,2020-05-01,525.5
313,313,2020-05-04,541.8200073242188
314,314,2020-05-05,574.3699951171875
315,315,2020-05-06,553.5
316,316,2020-05-07,559.8300170898438
317,317,2020-05-08,563.4000244140625
318,318,2020-05-11,574.1099853515625
319,319,2020-05-12,557.5399780273438
320,320,2020-05-13,577.1199951171875
321,321,2020-05-14,570.8599853515625
322,322,2020-05-15,576.719970703125
323,323,2020-05-18,560.280029296875
324,324,2020-05-19,557.5999755859375
325,325,2020-05-20,576.8900146484375
326,326,2020-05-21,560.97998046875
327,327,2020-05-22,569.9099731445312
328,328,2020-05-26,545.2100219726562
329,329,2020-05-27,544.010009765625
330,330,2020-05-28,578.2100219726562
331,331,2020-05-29,612.8099975585938
332,332,2020-06-01,599.469970703125
333,333,2020-06-02,617.6599731445312
334,334,2020-06-03,604.280029296875
335,335,2020-06-04,598.5399780273438
336,336,2020-06-05,597.0
337,337,2020-06-08,604.0399780273438
338,338,2020-06-09,608.5900268554688
339,339,2020-06-10,606.5900268554688
340,340,2020-06-11,596.1599731445312
341,341,2020-06-12,588.3900146484375
342,342,2020-06-15,590.5700073242188
343,343,2020-06-16,592.9000244140625
344,344,2020-06-17,603.0999755859375
345,345,2020-06-18,597.3499755859375
346,346,2020-06-19,643.9199829101562
347,347,2020-06-22,628.47998046875
348,348,2020-06-23,628.760009765625
349,349,2020-06-24,605.0399780273438
350,350,2020-06-25,619.9600219726562
351,351,2020-06-26,611.3599853515625
352,352,2020-06-29,610.8699951171875
353,353,2020-06-30,623.6500244140625
354,354,2020-07-01,609.1699829101562
355,355,2020-07-02,622.4500122070312
356,356,2020-07-06,627.25
357,357,2020-07-07,640.8800048828125
358,358,2020-07-08,640.3400268554688
359,359,2020-07-09,640.6300048828125
360,360,2020-07-10,620.8599853515625
361,361,2020-07-13,615.8800048828125
362,362,2020-07-14,641.22998046875
363,363,2020-07-15,632.739990234375
364,364,2020-07-16,632.2100219726562
365,365,2020-07-17,644.0599975585938
366,366,2020-07-20,658.2100219726562
367,367,2020-07-21,638.8599853515625
368,368,2020-07-22,637.530029296875
369,369,2020-07-23,630.3099975585938
370,370,2020-07-24,608.9400024414062
371,371,2020-07-27,637.4000244140625
372,372,2020-07-28,631.0
373,373,2020-07-29,632.1599731445312
374,374,2020-07-30,631.469970703125
375,375,2020-07-31,632.0700073242188
376,376,2020-08-03,645.1799926757812
377,377,2020-08-04,648.4299926757812
378,378,2020-08-05,624.52001953125
379,379,2020-08-06,621.2100219726562
380,380,2020-08-07,620.2100219726562
381,381,2020-08-10,608.239990234375
382,382,2020-08-11,598.8599853515625
383,383,2020-08-12,612.3499755859375
384,384,2020-08-13,610.8900146484375
385,385,2020-08-14,612.5700073242188
386,386,2020-08-17,620.72998046875
387,387,2020-08-18,618.5900268554688
388,388,2020-08-19,629.6300048828125
389,389,2020-08-20,616.8900146484375
390,390,2020-08-21,605.489990234375
391,391,2020-08-24,594.77001953125
392,392,2020-08-25,610.5
393,393,2020-08-26,612.0
394,394,2020-08-27,614.969970703125
395,395,2020-08-28,602.6099853515625
396,396,2020-08-31,619.9299926757812
397,397,2020-09-01,592.6799926757812
398,398,2020-09-02,610.1500244140625
399,399,2020-09-03,577.4000244140625
400,400,2020-09-04,580.3599853515625
401,401,2020-09-08,561.8900146484375
402,402,2020-09-09,571.1500244140625
403,403,2020-09-10,550.0999755859375
404,404,2020-09-11,544.75
405,405,2020-09-14,564.2000122070312
406,406,2020-09-15,579.9000244140625
407,407,2020-09-16,569.1500244140625
408,408,2020-09-17,565.0
409,409,2020-09-18,555.239990234375
410,410,2020-09-21,555.7000122070312
411,411,2020-09-22,571.510009765625
412,412,2020-09-23,565.1900024414062
413,413,2020-09-24,557.4600219726562
414,414,2020-09-25,574.0599975585938
415,415,2020-09-28,571.9199829101562
416,416,2020-09-29,573.6099853515625
417,417,2020-09-30,559.780029296875
418,418,2020-10-01,568.1400146484375
419,419,2020-10-02,564.7999877929688
420,420,2020-10-05,605.0800170898438
421,421,2020-10-06,581.6400146484375
422,422,2020-10-07,591.6900024414062
423,423,2020-10-08,599.8800048828125
424,424,2020-10-09,602.0700073242188
425,425,2020-10-12,601.5499877929688
426,426,2020-10-13,607.97998046875
427,427,2020-10-14,600.8200073242188
428,428,2020-10-15,585.1799926757812
429,429,2020-10-16,599.739990234375
430,430,2020-10-19,583.1400146484375
431,431,2020-10-20,576.6300048828125
432,432,2020-10-21,572.4000244140625
433,433,2020-10-22,575.72998046875
434,434,2020-10-23,579.8099975585938
435,435,2020-10-26,585.739990234375
436,436,2020-10-27,582.52001953125
437,437,2020-10-28,567.0399780273438
438,438,2020-10-29,555.7899780273438
439,439,2020-10-30,543.5599975585938
440,440,2020-11-02,548.5800170898438
441,441,2020-11-03,557.1900024414062
442,442,2020-11-04,587.1400146484375
443,443,2020-11-05,588.8099975585938
444,444,2020-11-06,578.030029296875
445,445,2020-11-09,567.5499877929688
446,446,2020-11-10,559.219970703125
447,447,2020-11-11,567.72998046875
448,448,2020-11-12,556.780029296875
449,449,2020-11-13,566.4299926757812
450,450,2020-11-16,559.2899780273438
451,451,2020-11-17,538.1500244140625
452,452,2020-11-18,519.0399780273438
453,453,2020-11-19,514.7100219726562
454,454,2020-11-20,518.739990234375
455,455,2020-11-23,523.6099853515625
456,456,2020-11-24,506.1000061035156
457,457,2020-11-25,508.30999755859375
458,458,2020-11-27,514.0499877929688
459,459,2020-11-30,516.030029296875
460,460,2020-12-01,514.0700073242188
461,461,2020-12-02,505.1300048828125
462,462,2020-12-03,498.8399963378906
463,463,2020-12-04,492.4500122070313
464,464,2020-12-07,495.4100036621094
465,465,2020-12-08,497.1400146484375
466,466,2020-12-09,488.6400146484375
467,467,2020-12-10,478.9800109863281
468,468,2020-12-11,479.7699890136719
469,469,2020-12-14,500.3800048828125
470,470,2020-12-15,491.7900085449219
471,471,2020-12-16,486.5700073242188
472,472,2020-12-17,496.2099914550781
473,473,2020-12-18,498.8900146484375
474,474,2020-12-21,496.739990234375
475,475,2020-12-22,490.05999755859375
476,476,2020-12-23,492.1900024414063
477,477,2020-12-24,488.9299926757813
478,478,2020-12-28,482.9599914550781
479,479,2020-12-29,484.2200012207031
480,480,2020-12-30,478.2999877929688
481,481,2020-12-31,483.1099853515625
482,482,2021-01-04,482.8599853515625
483,483,2021-01-05,483.4500122070313
484,484,2021-01-06,470.0899963378906
485,485,2021-01-07,481.2000122070313
486,486,2021-01-08,498.7300109863281
487,487,2021-01-11,502.9200134277344
488,488,2021-01-12,505.75
489,489,2021-01-13,511.8999938964844
490,490,2021-01-14,517.9099731445312
491,491,2021-01-15,517.9299926757812
492,492,2021-01-19,533.8900146484375
493,493,2021-01-20,542.27001953125
494,494,2021-01-21,535.47998046875
495,495,2021-01-22,537.780029296875
496,496,2021-01-25,548.2000122070312
497,497,2021-01-26,544.0999755859375
498,498,2021-01-27,515.5599975585938
499,499,2021-01-28,506.2699890136719
500,500,2021-01-29,503.8399963378906
501,501,2021-02-01,508.0799865722656
502,502,2021-02-02,499.9800109863281
503,503,2021-02-03,491.1799926757813
504,504,2021-02-04,498.8399963378906
505,505,2021-02-05,498.9800109863281
506,506,2021-02-08,494.8999938964844
507,507,2021-02-09,490.6799926757813
508,508,2021-02-10,491.2200012207031
509,509,2021-02-11,490.5400085449219
510,510,2021-02-12,485.6199951171875
511,511,2021-02-16,480.7099914550781
512,512,2021-02-17,481.6799926757813
513,513,2021-02-18,477.0299987792969
514,514,2021-02-19,470.3699951171875
515,515,2021-02-22,460.5799865722656
516,516,2021-02-23,468.0299987792969
517,517,2021-02-24,458.6000061035156
518,518,2021-02-25,453.1900024414063
519,519,2021-02-26,450.5700073242188
520,520,2021-03-01,463.0499877929688
521,521,2021-03-02,454.8599853515625
522,522,2021-03-03,446.7300109863281
523,523,2021-03-04,449.3800048828125
524,524,2021-03-05,461.5700073242188
525,525,2021-03-08,463.1900024414063
526,526,2021-03-09,470.6300048828125
527,527,2021-03-10,467.9500122070313
528,528,2021-03-11,469.9599914550781
529,529,2021-03-12,471.4599914550781
530,530,2021-03-15,483.9400024414063
531,531,2021-03-16,482.1700134277344
532,532,2021-03-17,496.010009765625
533,533,2021-03-18,474.6799926757813
534,534,2021-03-19,473.7000122070313
535,535,2021-03-22,483.2200012207031
536,536,2021-03-23,469.760009765625
537,537,2021-03-24,460.3200073242188
538,538,2021-03-25,463.4800109863281
539,539,2021-03-26,476.9100036621094
540,540,2021-03-29,481.5199890136719
541,541,2021-03-30,470.6700134277344
542,542,2021-03-31,473.1400146484375
543,543,2021-04-01,474.9299926757813
544,544,2021-04-05,484.55999755859375
545,545,2021-04-06,478.6799926757813
546,546,2021-04-07,481.7900085449219
547,547,2021-04-08,476.3599853515625
548,548,2021-04-09,475.1700134277344
549,549,2021-04-12,472.7999877929688
550,550,2021-04-13,477.0400085449219
551,551,2021-04-14,481.1600036621094
552,552,2021-04-15,494.6400146484375
553,553,2021-04-16,502.6000061035156
554,554,2021-04-19,499.6900024414063
555,555,2021-04-20,504.4200134277344
556,556,2021-04-21,506.4800109863281
557,557,2021-04-22,490.4299926757813
558,558,2021-04-23,488.6400146484375
559,559,2021-04-26,501.1700134277344
560,560,2021-04-27,491.80999755859375
561,561,2021-04-28,487.7699890136719
562,562,2021-04-29,485.0
563,563,2021-04-30,481.2999877929688
564,564,2021-05-03,488.6199951171875
565,565,2021-05-04,485.1799926757813
566,566,2021-05-05,482.4200134277344
567,567,2021-05-06,498.6799926757813
568,568,2021-05-07,496.75
569,569,2021-05-10,502.3399963378906
570,570,2021-05-11,501.1900024414063
571,571,2021-05-12,507.1400146484375
572,572,2021-05-13,517.1699829101562
573,573,2021-05-14,516.6199951171875
574,574,2021-05-17,523.72998046875
575,575,2021-05-18,516.219970703125
576,576,2021-05-19,510.2699890136719
577,577,2021-05-20,513.2100219726562
578,578,2021-05-21,506.7200012207031
579,579,2021-05-24,500.4700012207031
580,580,2021-05-25,498.0299987792969
581,581,2021-05-26,497.1600036621094
582,582,2021-05-27,495.3399963378906
583,583,2021-05-28,502.4299926757813
584,584,2021-06-01,503.2300109863281
585,585,2021-06-02,505.3599853515625
586,586,2021-06-03,505.6600036621094
587,587,2021-06-04,511.8900146484375
588,588,2021-06-07,514.989990234375
589,589,2021-06-08,506.4200134277344
590,590,2021-06-09,521.8499755859375
591,591,2021-06-10,532.0399780273438
592,592,2021-06-11,525.5499877929688
593,593,2021-06-14,528.75
594,594,2021-06-15,527.489990234375
595,595,2021-06-16,523.5800170898438
596,596,2021-06-17,536.010009765625
597,597,2021-06-18,537.9199829101562
598,598,2021-06-21,534.27001953125
599,599,2021-06-22,534.02001953125
600,600,2021-06-23,529.7999877929688
601,601,2021-06-24,544.4500122070312
602,602,2021-06-25,550.5499877929688
603,603,2021-06-28,542.7000122070312
604,604,2021-06-29,545.97998046875
605,605,2021-06-30,558.5399780273438
606,606,2021-07-01,574.6199951171875
607,607,2021-07-02,583.6400146484375
608,608,2021-07-06,582.25
609,609,2021-07-07,585.9000244140625
610,610,2021-07-08,574.9199829101562
611,611,2021-07-09,580.4000244140625
612,612,2021-07-12,574.030029296875
613,613,2021-07-13,577.010009765625
614,614,2021-07-14,581.0599975585938
615,615,2021-07-15,589.3200073242188
616,616,2021-07-16,583.239990234375
617,617,2021-07-19,585.22998046875
618,618,2021-07-20,587.239990234375
619,619,2021-07-21,583.719970703125
620,620,2021-07-22,586.8800048828125
621,621,2021-07-23,586.3499755859375
622,622,2021-07-26,577.780029296875
623,623,2021-07-27,581.010009765625
624,624,2021-07-28,586.4099731445312
625,625,2021-07-29,583.1300048828125
626,626,2021-07-30,574.6099853515625
627,627,2021-08-02,577.1300048828125
628,628,2021-08-03,586.510009765625
629,629,2021-08-04,580.9500122070312
630,630,2021-08-05,602.469970703125
631,631,2021-08-06,610.8599853515625
632,632,2021-08-09,613.9400024414062
633,633,2021-08-10,614.97998046875
634,634,2021-08-11,608.4500122070312
635,635,2021-08-12,608.0
636,636,2021-08-13,624.7899780273438
637,637,2021-08-16,628.5999755859375
638,638,2021-08-17,647.4400024414062
639,639,2021-08-18,635.5700073242188
640,640,2021-08-19,655.6300048828125
641,641,2021-08-20,663.27001953125
642,642,2021-08-23,667.2899780273438
643,643,2021-08-24,669.9500122070312
644,644,2021-08-25,669.1799926757812
645,645,2021-08-26,665.77001953125
646,646,2021-08-27,663.2899780273438
647,647,2021-08-30,677.0800170898438
648,648,2021-08-31,673.4000244140625
649,649,2021-09-01,680.9600219726562
650,650,2021-09-02,675.75
651,651,2021-09-03,679.5700073242188
652,652,2021-09-07,668.8099975585938
653,653,2021-09-08,669.1900024414062
654,654,2021-09-09,646.1099853515625
655,655,2021-09-10,650.489990234375
656,656,2021-09-13,639.52001953125
657,657,2021-09-14,645.1500244140625
658,658,2021-09-15,652.0
659,659,2021-09-16,653.1799926757812
660,660,2021-09-17,651.8800048828125
661,661,2021-09-20,640.8900146484375
662,662,2021-09-21,646.9500122070312
663,663,2021-09-22,647.0599975585938
664,664,2021-09-23,646.510009765625
665,665,2021-09-24,638.9000244140625
666,666,2021-09-27,619.0700073242188
667,667,2021-09-28,605.0
668,668,2021-09-29,606.7000122070312
669,669,2021-09-30,605.1799926757812
670,670,2021-10-01,570.7899780273438
671,671,2021-10-04,555.4199829101562
672,672,2021-10-05,550.9000244140625
673,673,2021-10-06,546.5700073242188
674,674,2021-10-07,552.02001953125
675,675,2021-10-08,550.02001953125
676,676,2021-10-11,546.260009765625
677,677,2021-10-12,544.4400024414062
678,678,2021-10-13,547.1199951171875
679,679,2021-10-14,555.6199951171875
680,680,2021-10-15,553.239990234375
681,681,2021-10-18,543.47998046875
682,682,2021-10-19,552.1099853515625
683,683,2021-10-20,562.7100219726562
684,684,2021-10-21,569.3699951171875
685,685,2021-10-22,572.3599853515625
686,686,2021-10-25,576.2000122070312
687,687,2021-10-26,592.1500244140625
688,688,2021-10-27,589.5999755859375
689,689,2021-10-28,625.1900024414062
690,690,2021-10-29,639.9400024414062
691,691,2021-11-01,639.1500244140625
692,692,2021-11-02,638.77001953125
693,693,2021-11-03,652.0999755859375
694,694,2021-11-04,647.6300048828125
695,695,2021-11-05,611.5399780273438
696,696,2021-11-08,622.780029296875
697,697,2021-11-09,616.3099975585938
698,698,2021-11-10,622.2000122070312
699,699,2021-11-11,626.6400146484375
700,700,2021-11-12,631.2000122070312
701,701,2021-11-15,647.72998046875
702,702,2021-11-16,642.75
703,703,2021-11-17,641.8300170898438
704,704,2021-11-18,648.510009765625
705,705,2021-11-19,652.6799926757812
706,706,2021-11-22,643.6400146484375
707,707,2021-11-23,649.3200073242188
708,708,2021-11-24,648.1799926757812
709,709,2021-11-26,643.3499755859375
710,710,2021-11-29,654.4000244140625
711,711,2021-11-30,636.530029296875
712,712,2021-12-01,630.5900268554688
713,713,2021-12-02,634.0
714,714,2021-12-03,635.1599731445312
715,715,2021-12-06,625.0
716,716,2021-12-07,635.0900268554688
717,717,2021-12-08,654.0399780273438
718,718,2021-12-09,665.719970703125
719,719,2021-12-10,669.52001953125
720,720,2021-12-13,660.1500244140625
721,721,2021-12-14,670.969970703125
722,722,2021-12-15,657.9299926757812
723,723,2021-12-16,631.739990234375
724,724,2021-12-17,619.280029296875
725,725,2021-12-20,603.1400146484375
726,726,2021-12-21,606.8099975585938
727,727,2021-12-22,617.47998046875
728,728,2021-12-23,625.3800048828125
729,729,2021-12-27,634.77001953125
730,730,2021-12-28,638.4600219726562
731,731,2021-12-29,647.280029296875
732,732,2021-12-30,642.510009765625
733,733,2021-12-31,631.52001953125
734,734,2022-01-03,627.0999755859375
735,735,2022-01-04,616.8200073242188
736,736,2022-01-05,595.1199951171875
737,737,2022-01-06,598.4400024414062
738,738,2022-01-07,603.72998046875
739,739,2022-01-10,621.27001953125
740,740,2022-01-11,626.0900268554688
741,741,2022-01-12,631.4400024414062
742,742,2022-01-13,616.1099853515625
743,743,2022-01-14,615.239990234375
744,744,2022-01-18,611.219970703125
745,745,2022-01-19,618.1099853515625
746,746,2022-01-20,614.3800048828125
747,747,2022-01-21,621.4000244140625
748,748,2022-01-24,621.47998046875
749,749,2022-01-25,603.1900024414062
