,Unnamed: 0.1,Unnamed: 0,Date,GPN,GPN_6m,GPN_12m
381,381,381,2020-08-10,166.08311462402344,173.65274047851562,170.6970672607422
382,382,382,2020-08-11,166.73666381835938,174.647705078125,168.39495849609375
383,383,383,2020-08-12,168.75588989257812,169.95571899414062,170.01425170898438
384,384,384,2020-08-13,169.14605712890625,170.06304931640625,167.6536102294922
385,385,385,2020-08-14,168.26820373535156,172.1700439453125,173.00894165039062
386,386,386,2020-08-17,168.04380798339844,170.54098510742188,171.7603302001953
387,387,387,2020-08-18,165.92706298828125,166.08311462402344,173.65274047851562
388,388,388,2020-08-19,165.29295349121094,166.73666381835938,174.647705078125
389,389,389,2020-08-20,163.6444091796875,168.75588989257812,169.95571899414062
390,390,390,2020-08-21,164.05413818359375,169.14605712890625,170.06304931640625
391,391,391,2020-08-24,168.0925750732422,168.26820373535156,172.1700439453125
392,392,392,2020-08-25,169.62405395507812,168.04380798339844,170.54098510742188
393,393,393,2020-08-26,170.88238525390625,165.92706298828125,166.08311462402344
394,394,394,2020-08-27,170.34591674804688,165.29295349121094,166.73666381835938
395,395,395,2020-08-28,172.92111206054688,163.6444091796875,168.75588989257812
396,396,396,2020-08-31,172.28709411621094,164.05413818359375,169.14605712890625
397,397,397,2020-09-01,175.26223754882812,168.0925750732422,168.26820373535156
398,398,398,2020-09-02,180.315185546875,169.62405395507812,168.04380798339844
399,399,399,2020-09-03,172.89187622070312,170.88238525390625,165.92706298828125
400,400,400,2020-09-04,168.3267059326172,170.34591674804688,165.29295349121094
401,401,401,2020-09-08,162.99087524414062,172.92111206054688,163.6444091796875
402,402,402,2020-09-09,165.19314575195312,172.28709411621094,164.05413818359375
403,403,403,2020-09-10,164.2555694580078,175.26223754882812,168.0925750732422
404,404,404,2020-09-11,162.38050842285156,180.315185546875,169.62405395507812
405,405,405,2020-09-14,166.2088165283203,172.89187622070312,170.88238525390625
406,406,406,2020-09-15,169.0995635986328,168.3267059326172,170.34591674804688
407,407,407,2020-09-16,171.67779541015625,162.99087524414062,172.92111206054688
408,408,408,2020-09-17,177.2346954345703,165.19314575195312,172.28709411621094
409,409,409,2020-09-18,175.00802612304688,164.2555694580078,175.26223754882812
410,410,410,2020-09-21,171.4531707763672,162.38050842285156,180.315185546875
411,411,411,2020-09-22,175.65257263183594,166.2088165283203,172.89187622070312
412,412,412,2020-09-23,170.6914520263672,169.0995635986328,168.3267059326172
413,413,413,2020-09-24,168.39637756347656,171.67779541015625,162.99087524414062
414,414,414,2020-09-25,170.90631103515625,177.2346954345703,165.19314575195312
415,415,415,2020-09-28,174.3830108642578,175.00802612304688,164.2555694580078
416,416,416,2020-09-29,173.34780883789062,171.4531707763672,162.38050842285156
417,417,417,2020-09-30,173.42593383789062,175.65257263183594,166.2088165283203
418,418,418,2020-10-01,175.047119140625,170.6914520263672,169.0995635986328
419,419,419,2020-10-02,174.2560577392578,168.39637756347656,171.67779541015625
420,420,420,2020-10-05,172.3907470703125,170.90631103515625,177.2346954345703
421,421,421,2020-10-06,170.82815551757812,174.3830108642578,175.00802612304688
422,422,422,2020-10-07,172.67391967773438,173.34780883789062,171.4531707763672
423,423,423,2020-10-08,177.3030548095703,173.42593383789062,175.65257263183594
424,424,424,2020-10-09,179.4809112548828,175.047119140625,170.6914520263672
425,425,425,2020-10-12,178.8558807373047,174.2560577392578,168.39637756347656
426,426,426,2020-10-13,175.81863403320312,172.3907470703125,170.90631103515625
427,427,427,2020-10-14,173.0450439453125,170.82815551757812,174.3830108642578
428,428,428,2020-10-15,171.90240478515625,172.67391967773438,173.34780883789062
429,429,429,2020-10-16,172.9180908203125,177.3030548095703,173.42593383789062
430,430,430,2020-10-19,167.9471435546875,179.4809112548828,175.047119140625
431,431,431,2020-10-20,170.22265625,178.8558807373047,174.2560577392578
432,432,432,2020-10-21,169.92965698242188,175.81863403320312,172.3907470703125
433,433,433,2020-10-22,171.8047637939453,173.0450439453125,170.82815551757812
434,434,434,2020-10-23,172.84974670410156,171.90240478515625,172.67391967773438
435,435,435,2020-10-26,164.85134887695312,172.9180908203125,177.3030548095703
436,436,436,2020-10-27,160.9058074951172,167.9471435546875,179.4809112548828
437,437,437,2020-10-28,155.3782196044922,170.22265625,178.8558807373047
438,438,438,2020-10-29,152.5167694091797,169.92965698242188,175.81863403320312
439,439,439,2020-10-30,154.05003356933594,171.8047637939453,173.0450439453125
440,440,440,2020-11-02,156.60873413085938,172.84974670410156,171.90240478515625
441,441,441,2020-11-03,162.01914978027344,164.85134887695312,172.9180908203125
442,442,442,2020-11-04,166.8631134033203,160.9058074951172,167.9471435546875
443,443,443,2020-11-05,170.16404724121094,155.3782196044922,170.22265625
444,444,444,2020-11-06,169.8124542236328,152.5167694091797,169.92965698242188
445,445,445,2020-11-09,189.1297607421875,154.05003356933594,171.8047637939453
446,446,446,2020-11-10,188.9442138671875,156.60873413085938,172.84974670410156
447,447,447,2020-11-11,184.85223388671875,162.01914978027344,164.85134887695312
448,448,448,2020-11-12,180.1156768798828,166.8631134033203,160.9058074951172
449,449,449,2020-11-13,184.0025787353516,170.16404724121094,155.3782196044922
450,450,450,2020-11-16,185.49679565429688,169.8124542236328,152.5167694091797
451,451,451,2020-11-17,185.38937377929688,189.1297607421875,154.05003356933594
452,452,452,2020-11-18,183.5240478515625,188.9442138671875,156.60873413085938
453,453,453,2020-11-19,186.092529296875,184.85223388671875,162.01914978027344
454,454,454,2020-11-20,186.238998413086,180.1156768798828,166.8631134033203
455,455,455,2020-11-23,187.65509033203125,184.0025787353516,170.16404724121094
456,456,456,2020-11-24,194.1788482666016,185.49679565429688,169.8124542236328
457,457,457,2020-11-25,192.4014129638672,185.38937377929688,189.1297607421875
458,458,458,2020-11-27,192.4209442138672,183.5240478515625,188.9442138671875
459,459,459,2020-11-30,190.62399291992188,186.092529296875,184.85223388671875
460,460,460,2020-12-01,191.3955078125,186.238998413086,180.1156768798828
461,461,461,2020-12-02,190.80953979492188,187.65509033203125,184.0025787353516
462,462,462,2020-12-03,191.1708831787109,194.1788482666016,185.49679565429688
463,463,463,2020-12-04,195.3898162841797,192.4014129638672,185.38937377929688
464,464,464,2020-12-07,194.5694580078125,192.4209442138672,183.5240478515625
465,465,465,2020-12-08,193.9346923828125,190.62399291992188,186.092529296875
466,466,466,2020-12-09,191.0829925537109,191.3955078125,186.238998413086
467,467,467,2020-12-10,189.6278533935547,190.80953979492188,187.65509033203125
468,468,468,2020-12-11,187.5672149658203,191.1708831787109,194.1788482666016
469,469,469,2020-12-14,187.39141845703125,195.3898162841797,192.4014129638672
470,470,470,2020-12-15,189.0418701171875,194.5694580078125,192.4209442138672
471,471,471,2020-12-16,190.307846069336,193.9346923828125,190.62399291992188
472,472,472,2020-12-17,191.04104614257807,191.0829925537109,191.3955078125
473,473,473,2020-12-18,191.9306488037109,189.6278533935547,190.80953979492188
474,474,474,2020-12-21,195.9290008544922,187.5672149658203,191.1708831787109
475,475,475,2020-12-22,193.3970489501953,187.39141845703125,195.3898162841797
476,476,476,2020-12-23,195.7725830078125,189.0418701171875,194.5694580078125
477,477,477,2020-12-24,200.94406127929688,190.307846069336,193.9346923828125
478,478,478,2020-12-28,204.2971954345703,191.04104614257807,191.0829925537109
479,479,479,2020-12-29,205.0695037841797,191.9306488037109,189.6278533935547
480,480,480,2020-12-30,205.4312286376953,195.9290008544922,187.5672149658203
481,481,481,2020-12-31,210.5928955078125,193.3970489501953,187.39141845703125
482,482,482,2021-01-04,202.57667541503903,195.7725830078125,189.0418701171875
483,483,483,2021-01-05,200.75833129882807,200.94406127929688,190.307846069336
484,484,484,2021-01-06,202.68418884277344,204.2971954345703,191.04104614257807
485,485,485,2021-01-07,203.4564514160156,205.0695037841797,191.9306488037109
486,486,486,2021-01-08,201.6968231201172,205.4312286376953,195.9290008544922
487,487,487,2021-01-11,196.75997924804688,210.5928955078125,193.3970489501953
488,488,488,2021-01-12,196.0463104248047,202.57667541503903,195.7725830078125
489,489,489,2021-01-13,194.5897216796875,200.75833129882807,200.94406127929688
490,490,490,2021-01-14,189.65286254882807,202.68418884277344,204.2971954345703
491,491,491,2021-01-15,187.0915679931641,203.4564514160156,205.0695037841797
492,492,492,2021-01-19,183.54293823242188,201.6968231201172,205.4312286376953
493,493,493,2021-01-20,186.4659576416016,196.75997924804688,210.5928955078125
494,494,494,2021-01-21,185.0190887451172,196.0463104248047,202.57667541503903
495,495,495,2021-01-22,183.31808471679688,194.5897216796875,200.75833129882807
496,496,496,2021-01-25,180.9327545166016,189.65286254882807,202.68418884277344
497,497,497,2021-01-26,182.1645050048828,187.0915679931641,203.4564514160156
498,498,498,2021-01-27,173.60081481933594,183.54293823242188,201.6968231201172
499,499,499,2021-01-28,178.16616821289062,186.4659576416016,196.75997924804688
500,500,500,2021-01-29,172.5645751953125,185.0190887451172,196.0463104248047
501,501,501,2021-02-01,178.81138610839844,183.31808471679688,194.5897216796875
502,502,502,2021-02-02,186.4952850341797,180.9327545166016,189.65286254882807
503,503,503,2021-02-03,189.66262817382807,182.1645050048828,187.0915679931641
504,504,504,2021-02-04,193.4459381103516,173.60081481933594,183.54293823242188
505,505,505,2021-02-05,193.82717895507807,178.16616821289062,186.4659576416016
506,506,506,2021-02-08,195.84103393554688,172.5645751953125,185.0190887451172
507,507,507,2021-02-09,198.7248992919922,178.81138610839844,183.31808471679688
508,508,508,2021-02-10,197.69845581054688,186.4952850341797,180.9327545166016
509,509,509,2021-02-11,195.16650390625,189.66262817382807,182.1645050048828
510,510,510,2021-02-12,192.76161193847656,193.4459381103516,173.60081481933594
511,511,511,2021-02-16,192.29237365722656,193.82717895507807,178.16616821289062
512,512,512,2021-02-17,188.52867126464844,195.84103393554688,172.5645751953125
513,513,513,2021-02-18,189.3791656494141,198.7248992919922,178.81138610839844
514,514,514,2021-02-19,189.82882690429688,197.69845581054688,186.4952850341797
515,515,515,2021-02-22,191.666732788086,195.16650390625,189.66262817382807
516,516,516,2021-02-23,193.46548461914065,192.76161193847656,193.4459381103516
517,517,517,2021-02-24,199.6927795410156,192.29237365722656,193.82717895507807
518,518,518,2021-02-25,194.92208862304688,188.52867126464844,195.84103393554688
519,519,519,2021-02-26,193.553451538086,189.3791656494141,198.7248992919922
520,520,520,2021-03-01,197.6495819091797,189.82882690429688,197.69845581054688
521,521,521,2021-03-02,197.5713653564453,191.666732788086,195.16650390625
522,522,522,2021-03-03,196.2907257080078,193.46548461914065,192.76161193847656
523,523,523,2021-03-04,190.1807556152344,199.6927795410156,192.29237365722656
524,524,524,2021-03-05,193.84674072265625,194.92208862304688,188.52867126464844
525,525,525,2021-03-08,198.77378845214844,193.553451538086,189.3791656494141
526,526,526,2021-03-09,200.57254028320312,197.6495819091797,189.82882690429688
527,527,527,2021-03-10,204.86422729492188,197.5713653564453,191.666732788086
528,528,528,2021-03-11,205.3485717773437,196.2907257080078,193.46548461914065
529,529,529,2021-03-12,210.43679809570312,190.1807556152344,199.6927795410156
530,530,530,2021-03-15,210.9162750244141,193.84674072265625,194.92208862304688
531,531,531,2021-03-16,210.798828125,198.77378845214844,193.553451538086
532,532,532,2021-03-17,207.9024658203125,200.57254028320312,197.6495819091797
533,533,533,2021-03-18,201.571533203125,204.86422729492188,197.5713653564453
534,534,534,2021-03-19,201.052963256836,205.3485717773437,196.2907257080078
535,535,535,2021-03-22,199.48736572265625,210.43679809570312,190.1807556152344
536,536,536,2021-03-23,196.4931182861328,210.9162750244141,193.84674072265625
537,537,537,2021-03-24,197.33465576171875,210.798828125,198.77378845214844
538,538,538,2021-03-25,200.6615295410156,207.9024658203125,200.57254028320312
539,539,539,2021-03-26,204.67340087890625,201.571533203125,204.86422729492188
540,540,540,2021-03-29,201.09210205078125,201.052963256836,205.3485717773437
541,541,541,2021-03-30,199.99615478515625,199.48736572265625,210.43679809570312
542,542,542,2021-03-31,197.24658203125,196.4931182861328,210.9162750244141
543,543,543,2021-04-01,203.4992218017578,197.33465576171875,210.798828125
544,544,544,2021-04-05,205.3975067138672,200.6615295410156,207.9024658203125
545,545,545,2021-04-06,203.80255126953125,204.67340087890625,201.571533203125
546,546,546,2021-04-07,205.1724395751953,201.09210205078125,201.052963256836
547,547,547,2021-04-08,208.2351226806641,199.99615478515625,199.48736572265625
548,548,548,2021-04-09,208.7146148681641,197.24658203125,196.4931182861328
549,549,549,2021-04-12,209.8497009277344,203.4992218017578,197.33465576171875
550,550,550,2021-04-13,209.0571136474609,205.3975067138672,200.6615295410156
551,551,551,2021-04-14,208.80270385742188,203.80255126953125,204.67340087890625
552,552,552,2021-04-15,212.9613342285156,205.1724395751953,201.09210205078125
553,553,553,2021-04-16,213.11788940429688,208.2351226806641,199.99615478515625
554,554,554,2021-04-19,211.2587432861328,208.7146148681641,197.24658203125
555,555,555,2021-04-20,208.450424194336,209.8497009277344,203.4992218017578
556,556,556,2021-04-21,210.5444183349609,209.0571136474609,205.3975067138672
557,557,557,2021-04-22,211.5326995849609,208.80270385742188,203.80255126953125
558,558,558,2021-04-23,212.2567749023437,212.9613342285156,205.1724395751953
559,559,559,2021-04-26,213.6658477783203,213.11788940429688,208.2351226806641
560,560,560,2021-04-27,211.84585571289065,211.2587432861328,208.7146148681641
561,561,561,2021-04-28,213.18637084960932,208.450424194336,209.8497009277344
562,562,562,2021-04-29,214.5269317626953,210.5444183349609,209.0571136474609
563,563,563,2021-04-30,210.0160522460937,211.5326995849609,208.80270385742188
564,564,564,2021-05-03,207.9024658203125,212.2567749023437,212.9613342285156
565,565,565,2021-05-04,201.0822906494141,213.6658477783203,213.11788940429688
566,566,566,2021-05-05,195.94517517089844,211.84585571289065,211.2587432861328
567,567,567,2021-05-06,196.56163024902344,213.18637084960932,208.450424194336
568,568,568,2021-05-07,197.08023071289065,214.5269317626953,210.5444183349609
569,569,569,2021-05-10,191.11134338378903,210.0160522460937,211.5326995849609
570,570,570,2021-05-11,190.86672973632807,207.9024658203125,212.2567749023437
571,571,571,2021-05-12,190.7395172119141,201.0822906494141,213.6658477783203
572,572,572,2021-05-13,192.451889038086,195.94517517089844,211.84585571289065
573,573,573,2021-05-14,194.65353393554688,196.56163024902344,213.18637084960932
574,574,574,2021-05-17,192.5790863037109,197.08023071289065,214.5269317626953
575,575,575,2021-05-18,191.35597229003903,191.11134338378903,210.0160522460937
576,576,576,2021-05-19,190.58297729492188,190.86672973632807,207.9024658203125
577,577,577,2021-05-20,191.25814819335932,190.7395172119141,201.0822906494141
578,578,578,2021-05-21,189.4381256103516,192.451889038086,195.94517517089844
579,579,579,2021-05-24,191.0526428222656,194.65353393554688,196.56163024902344
580,580,580,2021-05-25,190.9156494140625,192.5790863037109,197.08023071289065
581,581,581,2021-05-26,188.66510009765625,191.35597229003903,191.11134338378903
582,582,582,2021-05-27,189.0565185546875,190.58297729492188,190.86672973632807
583,583,583,2021-05-28,189.54574584960932,191.25814819335932,190.7395172119141
584,584,584,2021-06-01,189.5066070556641,189.4381256103516,192.451889038086
585,585,585,2021-06-02,191.78651428222656,191.0526428222656,194.65353393554688
586,586,586,2021-06-03,189.27175903320312,190.9156494140625,192.5790863037109
587,587,587,2021-06-04,190.02523803710932,188.66510009765625,191.35597229003903
588,588,588,2021-06-07,187.0897216796875,189.0565185546875,190.58297729492188
589,589,589,2021-06-08,187.3832855224609,189.54574584960932,191.25814819335932
590,590,590,2021-06-09,187.8235626220703,189.5066070556641,189.4381256103516
591,591,591,2021-06-10,187.7403106689453,191.78651428222656,191.0526428222656
592,592,592,2021-06-11,189.5328369140625,189.27175903320312,190.9156494140625
593,593,593,2021-06-14,188.269271850586,190.02523803710932,188.66510009765625
594,594,594,2021-06-15,190.36538696289065,187.0897216796875,189.0565185546875
595,595,595,2021-06-16,188.0145874023437,187.3832855224609,189.54574584960932
596,596,596,2021-06-17,189.3075256347656,187.8235626220703,189.5066070556641
597,597,597,2021-06-18,186.9175567626953,187.7403106689453,191.78651428222656
598,598,598,2021-06-21,189.7091217041016,189.5328369140625,189.27175903320312
599,599,599,2021-06-22,189.5915679931641,188.269271850586,190.02523803710932
600,600,600,2021-06-23,186.8783569335937,190.36538696289065,187.0897216796875
601,601,601,2021-06-24,187.58360290527344,188.0145874023437,187.3832855224609
602,602,602,2021-06-25,188.28887939453125,189.3075256347656,187.8235626220703
603,603,603,2021-06-28,185.7421722412109,186.9175567626953,187.7403106689453
604,604,604,2021-06-29,183.6754302978516,189.7091217041016,189.5328369140625
605,605,605,2021-06-30,183.6949920654297,189.5915679931641,188.269271850586
606,606,606,2021-07-01,188.269271850586,186.8783569335937,190.36538696289065
607,607,607,2021-07-02,189.3956756591797,187.58360290527344,188.0145874023437
608,608,608,2021-07-06,188.8961639404297,188.28887939453125,189.3075256347656
609,609,609,2021-07-07,188.0635528564453,185.7421722412109,186.9175567626953
610,610,610,2021-07-08,184.2631072998047,183.6754302978516,189.7091217041016
611,611,611,2021-07-09,186.46697998046875,183.6949920654297,189.5915679931641
612,612,612,2021-07-12,185.7127990722656,188.269271850586,186.8783569335937
613,613,613,2021-07-13,187.1820373535156,189.3956756591797,187.58360290527344
614,614,614,2021-07-14,189.06265258789065,188.8961639404297,188.28887939453125
615,615,615,2021-07-15,191.1587829589844,188.0635528564453,185.7421722412109
616,616,616,2021-07-16,190.7375640869141,184.2631072998047,183.6754302978516
617,617,617,2021-07-19,182.2355499267578,186.46697998046875,183.6949920654297
618,618,618,2021-07-20,184.8802032470703,185.7127990722656,188.269271850586
619,619,619,2021-07-21,187.87747192382807,187.1820373535156,189.3956756591797
620,620,620,2021-07-22,187.15264892578125,189.06265258789065,188.8961639404297
621,621,621,2021-07-23,189.0724639892578,191.1587829589844,188.0635528564453
622,622,622,2021-07-26,187.2016143798828,190.7375640869141,184.2631072998047
623,623,623,2021-07-27,188.7492218017578,182.2355499267578,186.46697998046875
624,624,624,2021-07-28,187.6913452148437,184.8802032470703,185.7127990722656
625,625,625,2021-07-29,189.3075256347656,187.87747192382807,187.1820373535156
626,626,626,2021-07-30,189.4446563720703,187.15264892578125,189.06265258789065
627,627,627,2021-08-02,168.2678985595703,189.0724639892578,191.1587829589844
628,628,628,2021-08-03,166.09344482421875,187.2016143798828,190.7375640869141
629,629,629,2021-08-04,162.04812622070312,188.7492218017578,182.2355499267578
630,630,630,2021-08-05,166.80845642089844,187.6913452148437,184.8802032470703
631,631,631,2021-08-06,172.62669372558594,189.3075256347656,187.87747192382807
632,632,632,2021-08-09,170.27587890625,189.4446563720703,187.15264892578125
633,633,633,2021-08-10,166.26974487304688,168.2678985595703,189.0724639892578
634,634,634,2021-08-11,166.08364868164062,166.09344482421875,187.2016143798828
635,635,635,2021-08-12,164.3988800048828,162.04812622070312,188.7492218017578
636,636,636,2021-08-13,167.8957061767578,166.80845642089844,187.6913452148437
637,637,637,2021-08-16,164.67315673828125,172.62669372558594,189.3075256347656
638,638,638,2021-08-17,163.77203369140625,170.27587890625,189.4446563720703
639,639,639,2021-08-18,162.92965698242188,166.26974487304688,168.2678985595703
640,640,640,2021-08-19,159.6581268310547,166.08364868164062,166.09344482421875
641,641,641,2021-08-20,159.71690368652344,164.3988800048828,162.04812622070312
642,642,642,2021-08-23,162.44970703125,167.8957061767578,166.80845642089844
643,643,643,2021-08-24,163.86997985839844,164.67315673828125,172.62669372558594
644,644,644,2021-08-25,161.8620147705078,163.77203369140625,170.27587890625
645,645,645,2021-08-26,158.3945770263672,162.92965698242188,166.26974487304688
646,646,646,2021-08-27,160.77474975585938,159.6581268310547,166.08364868164062
647,647,647,2021-08-30,157.9929962158203,159.71690368652344,164.3988800048828
648,648,648,2021-08-31,159.30551147460938,162.44970703125,167.8957061767578
649,649,649,2021-09-01,159.17816162109375,163.86997985839844,164.67315673828125
650,650,650,2021-09-02,155.3385467529297,161.8620147705078,163.77203369140625
651,651,651,2021-09-03,154.7704620361328,158.3945770263672,162.92965698242188
652,652,652,2021-09-07,155.35812377929688,160.77474975585938,159.6581268310547
653,653,653,2021-09-08,166.53421020507812,157.9929962158203,159.71690368652344
654,654,654,2021-09-09,168.8001708984375,159.30551147460938,162.44970703125
655,655,655,2021-09-10,163.19900512695312,159.17816162109375,163.86997985839844
656,656,656,2021-09-13,161.62950134277344,155.3385467529297,161.8620147705078
657,657,657,2021-09-14,159.02020263671875,154.7704620361328,158.3945770263672
658,658,658,2021-09-15,162.316162109375,155.35812377929688,160.77474975585938
659,659,659,2021-09-16,160.8643798828125,166.53421020507812,157.9929962158203
660,660,660,2021-09-17,158.9417266845703,168.8001708984375,159.30551147460938
661,661,661,2021-09-20,157.068115234375,163.19900512695312,159.17816162109375
662,662,662,2021-09-21,153.59559631347656,161.62950134277344,155.3385467529297
663,663,663,2021-09-22,158.0588836669922,159.02020263671875,154.7704620361328
664,664,664,2021-09-23,160.85455322265625,162.316162109375,155.35812377929688
665,665,665,2021-09-24,158.55914306640625,160.8643798828125,166.53421020507812
666,666,666,2021-09-27,160.4916229248047,158.9417266845703,168.8001708984375
667,667,667,2021-09-28,159.02020263671875,157.068115234375,163.19900512695312
668,668,668,2021-09-29,157.6370849609375,153.59559631347656,161.62950134277344
669,669,669,2021-09-30,154.57655334472656,158.0588836669922,159.02020263671875
670,670,670,2021-10-01,156.80325317382812,160.85455322265625,162.316162109375
671,671,671,2021-10-04,153.24249267578125,158.55914306640625,160.8643798828125
672,672,672,2021-10-05,154.61575317382812,160.4916229248047,158.9417266845703
673,673,673,2021-10-06,155.52806091308594,159.02020263671875,157.068115234375
674,674,674,2021-10-07,156.82289123535156,157.6370849609375,153.59559631347656
675,675,675,2021-10-08,156.35203552246094,154.57655334472656,158.0588836669922
676,676,676,2021-10-11,148.57321166992188,156.80325317382812,160.85455322265625
677,677,677,2021-10-12,148.11215209960938,153.24249267578125,158.55914306640625
678,678,678,2021-10-13,149.59336853027344,154.61575317382812,160.4916229248047
679,679,679,2021-10-14,152.0163116455078,155.52806091308594,159.02020263671875
680,680,680,2021-10-15,157.51937866210938,156.82289123535156,157.6370849609375
681,681,681,2021-10-18,156.3226318359375,156.35203552246094,154.57655334472656
682,682,682,2021-10-19,157.9215545654297,148.57321166992188,156.80325317382812
683,683,683,2021-10-20,158.23544311523438,148.11215209960938,153.24249267578125
684,684,684,2021-10-21,156.94061279296875,149.59336853027344,154.61575317382812
685,685,685,2021-10-22,154.98854064941406,152.0163116455078,155.52806091308594
686,686,686,2021-10-25,154.77273559570312,157.51937866210938,156.82289123535156
687,687,687,2021-10-26,152.9972381591797,156.3226318359375,156.35203552246094
688,688,688,2021-10-27,141.38290405273438,157.9215545654297,148.57321166992188
689,689,689,2021-10-28,140.11744689941406,158.23544311523438,148.11215209960938
690,690,690,2021-10-29,140.26463317871094,156.94061279296875,149.59336853027344
691,691,691,2021-11-01,143.04071044921875,154.98854064941406,152.0163116455078
692,692,692,2021-11-02,129.82745361328125,154.77273559570312,157.51937866210938
693,693,693,2021-11-03,132.29937744140625,152.9972381591797,156.3226318359375
694,694,694,2021-11-04,133.044921875,141.38290405273438,157.9215545654297
695,695,695,2021-11-05,134.14356994628906,140.11744689941406,158.23544311523438
696,696,696,2021-11-08,132.0247039794922,140.26463317871094,156.94061279296875
697,697,697,2021-11-09,130.28848266601562,143.04071044921875,154.98854064941406
698,698,698,2021-11-10,129.95494079589844,129.82745361328125,154.77273559570312
699,699,699,2021-11-11,126.21755981445312,132.29937744140625,152.9972381591797
700,700,700,2021-11-12,129.1309356689453,133.044921875,141.38290405273438
701,701,701,2021-11-15,129.278076171875,134.14356994628906,140.11744689941406
702,702,702,2021-11-16,126.8944320678711,132.0247039794922,140.26463317871094
703,703,703,2021-11-17,123.11778259277344,130.28848266601562,143.04071044921875
704,704,704,2021-11-18,124.43225860595705,129.95494079589844,129.82745361328125
705,705,705,2021-11-19,123.52979278564452,126.21755981445312,132.29937744140625
706,706,706,2021-11-22,121.17552947998048,129.1309356689453,133.044921875
707,707,707,2021-11-23,122.66657257080078,129.278076171875,134.14356994628906
708,708,708,2021-11-24,122.1858901977539,126.8944320678711,132.0247039794922
709,709,709,2021-11-26,120.81258392333984,123.11778259277344,130.28848266601562
710,710,710,2021-11-29,117.96786499023438,124.43225860595705,129.95494079589844
711,711,711,2021-11-30,116.77111053466795,123.52979278564452,126.21755981445312
712,712,712,2021-12-01,115.61360168457033,121.17552947998048,129.1309356689453
713,713,713,2021-12-02,119.48831176757812,122.66657257080078,129.278076171875
714,714,714,2021-12-03,117.97764587402344,122.1858901977539,126.8944320678711
715,715,715,2021-12-06,124.60882568359376,120.81258392333984,123.11778259277344
716,716,716,2021-12-07,127.29659271240234,117.96786499023438,124.43225860595705
717,717,717,2021-12-08,127.6301040649414,116.77111053466795,123.52979278564452
718,718,718,2021-12-09,124.9423370361328,115.61360168457033,121.17552947998048
719,719,719,2021-12-10,123.40226745605467,119.48831176757812,122.66657257080078
720,720,720,2021-12-13,124.53034210205078,117.97764587402344,122.1858901977539
721,721,721,2021-12-14,125.78594207763672,124.60882568359376,120.81258392333984
722,722,722,2021-12-15,125.86457824707033,127.29659271240234,117.96786499023438
723,723,723,2021-12-16,124.70480346679688,127.6301040649414,116.77111053466795
724,724,724,2021-12-17,125.87442016601562,124.9423370361328,115.61360168457033
725,725,725,2021-12-20,121.5498504638672,123.40226745605467,119.48831176757812
726,726,726,2021-12-21,129.589599609375,124.53034210205078,117.97764587402344
727,727,727,2021-12-22,132.52833557128906,125.78594207763672,124.60882568359376
728,728,728,2021-12-23,133.0492401123047,125.86457824707033,127.29659271240234
729,729,729,2021-12-27,131.25062561035156,124.70480346679688,127.6301040649414
730,730,730,2021-12-28,132.83302307128906,125.87442016601562,124.9423370361328
731,731,731,2021-12-29,131.93862915039062,121.5498504638672,123.40226745605467
732,732,732,2021-12-30,133.95347595214844,129.589599609375,124.53034210205078
733,733,733,2021-12-31,132.8625030517578,132.52833557128906,125.78594207763672
734,734,734,2022-01-03,139.27072143554688,133.0492401123047,125.86457824707033
735,735,735,2022-01-04,142.93678283691406,131.25062561035156,124.70480346679688
736,736,736,2022-01-05,143.90980529785156,132.83302307128906,125.87442016601562
737,737,737,2022-01-06,148.66683959960938,131.93862915039062,121.5498504638672
738,738,738,2022-01-07,147.62501525878906,133.95347595214844,129.589599609375
739,739,739,2022-01-10,144.4897003173828,132.8625030517578,132.52833557128906
740,740,740,2022-01-11,146.54388427734375,139.27072143554688,133.0492401123047
741,741,741,2022-01-12,146.18020629882812,142.93678283691406,131.25062561035156
742,742,742,2022-01-13,146.6814727783203,143.90980529785156,132.83302307128906
743,743,743,2022-01-14,147.96902465820312,148.66683959960938,131.93862915039062
744,744,744,2022-01-18,144.5781707763672,147.62501525878906,133.95347595214844
745,745,745,2022-01-19,143.35940551757812,144.4897003173828,132.8625030517578
746,746,746,2022-01-20,142.37655639648438,146.54388427734375,139.27072143554688
747,747,747,2022-01-21,138.35670471191406,146.18020629882812,142.93678283691406
748,748,748,2022-01-24,138.39599609375,146.6814727783203,143.90980529785156
749,749,749,2022-01-25,137.1084747314453,147.96902465820312,148.66683959960938
750,750,750,2022-01-26,138.0716552734375,144.5781707763672,147.62501525878906
751,751,751,2022-01-27,138.6122283935547,143.35940551757812,144.4897003173828
752,752,752,2022-01-28,144.80421447753906,142.37655639648438,146.54388427734375
753,753,753,2022-01-31,147.31053161621094,138.35670471191406,146.18020629882812
754,754,754,2022-02-01,149.02066040039062,138.39599609375,146.6814727783203
755,755,755,2022-02-02,148.24420166015625,137.1084747314453,147.96902465820312
756,756,756,2022-02-03,142.05221557617188,138.0716552734375,144.5781707763672
757,757,757,2022-02-04,143.2906036376953,138.6122283935547,143.35940551757812
758,758,758,2022-02-07,144.35211181640625,144.80421447753906,142.37655639648438
759,759,759,2022-02-08,141.55096435546875,147.31053161621094,138.35670471191406
