,Date,FFIV
0,2019-02-04 00:00:00-05:00,162.83999633789062
1,2019-02-05 00:00:00-05:00,162.41000366210938
2,2019-02-06 00:00:00-05:00,163.9600067138672
3,2019-02-07 00:00:00-05:00,159.7100067138672
4,2019-02-08 00:00:00-05:00,160.9199981689453
5,2019-02-11 00:00:00-05:00,163.10000610351562
6,2019-02-12 00:00:00-05:00,165.10000610351562
7,2019-02-13 00:00:00-05:00,166.75
8,2019-02-14 00:00:00-05:00,168.74000549316406
9,2019-02-15 00:00:00-05:00,171.27999877929688
10,2019-02-19 00:00:00-05:00,169.80999755859375
11,2019-02-20 00:00:00-05:00,168.17999267578125
12,2019-02-21 00:00:00-05:00,169.82000732421875
13,2019-02-22 00:00:00-05:00,172.0800018310547
14,2019-02-25 00:00:00-05:00,171.58999633789062
15,2019-02-26 00:00:00-05:00,171.82000732421875
16,2019-02-27 00:00:00-05:00,171.3800048828125
17,2019-02-28 00:00:00-05:00,168.13999938964844
18,2019-03-01 00:00:00-05:00,166.52999877929688
19,2019-03-04 00:00:00-05:00,163.2899932861328
20,2019-03-05 00:00:00-05:00,162.14999389648438
21,2019-03-06 00:00:00-05:00,161.0800018310547
22,2019-03-07 00:00:00-05:00,158.99000549316406
23,2019-03-08 00:00:00-05:00,157.99000549316406
24,2019-03-11 00:00:00-04:00,162.08999633789062
25,2019-03-12 00:00:00-04:00,149.64999389648438
26,2019-03-13 00:00:00-04:00,151.75
27,2019-03-14 00:00:00-04:00,153.17999267578125
28,2019-03-15 00:00:00-04:00,153.69000244140625
29,2019-03-18 00:00:00-04:00,154.36000061035156
30,2019-03-19 00:00:00-04:00,154.25999450683594
31,2019-03-20 00:00:00-04:00,153.49000549316406
32,2019-03-21 00:00:00-04:00,155.8300018310547
33,2019-03-22 00:00:00-04:00,152.24000549316406
34,2019-03-25 00:00:00-04:00,151.13999938964844
35,2019-03-26 00:00:00-04:00,152.86000061035156
36,2019-03-27 00:00:00-04:00,152.05999755859375
37,2019-03-28 00:00:00-04:00,153.7100067138672
38,2019-03-29 00:00:00-04:00,156.92999267578125
39,2019-04-01 00:00:00-04:00,161.47000122070312
40,2019-04-02 00:00:00-04:00,165.32000732421875
41,2019-04-03 00:00:00-04:00,166.7100067138672
42,2019-04-04 00:00:00-04:00,166.0
43,2019-04-05 00:00:00-04:00,167.3300018310547
44,2019-04-08 00:00:00-04:00,167.8800048828125
45,2019-04-09 00:00:00-04:00,165.66000366210938
46,2019-04-10 00:00:00-04:00,168.14999389648438
47,2019-04-11 00:00:00-04:00,167.2899932861328
48,2019-04-12 00:00:00-04:00,167.00999450683594
49,2019-04-15 00:00:00-04:00,166.61000061035156
50,2019-04-16 00:00:00-04:00,166.1199951171875
51,2019-04-17 00:00:00-04:00,164.4499969482422
52,2019-04-18 00:00:00-04:00,163.39999389648438
53,2019-04-22 00:00:00-04:00,163.75
54,2019-04-23 00:00:00-04:00,163.9499969482422
55,2019-04-24 00:00:00-04:00,164.25
56,2019-04-25 00:00:00-04:00,162.47000122070312
57,2019-04-26 00:00:00-04:00,159.8699951171875
58,2019-04-29 00:00:00-04:00,159.10000610351562
59,2019-04-30 00:00:00-04:00,156.89999389648438
60,2019-05-01 00:00:00-04:00,152.25999450683594
61,2019-05-02 00:00:00-04:00,152.32000732421875
62,2019-05-03 00:00:00-04:00,154.3699951171875
63,2019-05-06 00:00:00-04:00,152.92999267578125
64,2019-05-07 00:00:00-04:00,151.6699981689453
65,2019-05-08 00:00:00-04:00,149.6199951171875
66,2019-05-09 00:00:00-04:00,146.8300018310547
67,2019-05-10 00:00:00-04:00,148.57000732421875
68,2019-05-13 00:00:00-04:00,143.4499969482422
69,2019-05-14 00:00:00-04:00,141.97000122070312
70,2019-05-15 00:00:00-04:00,142.99000549316406
71,2019-05-16 00:00:00-04:00,142.61000061035156
72,2019-05-17 00:00:00-04:00,140.22000122070312
73,2019-05-20 00:00:00-04:00,139.52000427246094
74,2019-05-21 00:00:00-04:00,141.3800048828125
75,2019-05-22 00:00:00-04:00,140.30999755859375
76,2019-05-23 00:00:00-04:00,137.39999389648438
77,2019-05-24 00:00:00-04:00,136.94000244140625
78,2019-05-28 00:00:00-04:00,136.63999938964844
