,Unnamed: 0.1,Unnamed: 0,Date,DPZ,DPZ_6m,DPZ_12m
0,0,0,2019-02-05,274.4916076660156,,
1,1,1,2019-02-06,273.1631164550781,,
2,2,2,2019-02-07,274.11212158203125,,
3,3,3,2019-02-08,275.3170471191406,,
4,4,4,2019-02-11,279.7765808105469,,
5,5,5,2019-02-12,272.51806640625,,
6,6,6,2019-02-13,274.026611328125,274.4916076660156,
7,7,7,2019-02-14,272.4895324707031,273.1631164550781,
8,8,8,2019-02-15,267.2424621582031,274.11212158203125,
9,9,9,2019-02-19,264.9462280273437,275.3170471191406,
10,10,10,2019-02-20,264.2440185546875,279.7765808105469,
11,11,11,2019-02-21,240.0674743652344,272.51806640625,
12,12,12,2019-02-22,247.3736114501953,274.026611328125,274.4916076660156
13,13,13,2019-02-25,242.8476104736328,272.4895324707031,273.1631164550781
14,14,14,2019-02-26,239.8777008056641,267.2424621582031,274.11212158203125
15,15,15,2019-02-27,239.59304809570312,264.9462280273437,275.3170471191406
16,16,16,2019-02-28,238.1033935546875,264.2440185546875,279.7765808105469
17,17,17,2019-03-01,237.9040985107422,240.0674743652344,272.51806640625
18,18,18,2019-03-04,235.85459899902344,247.3736114501953,274.026611328125
19,19,19,2019-03-05,236.57569885253903,242.8476104736328,272.4895324707031
20,20,20,2019-03-06,235.8831024169922,239.8777008056641,267.2424621582031
21,21,21,2019-03-07,235.25685119628903,239.59304809570312,264.9462280273437
22,22,22,2019-03-08,237.70486450195312,238.1033935546875,264.2440185546875
23,23,23,2019-03-11,234.3554534912109,237.9040985107422,240.0674743652344
24,24,24,2019-03-12,227.72296142578125,235.85459899902344,247.3736114501953
25,25,25,2019-03-13,232.8182830810547,236.57569885253903,242.8476104736328
26,26,26,2019-03-14,235.2252655029297,235.8831024169922,239.8777008056641
27,27,27,2019-03-15,232.39019775390625,235.25685119628903,239.59304809570312
28,28,28,2019-03-18,231.572021484375,237.70486450195312,238.1033935546875
29,29,29,2019-03-19,236.66180419921875,234.3554534912109,237.9040985107422
30,30,30,2019-03-20,232.07623291015625,227.72296142578125,235.85459899902344
31,31,31,2019-03-21,233.1322326660156,232.8182830810547,236.57569885253903
32,32,32,2019-03-22,227.61431884765625,235.2252655029297,235.8831024169922
33,33,33,2019-03-25,230.7633514404297,232.39019775390625,235.25685119628903
34,34,34,2019-03-26,233.4652099609375,231.572021484375,237.70486450195312
35,35,35,2019-03-27,235.53921508789065,236.66180419921875,234.3554534912109
36,36,36,2019-03-28,241.5708770751953,232.07623291015625,227.72296142578125
37,37,37,2019-03-29,245.547607421875,233.1322326660156,232.8182830810547
38,38,38,2019-04-01,237.3182678222656,227.61431884765625,235.2252655029297
39,39,39,2019-04-02,233.2939910888672,230.7633514404297,232.39019775390625
40,40,40,2019-04-03,240.80029296875,233.4652099609375,231.572021484375
41,41,41,2019-04-04,236.83306884765625,235.53921508789065,236.66180419921875
42,42,42,2019-04-05,242.17971801757807,241.5708770751953,232.07623291015625
43,43,43,2019-04-08,235.463119506836,245.547607421875,233.1322326660156
44,44,44,2019-04-09,235.7770233154297,237.3182678222656,227.61431884765625
45,45,45,2019-04-10,236.83306884765625,233.2939910888672,230.7633514404297
46,46,46,2019-04-11,243.12159729003903,240.80029296875,233.4652099609375
47,47,47,2019-04-12,245.0814208984375,236.83306884765625,235.53921508789065
48,48,48,2019-04-15,246.30862426757807,242.17971801757807,241.5708770751953
49,49,49,2019-04-16,242.92176818847656,235.463119506836,245.547607421875
50,50,50,2019-04-17,252.3498077392578,235.7770233154297,237.3182678222656
51,51,51,2019-04-18,254.59510803222656,236.83306884765625,233.2939910888672
52,52,52,2019-04-22,253.0634307861328,243.12159729003903,240.80029296875
53,53,53,2019-04-23,257.0591125488281,245.0814208984375,236.83306884765625
54,54,54,2019-04-24,269.6361999511719,246.30862426757807,242.17971801757807
55,55,55,2019-04-25,263.0050964355469,242.92176818847656,235.463119506836
56,56,56,2019-04-26,260.13201904296875,252.3498077392578,235.7770233154297
57,57,57,2019-04-29,255.7937774658203,254.59510803222656,236.83306884765625
58,58,58,2019-04-30,257.420654296875,253.0634307861328,243.12159729003903
59,59,59,2019-05-01,258.2578430175781,257.0591125488281,245.0814208984375
60,60,60,2019-05-02,260.97869873046875,269.6361999511719,246.30862426757807
61,61,61,2019-05-03,266.14471435546875,263.0050964355469,242.92176818847656
62,62,62,2019-05-06,268.30419921875,260.13201904296875,252.3498077392578
63,63,63,2019-05-07,263.8994445800781,255.7937774658203,254.59510803222656
64,64,64,2019-05-08,269.3793640136719,257.420654296875,253.0634307861328
65,65,65,2019-05-09,268.4374389648437,258.2578430175781,257.0591125488281
66,66,66,2019-05-10,264.8317565917969,260.97869873046875,269.6361999511719
67,67,67,2019-05-13,260.5601501464844,266.14471435546875,263.0050964355469
68,68,68,2019-05-14,259.5897216796875,268.30419921875,260.13201904296875
69,69,69,2019-05-15,263.21441650390625,263.8994445800781,255.7937774658203
70,70,70,2019-05-16,264.3275146484375,269.3793640136719,257.420654296875
71,71,71,2019-05-17,267.57177734375,268.4374389648437,258.2578430175781
72,72,72,2019-05-20,271.0061340332031,264.8317565917969,260.97869873046875
73,73,73,2019-05-21,271.1108093261719,260.5601501464844,266.14471435546875
74,74,74,2019-05-22,270.59698486328125,259.5897216796875,268.30419921875
75,75,75,2019-05-23,271.4342956542969,263.21441650390625,263.8994445800781
76,76,76,2019-05-24,268.865478515625,264.3275146484375,269.3793640136719
77,77,77,2019-05-28,267.0770568847656,267.57177734375,268.4374389648437
78,78,78,2019-05-29,264.2229309082031,271.0061340332031,264.8317565917969
79,79,79,2019-05-30,263.79473876953125,271.1108093261719,260.5601501464844
80,80,80,2019-05-31,265.9068298339844,270.59698486328125,259.5897216796875
81,81,81,2019-06-03,263.043212890625,271.4342956542969,263.21441650390625
82,82,82,2019-06-04,270.1879272460937,268.865478515625,264.3275146484375
83,83,83,2019-06-05,271.4627990722656,267.0770568847656,267.57177734375
84,84,84,2019-06-06,273.0420837402344,264.2229309082031,271.0061340332031
85,85,85,2019-06-07,273.0420837402344,263.79473876953125,271.1108093261719
86,86,86,2019-06-10,268.89404296875,265.9068298339844,270.59698486328125
87,87,87,2019-06-11,266.50616455078125,263.043212890625,271.4342956542969
88,88,88,2019-06-12,268.2851867675781,270.1879272460937,268.865478515625
89,89,89,2019-06-13,268.22802734375,271.4627990722656,267.0770568847656
90,90,90,2019-06-14,267.61773681640625,273.0420837402344,264.2229309082031
91,91,91,2019-06-17,268.9049987792969,273.0420837402344,263.79473876953125
92,92,92,2019-06-18,269.2388000488281,268.89404296875,265.9068298339844
93,93,93,2019-06-19,267.6463317871094,266.50616455078125,263.043212890625
94,94,94,2019-06-20,268.7333679199219,268.2851867675781,270.1879272460937
95,95,95,2019-06-21,267.31256103515625,268.22802734375,271.4627990722656
96,96,96,2019-06-24,261.6293334960937,267.61773681640625,273.0420837402344
97,97,97,2019-06-25,264.270751953125,268.9049987792969,273.0420837402344
98,98,98,2019-06-26,263.0596618652344,269.2388000488281,268.89404296875
99,99,99,2019-06-27,265.0335388183594,267.6463317871094,266.50616455078125
100,100,100,2019-06-28,265.3577880859375,268.7333679199219,268.2851867675781
101,101,101,2019-07-01,258.5111389160156,267.31256103515625,268.22802734375
102,102,102,2019-07-02,261.0953674316406,261.6293334960937,267.61773681640625
103,103,103,2019-07-03,267.913330078125,264.270751953125,268.9049987792969
104,104,104,2019-07-05,265.3387451171875,263.0596618652344,269.2388000488281
105,105,105,2019-07-08,264.3374938964844,265.0335388183594,267.6463317871094
106,106,106,2019-07-09,266.9978942871094,265.3577880859375,268.7333679199219
107,107,107,2019-07-10,262.5639343261719,258.5111389160156,267.31256103515625
108,108,108,2019-07-11,264.7474975585937,261.0953674316406,261.6293334960937
109,109,109,2019-07-12,269.0098571777344,267.913330078125,264.270751953125
110,110,110,2019-07-15,257.3860168457031,265.3387451171875,263.0596618652344
111,111,111,2019-07-16,235.09164428710932,264.3374938964844,265.0335388183594
112,112,112,2019-07-17,241.26123046875,266.9978942871094,265.3577880859375
113,113,113,2019-07-18,240.94656372070312,262.5639343261719,258.5111389160156
114,114,114,2019-07-19,245.9527740478516,264.7474975585937,261.0953674316406
115,115,115,2019-07-22,243.54022216796875,269.0098571777344,267.913330078125
116,116,116,2019-07-23,245.7429656982422,257.3860168457031,265.3387451171875
117,117,117,2019-07-24,250.0339508056641,235.09164428710932,264.3374938964844
118,118,118,2019-07-25,248.56553649902344,241.26123046875,266.9978942871094
119,119,119,2019-07-26,247.0302734375,240.94656372070312,262.5639343261719
120,120,120,2019-07-29,240.7558441162109,245.9527740478516,264.7474975585937
121,121,121,2019-07-30,236.0547790527344,243.54022216796875,269.0098571777344
122,122,122,2019-07-31,233.17501831054688,245.7429656982422,257.3860168457031
123,123,123,2019-08-01,234.41465759277344,250.0339508056641,235.09164428710932
124,124,124,2019-08-02,233.3848114013672,248.56553649902344,241.26123046875
125,125,125,2019-08-05,228.58839416503903,247.0302734375,240.94656372070312
126,126,126,2019-08-06,231.248764038086,240.7558441162109,245.9527740478516
127,127,127,2019-08-07,234.3288116455078,236.0547790527344,243.54022216796875
128,128,128,2019-08-08,235.2919158935547,233.17501831054688,245.7429656982422
129,129,129,2019-08-09,236.3217620849609,234.41465759277344,250.0339508056641
130,130,130,2019-08-12,228.86489868164065,233.3848114013672,248.56553649902344
131,131,131,2019-08-13,229.4275054931641,228.58839416503903,247.0302734375
132,132,132,2019-08-14,225.23182678222656,231.248764038086,240.7558441162109
133,133,133,2019-08-15,222.0755157470703,234.3288116455078,236.0547790527344
134,134,134,2019-08-16,224.0398406982422,235.2919158935547,233.17501831054688
135,135,135,2019-08-19,221.24591064453125,236.3217620849609,234.41465759277344
136,136,136,2019-08-20,221.6368408203125,228.86489868164065,233.3848114013672
137,137,137,2019-08-21,220.76914978027344,229.4275054931641,228.58839416503903
138,138,138,2019-08-22,221.0837860107422,225.23182678222656,231.248764038086
139,139,139,2019-08-23,215.64849853515625,222.0755157470703,234.3288116455078
140,140,140,2019-08-26,217.1169586181641,224.0398406982422,235.2919158935547
141,141,141,2019-08-27,212.1203155517578,221.24591064453125,236.3217620849609
142,142,142,2019-08-28,215.36241149902344,221.6368408203125,228.86489868164065
143,143,143,2019-08-29,214.79981994628903,220.76914978027344,229.4275054931641
144,144,144,2019-08-30,216.3064727783203,221.0837860107422,225.23182678222656
145,145,145,2019-09-03,216.3350524902344,215.64849853515625,222.0755157470703
146,146,146,2019-09-04,227.95899963378903,217.1169586181641,224.0398406982422
147,147,147,2019-09-05,233.4610748291016,212.1203155517578,221.24591064453125
148,148,148,2019-09-06,226.32839965820312,215.36241149902344,221.6368408203125
149,149,149,2019-09-09,228.09249877929688,214.79981994628903,220.76914978027344
150,150,150,2019-09-10,232.25958251953125,216.3064727783203,221.0837860107422
151,151,151,2019-09-11,237.52325439453125,216.3350524902344,215.64849853515625
152,152,152,2019-09-12,235.9457397460937,227.95899963378903,217.1169586181641
153,153,153,2019-09-13,234.2822113037109,233.4610748291016,212.1203155517578
154,154,154,2019-09-16,234.0336151123047,226.32839965820312,215.36241149902344
155,155,155,2019-09-17,232.83859252929688,228.09249877929688,214.79981994628903
156,156,156,2019-09-18,234.23440551757807,232.25958251953125,216.3064727783203
157,157,157,2019-09-19,236.1560821533203,237.52325439453125,216.3350524902344
158,158,158,2019-09-20,236.73928833007807,235.9457397460937,227.95899963378903
159,159,159,2019-09-23,235.4390106201172,234.2822113037109,233.4610748291016
160,160,160,2019-09-24,232.29360961914065,234.0336151123047,226.32839965820312
161,161,161,2019-09-25,230.8404083251953,232.83859252929688,228.09249877929688
162,162,162,2019-09-26,228.93785095214844,234.23440551757807,232.25958251953125
163,163,163,2019-09-27,229.89390563964844,236.1560821533203,237.52325439453125
164,164,164,2019-09-30,233.8424224853516,236.73928833007807,235.9457397460937
165,165,165,2019-10-01,234.9705810546875,235.4390106201172,234.2822113037109
166,166,166,2019-10-02,231.1272125244141,232.29360961914065,234.0336151123047
167,167,167,2019-10-03,232.6569366455078,230.8404083251953,232.83859252929688
168,168,168,2019-10-04,231.49053955078125,228.93785095214844,234.23440551757807
169,169,169,2019-10-07,231.5669708251953,229.89390563964844,236.1560821533203
170,170,170,2019-10-08,242.341796875,233.8424224853516,236.73928833007807
171,171,171,2019-10-09,237.2842712402344,234.9705810546875,235.4390106201172
172,172,172,2019-10-10,243.5751037597656,231.1272125244141,232.29360961914065
173,173,173,2019-10-11,246.46237182617188,232.6569366455078,230.8404083251953
174,174,174,2019-10-14,241.11801147460932,231.49053955078125,228.93785095214844
175,175,175,2019-10-15,244.492919921875,231.5669708251953,229.89390563964844
176,176,176,2019-10-16,244.7128143310547,242.341796875,233.8424224853516
177,177,177,2019-10-17,245.18130493164065,237.2842712402344,234.9705810546875
178,178,178,2019-10-18,244.46424865722656,243.5751037597656,231.1272125244141
179,179,179,2019-10-21,246.2042236328125,246.46237182617188,232.6569366455078
180,180,180,2019-10-22,247.5618438720703,241.11801147460932,231.49053955078125
181,181,181,2019-10-23,244.7510681152344,244.492919921875,231.5669708251953
182,182,182,2019-10-24,252.0171356201172,244.7128143310547,242.341796875
183,183,183,2019-10-25,259.8089599609375,245.18130493164065,237.2842712402344
184,184,184,2019-10-28,257.6195373535156,244.46424865722656,243.5751037597656
185,185,185,2019-10-29,251.61557006835932,246.2042236328125,246.46237182617188
186,186,186,2019-10-30,258.9963073730469,247.5618438720703,241.11801147460932
187,187,187,2019-10-31,259.68463134765625,244.7510681152344,244.492919921875
188,188,188,2019-11-01,257.4284362792969,252.0171356201172,244.7128143310547
189,189,189,2019-11-04,257.4571228027344,259.8089599609375,245.18130493164065
190,190,190,2019-11-05,264.1686706542969,257.6195373535156,244.46424865722656
191,191,191,2019-11-06,265.6123046875,251.61557006835932,246.2042236328125
192,192,192,2019-11-07,270.2587280273437,258.9963073730469,247.5618438720703
193,193,193,2019-11-08,268.32745361328125,259.68463134765625,244.7510681152344
194,194,194,2019-11-11,268.356201171875,257.4284362792969,252.0171356201172
195,195,195,2019-11-12,265.6695861816406,257.4571228027344,259.8089599609375
196,196,196,2019-11-13,267.122802734375,264.1686706542969,257.6195373535156
197,197,197,2019-11-14,266.41534423828125,265.6123046875,251.61557006835932
198,198,198,2019-11-15,269.0445251464844,270.2587280273437,258.9963073730469
199,199,199,2019-11-18,272.1038818359375,268.32745361328125,259.68463134765625
200,200,200,2019-11-19,273.1842956542969,268.356201171875,257.4284362792969
201,201,201,2019-11-20,275.57440185546875,265.6695861816406,257.4571228027344
202,202,202,2019-11-21,271.5685119628906,267.122802734375,264.1686706542969
203,203,203,2019-11-22,273.203369140625,266.41534423828125,265.6123046875
204,204,204,2019-11-25,280.12518310546875,269.0445251464844,270.2587280273437
205,205,205,2019-11-26,276.43487548828125,272.1038818359375,268.32745361328125
206,206,206,2019-11-27,282.35284423828125,273.1842956542969,268.356201171875
207,207,207,2019-11-29,281.3681335449219,275.57440185546875,265.6695861816406
208,208,208,2019-12-02,281.1290588378906,271.5685119628906,267.122802734375
209,209,209,2019-12-03,271.6066589355469,273.203369140625,266.41534423828125
210,210,210,2019-12-04,273.43280029296875,280.12518310546875,269.0445251464844
211,211,211,2019-12-05,274.2646179199219,276.43487548828125,272.1038818359375
212,212,212,2019-12-06,273.977783203125,282.35284423828125,273.1842956542969
213,213,213,2019-12-09,273.7865600585937,281.3681335449219,275.57440185546875
214,214,214,2019-12-10,272.7061767578125,281.1290588378906,271.5685119628906
215,215,215,2019-12-11,280.718017578125,271.6066589355469,273.203369140625
216,216,216,2019-12-12,284.2440795898437,273.43280029296875,280.12518310546875
217,217,217,2019-12-13,282.5959777832031,274.2646179199219,276.43487548828125
218,218,218,2019-12-16,279.93231201171875,273.977783203125,282.35284423828125
219,219,219,2019-12-17,279.5489807128906,273.7865600585937,281.3681335449219
220,220,220,2019-12-18,272.4297790527344,272.7061767578125,281.1290588378906
221,221,221,2019-12-19,279.7885437011719,280.718017578125,271.6066589355469
222,222,222,2019-12-20,279.7885437011719,284.2440795898437,273.43280029296875
223,223,223,2019-12-23,276.2144775390625,282.5959777832031,274.2646179199219
224,224,224,2019-12-24,277.5273132324219,279.93231201171875,273.977783203125
225,225,225,2019-12-26,280.0184326171875,279.5489807128906,273.7865600585937
226,226,226,2019-12-27,280.0855407714844,272.4297790527344,272.7061767578125
227,227,227,2019-12-30,280.9862060546875,279.7885437011719,280.718017578125
228,228,228,2019-12-31,281.4941101074219,279.7885437011719,284.2440795898437
229,229,229,2020-01-02,281.1300048828125,276.2144775390625,282.5959777832031
230,230,230,2020-01-03,282.346923828125,277.5273132324219,279.93231201171875
231,231,231,2020-01-06,281.656982421875,280.0184326171875,279.5489807128906
232,232,232,2020-01-07,279.6448059082031,280.0855407714844,272.4297790527344
233,233,233,2020-01-08,278.4087829589844,280.9862060546875,279.7885437011719
234,234,234,2020-01-09,276.8182067871094,281.4941101074219,279.7885437011719
235,235,235,2020-01-10,277.000244140625,281.1300048828125,276.2144775390625
236,236,236,2020-01-13,272.12310791015625,282.346923828125,277.5273132324219
237,237,237,2020-01-14,273.1962890625,281.656982421875,280.0184326171875
238,238,238,2020-01-15,276.5020446777344,279.6448059082031,280.0855407714844
239,239,239,2020-01-16,275.34259033203125,278.4087829589844,280.9862060546875
240,240,240,2020-01-17,274.4898376464844,276.8182067871094,281.4941101074219
241,241,241,2020-01-21,273.1867370605469,277.000244140625,281.1300048828125
242,242,242,2020-01-22,273.9532165527344,272.12310791015625,282.346923828125
243,243,243,2020-01-23,275.9749755859375,273.1962890625,281.656982421875
244,244,244,2020-01-24,273.1770935058594,276.5020446777344,279.6448059082031
245,245,245,2020-01-27,271.0595092773437,275.34259033203125,278.4087829589844
246,246,246,2020-01-28,272.2955322265625,274.4898376464844,276.8182067871094
247,247,247,2020-01-29,273.5316467285156,273.1867370605469,277.000244140625
248,248,248,2020-01-30,270.5899963378906,273.9532165527344,272.12310791015625
249,249,249,2020-01-31,269.9671630859375,275.9749755859375,273.1962890625
250,250,250,2020-02-03,259.4271545410156,273.1770935058594,276.5020446777344
251,251,251,2020-02-04,261.96636962890625,271.0595092773437,275.34259033203125
252,252,252,2020-02-05,266.3835754394531,272.2955322265625,274.4898376464844
253,253,253,2020-02-06,267.7250366210937,273.5316467285156,273.1867370605469
254,254,254,2020-02-07,263.9881286621094,270.5899963378906,273.9532165527344
255,255,255,2020-02-10,263.3558044433594,269.9671630859375,275.9749755859375
256,256,256,2020-02-11,264.2181396484375,259.4271545410156,273.1770935058594
257,257,257,2020-02-12,269.2773132324219,261.96636962890625,271.0595092773437
258,258,258,2020-02-13,274.06817626953125,266.3835754394531,272.2955322265625
259,259,259,2020-02-14,279.4052429199219,267.7250366210937,273.5316467285156
260,260,260,2020-02-18,283.41046142578125,263.9881286621094,270.5899963378906
261,261,261,2020-02-19,284.6752624511719,263.3558044433594,269.9671630859375
262,262,262,2020-02-20,357.5544128417969,264.2181396484375,259.4271545410156
263,263,263,2020-02-21,356.4046630859375,269.2773132324219,261.96636962890625
264,264,264,2020-02-24,347.82891845703125,274.06817626953125,266.3835754394531
265,265,265,2020-02-25,353.2426452636719,279.4052429199219,267.7250366210937
266,266,266,2020-02-26,351.3358459472656,283.41046142578125,263.9881286621094
267,267,267,2020-02-27,333.3124694824219,284.6752624511719,263.3558044433594
268,268,268,2020-02-28,325.26373291015625,357.5544128417969,264.2181396484375
269,269,269,2020-03-02,332.9866638183594,356.4046630859375,269.2773132324219
270,270,270,2020-03-03,325.2733154296875,347.82891845703125,274.06817626953125
271,271,271,2020-03-04,327.5921630859375,353.2426452636719,279.4052429199219
272,272,272,2020-03-05,319.10272216796875,351.3358459472656,283.41046142578125
273,273,273,2020-03-06,322.34130859375,333.3124694824219,284.6752624511719
274,274,274,2020-03-09,322.5903625488281,325.26373291015625,357.5544128417969
275,275,275,2020-03-10,329.5660400390625,332.9866638183594,356.4046630859375
276,276,276,2020-03-11,318.7481689453125,325.2733154296875,347.82891845703125
277,277,277,2020-03-12,304.56256103515625,327.5921630859375,353.2426452636719
278,278,278,2020-03-13,304.1015625,319.10272216796875,351.3358459472656
279,279,279,2020-03-16,274.9908752441406,322.34130859375,333.3124694824219
280,280,280,2020-03-17,286.91943359375,322.5903625488281,325.26373291015625
281,281,281,2020-03-18,278.5252380371094,329.5660400390625,332.9866638183594
282,282,282,2020-03-19,310.3539733886719,318.7481689453125,325.2733154296875
283,283,283,2020-03-20,288.0816345214844,304.56256103515625,327.5921630859375
284,284,284,2020-03-23,311.0551147460937,304.1015625,319.10272216796875
285,285,285,2020-03-24,329.9659423828125,274.9908752441406,322.34130859375
286,286,286,2020-03-25,308.7308044433594,286.91943359375,322.5903625488281
287,287,287,2020-03-26,325.11578369140625,278.5252380371094,329.5660400390625
288,288,288,2020-03-27,325.3366394042969,310.3539733886719,318.7481689453125
289,289,289,2020-03-30,333.0297546386719,288.0816345214844,304.56256103515625
290,290,290,2020-03-31,311.2471923828125,311.0551147460937,304.1015625
291,291,291,2020-04-01,320.5633544921875,329.9659423828125,274.9908752441406
292,292,292,2020-04-02,320.2559814453125,308.7308044433594,286.91943359375
293,293,293,2020-04-03,315.2425537109375,325.11578369140625,278.5252380371094
294,294,294,2020-04-06,325.12530517578125,325.3366394042969,310.3539733886719
295,295,295,2020-04-07,320.74578857421875,333.0297546386719,288.0816345214844
296,296,296,2020-04-08,330.2252502441406,311.2471923828125,311.0551147460937
297,297,297,2020-04-09,330.0428771972656,320.5633544921875,329.9659423828125
298,298,298,2020-04-13,341.0877990722656,320.2559814453125,308.7308044433594
299,299,299,2020-04-14,344.0843200683594,315.2425537109375,325.11578369140625
300,300,300,2020-04-15,340.58837890625,325.12530517578125,325.3366394042969
301,301,301,2020-04-16,346.2069396972656,320.74578857421875,333.0297546386719
302,302,302,2020-04-17,348.60791015625,330.2252502441406,311.2471923828125
303,303,303,2020-04-20,355.8209228515625,330.0428771972656,320.5633544921875
304,304,304,2020-04-21,350.7689514160156,341.0877990722656,320.2559814453125
305,305,305,2020-04-22,368.5657958984375,344.0843200683594,315.2425537109375
306,306,306,2020-04-23,355.0140686035156,340.58837890625,325.12530517578125
307,307,307,2020-04-24,352.7570495605469,346.2069396972656,320.74578857421875
308,308,308,2020-04-27,347.7051696777344,348.60791015625,330.2252502441406
309,309,309,2020-04-28,341.9233093261719,355.8209228515625,330.0428771972656
310,310,310,2020-04-29,347.6859741210937,350.7689514160156,341.0877990722656
311,311,311,2020-04-30,347.6091003417969,368.5657958984375,344.0843200683594
312,312,312,2020-05-01,343.1623229980469,355.0140686035156,340.58837890625
313,313,313,2020-05-04,344.89111328125,352.7570495605469,346.2069396972656
314,314,314,2020-05-05,356.76202392578125,347.7051696777344,348.60791015625
315,315,315,2020-05-06,357.5687866210937,341.9233093261719,355.8209228515625
316,316,316,2020-05-07,352.64178466796875,347.6859741210937,350.7689514160156
