,Unnamed: 0.1,Unnamed: 0,Date,DPZ,DPZ_6m,DPZ_12m
383,383,383,2020-08-12,377.90283203125,377.1231994628906,374.9578552246094
384,384,384,2020-08-13,384.0333251953125,378.6438293457031,370.9254760742188
385,385,385,2020-08-14,383.9850769042969,377.7872924804688,370.6656188964844
386,386,386,2020-08-17,393.9940185546875,374.4862976074219,370.0689697265625
387,387,387,2020-08-18,395.9765625,371.4163208007813,372.0707092285156
388,388,388,2020-08-19,398.6520690917969,374.0340576171875,372.4749145507813
389,389,389,2020-08-20,402.5978088378906,377.90283203125,377.1231994628906
390,390,390,2020-08-21,403.9163208007813,384.0333251953125,378.6438293457031
391,391,391,2020-08-24,403.2329406738281,383.9850769042969,377.7872924804688
392,392,392,2020-08-25,403.5890502929688,393.9940185546875,374.4862976074219
393,393,393,2020-08-26,402.3667602539063,395.9765625,371.4163208007813
394,394,394,2020-08-27,400.6634521484375,398.6520690917969,374.0340576171875
395,395,395,2020-08-28,400.3362121582031,402.5978088378906,377.90283203125
396,396,396,2020-08-31,393.5801696777344,403.9163208007813,384.0333251953125
397,397,397,2020-09-01,394.7254638671875,403.2329406738281,383.9850769042969
398,398,398,2020-09-02,388.4217529296875,403.5890502929688,393.9940185546875
399,399,399,2020-09-03,382.5511474609375,402.3667602539063,395.9765625
400,400,400,2020-09-04,367.4512939453125,400.6634521484375,398.6520690917969
401,401,401,2020-09-08,362.1677551269531,400.3362121582031,402.5978088378906
402,402,402,2020-09-09,367.7013854980469,393.5801696777344,403.9163208007813
403,403,403,2020-09-10,374.3419189453125,394.7254638671875,403.2329406738281
404,404,404,2020-09-11,379.8372497558594,388.4217529296875,403.5890502929688
405,405,405,2020-09-14,374.6493225097656,382.5511474609375,402.3667602539063
406,406,406,2020-09-15,375.6136169433594,367.4512939453125,400.6634521484375
407,407,407,2020-09-16,372.1999816894531,362.1677551269531,400.3362121582031
408,408,408,2020-09-17,380.9654846191406,367.7013854980469,393.5801696777344
409,409,409,2020-09-18,383.3954772949219,374.3419189453125,394.7254638671875
410,410,410,2020-09-21,390.511962890625,379.8372497558594,388.4217529296875
411,411,411,2020-09-22,398.9786071777344,374.6493225097656,382.5511474609375
412,412,412,2020-09-23,398.7760620117188,375.6136169433594,367.4512939453125
413,413,413,2020-09-24,398.544677734375,372.1999816894531,362.1677551269531
414,414,414,2020-09-25,403.1539611816406,380.9654846191406,367.7013854980469
415,415,415,2020-09-28,406.490478515625,383.3954772949219,374.3419189453125
416,416,416,2020-09-29,408.3418884277344,390.511962890625,379.8372497558594
417,417,417,2020-09-30,410.0969543457031,398.9786071777344,374.6493225097656
418,418,418,2020-10-01,411.7458801269531,398.7760620117188,375.6136169433594
419,419,419,2020-10-02,418.29345703125,398.544677734375,372.1999816894531
420,420,420,2020-10-05,409.7691650390625,403.1539611816406,380.9654846191406
421,421,421,2020-10-06,412.2665710449219,406.490478515625,383.3954772949219
422,422,422,2020-10-07,415.6609191894531,408.3418884277344,390.511962890625
423,423,423,2020-10-08,386.6933898925781,410.0969543457031,398.9786071777344
424,424,424,2020-10-09,376.9925537109375,411.7458801269531,398.7760620117188
425,425,425,2020-10-12,378.5643310546875,418.29345703125,398.544677734375
426,426,426,2020-10-13,393.1638488769531,409.7691650390625,403.1539611816406
427,427,427,2020-10-14,388.81488037109375,412.2665710449219,406.490478515625
428,428,428,2020-10-15,387.4937438964844,415.6609191894531,408.3418884277344
429,429,429,2020-10-16,385.1891784667969,386.6933898925781,410.0969543457031
430,430,430,2020-10-19,380.7919616699219,376.9925537109375,411.7458801269531
431,431,431,2020-10-20,380.3291015625,378.5643310546875,418.29345703125
432,432,432,2020-10-21,376.0282897949219,393.1638488769531,409.7691650390625
433,433,433,2020-10-22,377.75433349609375,388.81488037109375,412.2665710449219
434,434,434,2020-10-23,380.0300903320313,387.4937438964844,415.6609191894531
435,435,435,2020-10-26,380.52191162109375,385.1891784667969,386.6933898925781
436,436,436,2020-10-27,382.8554992675781,380.7919616699219,376.9925537109375
437,437,437,2020-10-28,370.2907104492188,380.3291015625,378.5643310546875
438,438,438,2020-10-29,372.91357421875,376.0282897949219,393.1638488769531
439,439,439,2020-10-30,364.8134765625,377.75433349609375,388.81488037109375
440,440,440,2020-11-02,362.6052551269531,380.0300903320313,387.4937438964844
441,441,441,2020-11-03,369.5578002929688,380.52191162109375,385.1891784667969
442,442,442,2020-11-04,378.5064697265625,382.8554992675781,380.7919616699219
443,443,443,2020-11-05,382.0744323730469,370.2907104492188,380.3291015625
444,444,444,2020-11-06,385.5748291015625,372.91357421875,376.0282897949219
445,445,445,2020-11-09,363.1066284179688,364.8134765625,377.75433349609375
446,446,446,2020-11-10,368.0439147949219,362.6052551269531,380.0300903320313
447,447,447,2020-11-11,380.5797424316406,369.5578002929688,380.52191162109375
448,448,448,2020-11-12,376.6068115234375,378.5064697265625,382.8554992675781
449,449,449,2020-11-13,375.6907653808594,382.0744323730469,370.2907104492188
450,450,450,2020-11-16,371.0813598632813,385.5748291015625,372.91357421875
451,451,451,2020-11-17,370.743896484375,363.1066284179688,364.8134765625
452,452,452,2020-11-18,368.8056640625,368.0439147949219,362.6052551269531
453,453,453,2020-11-19,371.2935791015625,380.5797424316406,369.5578002929688
454,454,454,2020-11-20,375.6521911621094,376.6068115234375,378.5064697265625
455,455,455,2020-11-23,373.3860778808594,375.6907653808594,382.0744323730469
456,456,456,2020-11-24,369.4517517089844,371.0813598632813,385.5748291015625
457,457,457,2020-11-25,369.7507019042969,370.743896484375,363.1066284179688
458,458,458,2020-11-27,376.5296936035156,368.8056640625,368.0439147949219
459,459,459,2020-11-30,378.55474853515625,371.2935791015625,380.5797424316406
460,460,460,2020-12-01,377.7640380859375,375.6521911621094,376.6068115234375
461,461,461,2020-12-02,373.9839172363281,373.3860778808594,375.6907653808594
462,462,462,2020-12-03,369.69287109375,369.4517517089844,371.0813598632813
463,463,463,2020-12-04,369.3166809082031,369.7507019042969,370.743896484375
464,464,464,2020-12-07,370.8210754394531,376.5296936035156,368.8056640625
465,465,465,2020-12-08,372.8846435546875,378.55474853515625,371.2935791015625
466,466,466,2020-12-09,371.22607421875,377.7640380859375,375.6521911621094
467,467,467,2020-12-10,372.2674865722656,373.9839172363281,373.3860778808594
468,468,468,2020-12-11,369.6831970214844,369.69287109375,369.4517517089844
469,469,469,2020-12-14,370.3016052246094,369.3166809082031,369.7507019042969
470,470,470,2020-12-15,371.7026672363281,370.8210754394531,376.5296936035156
471,471,471,2020-12-16,369.6155395507813,372.8846435546875,378.55474853515625
472,472,472,2020-12-17,381.82916259765625,371.22607421875,377.7640380859375
473,473,473,2020-12-18,383.3268432617188,372.2674865722656,373.9839172363281
474,474,474,2020-12-21,383.781005859375,369.6831970214844,369.69287109375
475,475,475,2020-12-22,385.2690124511719,370.3016052246094,369.3166809082031
476,476,476,2020-12-23,390.1293640136719,371.7026672363281,370.8210754394531
477,477,477,2020-12-24,383.34619140625,369.6155395507813,372.8846435546875
478,478,478,2020-12-28,386.6797790527344,381.82916259765625,371.22607421875
479,479,479,2020-12-29,371.3934631347656,383.3268432617188,372.2674865722656
480,480,480,2020-12-30,371.6446838378906,383.781005859375,369.6831970214844
481,481,481,2020-12-31,370.5238037109375,385.2690124511719,370.3016052246094
482,482,482,2021-01-04,366.6974182128906,390.1293640136719,371.7026672363281
483,483,483,2021-01-05,368.475341796875,383.34619140625,369.6155395507813
484,484,484,2021-01-06,371.8863220214844,386.6797790527344,381.82916259765625
485,485,485,2021-01-07,370.262939453125,371.3934631347656,383.3268432617188
486,486,486,2021-01-08,375.712646484375,371.6446838378906,383.781005859375
487,487,487,2021-01-11,377.3649597167969,370.5238037109375,385.2690124511719
488,488,488,2021-01-12,372.4949951171875,366.6974182128906,390.1293640136719
489,489,489,2021-01-13,368.9777526855469,368.475341796875,383.34619140625
490,490,490,2021-01-14,361.1897583007813,371.8863220214844,386.6797790527344
491,491,491,2021-01-15,362.5715026855469,370.262939453125,371.3934631347656
492,492,492,2021-01-19,360.0785522460937,375.712646484375,371.6446838378906
493,493,493,2021-01-20,366.2143249511719,377.3649597167969,370.5238037109375
494,494,494,2021-01-21,368.2627258300781,372.4949951171875,366.6974182128906
495,495,495,2021-01-22,367.5380554199219,368.9777526855469,368.475341796875
496,496,496,2021-01-25,365.7214965820313,361.1897583007813,371.8863220214844
497,497,497,2021-01-26,366.0597229003906,362.5715026855469,370.262939453125
498,498,498,2021-01-27,364.1947937011719,360.0785522460937,375.712646484375
499,499,499,2021-01-28,359.0639038085937,366.2143249511719,377.3649597167969
500,500,500,2021-01-29,358.25225830078125,368.2627258300781,372.4949951171875
501,501,501,2021-02-01,358.8900146484375,367.5380554199219,368.9777526855469
502,502,502,2021-02-02,364.4943237304688,365.7214965820313,361.1897583007813
503,503,503,2021-02-03,360.7355346679688,366.0597229003906,362.5715026855469
504,504,504,2021-02-04,360.4167175292969,364.1947937011719,360.0785522460937
505,505,505,2021-02-05,364.5039978027344,359.0639038085937,366.2143249511719
506,506,506,2021-02-08,367.238525390625,358.25225830078125,368.2627258300781
507,507,507,2021-02-09,370.0407104492188,358.8900146484375,367.5380554199219
508,508,508,2021-02-10,369.1710815429688,364.4943237304688,365.7214965820313
509,509,509,2021-02-11,372.2051086425781,360.7355346679688,366.0597229003906
510,510,510,2021-02-12,372.1761779785156,360.4167175292969,364.1947937011719
511,511,511,2021-02-16,365.1707153320313,364.5039978027344,359.0639038085937
512,512,512,2021-02-17,363.7889709472656,367.238525390625,358.25225830078125
513,513,513,2021-02-18,364.41705322265625,370.0407104492188,358.8900146484375
514,514,514,2021-02-19,358.9286193847656,369.1710815429688,364.4943237304688
515,515,515,2021-02-22,352.8412475585937,372.2051086425781,360.7355346679688
516,516,516,2021-02-23,354.3678894042969,372.1761779785156,360.4167175292969
517,517,517,2021-02-24,352.2904663085937,365.1707153320313,364.5039978027344
518,518,518,2021-02-25,327.5637512207031,363.7889709472656,367.238525390625
519,519,519,2021-02-26,334.8204040527344,364.41705322265625,370.0407104492188
520,520,520,2021-03-01,333.41925048828125,358.9286193847656,369.1710815429688
521,521,521,2021-03-02,331.4385070800781,352.8412475585937,372.2051086425781
522,522,522,2021-03-03,321.5052490234375,354.3678894042969,372.1761779785156
523,523,523,2021-03-04,319.37939453125,352.2904663085937,365.1707153320313
524,524,524,2021-03-05,319.0992126464844,327.5637512207031,363.7889709472656
525,525,525,2021-03-08,322.2589111328125,334.8204040527344,364.41705322265625
526,526,526,2021-03-09,342.13494873046875,333.41925048828125,358.9286193847656
527,527,527,2021-03-10,345.8550720214844,331.4385070800781,352.8412475585937
528,528,528,2021-03-11,346.2802734375,321.5052490234375,354.3678894042969
529,529,529,2021-03-12,349.84539794921875,319.37939453125,352.2904663085937
530,530,530,2021-03-15,351.6474609375,319.0992126464844,327.5637512207031
531,531,531,2021-03-16,354.5926513671875,322.2589111328125,334.8204040527344
532,532,532,2021-03-17,351.9186706542969,342.13494873046875,333.41925048828125
533,533,533,2021-03-18,352.470947265625,345.8550720214844,331.4385070800781
534,534,534,2021-03-19,352.3546447753906,346.2802734375,321.5052490234375
535,535,535,2021-03-22,357.7993469238281,349.84539794921875,319.37939453125
536,536,536,2021-03-23,362.740234375,351.6474609375,319.0992126464844
537,537,537,2021-03-24,354.7960205078125,354.5926513671875,322.2589111328125
538,538,538,2021-03-25,356.13299560546875,351.9186706542969,342.13494873046875
539,539,539,2021-03-26,360.2407531738281,352.470947265625,345.8550720214844
540,540,540,2021-03-29,360.4732360839844,352.3546447753906,346.2802734375
541,541,541,2021-03-30,356.6464538574219,357.7993469238281,349.84539794921875
542,542,542,2021-03-31,356.31707763671875,362.740234375,351.6474609375
543,543,543,2021-04-01,361.732666015625,354.7960205078125,354.5926513671875
544,544,544,2021-04-05,360.0470275878906,356.13299560546875,351.9186706542969
545,545,545,2021-04-06,368.8049621582031,360.2407531738281,352.470947265625
546,546,546,2021-04-07,370.37445068359375,360.4732360839844,352.3546447753906
547,547,547,2021-04-08,371.9439086914063,356.6464538574219,357.7993469238281
548,548,548,2021-04-09,378.17333984375,356.31707763671875,362.740234375
549,549,549,2021-04-12,378.4349365234375,361.732666015625,354.7960205078125
550,550,550,2021-04-13,382.6104431152344,360.0470275878906,356.13299560546875
551,551,551,2021-04-14,378.4543151855469,368.8049621582031,360.2407531738281
552,552,552,2021-04-15,380.7309265136719,370.37445068359375,360.4732360839844
553,553,553,2021-04-16,382.5135803222656,371.9439086914063,356.6464538574219
554,554,554,2021-04-19,385.54595947265625,378.17333984375,356.31707763671875
555,555,555,2021-04-20,385.6331176757813,378.4349365234375,361.732666015625
556,556,556,2021-04-21,382.4845275878906,382.6104431152344,360.0470275878906
557,557,557,2021-04-22,386.3209533691406,378.4543151855469,368.8049621582031
558,558,558,2021-04-23,385.3037414550781,380.7309265136719,370.37445068359375
559,559,559,2021-04-26,387.7257385253906,382.5135803222656,371.9439086914063
560,560,560,2021-04-27,388.5201416015625,385.54595947265625,378.17333984375
561,561,561,2021-04-28,391.3491516113281,385.6331176757813,378.4349365234375
562,562,562,2021-04-29,403.00384521484375,382.4845275878906,382.6104431152344
563,563,563,2021-04-30,409.1654357910156,386.3209533691406,378.4543151855469
564,564,564,2021-05-03,420.06451416015625,385.3037414550781,380.7309265136719
565,565,565,2021-05-04,420.4519958496094,387.7257385253906,382.5135803222656
566,566,566,2021-05-05,418.4175415039063,388.5201416015625,385.54595947265625
567,567,567,2021-05-06,416.6155090332031,391.3491516113281,385.6331176757813
568,568,568,2021-05-07,418.9794616699219,403.00384521484375,382.4845275878906
569,569,569,2021-05-10,417.623046875,409.1654357910156,386.3209533691406
570,570,570,2021-05-11,409.1654357910156,420.06451416015625,385.3037414550781
571,571,571,2021-05-12,412.1687316894531,420.4519958496094,387.7257385253906
572,572,572,2021-05-13,409.2235412597656,418.4175415039063,388.5201416015625
573,573,573,2021-05-14,413.9610290527344,416.6155090332031,391.3491516113281
574,574,574,2021-05-17,419.3572998046875,418.9794616699219,403.00384521484375
575,575,575,2021-05-18,419.3572998046875,417.623046875,409.1654357910156
576,576,576,2021-05-19,418.4757080078125,409.1654357910156,420.06451416015625
577,577,577,2021-05-20,415.5595703125,412.1687316894531,420.4519958496094
578,578,578,2021-05-21,414.3097534179688,409.2235412597656,418.4175415039063
579,579,579,2021-05-24,407.7703247070313,413.9610290527344,416.6155090332031
580,580,580,2021-05-25,407.906005859375,419.3572998046875,418.9794616699219
581,581,581,2021-05-26,407.56689453125,419.3572998046875,417.623046875
582,582,582,2021-05-27,410.7445983886719,418.4757080078125,409.1654357910156
583,583,583,2021-05-28,413.55413818359375,415.5595703125,412.1687316894531
584,584,584,2021-06-01,409.8047790527344,414.3097534179688,409.2235412597656
585,585,585,2021-06-02,412.905029296875,407.7703247070313,413.9610290527344
586,586,586,2021-06-03,411.8586730957031,407.906005859375,419.3572998046875
587,587,587,2021-06-04,417.69091796875,407.56689453125,419.3572998046875
588,588,588,2021-06-07,424.2594604492188,410.7445983886719,418.4757080078125
589,589,589,2021-06-08,429.5296936035156,413.55413818359375,415.5595703125
590,590,590,2021-06-09,428.8999938964844,409.8047790527344,414.3097534179688
591,591,591,2021-06-10,434.4415588378906,412.905029296875,407.7703247070313
592,592,592,2021-06-11,438.8302307128906,411.8586730957031,407.906005859375
593,593,593,2021-06-14,435.0828857421875,417.69091796875,407.56689453125
594,594,594,2021-06-15,432.7528991699219,424.2594604492188,410.7445983886719
595,595,595,2021-06-16,434.529541015625,429.5296936035156,413.55413818359375
596,596,596,2021-06-17,443.859130859375,428.8999938964844,409.8047790527344
597,597,597,2021-06-18,446.7619323730469,434.4415588378906,412.905029296875
598,598,598,2021-06-21,446.05316162109375,438.8302307128906,411.8586730957031
599,599,599,2021-06-22,446.4026794433594,435.0828857421875,417.69091796875
600,600,600,2021-06-23,443.4222412109375,432.7528991699219,424.2594604492188
601,601,601,2021-06-24,446.3929748535156,434.529541015625,429.5296936035156
602,602,602,2021-06-25,444.6163635253906,443.859130859375,428.8999938964844
603,603,603,2021-06-28,450.0044555664063,446.7619323730469,434.4415588378906
604,604,604,2021-06-29,449.9267272949219,446.05316162109375,438.8302307128906
605,605,605,2021-06-30,452.8780517578125,446.4026794433594,435.0828857421875
606,606,606,2021-07-01,452.4217224121094,443.4222412109375,432.7528991699219
607,607,607,2021-07-02,460.40185546875,446.3929748535156,434.529541015625
608,608,608,2021-07-06,462.7027587890625,444.6163635253906,443.859130859375
609,609,609,2021-07-07,464.2269592285156,450.0044555664063,446.7619323730469
610,610,610,2021-07-08,460.7027893066406,449.9267272949219,446.05316162109375
611,611,611,2021-07-09,463.625,452.8780517578125,446.4026794433594
612,612,612,2021-07-12,466.1005859375,452.4217224121094,443.4222412109375
613,613,613,2021-07-13,471.5080871582031,460.40185546875,446.3929748535156
614,614,614,2021-07-14,471.1585998535156,462.7027587890625,444.6163635253906
615,615,615,2021-07-15,470.6925659179688,464.2269592285156,450.0044555664063
616,616,616,2021-07-16,468.5956115722656,460.7027893066406,449.9267272949219
617,617,617,2021-07-19,464.5278625488281,463.625,452.8780517578125
618,618,618,2021-07-20,461.1106262207031,466.1005859375,452.4217224121094
619,619,619,2021-07-21,456.6448059082031,471.5080871582031,460.40185546875
620,620,620,2021-07-22,523.0974731445312,471.1585998535156,462.7027587890625
621,621,621,2021-07-23,510.1175842285156,470.6925659179688,464.2269592285156
622,622,622,2021-07-26,518.728759765625,468.5956115722656,460.7027893066406
623,623,623,2021-07-27,522.3112182617188,464.5278625488281,463.625
624,624,624,2021-07-28,509.2632751464844,461.1106262207031,466.1005859375
625,625,625,2021-07-29,510.8166809082031,456.6448059082031,471.5080871582031
626,626,626,2021-07-30,510.1563720703125,523.0974731445312,471.1585998535156
627,627,627,2021-08-02,514.8843383789062,510.1175842285156,470.6925659179688
628,628,628,2021-08-03,524.6993408203125,518.728759765625,468.5956115722656
629,629,629,2021-08-04,521.0198974609375,522.3112182617188,464.5278625488281
630,630,630,2021-08-05,519.8548583984375,509.2632751464844,461.1106262207031
631,631,631,2021-08-06,517.8744506835938,510.8166809082031,456.6448059082031
632,632,632,2021-08-09,514.0202026367188,510.1563720703125,523.0974731445312
633,633,633,2021-08-10,503.7878723144531,514.8843383789062,510.1175842285156
634,634,634,2021-08-11,500.2929382324219,524.6993408203125,518.728759765625
635,635,635,2021-08-12,501.409423828125,521.0198974609375,522.3112182617188
636,636,636,2021-08-13,501.93359375,519.8548583984375,509.2632751464844
637,637,637,2021-08-16,498.21533203125,517.8744506835938,510.8166809082031
638,638,638,2021-08-17,512.3504638671875,514.0202026367188,510.1563720703125
639,639,639,2021-08-18,510.28265380859375,503.7878723144531,514.8843383789062
640,640,640,2021-08-19,503.1956481933594,500.2929382324219,524.6993408203125
641,641,641,2021-08-20,494.6524658203125,501.409423828125,521.0198974609375
642,642,642,2021-08-23,494.6524658203125,501.93359375,519.8548583984375
643,643,643,2021-08-24,486.9441528320313,498.21533203125,517.8744506835938
644,644,644,2021-08-25,497.1959838867188,512.3504638671875,514.0202026367188
645,645,645,2021-08-26,495.6912841796875,510.28265380859375,503.7878723144531
646,646,646,2021-08-27,496.9338684082031,503.1956481933594,500.2929382324219
647,647,647,2021-08-30,502.1568298339844,494.6524658203125,501.409423828125
648,648,648,2021-08-31,501.8074035644531,494.6524658203125,501.93359375
649,649,649,2021-09-01,500.3609008789063,486.9441528320313,498.21533203125
650,650,650,2021-09-02,502.1956787109375,497.1959838867188,512.3504638671875
651,651,651,2021-09-03,499.4871215820313,495.6912841796875,510.28265380859375
652,652,652,2021-09-07,499.0212097167969,496.9338684082031,503.1956481933594
653,653,653,2021-09-08,506.1566467285156,502.1568298339844,494.6524658203125
654,654,654,2021-09-09,501.059814453125,501.8074035644531,494.6524658203125
655,655,655,2021-09-10,495.9630126953125,500.3609008789063,486.9441528320313
656,656,656,2021-09-13,496.1864013671875,502.1956787109375,497.1959838867188
657,657,657,2021-09-14,493.073974609375,499.4871215820313,495.6912841796875
658,658,658,2021-09-15,491.7123718261719,499.0212097167969,496.9338684082031
659,659,659,2021-09-16,497.2075805664063,506.1566467285156,502.1568298339844
660,660,660,2021-09-17,489.7476501464844,501.059814453125,501.8074035644531
661,661,661,2021-09-20,483.4451904296875,495.9630126953125,500.3609008789063
662,662,662,2021-09-21,484.5052490234375,496.1864013671875,502.1956787109375
663,663,663,2021-09-22,481.9472961425781,493.073974609375,499.4871215820313
664,664,664,2021-09-23,479.31158447265625,491.7123718261719,499.0212097167969
665,665,665,2021-09-24,476.4229431152344,497.2075805664063,506.1566467285156
666,666,666,2021-09-27,473.8843994140625,489.7476501464844,501.059814453125
667,667,667,2021-09-28,471.6279296875,483.4451904296875,495.9630126953125
668,668,668,2021-09-29,469.7702941894531,484.5052490234375,496.1864013671875
669,669,669,2021-09-30,463.8956604003906,481.9472961425781,493.073974609375
670,670,670,2021-10-01,462.0574645996094,479.31158447265625,491.7123718261719
671,671,671,2021-10-04,458.011474609375,476.4229431152344,497.2075805664063
672,672,672,2021-10-05,461.6197814941406,473.8843994140625,489.7476501464844
673,673,673,2021-10-06,469.4395751953125,471.6279296875,483.4451904296875
674,674,674,2021-10-07,469.4881591796875,469.7702941894531,484.5052490234375
675,675,675,2021-10-08,467.1636352539063,463.8956604003906,481.9472961425781
676,676,676,2021-10-11,466.3467102050781,462.0574645996094,479.31158447265625
677,677,677,2021-10-12,466.9010620117188,458.011474609375,476.4229431152344
678,678,678,2021-10-13,463.2343444824219,461.6197814941406,473.8843994140625
679,679,679,2021-10-14,464.4014587402344,469.4395751953125,471.6279296875
680,680,680,2021-10-15,442.44970703125,469.4881591796875,469.7702941894531
681,681,681,2021-10-18,447.3030090332031,467.1636352539063,463.8956604003906
682,682,682,2021-10-19,452.6231689453125,466.3467102050781,462.0574645996094
683,683,683,2021-10-20,446.0191345214844,466.9010620117188,458.011474609375
684,684,684,2021-10-21,455.1422119140625,463.2343444824219,461.6197814941406
685,685,685,2021-10-22,451.6116333007813,464.4014587402344,469.4395751953125
686,686,686,2021-10-25,453.4692687988281,442.44970703125,469.4881591796875
687,687,687,2021-10-26,453.02191162109375,447.3030090332031,467.1636352539063
688,688,688,2021-10-27,467.1150207519531,452.6231689453125,466.3467102050781
689,689,689,2021-10-28,466.2007751464844,446.0191345214844,466.9010620117188
690,690,690,2021-10-29,475.5767211914063,455.1422119140625,463.2343444824219
691,691,691,2021-11-01,474.0303039550781,451.6116333007813,464.4014587402344
692,692,692,2021-11-02,473.5343017578125,453.4692687988281,442.44970703125
693,693,693,2021-11-03,471.9683837890625,453.02191162109375,447.3030090332031
694,694,694,2021-11-04,495.4277038574219,467.1150207519531,452.6231689453125
695,695,695,2021-11-05,482.2974853515625,466.2007751464844,446.0191345214844
696,696,696,2021-11-08,483.0658264160156,475.5767211914063,455.1422119140625
697,697,697,2021-11-09,484.8359375,474.0303039550781,451.6116333007813
698,698,698,2021-11-10,481.5874938964844,473.5343017578125,453.4692687988281
699,699,699,2021-11-11,493.073974609375,471.9683837890625,453.02191162109375
700,700,700,2021-11-12,499.2403259277344,495.4277038574219,467.1150207519531
701,701,701,2021-11-15,503.1501770019531,482.2974853515625,466.2007751464844
702,702,702,2021-11-16,510.8630981445313,483.0658264160156,475.5767211914063
703,703,703,2021-11-17,516.92236328125,484.8359375,474.0303039550781
704,704,704,2021-11-18,522.125732421875,481.5874938964844,473.5343017578125
705,705,705,2021-11-19,520.9197387695312,493.073974609375,471.9683837890625
706,706,706,2021-11-22,518.7508544921875,499.2403259277344,495.4277038574219
707,707,707,2021-11-23,517.340576171875,503.1501770019531,482.2974853515625
708,708,708,2021-11-24,519.3538208007812,510.8630981445313,483.0658264160156
709,709,709,2021-11-26,515.3661499023438,516.92236328125,484.8359375
710,710,710,2021-11-29,519.3247680664062,522.125732421875,481.5874938964844
711,711,711,2021-11-30,509.7834777832031,520.9197387695312,493.073974609375
712,712,712,2021-12-01,497.6354675292969,518.7508544921875,499.2403259277344
713,713,713,2021-12-02,510.619873046875,517.340576171875,503.1501770019531
714,714,714,2021-12-03,507.4783630371094,519.3538208007812,510.8630981445313
715,715,715,2021-12-06,502.9168090820313,515.3661499023438,516.92236328125
716,716,716,2021-12-07,522.7094116210938,519.3247680664062,522.125732421875
717,717,717,2021-12-08,519.5386962890625,509.7834777832031,520.9197387695312
718,718,718,2021-12-09,515.7649536132812,497.6354675292969,518.7508544921875
719,719,719,2021-12-10,519.7818603515625,510.619873046875,517.340576171875
720,720,720,2021-12-13,522.6412353515625,507.4783630371094,519.3538208007812
721,721,721,2021-12-14,509.7121276855469,502.9168090820313,515.3661499023438
722,722,722,2021-12-15,510.46234130859375,522.7094116210938,519.3247680664062
723,723,723,2021-12-16,518.52978515625,519.5386962890625,509.7834777832031
724,724,724,2021-12-17,514.807861328125,515.7649536132812,497.6354675292969
725,725,725,2021-12-20,516.9805297851562,519.7818603515625,510.619873046875
726,726,726,2021-12-21,516.3472290039062,522.6412353515625,507.4783630371094
727,727,727,2021-12-22,521.0921630859375,509.7121276855469,502.9168090820313
728,728,728,2021-12-23,531.8194580078125,510.46234130859375,522.7094116210938
729,729,729,2021-12-27,542.897216796875,518.52978515625,519.5386962890625
730,730,730,2021-12-28,543.4429321289062,514.807861328125,515.7649536132812
731,731,731,2021-12-29,547.9539794921875,516.9805297851562,519.7818603515625
732,732,732,2021-12-30,543.092041015625,516.3472290039062,522.6412353515625
733,733,733,2021-12-31,549.8343505859375,521.0921630859375,509.7121276855469
734,734,734,2022-01-03,539.0097045898438,531.8194580078125,510.46234130859375
735,735,735,2022-01-04,521.5306396484375,542.897216796875,518.52978515625
736,736,736,2022-01-05,507.1594543457031,543.4429321289062,514.807861328125
737,737,737,2022-01-06,510.9398498535156,547.9539794921875,516.9805297851562
738,738,738,2022-01-07,495.3702392578125,543.092041015625,516.3472290039062
739,739,739,2022-01-10,489.73870849609375,549.8343505859375,521.0921630859375
740,740,740,2022-01-11,473.9256286621094,539.0097045898438,531.8194580078125
741,741,741,2022-01-12,474.3836059570313,521.5306396484375,542.897216796875
742,742,742,2022-01-13,469.0345764160156,507.1594543457031,543.4429321289062
743,743,743,2022-01-14,460.8893127441406,510.9398498535156,547.9539794921875
744,744,744,2022-01-18,454.4783630371094,495.3702392578125,543.092041015625
745,745,745,2022-01-19,457.33306884765625,489.73870849609375,549.8343505859375
746,746,746,2022-01-20,440.6528015136719,473.9256286621094,539.0097045898438
747,747,747,2022-01-21,423.6412963867188,474.3836059570313,521.5306396484375
748,748,748,2022-01-24,444.5208435058594,469.0345764160156,507.1594543457031
749,749,749,2022-01-25,425.1514892578125,460.8893127441406,510.9398498535156
750,750,750,2022-01-26,412.8166809082031,454.4783630371094,495.3702392578125
751,751,751,2022-01-27,418.545654296875,457.33306884765625,489.73870849609375
752,752,752,2022-01-28,429.68206787109375,440.6528015136719,473.9256286621094
753,753,753,2022-01-31,442.9717102050781,423.6412963867188,474.3836059570313
754,754,754,2022-02-01,446.5279541015625,444.5208435058594,469.0345764160156
755,755,755,2022-02-02,440.3313293457031,425.1514892578125,460.8893127441406
756,756,756,2022-02-03,432.39068603515625,412.8166809082031,454.4783630371094
757,757,757,2022-02-04,426.8175964355469,418.545654296875,457.33306884765625
758,758,758,2022-02-07,423.2028198242188,429.68206787109375,440.6528015136719
759,759,759,2022-02-08,427.4606323242188,442.9717102050781,423.6412963867188
760,760,760,2022-02-09,433.3357238769531,446.5279541015625,444.5208435058594
761,761,761,2022-02-10,427.31439208984375,440.3313293457031,425.1514892578125
762,762,762,2022-02-11,420.4357604980469,432.39068603515625,412.8166809082031
763,763,763,2022-02-14,419.6466674804688,426.8175964355469,418.545654296875
764,764,764,2022-02-15,420.9035034179688,423.2028198242188,429.68206787109375
