,Unnamed: 0,Date,WAB
0,0,2019-02-05,70.38182067871094
1,1,2019-02-06,70.39151000976562
2,2,2019-02-07,71.08020782470703
3,3,2019-02-08,71.19658660888672
4,4,2019-02-11,71.64277648925781
5,5,2019-02-12,68.44185638427734
6,6,2019-02-13,71.16749572753906
7,7,2019-02-14,69.88710021972656
8,8,2019-02-15,72.67095947265625
9,9,2019-02-19,72.33146667480469
10,10,2019-02-20,72.82617950439453
11,11,2019-02-21,71.37120056152344
12,12,2019-02-22,71.15780639648438
13,13,2019-02-25,75.71670532226562
14,14,2019-02-26,71.73978424072266
15,15,2019-02-27,73.03955078125
16,16,2019-02-28,71.06080627441406
17,17,2019-03-01,70.24600982666016
18,18,2019-03-04,71.42938995361328
19,19,2019-03-05,70.85709381103516
20,20,2019-03-06,66.93838500976562
21,21,2019-03-07,67.63677215576172
22,22,2019-03-08,68.01506042480469
23,23,2019-03-11,68.975341796875
24,24,2019-03-12,69.63492584228516
25,25,2019-03-13,70.29452514648438
26,26,2019-03-14,70.0908203125
27,27,2019-03-15,68.98503875732422
28,28,2019-03-18,69.93563079833984
29,29,2019-03-19,70.16839599609375
30,30,2019-03-20,70.30421447753906
31,31,2019-03-21,71.6524887084961
32,32,2019-03-22,67.94718170166016
33,33,2019-03-25,67.91806030273438
34,34,2019-03-26,70.01322937011719
35,35,2019-03-27,69.82891082763672
36,36,2019-03-28,70.76009368896484
37,37,2019-03-29,71.50699615478516
38,38,2019-04-01,72.42848205566406
39,39,2019-04-02,72.51575469970703
40,40,2019-04-03,72.72915649414062
41,41,2019-04-04,73.79615783691406
42,42,2019-04-05,73.95133209228516
43,43,2019-04-08,73.15594482421875
44,44,2019-04-09,71.73007202148438
45,45,2019-04-10,72.12776947021484
46,46,2019-04-11,72.70008850097656
47,47,2019-04-12,74.47511291503906
48,48,2019-04-15,73.37907409667969
49,49,2019-04-16,74.65943908691406
50,50,2019-04-17,74.7467269897461
51,51,2019-04-18,75.59060668945312
52,52,2019-04-22,74.20355224609375
53,53,2019-04-23,74.43632507324219
54,54,2019-04-24,74.28113555908203
55,55,2019-04-25,69.31482696533203
56,56,2019-04-26,71.03170013427734
57,57,2019-04-29,71.6039810180664
58,58,2019-04-30,71.84648895263672
59,59,2019-05-01,72.85527038574219
60,60,2019-05-02,72.72915649414062
61,61,2019-05-03,72.86499786376953
62,62,2019-05-06,72.02108764648438
63,63,2019-05-07,70.73100280761719
64,64,2019-05-08,70.0908203125
65,65,2019-05-09,69.50785827636719
66,66,2019-05-10,70.9652328491211
67,67,2019-05-13,68.48767852783203
68,68,2019-05-14,67.5646743774414
69,69,2019-05-15,66.44733428955078
70,70,2019-05-16,66.38902282714844
71,71,2019-05-17,64.028076171875
72,72,2019-05-20,62.55123901367188
73,73,2019-05-21,62.82329177856445
74,74,2019-05-22,63.48397445678711
75,75,2019-05-23,61.56021499633789
76,76,2019-05-24,63.60055923461914
77,77,2019-05-28,64.10577392578125
78,78,2019-05-29,62.51236724853516
79,79,2019-05-30,61.90028381347656
80,80,2019-05-31,60.60805892944336
81,81,2019-06-03,61.52135467529297
82,82,2019-06-04,64.08636474609375
83,83,2019-06-05,65.44657897949219
84,84,2019-06-06,65.30084228515625
85,85,2019-06-07,65.45630645751953
86,86,2019-06-10,66.08784484863281
87,87,2019-06-11,66.50563049316406
88,88,2019-06-12,66.26272583007812
89,89,2019-06-13,67.06916046142578
90,90,2019-06-14,66.06840515136719
91,91,2019-06-17,66.11698913574219
92,92,2019-06-18,67.86587524414062
93,93,2019-06-19,68.85688018798828
94,94,2019-06-20,70.23655700683594
95,95,2019-06-21,70.69320678710938
96,96,2019-06-24,66.18501281738281
97,97,2019-06-25,66.53479766845703
98,98,2019-06-26,66.67081451416016
99,99,2019-06-27,67.10802459716797
100,100,2019-06-28,69.72161102294922
101,101,2019-07-01,71.27616882324219
102,102,2019-07-02,71.37332153320312
103,103,2019-07-03,71.44133758544922
104,104,2019-07-05,71.64535522460938
105,105,2019-07-08,71.76195526123047
106,106,2019-07-09,70.21710968017578
107,107,2019-07-10,67.95331573486328
108,108,2019-07-11,67.81729888916016
109,109,2019-07-12,69.99364471435547
110,110,2019-07-15,69.19696044921875
111,111,2019-07-16,70.44058990478516
112,112,2019-07-17,68.68199920654297
113,113,2019-07-18,67.5646743774414
114,114,2019-07-19,68.06991577148438
115,115,2019-07-22,68.44879150390625
116,116,2019-07-23,69.93535614013672
117,117,2019-07-24,70.9263916015625
118,118,2019-07-25,69.6827392578125
119,119,2019-07-26,69.79933166503906
120,120,2019-07-29,69.0803451538086
121,121,2019-07-30,75.60948181152344
122,122,2019-07-31,75.47345733642578
123,123,2019-08-01,73.80229949951172
124,124,2019-08-02,73.19992065429688
125,125,2019-08-05,70.44058990478516
126,126,2019-08-06,71.0721206665039
127,127,2019-08-07,73.17076110839844
128,128,2019-08-08,69.90100860595703
129,129,2019-08-09,66.92317199707031
130,130,2019-08-12,66.3587646484375
131,131,2019-08-13,65.27855682373047
132,132,2019-08-14,62.524559020996094
133,133,2019-08-15,60.63666915893555
134,134,2019-08-16,64.83092498779297
135,135,2019-08-19,66.27115631103516
136,136,2019-08-20,66.1738510131836
137,137,2019-08-21,66.96210479736328
138,138,2019-08-22,66.42687225341797
139,139,2019-08-23,64.27622985839844
140,140,2019-08-26,64.24702453613281
141,141,2019-08-27,64.169189453125
142,142,2019-08-28,64.45138549804688
143,143,2019-08-29,65.7359390258789
144,144,2019-08-30,67.35135650634766
145,145,2019-09-03,64.04266357421875
146,146,2019-09-04,64.51950073242188
147,147,2019-09-05,66.16413879394531
148,148,2019-09-06,66.43659210205078
149,149,2019-09-09,68.48994445800781
150,150,2019-09-10,70.30972290039062
151,151,2019-09-11,72.46038055419922
152,152,2019-09-12,72.79125213623047
153,153,2019-09-13,73.16102600097656
154,154,2019-09-16,74.14391326904297
155,155,2019-09-17,73.6962661743164
156,156,2019-09-18,72.64527893066406
157,157,2019-09-19,71.77918243408203
158,158,2019-09-20,72.04191589355469
159,159,2019-09-23,71.86676788330078
160,160,2019-09-24,70.18321228027344
161,161,2019-09-25,71.03958892822266
162,162,2019-09-26,69.99830627441406
163,163,2019-09-27,70.06643676757812
164,164,2019-09-30,69.9301986694336
165,165,2019-10-01,66.54364776611328
166,166,2019-10-02,64.305419921875
167,167,2019-10-03,64.305419921875
168,168,2019-10-04,63.73126602172852
169,169,2019-10-07,63.28361511230469
170,170,2019-10-08,61.96013641357422
171,171,2019-10-09,61.88229370117188
172,172,2019-10-10,63.21549224853516
173,173,2019-10-11,64.82117462158203
174,174,2019-10-14,64.86983489990234
175,175,2019-10-15,65.95977020263672
176,176,2019-10-16,66.33928680419922
177,177,2019-10-17,67.80875396728516
178,178,2019-10-18,67.55572509765625
179,179,2019-10-21,67.40975952148438
180,180,2019-10-22,68.64564514160156
181,181,2019-10-23,68.62619018554688
182,182,2019-10-24,67.87686920166016
183,183,2019-10-25,68.60671997070312
184,184,2019-10-28,68.12014770507812
185,185,2019-10-29,68.11042785644531
186,186,2019-10-30,66.46578979492188
187,187,2019-10-31,67.50706481933594
188,188,2019-11-01,72.6842041015625
189,189,2019-11-04,75.29222869873047
190,190,2019-11-05,75.58416748046875
191,191,2019-11-06,75.82744598388672
192,192,2019-11-07,76.48918151855469
193,193,2019-11-08,76.73249053955078
194,194,2019-11-11,76.47944641113281
195,195,2019-11-12,76.33348083496094
196,196,2019-11-13,76.30429077148438
197,197,2019-11-14,76.54793548583984
198,198,2019-11-15,77.7857437133789
199,199,2019-11-18,76.86958312988281
200,200,2019-11-19,77.16197967529297
201,201,2019-11-20,76.9572982788086
202,202,2019-11-21,77.37639617919922
203,203,2019-11-22,77.81497955322266
204,204,2019-11-25,78.91632080078125
205,205,2019-11-26,78.07813262939453
206,206,2019-11-27,77.0840072631836
207,207,2019-11-29,76.57719421386719
208,208,2019-12-02,75.6220474243164
209,209,2019-12-03,74.45247650146484
210,210,2019-12-04,74.54022216796875
211,211,2019-12-05,74.5596923828125
212,212,2019-12-06,75.27117919921875
213,213,2019-12-09,73.10749816894531
214,214,2019-12-10,72.5909194946289
215,215,2019-12-11,73.00027465820312
216,216,2019-12-12,73.23418426513672
217,217,2019-12-13,73.2536849975586
218,218,2019-12-16,72.86382293701172
219,219,2019-12-17,72.5324478149414
220,220,2019-12-18,72.8735580444336
221,221,2019-12-19,74.16983032226562
