,Date,PEAK
0,2019-02-04 00:00:00-05:00,24.76079559326172
1,2019-02-05 00:00:00-05:00,24.84803581237793
2,2019-02-06 00:00:00-05:00,24.657691955566406
3,2019-02-07 00:00:00-05:00,24.879762649536133
4,2019-02-08 00:00:00-05:00,24.776655197143555
5,2019-02-11 00:00:00-05:00,24.657691955566406
6,2019-02-12 00:00:00-05:00,24.102510452270508
7,2019-02-13 00:00:00-05:00,24.388032913208008
8,2019-02-14 00:00:00-05:00,24.538728713989258
9,2019-02-15 00:00:00-05:00,24.755455017089844
10,2019-02-19 00:00:00-05:00,24.851781845092773
11,2019-02-20 00:00:00-05:00,24.74742889404297
12,2019-02-21 00:00:00-05:00,24.891910552978516
13,2019-02-22 00:00:00-05:00,25.08456039428711
14,2019-02-25 00:00:00-05:00,24.723346710205078
15,2019-02-26 00:00:00-05:00,24.819671630859375
16,2019-02-27 00:00:00-05:00,24.707294464111328
17,2019-02-28 00:00:00-05:00,24.699264526367188
18,2019-03-01 00:00:00-05:00,24.49858856201172
19,2019-03-04 00:00:00-05:00,24.56280517578125
20,2019-03-05 00:00:00-05:00,24.66715431213379
21,2019-03-06 00:00:00-05:00,24.442401885986328
22,2019-03-07 00:00:00-05:00,24.402263641357422
23,2019-03-08 00:00:00-05:00,24.378183364868164
24,2019-03-11 00:00:00-04:00,24.835729598999023
25,2019-03-12 00:00:00-04:00,24.964157104492188
26,2019-03-13 00:00:00-04:00,25.068510055541992
27,2019-03-14 00:00:00-04:00,25.124698638916016
28,2019-03-15 00:00:00-04:00,24.988239288330078
29,2019-03-18 00:00:00-04:00,24.45845603942871
30,2019-03-19 00:00:00-04:00,24.330018997192383
31,2019-03-20 00:00:00-04:00,24.62702178955078
32,2019-03-21 00:00:00-04:00,25.4056453704834
33,2019-03-22 00:00:00-04:00,25.4056453704834
34,2019-03-25 00:00:00-04:00,25.43775749206543
35,2019-03-26 00:00:00-04:00,25.566192626953125
36,2019-03-27 00:00:00-04:00,25.29326820373535
37,2019-03-28 00:00:00-04:00,25.43775749206543
38,2019-03-29 00:00:00-04:00,25.124698638916016
39,2019-04-01 00:00:00-04:00,25.028371810913086
40,2019-04-02 00:00:00-04:00,25.08456039428711
41,2019-04-03 00:00:00-04:00,25.068510055541992
42,2019-04-04 00:00:00-04:00,24.924020767211914
43,2019-04-05 00:00:00-04:00,25.052452087402344
44,2019-04-08 00:00:00-04:00,24.819671630859375
45,2019-04-09 00:00:00-04:00,24.71531867980957
46,2019-04-10 00:00:00-04:00,24.859806060791016
