,Date,AOS
0,2019-02-04 00:00:00-05:00,44.93375015258789
1,2019-02-05 00:00:00-05:00,45.20734786987305
2,2019-02-06 00:00:00-05:00,45.37150573730469
3,2019-02-07 00:00:00-05:00,44.970237731933594
4,2019-02-08 00:00:00-05:00,44.92463302612305
5,2019-02-11 00:00:00-05:00,45.29854202270508
6,2019-02-12 00:00:00-05:00,46.41117858886719
7,2019-02-13 00:00:00-05:00,46.894527435302734
8,2019-02-14 00:00:00-05:00,46.59356689453125
9,2019-02-15 00:00:00-05:00,47.09516525268555
10,2019-02-19 00:00:00-05:00,47.41436004638672
11,2019-02-20 00:00:00-05:00,47.85212707519531
12,2019-02-21 00:00:00-05:00,47.979793548583984
13,2019-02-22 00:00:00-05:00,48.49962615966797
14,2019-02-25 00:00:00-05:00,48.645545959472656
15,2019-02-26 00:00:00-05:00,48.13483428955078
16,2019-02-27 00:00:00-05:00,48.098358154296875
17,2019-02-28 00:00:00-05:00,47.35964584350586
18,2019-03-01 00:00:00-05:00,47.95244598388672
19,2019-03-04 00:00:00-05:00,47.87947082519531
20,2019-03-05 00:00:00-05:00,47.42348098754883
21,2019-03-06 00:00:00-05:00,47.30492401123047
22,2019-03-07 00:00:00-05:00,46.256141662597656
23,2019-03-08 00:00:00-05:00,46.39293670654297
24,2019-03-11 00:00:00-04:00,46.648292541503906
25,2019-03-12 00:00:00-04:00,46.91276168823242
26,2019-03-13 00:00:00-04:00,46.885406494140625
27,2019-03-14 00:00:00-04:00,46.484134674072266
28,2019-03-15 00:00:00-04:00,46.80332565307617
29,2019-03-18 00:00:00-04:00,47.514678955078125
30,2019-03-19 00:00:00-04:00,47.54204177856445
31,2019-03-20 00:00:00-04:00,47.396121978759766
32,2019-03-21 00:00:00-04:00,48.19866943359375
33,2019-03-22 00:00:00-04:00,47.186363220214844
34,2019-03-25 00:00:00-04:00,47.131649017333984
35,2019-03-26 00:00:00-04:00,47.01308822631836
36,2019-03-27 00:00:00-04:00,47.396121978759766
37,2019-03-28 00:00:00-04:00,47.897708892822266
38,2019-03-29 00:00:00-04:00,48.6273078918457
39,2019-04-01 00:00:00-04:00,49.238346099853516
40,2019-04-02 00:00:00-04:00,49.29305648803711
41,2019-04-03 00:00:00-04:00,49.703453063964844
42,2019-04-04 00:00:00-04:00,49.99530029296875
43,2019-04-05 00:00:00-04:00,50.31449508666992
44,2019-04-08 00:00:00-04:00,50.36009216308594
45,2019-04-09 00:00:00-04:00,49.1015510559082
46,2019-04-10 00:00:00-04:00,49.420738220214844
47,2019-04-11 00:00:00-04:00,50.05912780761719
48,2019-04-12 00:00:00-04:00,50.62456512451172
49,2019-04-15 00:00:00-04:00,50.6975212097168
50,2019-04-16 00:00:00-04:00,51.016727447509766
51,2019-04-17 00:00:00-04:00,51.07143783569336
52,2019-04-18 00:00:00-04:00,51.51831817626953
53,2019-04-22 00:00:00-04:00,51.15351486206055
54,2019-04-23 00:00:00-04:00,51.326805114746094
55,2019-04-24 00:00:00-04:00,51.28120803833008
56,2019-04-25 00:00:00-04:00,50.46952438354492
57,2019-04-26 00:00:00-04:00,50.989356994628906
58,2019-04-29 00:00:00-04:00,51.09923553466797
59,2019-04-30 00:00:00-04:00,48.132713317871094
60,2019-05-01 00:00:00-04:00,48.06861877441406
61,2019-05-02 00:00:00-04:00,48.08693313598633
62,2019-05-03 00:00:00-04:00,49.11240005493164
63,2019-05-06 00:00:00-04:00,47.500953674316406
64,2019-05-07 00:00:00-04:00,47.052310943603516
65,2019-05-08 00:00:00-04:00,46.0543098449707
66,2019-05-09 00:00:00-04:00,46.209983825683594
67,2019-05-10 00:00:00-04:00,45.98107147216797
68,2019-05-13 00:00:00-04:00,44.04001235961914
69,2019-05-14 00:00:00-04:00,44.22312545776367
70,2019-05-15 00:00:00-04:00,44.07664489746094
71,2019-05-16 00:00:00-04:00,41.31155014038086
72,2019-05-17 00:00:00-04:00,40.14875030517578
73,2019-05-20 00:00:00-04:00,39.60853958129883
74,2019-05-21 00:00:00-04:00,40.83544158935547
75,2019-05-22 00:00:00-04:00,40.26776885986328
76,2019-05-23 00:00:00-04:00,40.002254486083984
77,2019-05-24 00:00:00-04:00,40.31354904174805
78,2019-05-28 00:00:00-04:00,39.41627883911133
79,2019-05-29 00:00:00-04:00,37.71327209472656
80,2019-05-30 00:00:00-04:00,37.71327209472656
81,2019-05-31 00:00:00-04:00,37.08150863647461
82,2019-06-03 00:00:00-04:00,37.841453552246094
83,2019-06-04 00:00:00-04:00,39.516990661621094
84,2019-06-05 00:00:00-04:00,39.70926284790039
85,2019-06-06 00:00:00-04:00,39.59023666381836
86,2019-06-07 00:00:00-04:00,40.13043212890625
87,2019-06-10 00:00:00-04:00,40.63401412963867
