,Unnamed: 0,Date,AON
0,0,2019-02-05,161.94309997558594
1,1,2019-02-06,161.55921936035156
2,2,2019-02-07,160.14849853515625
3,3,2019-02-08,161.38644409179688
4,4,2019-02-11,163.8720245361328
5,5,2019-02-12,164.37100219726562
6,6,2019-02-13,165.98326110839844
7,7,2019-02-14,162.77796936035156
8,8,2019-02-15,165.033203125
9,9,2019-02-19,165.69532775878906
10,10,2019-02-20,165.82969665527344
11,11,2019-02-21,165.44583129882812
12,12,2019-02-22,165.1195526123047
13,13,2019-02-25,164.26544189453125
14,14,2019-02-26,164.43820190429688
15,15,2019-02-27,164.28463745117188
16,16,2019-02-28,164.61090087890625
17,17,2019-03-01,164.72607421875
18,18,2019-03-04,163.74722290039062
19,19,2019-03-05,150.90692138671875
20,20,2019-03-06,157.38465881347656
21,21,2019-03-07,155.9931640625
22,22,2019-03-08,155.5037384033203
23,23,2019-03-11,158.06605529785156
24,24,2019-03-12,159.7646026611328
25,25,2019-03-13,160.3500518798828
26,26,2019-03-14,161.7799072265625
27,27,2019-03-15,163.1426239013672
28,28,2019-03-18,162.3748779296875
29,29,2019-03-19,161.1849822998047
30,30,2019-03-20,159.02566528320312
31,31,2019-03-21,161.41525268554688
32,32,2019-03-22,159.60147094726562
33,33,2019-03-25,159.9181671142578
34,34,2019-03-26,160.99295043945312
35,35,2019-03-27,161.2041015625
36,36,2019-03-28,162.34613037109375
37,37,2019-03-29,163.81439208984375
38,38,2019-04-01,166.4438934326172
39,39,2019-04-02,166.15599060058594
40,40,2019-04-03,165.7720947265625
41,41,2019-04-04,165.58016967773438
42,42,2019-04-05,165.62818908691406
43,43,2019-04-08,165.82008361816406
44,44,2019-04-09,165.0619659423828
45,45,2019-04-10,165.86810302734375
46,46,2019-04-11,166.87571716308594
47,47,2019-04-12,169.01576232910156
48,48,2019-04-15,168.86224365234375
49,49,2019-04-16,169.79310607910156
50,50,2019-04-17,168.29605102539062
51,51,2019-04-18,168.10414123535156
52,52,2019-04-22,167.83538818359375
53,53,2019-04-23,171.1846466064453
54,54,2019-04-24,171.0982208251953
55,55,2019-04-25,172.3650360107422
56,56,2019-04-26,172.90243530273438
57,57,2019-04-29,171.36695861816406
58,58,2019-04-30,173.30067443847656
59,59,2019-05-01,169.0484619140625
60,60,2019-05-02,169.77963256835938
61,61,2019-05-03,171.96337890625
62,62,2019-05-06,172.85809326171875
63,63,2019-05-07,170.0778045654297
64,64,2019-05-08,170.6839141845703
65,65,2019-05-09,169.8084716796875
66,66,2019-05-10,172.30015563964844
67,67,2019-05-13,169.53909301757812
68,68,2019-05-14,171.29002380371094
69,69,2019-05-15,172.08853149414062
70,70,2019-05-16,174.80140686035156
71,71,2019-05-17,173.68545532226562
72,72,2019-05-20,171.75173950195312
73,73,2019-05-21,173.50271606445312
74,74,2019-05-22,174.08949279785156
75,75,2019-05-23,171.48240661621094
76,76,2019-05-24,171.03985595703125
77,77,2019-05-28,172.50213623046875
78,78,2019-05-29,172.31936645507812
79,79,2019-05-30,174.859130859375
80,80,2019-05-31,173.23330688476562
81,81,2019-06-03,175.1862030029297
82,82,2019-06-04,175.86927795410156
83,83,2019-06-05,180.34274291992188
84,84,2019-06-06,180.6121063232422
85,85,2019-06-07,183.01719665527344
86,86,2019-06-10,183.6232452392578
87,87,2019-06-11,182.25718688964844
88,88,2019-06-12,182.0455017089844
89,89,2019-06-13,182.4784393310547
90,90,2019-06-14,183.5174102783203
91,91,2019-06-17,181.64144897460935
92,92,2019-06-18,182.91134643554688
93,93,2019-06-19,184.7103576660156
94,94,2019-06-20,186.17263793945312
95,95,2019-06-21,184.72959899902344
96,96,2019-06-24,186.17263793945312
97,97,2019-06-25,185.91290283203125
98,98,2019-06-26,182.68045043945312
99,99,2019-06-27,185.25872802734372
100,100,2019-06-28,185.65313720703125
101,101,2019-07-01,187.73117065429688
102,102,2019-07-02,188.4911346435547
103,103,2019-07-03,190.9443359375
104,104,2019-07-05,190.0784912109375
105,105,2019-07-08,189.01063537597656
106,106,2019-07-09,189.08761596679688
107,107,2019-07-10,190.3093719482422
108,108,2019-07-11,189.1741943359375
109,109,2019-07-12,189.9727020263672
110,110,2019-07-15,190.03038024902344
111,111,2019-07-16,189.5974578857422
112,112,2019-07-17,187.36558532714844
113,113,2019-07-18,189.55897521972656
114,114,2019-07-19,187.5098876953125
115,115,2019-07-22,186.7787322998047
116,116,2019-07-23,187.307861328125
117,117,2019-07-24,188.45266723632807
118,118,2019-07-25,189.376220703125
119,119,2019-07-26,187.1731414794922
120,120,2019-07-29,188.3564453125
121,121,2019-07-30,185.83590698242188
122,122,2019-07-31,182.4803924560547
123,123,2019-08-01,183.1746368408203
124,124,2019-08-02,184.20635986328125
125,125,2019-08-05,176.6950225830078
126,126,2019-08-06,180.6869201660156
127,127,2019-08-07,179.70346069335938
128,128,2019-08-08,182.914306640625
129,129,2019-08-09,182.6539764404297
130,130,2019-08-12,179.5876922607422
131,131,2019-08-13,184.1485137939453
132,132,2019-08-14,180.46517944335935
133,133,2019-08-15,182.4129180908203
134,134,2019-08-16,184.6595764160156
135,135,2019-08-19,187.34979248046875
136,136,2019-08-20,184.4860382080078
137,137,2019-08-21,186.2601776123047
138,138,2019-08-22,187.17620849609372
139,139,2019-08-23,182.35504150390625
140,140,2019-08-26,184.66921997070312
141,141,2019-08-27,184.30279541015625
142,142,2019-08-28,183.73390197753903
143,143,2019-08-29,185.3152618408203
144,144,2019-08-30,187.88011169433597
145,145,2019-09-03,185.72023010253903
146,146,2019-09-04,188.410400390625
147,147,2019-09-05,188.6032867431641
148,148,2019-09-06,188.294677734375
149,149,2019-09-09,186.5109100341797
150,150,2019-09-10,180.5905303955078
151,151,2019-09-11,181.64154052734372
152,152,2019-09-12,182.97218322753903
153,153,2019-09-13,184.05210876464844
154,154,2019-09-16,184.28347778320312
155,155,2019-09-17,187.56190490722656
156,156,2019-09-18,187.1665496826172
157,157,2019-09-19,187.2726287841797
158,158,2019-09-20,186.0962677001953
159,159,2019-09-23,185.86485290527344
160,160,2019-09-24,185.7105712890625
161,161,2019-09-25,187.45584106445312
162,162,2019-09-26,187.76438903808597
163,163,2019-09-27,186.5494842529297
164,164,2019-09-30,186.6459045410156
165,165,2019-10-01,182.93360900878903
166,166,2019-10-02,179.34666442871094
167,167,2019-10-03,180.54234313964844
168,168,2019-10-04,185.13204956054688
169,169,2019-10-07,183.61822509765625
170,170,2019-10-08,179.06707763671875
171,171,2019-10-09,179.96380615234375
172,172,2019-10-10,182.1332855224609
173,173,2019-10-11,184.26426696777344
174,174,2019-10-14,184.43780517578125
175,175,2019-10-15,185.4116668701172
176,176,2019-10-16,186.0287933349609
177,177,2019-10-17,186.53016662597656
178,178,2019-10-18,186.00949096679688
179,179,2019-10-21,188.0536651611328
180,180,2019-10-22,186.5012664794922
181,181,2019-10-23,184.59207153320312
182,182,2019-10-24,184.49562072753903
183,183,2019-10-25,181.90188598632807
184,184,2019-10-28,181.07260131835935
185,185,2019-10-29,181.82472229003903
186,186,2019-10-30,187.687255859375
187,187,2019-10-31,186.6725006103516
188,188,2019-11-01,189.27218627929688
189,189,2019-11-04,188.1124420166016
190,190,2019-11-05,186.6435394287109
191,191,2019-11-06,188.19944763183597
192,192,2019-11-07,187.8708648681641
193,193,2019-11-08,188.03517150878903
194,194,2019-11-11,187.85153198242188
195,195,2019-11-12,188.4507293701172
196,196,2019-11-13,189.84234619140625
197,197,2019-11-14,191.688232421875
198,198,2019-11-15,192.03614807128903
199,199,2019-11-18,191.2532958984375
200,200,2019-11-19,192.91555786132807
201,201,2019-11-20,194.76141357421875
202,202,2019-11-21,192.1231231689453
203,203,2019-11-22,192.8768768310547
204,204,2019-11-25,193.74668884277344
205,205,2019-11-26,196.40426635742188
206,206,2019-11-27,197.40939331054688
207,207,2019-11-29,196.7715606689453
208,208,2019-12-02,194.8290557861328
209,209,2019-12-03,193.27316284179688
210,210,2019-12-04,195.41860961914065
211,211,2019-12-05,196.61691284179688
212,212,2019-12-06,199.07159423828125
213,213,2019-12-09,198.6077117919922
214,214,2019-12-10,198.3081817626953
215,215,2019-12-11,198.2791290283203
216,216,2019-12-12,198.96527099609372
217,217,2019-12-13,199.2262420654297
218,218,2019-12-16,200.05735778808597
219,219,2019-12-17,200.62754821777344
220,220,2019-12-18,199.1102294921875
221,221,2019-12-19,202.6859893798828
222,222,2019-12-20,202.87925720214844
223,223,2019-12-23,200.82081604003903
224,224,2019-12-24,200.7241668701172
225,225,2019-12-26,200.9657745361328
226,226,2019-12-27,200.54054260253903
227,227,2019-12-30,200.66619873046875
228,228,2019-12-31,201.2943420410156
229,229,2020-01-02,201.77757263183597
230,230,2020-01-03,200.985107421875
231,231,2020-01-06,201.56495666503903
232,232,2020-01-07,199.8544158935547
233,233,2020-01-08,200.67584228515625
234,234,2020-01-09,202.0771484375
235,235,2020-01-10,201.07211303710935
236,236,2020-01-13,202.0481719970703
237,237,2020-01-14,200.67584228515625
238,238,2020-01-15,202.00949096679688
239,239,2020-01-16,203.0918426513672
240,240,2020-01-17,204.73480224609372
241,241,2020-01-21,204.16456604003903
242,242,2020-01-22,204.79275512695312
243,243,2020-01-23,205.94281005859372
244,244,2020-01-24,206.25205993652344
245,245,2020-01-27,204.8314514160156
246,246,2020-01-28,209.2866058349609
247,247,2020-01-29,209.30593872070312
248,248,2020-01-30,212.2534942626953
249,249,2020-01-31,213.2799530029297
250,250,2020-02-03,217.9086456298828
251,251,2020-02-04,219.4677581787109
252,252,2020-02-05,221.0751800537109
253,253,2020-02-06,222.3340606689453
254,254,2020-02-07,222.8472900390625
255,255,2020-02-10,223.75753784179688
256,256,2020-02-11,223.9028167724609
257,257,2020-02-12,223.61224365234372
258,258,2020-02-13,227.15647888183597
259,259,2020-02-14,228.27008056640625
260,260,2020-02-18,227.82460021972656
261,261,2020-02-19,229.9162750244141
262,262,2020-02-20,226.9143829345703
263,263,2020-02-21,224.18359375
264,264,2020-02-24,216.2333984375
265,265,2020-02-25,215.400634765625
266,266,2020-02-26,215.44906616210935
267,267,2020-02-27,205.50408935546875
268,268,2020-02-28,201.41763305664065
269,269,2020-03-02,214.06430053710935
270,270,2020-03-03,208.0024261474609
271,271,2020-03-04,218.3444061279297
272,272,2020-03-05,209.91973876953125
273,273,2020-03-06,208.01210021972656
274,274,2020-03-09,173.26756286621094
275,275,2020-03-10,177.3055877685547
276,276,2020-03-11,179.12608337402344
277,277,2020-03-12,167.99972534179688
278,278,2020-03-13,171.8343963623047
279,279,2020-03-16,165.1333770751953
280,280,2020-03-17,159.26513671875
281,281,2020-03-18,150.98574829101562
282,282,2020-03-19,146.2988739013672
283,283,2020-03-20,144.81732177734375
284,284,2020-03-23,140.87612915039062
285,285,2020-03-24,160.78550720214844
286,286,2020-03-25,157.98692321777344
287,287,2020-03-26,160.4562225341797
288,288,2020-03-27,160.1851043701172
289,289,2020-03-30,165.61756896972656
290,290,2020-03-31,159.81710815429688
291,291,2020-04-01,148.8166046142578
292,292,2020-04-02,152.2833251953125
293,293,2020-04-03,149.26206970214844
294,294,2020-04-06,167.67047119140625
295,295,2020-04-07,170.35281372070312
296,296,2020-04-08,182.01182556152344
297,297,2020-04-09,185.9723663330078
298,298,2020-04-13,180.4818115234375
299,299,2020-04-14,187.88967895507807
300,300,2020-04-15,178.11900329589844
301,301,2020-04-16,180.34620666503903
302,302,2020-04-17,184.77159118652344
303,303,2020-04-20,179.8136444091797
304,304,2020-04-21,172.54127502441406
305,305,2020-04-22,175.84336853027344
306,306,2020-04-23,169.2392120361328
307,307,2020-04-24,169.98487854003906
308,308,2020-04-27,167.45742797851562
309,309,2020-04-28,166.87643432617188
310,310,2020-04-29,165.2108612060547
311,311,2020-04-30,167.6380157470703
312,312,2020-05-01,173.01657104492188
313,313,2020-05-04,172.5019989013672
314,314,2020-05-05,177.59898376464844
315,315,2020-05-06,172.07484436035156
316,316,2020-05-07,179.4436492919922
317,317,2020-05-08,184.22994995117188
318,318,2020-05-11,186.41441345214844
319,319,2020-05-12,187.5891571044922
320,320,2020-05-13,184.68624877929688
321,321,2020-05-14,188.27842712402344
322,322,2020-05-15,186.08432006835935
323,323,2020-05-18,191.1035919189453
324,324,2020-05-19,189.8415069580078
325,325,2020-05-20,189.5794219970703
326,326,2020-05-21,187.6958923339844
327,327,2020-05-22,186.3755645751953
328,328,2020-05-26,189.37550354003903
329,329,2020-05-27,192.0744781494141
330,330,2020-05-28,192.8997344970703
331,331,2020-05-29,191.21046447753903
332,332,2020-06-01,190.4240264892578
333,333,2020-06-02,189.15219116210935
334,334,2020-06-03,193.17156982421875
335,335,2020-06-04,192.2201385498047
336,336,2020-06-05,194.36572265625
337,337,2020-06-08,192.23956298828125
338,338,2020-06-09,188.62794494628903
339,339,2020-06-10,187.55030822753903
340,340,2020-06-11,175.3854522705078
341,341,2020-06-12,176.64756774902344
342,342,2020-06-15,178.73492431640625
343,343,2020-06-16,180.69598388671875
344,344,2020-06-17,186.3366851806641
345,345,2020-06-18,185.42410278320312
346,346,2020-06-19,181.3464813232422
347,347,2020-06-22,183.2785186767578
348,348,2020-06-23,183.5018310546875
349,349,2020-06-24,182.06495666503903
350,350,2020-06-25,188.7250213623047
351,351,2020-06-26,184.4823760986328
352,352,2020-06-29,182.7348480224609
353,353,2020-06-30,186.98719787597656
354,354,2020-07-01,185.5697326660156
355,355,2020-07-02,185.8707275390625
356,356,2020-07-06,187.08425903320312
357,357,2020-07-07,186.85128784179688
358,358,2020-07-08,189.8415069580078
359,359,2020-07-09,188.79299926757807
360,360,2020-07-10,191.8026428222656
361,361,2020-07-13,191.3172149658203
362,362,2020-07-14,193.24923706054688
363,363,2020-07-15,195.1326904296875
364,364,2020-07-16,196.76373291015625
365,365,2020-07-17,197.72491455078125
366,366,2020-07-20,197.9578857421875
367,367,2020-07-21,200.21026611328125
368,368,2020-07-22,201.80247497558597
369,369,2020-07-23,201.3267364501953
370,370,2020-07-24,201.132568359375
371,371,2020-07-27,200.9869842529297
372,372,2020-07-28,199.74429321289065
373,373,2020-07-29,199.8025054931641
