,Date,EOG
0,2019-02-04 00:00:00-05:00,79.27265167236328
1,2019-02-05 00:00:00-05:00,78.45105743408203
2,2019-02-06 00:00:00-05:00,76.72010803222656
3,2019-02-07 00:00:00-05:00,74.17554473876953
4,2019-02-08 00:00:00-05:00,73.78466796875
5,2019-02-11 00:00:00-05:00,75.14868927001953
6,2019-02-12 00:00:00-05:00,76.28137969970703
7,2019-02-13 00:00:00-05:00,77.17477416992188
8,2019-02-14 00:00:00-05:00,77.34229278564453
9,2019-02-15 00:00:00-05:00,79.96662139892578
10,2019-02-19 00:00:00-05:00,79.53590393066406
11,2019-02-20 00:00:00-05:00,78.79405212402344
12,2019-02-21 00:00:00-05:00,76.05804443359375
13,2019-02-22 00:00:00-05:00,76.20159912109375
14,2019-02-25 00:00:00-05:00,75.57942199707031
15,2019-02-26 00:00:00-05:00,74.90938568115234
16,2019-02-27 00:00:00-05:00,75.81074523925781
17,2019-02-28 00:00:00-05:00,74.9811782836914
18,2019-03-01 00:00:00-05:00,76.91152954101562
19,2019-03-04 00:00:00-05:00,77.22264099121094
20,2019-03-05 00:00:00-05:00,76.17769622802734
21,2019-03-06 00:00:00-05:00,73.33795166015625
22,2019-03-07 00:00:00-05:00,72.86734008789062
23,2019-03-08 00:00:00-05:00,68.95077514648438
24,2019-03-11 00:00:00-04:00,68.80718994140625
25,2019-03-12 00:00:00-04:00,69.38152313232422
26,2019-03-13 00:00:00-04:00,70.64982604980469
27,2019-03-14 00:00:00-04:00,71.543212890625
28,2019-03-15 00:00:00-04:00,70.8731689453125
29,2019-03-18 00:00:00-04:00,73.3219985961914
30,2019-03-19 00:00:00-04:00,74.0877914428711
31,2019-03-20 00:00:00-04:00,76.48878479003906
32,2019-03-21 00:00:00-04:00,77.27049255371094
33,2019-03-22 00:00:00-04:00,74.72591400146484
34,2019-03-25 00:00:00-04:00,74.00799560546875
35,2019-03-26 00:00:00-04:00,75.59539794921875
36,2019-03-27 00:00:00-04:00,75.4518051147461
37,2019-03-28 00:00:00-04:00,75.97028350830078
38,2019-03-29 00:00:00-04:00,75.92244720458984
39,2019-04-01 00:00:00-04:00,77.32633209228516
40,2019-04-02 00:00:00-04:00,76.61640167236328
41,2019-04-03 00:00:00-04:00,74.92534637451172
42,2019-04-04 00:00:00-04:00,74.71795654296875
43,2019-04-05 00:00:00-04:00,78.67439270019531
44,2019-04-08 00:00:00-04:00,79.35244750976562
45,2019-04-09 00:00:00-04:00,78.62653350830078
46,2019-04-10 00:00:00-04:00,78.7541732788086
47,2019-04-11 00:00:00-04:00,78.7541732788086
48,2019-04-12 00:00:00-04:00,84.00285339355469
49,2019-04-15 00:00:00-04:00,81.6288070678711
50,2019-04-16 00:00:00-04:00,81.81265258789062
51,2019-04-17 00:00:00-04:00,81.40498352050781
52,2019-04-18 00:00:00-04:00,83.02764892578125
53,2019-04-22 00:00:00-04:00,85.5855484008789
54,2019-04-23 00:00:00-04:00,85.20985412597656
55,2019-04-24 00:00:00-04:00,83.08360290527344
56,2019-04-25 00:00:00-04:00,81.5968017578125
57,2019-04-26 00:00:00-04:00,78.23961639404297
58,2019-04-29 00:00:00-04:00,77.53616333007812
59,2019-04-30 00:00:00-04:00,76.77679443359375
60,2019-05-01 00:00:00-04:00,73.45152282714844
61,2019-05-02 00:00:00-04:00,71.27732849121094
62,2019-05-03 00:00:00-04:00,72.66019439697266
63,2019-05-06 00:00:00-04:00,72.93196868896484
64,2019-05-07 00:00:00-04:00,73.36361694335938
65,2019-05-08 00:00:00-04:00,75.16210174560547
66,2019-05-09 00:00:00-04:00,75.32999420166016
67,2019-05-10 00:00:00-04:00,75.93749237060547
68,2019-05-13 00:00:00-04:00,74.73848724365234
