,Date,VLO
0,2019-02-04 00:00:00-05:00,67.05365753173828
1,2019-02-05 00:00:00-05:00,67.97892761230469
2,2019-02-06 00:00:00-05:00,67.9472885131836
3,2019-02-07 00:00:00-05:00,66.35774993896484
4,2019-02-08 00:00:00-05:00,66.53961944580078
5,2019-02-11 00:00:00-05:00,65.906982421875
6,2019-02-12 00:00:00-05:00,65.81903076171875
7,2019-02-13 00:00:00-05:00,66.72239685058594
8,2019-02-14 00:00:00-05:00,66.84232330322266
9,2019-02-15 00:00:00-05:00,67.47391510009766
10,2019-02-19 00:00:00-05:00,67.78569030761719
11,2019-02-20 00:00:00-05:00,68.29733276367188
12,2019-02-21 00:00:00-05:00,67.53787231445312
13,2019-02-22 00:00:00-05:00,68.20941162109375
14,2019-02-25 00:00:00-05:00,67.93757629394531
15,2019-02-26 00:00:00-05:00,67.48188018798828
16,2019-02-27 00:00:00-05:00,66.42660522460938
17,2019-02-28 00:00:00-05:00,65.20345306396484
18,2019-03-01 00:00:00-05:00,66.2667236328125
19,2019-03-04 00:00:00-05:00,65.97891235351562
20,2019-03-05 00:00:00-05:00,64.87568664550781
21,2019-03-06 00:00:00-05:00,65.03556060791016
22,2019-03-07 00:00:00-05:00,64.42797088623047
23,2019-03-08 00:00:00-05:00,63.756439208984375
24,2019-03-11 00:00:00-04:00,66.73838806152344
25,2019-03-12 00:00:00-04:00,67.03419494628906
26,2019-03-13 00:00:00-04:00,67.32999420166016
27,2019-03-14 00:00:00-04:00,67.90560150146484
28,2019-03-15 00:00:00-04:00,68.01752471923828
29,2019-03-18 00:00:00-04:00,69.35262298583984
30,2019-03-19 00:00:00-04:00,69.0968017578125
31,2019-03-20 00:00:00-04:00,69.10478210449219
32,2019-03-21 00:00:00-04:00,69.05680847167969
33,2019-03-22 00:00:00-04:00,67.65776062011719
34,2019-03-25 00:00:00-04:00,68.33731079101562
35,2019-03-26 00:00:00-04:00,69.55248260498047
36,2019-03-27 00:00:00-04:00,68.76901245117188
37,2019-03-28 00:00:00-04:00,67.81765747070312
38,2019-03-29 00:00:00-04:00,67.81765747070312
39,2019-04-01 00:00:00-04:00,69.0968017578125
40,2019-04-02 00:00:00-04:00,67.51387786865234
41,2019-04-03 00:00:00-04:00,67.36199188232422
42,2019-04-04 00:00:00-04:00,67.43392181396484
