,Unnamed: 0,Date,HST
0,0,2019-02-05,15.79116439819336
1,1,2019-02-06,15.69635009765625
2,2,2019-02-07,15.679112434387209
3,3,2019-02-08,15.48947811126709
4,4,2019-02-11,15.429142951965332
5,5,2019-02-12,15.498096466064451
6,6,2019-02-13,15.82564640045166
7,7,2019-02-14,15.808408737182615
8,8,2019-02-15,16.06699562072754
9,9,2019-02-19,15.9635591506958
10,10,2019-02-20,16.963436126708984
11,11,2019-02-21,17.058252334594727
12,12,2019-02-22,17.35993766784668
13,13,2019-02-25,17.066869735717773
14,14,2019-02-26,16.98067283630371
15,15,2019-02-27,16.808284759521484
16,16,2019-02-28,16.903099060058594
17,17,2019-03-01,16.851381301879883
18,18,2019-03-04,17.066869735717773
19,19,2019-03-05,17.101350784301758
20,20,2019-03-06,17.006534576416016
21,21,2019-03-07,16.70484733581543
22,22,2019-03-08,16.62727165222168
23,23,2019-03-11,16.756567001342773
24,24,2019-03-12,16.515216827392578
25,25,2019-03-13,16.523834228515625
26,26,2019-03-14,16.56693458557129
27,27,2019-03-15,16.515216827392578
28,28,2019-03-18,16.549694061279297
29,29,2019-03-19,16.45487403869629
30,30,2019-03-20,16.480737686157227
31,31,2019-03-21,16.5065975189209
32,32,2019-03-22,16.204912185668945
33,33,2019-03-25,16.11871337890625
34,34,2019-03-26,16.45487403869629
35,35,2019-03-27,16.37730598449707
36,36,2019-03-28,16.525394439697266
37,37,2019-03-29,16.464412689208984
38,38,2019-04-01,16.795446395874023
39,39,2019-04-02,16.93482780456543
40,40,2019-04-03,16.812868118286133
41,41,2019-04-04,16.769311904907227
42,42,2019-04-05,16.83900260925293
43,43,2019-04-08,16.891265869140625
44,44,2019-04-09,16.507970809936523
45,45,2019-04-10,16.690906524658203
46,46,2019-04-11,16.61250877380371
47,47,2019-04-12,16.743175506591797
48,48,2019-04-15,16.568950653076172
49,49,2019-04-16,16.551530838012695
50,50,2019-04-17,16.386014938354492
51,51,2019-04-18,16.464412689208984
52,52,2019-04-22,16.281476974487305
53,53,2019-04-23,16.481836318969727
54,54,2019-04-24,16.507970809936523
55,55,2019-04-25,16.464412689208984
56,56,2019-04-26,16.70833396911621
57,57,2019-04-29,16.75189208984375
58,58,2019-04-30,16.760601043701172
59,59,2019-05-01,16.96967124938965
60,60,2019-05-02,17.074207305908203
61,61,2019-05-03,17.318124771118164
62,62,2019-05-06,17.318124771118164
63,63,2019-05-07,16.865137100219727
64,64,2019-05-08,16.61250877380371
65,65,2019-05-09,16.56024169921875
66,66,2019-05-10,16.734466552734375
67,67,2019-05-13,16.403432846069336
68,68,2019-05-14,16.542816162109375
69,69,2019-05-15,16.795446395874023
70,70,2019-05-16,16.84771156311035
71,71,2019-05-17,16.70833396911621
72,72,2019-05-20,16.525394439697266
73,73,2019-05-21,16.70833396911621
74,74,2019-05-22,16.656063079833984
75,75,2019-05-23,16.673486709594727
76,76,2019-05-24,16.77802276611328
77,77,2019-05-28,16.446992874145508
78,78,2019-05-29,16.185649871826172
79,79,2019-05-30,16.028846740722656
80,80,2019-05-31,15.776216506958008
81,81,2019-06-03,15.723952293395996
82,82,2019-06-04,15.767510414123535
83,83,2019-06-05,15.863333702087402
84,84,2019-06-06,15.793641090393066
85,85,2019-06-07,15.97657871246338
86,86,2019-06-10,16.098539352416992
87,87,2019-06-11,16.185649871826172
88,88,2019-06-12,16.054981231689453
89,89,2019-06-13,16.150808334350586
90,90,2019-06-14,15.950448036193848
91,91,2019-06-17,16.150808334350586
92,92,2019-06-18,16.246631622314453
93,93,2019-06-19,16.08983039855957
94,94,2019-06-20,16.246631622314453
95,95,2019-06-21,15.828484535217283
96,96,2019-06-24,15.567144393920898
97,97,2019-06-25,15.506170272827148
98,98,2019-06-26,15.523591995239258
99,99,2019-06-27,15.867188453674316
100,100,2019-06-28,16.052202224731445
101,101,2019-07-01,16.008150100708008
102,102,2019-07-02,16.069820404052734
103,103,2019-07-03,16.263643264770508
104,104,2019-07-05,16.2195987701416
105,105,2019-07-08,16.157926559448242
106,106,2019-07-09,15.928860664367676
107,107,2019-07-10,16.157926559448242
108,108,2019-07-11,15.99933910369873
109,109,2019-07-12,16.034584045410156
110,110,2019-07-15,15.97291088104248
111,111,2019-07-16,16.122682571411133
112,112,2019-07-17,15.770277976989746
113,113,2019-07-18,15.682171821594238
114,114,2019-07-19,15.56764030456543
115,115,2019-07-22,15.391437530517578
116,116,2019-07-23,15.726224899291992
117,117,2019-07-24,15.726224899291992
118,118,2019-07-25,15.611692428588867
119,119,2019-07-26,15.51478099822998
120,120,2019-07-29,15.41786766052246
121,121,2019-07-30,15.576454162597656
122,122,2019-07-31,15.32095718383789
123,123,2019-08-01,15.030218124389648
124,124,2019-08-02,15.039030075073242
