,Date,TPR
0,2019-02-04 00:00:00-05:00,33.35948181152344
1,2019-02-05 00:00:00-05:00,33.58488845825195
2,2019-02-06 00:00:00-05:00,34.07903289794922
3,2019-02-07 00:00:00-05:00,29.02483367919922
4,2019-02-08 00:00:00-05:00,29.35426139831543
5,2019-02-11 00:00:00-05:00,30.039140701293945
6,2019-02-12 00:00:00-05:00,30.6459903717041
7,2019-02-13 00:00:00-05:00,30.42925262451172
8,2019-02-14 00:00:00-05:00,30.47260093688965
9,2019-02-15 00:00:00-05:00,31.131479263305664
10,2019-02-19 00:00:00-05:00,30.802038192749023
11,2019-02-20 00:00:00-05:00,30.333900451660156
12,2019-02-21 00:00:00-05:00,30.195186614990234
13,2019-02-22 00:00:00-05:00,30.741350173950195
14,2019-02-25 00:00:00-05:00,31.34820556640625
15,2019-02-26 00:00:00-05:00,30.914743423461914
16,2019-02-27 00:00:00-05:00,30.73268699645996
17,2019-02-28 00:00:00-05:00,30.290546417236328
18,2019-03-01 00:00:00-05:00,30.654661178588867
19,2019-03-04 00:00:00-05:00,29.99578857421875
20,2019-03-05 00:00:00-05:00,30.004459381103516
21,2019-03-06 00:00:00-05:00,29.926441192626953
22,2019-03-07 00:00:00-05:00,29.9246883392334
23,2019-03-08 00:00:00-05:00,29.364368438720703
24,2019-03-11 00:00:00-04:00,29.6445255279541
25,2019-03-12 00:00:00-04:00,29.574493408203125
26,2019-03-13 00:00:00-04:00,29.6445255279541
27,2019-03-14 00:00:00-04:00,28.979150772094727
28,2019-03-15 00:00:00-04:00,28.191194534301758
29,2019-03-18 00:00:00-04:00,28.839065551757812
30,2019-03-19 00:00:00-04:00,28.830307006835938
31,2019-03-20 00:00:00-04:00,27.884767532348633
32,2019-03-21 00:00:00-04:00,27.972318649291992
33,2019-03-22 00:00:00-04:00,27.079303741455078
34,2019-03-25 00:00:00-04:00,27.639625549316406
35,2019-03-26 00:00:00-04:00,27.972318649291992
36,2019-03-27 00:00:00-04:00,28.43633270263672
37,2019-03-28 00:00:00-04:00,28.6376953125
38,2019-03-29 00:00:00-04:00,28.445091247558594
39,2019-04-01 00:00:00-04:00,29.233041763305664
40,2019-04-02 00:00:00-04:00,29.101715087890625
41,2019-04-03 00:00:00-04:00,29.67078971862793
42,2019-04-04 00:00:00-04:00,30.161081314086914
43,2019-04-05 00:00:00-04:00,29.985973358154297
44,2019-04-08 00:00:00-04:00,29.60075569152832
45,2019-04-09 00:00:00-04:00,29.38187599182129
46,2019-04-10 00:00:00-04:00,29.250551223754883
47,2019-04-11 00:00:00-04:00,28.804046630859375
48,2019-04-12 00:00:00-04:00,28.515125274658203
49,2019-04-15 00:00:00-04:00,28.278745651245117
