,Date,EFX
0,2019-02-04 00:00:00-05:00,103.11734008789062
1,2019-02-05 00:00:00-05:00,103.12691497802734
2,2019-02-06 00:00:00-05:00,102.44757080078125
3,2019-02-07 00:00:00-05:00,101.99784088134766
4,2019-02-08 00:00:00-05:00,102.26576232910156
5,2019-02-11 00:00:00-05:00,102.61978149414062
6,2019-02-12 00:00:00-05:00,103.7392807006836
7,2019-02-13 00:00:00-05:00,103.81581115722656
8,2019-02-14 00:00:00-05:00,104.22724914550781
9,2019-02-15 00:00:00-05:00,104.59086608886719
10,2019-02-19 00:00:00-05:00,104.60042572021484
11,2019-02-20 00:00:00-05:00,103.46179962158203
12,2019-02-21 00:00:00-05:00,105.71990203857422
13,2019-02-22 00:00:00-05:00,105.97825622558594
14,2019-02-25 00:00:00-05:00,105.62422943115234
15,2019-02-26 00:00:00-05:00,106.16006469726562
16,2019-02-27 00:00:00-05:00,104.04545593261719
17,2019-02-28 00:00:00-05:00,104.7822265625
18,2019-03-01 00:00:00-05:00,105.69121551513672
19,2019-03-04 00:00:00-05:00,105.46157836914062
20,2019-03-05 00:00:00-05:00,105.16496276855469
21,2019-03-06 00:00:00-05:00,104.65782928466797
22,2019-03-07 00:00:00-05:00,104.01676177978516
23,2019-03-08 00:00:00-05:00,103.84452056884766
24,2019-03-11 00:00:00-04:00,105.66905975341797
25,2019-03-12 00:00:00-04:00,106.67735290527344
26,2019-03-13 00:00:00-04:00,107.13829040527344
27,2019-03-14 00:00:00-04:00,105.93792724609375
28,2019-03-15 00:00:00-04:00,106.61013793945312
29,2019-03-18 00:00:00-04:00,108.23299407958984
30,2019-03-19 00:00:00-04:00,108.9244155883789
31,2019-03-20 00:00:00-04:00,107.98334503173828
32,2019-03-21 00:00:00-04:00,110.4320297241211
33,2019-03-22 00:00:00-04:00,108.3962631225586
34,2019-03-25 00:00:00-04:00,107.90650939941406
35,2019-03-26 00:00:00-04:00,108.85719299316406
36,2019-03-27 00:00:00-04:00,110.35520935058594
37,2019-03-28 00:00:00-04:00,112.14131927490234
38,2019-03-29 00:00:00-04:00,113.79302215576172
39,2019-04-01 00:00:00-04:00,114.77249145507812
40,2019-04-02 00:00:00-04:00,115.45430755615234
41,2019-04-03 00:00:00-04:00,117.48048400878906
42,2019-04-04 00:00:00-04:00,118.21990203857422
43,2019-04-05 00:00:00-04:00,118.86329650878906
44,2019-04-08 00:00:00-04:00,118.37356567382812
45,2019-04-09 00:00:00-04:00,117.65333557128906
46,2019-04-10 00:00:00-04:00,118.22950744628906
47,2019-04-11 00:00:00-04:00,119.53549194335938
48,2019-04-12 00:00:00-04:00,120.0924301147461
49,2019-04-15 00:00:00-04:00,121.15835571289062
50,2019-04-16 00:00:00-04:00,121.25439453125
51,2019-04-17 00:00:00-04:00,120.47655487060547
52,2019-04-18 00:00:00-04:00,120.70703887939453
53,2019-04-22 00:00:00-04:00,119.86196899414062
54,2019-04-23 00:00:00-04:00,120.16927337646484
55,2019-04-24 00:00:00-04:00,120.43814086914062
56,2019-04-25 00:00:00-04:00,119.57389068603516
57,2019-04-26 00:00:00-04:00,120.28450775146484
58,2019-04-29 00:00:00-04:00,121.14876556396484
59,2019-04-30 00:00:00-04:00,120.94709014892578
60,2019-05-01 00:00:00-04:00,119.52589416503906
61,2019-05-02 00:00:00-04:00,118.40234375
62,2019-05-03 00:00:00-04:00,119.23780059814453
63,2019-05-06 00:00:00-04:00,118.96892547607422
64,2019-05-07 00:00:00-04:00,116.4145736694336
65,2019-05-08 00:00:00-04:00,115.23343658447266
66,2019-05-09 00:00:00-04:00,114.31156921386719
67,2019-05-10 00:00:00-04:00,114.65727996826172
68,2019-05-13 00:00:00-04:00,111.80524444580078
69,2019-05-14 00:00:00-04:00,113.97547912597656
70,2019-05-15 00:00:00-04:00,114.00428771972656
71,2019-05-16 00:00:00-04:00,116.72185516357422
72,2019-05-17 00:00:00-04:00,116.30896759033203
73,2019-05-20 00:00:00-04:00,116.46259307861328
74,2019-05-21 00:00:00-04:00,117.90301513671875
75,2019-05-22 00:00:00-04:00,118.92091369628906
76,2019-05-23 00:00:00-04:00,116.61859130859375
77,2019-05-24 00:00:00-04:00,117.25438690185547
78,2019-05-28 00:00:00-04:00,118.87274169921875
79,2019-05-29 00:00:00-04:00,117.85162353515625
80,2019-05-30 00:00:00-04:00,118.63191986083984
81,2019-05-31 00:00:00-04:00,116.46446990966797
82,2019-06-03 00:00:00-04:00,116.10803985595703
83,2019-06-04 00:00:00-04:00,119.63375854492188
84,2019-06-05 00:00:00-04:00,123.30396270751953
85,2019-06-06 00:00:00-04:00,124.36361694335938
86,2019-06-07 00:00:00-04:00,125.39435577392578
87,2019-06-10 00:00:00-04:00,125.43290710449219
88,2019-06-11 00:00:00-04:00,123.93012237548828
89,2019-06-12 00:00:00-04:00,126.18428039550781
90,2019-06-13 00:00:00-04:00,127.76412963867188
91,2019-06-14 00:00:00-04:00,127.19576263427734
92,2019-06-17 00:00:00-04:00,127.73519897460938
93,2019-06-18 00:00:00-04:00,127.88931274414062
94,2019-06-19 00:00:00-04:00,128.9586181640625
95,2019-06-20 00:00:00-04:00,130.0278778076172
96,2019-06-21 00:00:00-04:00,129.15130615234375
97,2019-06-24 00:00:00-04:00,128.2747039794922
98,2019-06-25 00:00:00-04:00,126.1746597290039
99,2019-06-26 00:00:00-04:00,126.29023742675781
100,2019-06-27 00:00:00-04:00,127.5714340209961
101,2019-06-28 00:00:00-04:00,130.27835083007812
102,2019-07-01 00:00:00-04:00,130.8467254638672
103,2019-07-02 00:00:00-04:00,131.11643981933594
104,2019-07-03 00:00:00-04:00,133.52471923828125
105,2019-07-05 00:00:00-04:00,132.99488830566406
106,2019-07-08 00:00:00-04:00,131.20310974121094
107,2019-07-09 00:00:00-04:00,132.15679931640625
108,2019-07-10 00:00:00-04:00,130.28799438476562
109,2019-07-11 00:00:00-04:00,131.65589904785156
110,2019-07-12 00:00:00-04:00,132.6095733642578
111,2019-07-15 00:00:00-04:00,132.1761016845703
112,2019-07-16 00:00:00-04:00,132.37835693359375
113,2019-07-17 00:00:00-04:00,132.92745971679688
114,2019-07-18 00:00:00-04:00,134.13162231445312
115,2019-07-19 00:00:00-04:00,132.2628173828125
116,2019-07-22 00:00:00-04:00,132.78297424316406
117,2019-07-23 00:00:00-04:00,135.33570861816406
118,2019-07-24 00:00:00-04:00,137.0311737060547
119,2019-07-25 00:00:00-04:00,132.54209899902344
120,2019-07-26 00:00:00-04:00,137.1178436279297
121,2019-07-29 00:00:00-04:00,137.48394775390625
122,2019-07-30 00:00:00-04:00,136.21237182617188
123,2019-07-31 00:00:00-04:00,133.9871063232422
124,2019-08-01 00:00:00-04:00,133.1297607421875
