,Unnamed: 0,Date,WFC
0,0,2019-02-05,42.64869689941406
1,1,2019-02-06,42.60541915893555
2,2,2019-02-07,41.61862182617188
3,3,2019-02-08,41.24640655517578
4,4,2019-02-11,41.24640655517578
5,5,2019-02-12,42.45825958251953
6,6,2019-02-13,42.43228912353516
7,7,2019-02-14,41.99948501586914
8,8,2019-02-15,42.60541915893555
9,9,2019-02-19,42.743919372558594
10,10,2019-02-20,43.11613082885742
11,11,2019-02-21,42.89972686767578
12,12,2019-02-22,42.43228912353516
13,13,2019-02-25,42.98627471923828
14,14,2019-02-26,42.92569351196289
15,15,2019-02-27,43.19402694702149
16,16,2019-02-28,43.18537139892578
17,17,2019-03-01,43.30656433105469
18,18,2019-03-04,43.37581253051758
19,19,2019-03-05,43.18537139892578
20,20,2019-03-06,43.12477493286133
21,21,2019-03-07,43.00360107421875
22,22,2019-03-08,43.10747146606445
23,23,2019-03-11,43.072845458984375
24,24,2019-03-12,42.97762680053711
25,25,2019-03-13,43.21134948730469
26,26,2019-03-14,43.58356094360352
27,27,2019-03-15,43.85189056396485
28,28,2019-03-18,44.77811050415039
29,29,2019-03-19,44.501102447509766
30,30,2019-03-20,43.6268310546875
31,31,2019-03-21,43.1594123840332
32,32,2019-03-22,41.81770324707031
33,33,2019-03-25,41.61862182617188
34,34,2019-03-26,42.42363357543945
35,35,2019-03-27,42.21588516235352
36,36,2019-03-28,42.49288177490234
37,37,2019-03-29,41.82637023925781
38,38,2019-04-01,42.25051498413086
39,39,2019-04-02,41.73114013671875
40,40,2019-04-03,42.293792724609375
41,41,2019-04-04,42.562137603759766
42,42,2019-04-05,42.22454833984375
43,43,2019-04-08,42.31110000610352
44,44,2019-04-09,41.670555114746094
45,45,2019-04-10,41.36759567260742
46,46,2019-04-11,41.32430648803711
47,47,2019-04-12,40.2422981262207
48,48,2019-04-15,40.48466873168945
49,49,2019-04-16,41.24640655517578
50,50,2019-04-17,41.15984344482422
51,51,2019-04-18,41.18580627441406
52,52,2019-04-22,40.9088134765625
53,53,2019-04-23,40.98671722412109
54,54,2019-04-24,41.0992546081543
55,55,2019-04-25,41.12521362304688
56,56,2019-04-26,41.514739990234375
57,57,2019-04-29,41.783084869384766
58,58,2019-04-30,41.904273986816406
59,59,2019-05-01,41.74845886230469
60,60,2019-05-02,41.80905532836914
61,61,2019-05-03,42.11201858520508
62,62,2019-05-06,41.92158508300781
63,63,2019-05-07,40.83091354370117
64,64,2019-05-08,40.68375015258789
65,65,2019-05-09,40.84981918334961
66,66,2019-05-10,41.20814514160156
67,67,2019-05-13,40.491485595703125
68,68,2019-05-14,40.63132095336914
69,69,2019-05-15,40.063232421875
70,70,2019-05-16,40.11567687988281
71,71,2019-05-17,39.94086456298828
72,72,2019-05-20,39.72237396240234
73,73,2019-05-21,40.491485595703125
74,74,2019-05-22,40.29046630859375
75,75,2019-05-23,39.81851196289063
76,76,2019-05-24,40.35163497924805
77,77,2019-05-28,39.84473037719727
78,78,2019-05-29,39.74859619140625
79,79,2019-05-30,39.3727912902832
80,80,2019-05-31,38.77847290039063
81,81,2019-06-03,38.909576416015625
82,82,2019-06-04,39.92339706420898
83,83,2019-06-05,40.08070755004883
84,84,2019-06-06,40.13314437866211
85,85,2019-06-07,39.87969207763672
86,86,2019-06-10,40.43904113769531
87,87,2019-06-11,40.430301666259766
88,88,2019-06-12,39.25041961669922
89,89,2019-06-13,39.58253860473633
90,90,2019-06-14,39.84473037719727
91,91,2019-06-17,39.565067291259766
92,92,2019-06-18,40.29046630859375
93,93,2019-06-19,39.89717483520508
94,94,2019-06-20,40.08070755004883
95,95,2019-06-21,40.98090744018555
96,96,2019-06-24,40.43904113769531
97,97,2019-06-25,40.32542419433594
98,98,2019-06-26,40.02827453613281
99,99,2019-06-27,40.45652389526367
100,100,2019-06-28,41.35673141479492
101,101,2019-07-01,41.68008804321289
102,102,2019-07-02,41.27805709838867
103,103,2019-07-03,41.65387344360352
104,104,2019-07-05,41.75000381469727
105,105,2019-07-08,41.54025650024414
106,106,2019-07-09,41.80244827270508
107,107,2019-07-10,41.20814514160156
108,108,2019-07-11,41.19939804077149
109,109,2019-07-12,41.39168548583984
110,110,2019-07-15,40.82359313964844
111,111,2019-07-16,39.59128189086914
112,112,2019-07-17,39.51262664794922
113,113,2019-07-18,40.04574966430664
114,114,2019-07-19,40.229286193847656
115,115,2019-07-22,40.622589111328125
116,116,2019-07-23,41.25185394287109
117,117,2019-07-24,42.34432220458984
118,118,2019-07-25,42.02968215942383
119,119,2019-07-26,43.08720016479492
120,120,2019-07-29,42.195743560791016
121,121,2019-07-30,42.43171691894531
122,122,2019-07-31,42.309364318847656
123,123,2019-08-01,41.129493713378906
124,124,2019-08-02,41.46159744262695
125,125,2019-08-05,40.32542419433594
126,126,2019-08-06,41.01586532592773
127,127,2019-08-07,40.03701019287109
128,128,2019-08-08,41.00921249389648
129,129,2019-08-09,40.92082977294922
130,130,2019-08-12,40.15190124511719
131,131,2019-08-13,40.62033462524414
132,132,2019-08-14,38.86152648925781
133,133,2019-08-15,38.3400764465332
134,134,2019-08-16,39.23273086547852
135,135,2019-08-19,39.99282836914063
136,136,2019-08-20,39.48904037475586
137,137,2019-08-21,39.77186965942383
138,138,2019-08-22,40.31983184814453
139,139,2019-08-23,39.259254455566406
140,140,2019-08-26,39.754188537597656
141,141,2019-08-27,39.55091094970703
142,142,2019-08-28,40.18726348876953
143,143,2019-08-29,40.82360458374024
144,144,2019-08-30,41.15946960449219
145,145,2019-09-03,40.7352294921875
146,146,2019-09-04,41.09759521484375
147,147,2019-09-05,42.08746719360352
148,148,2019-09-06,41.67207717895508
149,149,2019-09-09,42.78569412231445
150,150,2019-09-10,42.697303771972656
151,151,2019-09-11,43.174564361572266
152,152,2019-09-12,42.99781036376953
153,153,2019-09-13,43.23644256591797
154,154,2019-09-16,43.28946304321289
155,155,2019-09-17,43.095027923583984
156,156,2019-09-18,43.24527359008789
157,157,2019-09-19,43.22760391235352
158,158,2019-09-20,42.98012924194336
159,159,2019-09-23,43.27178955078125
160,160,2019-09-24,42.99781036376953
161,161,2019-09-25,43.53693389892578
162,162,2019-09-26,43.1922492980957
163,163,2019-09-27,44.8184814453125
164,164,2019-09-30,44.57984924316406
165,165,2019-10-01,43.36017608642578
166,166,2019-10-02,42.838714599609375
167,167,2019-10-03,42.84756088256836
168,168,2019-10-04,43.49274444580078
169,169,2019-10-07,43.13922119140625
170,170,2019-10-08,42.26424026489258
171,171,2019-10-09,42.5558967590332
172,172,2019-10-10,42.99781036376953
173,173,2019-10-11,43.49274444580078
174,174,2019-10-14,43.5457763671875
175,175,2019-10-15,44.28818893432617
176,176,2019-10-16,43.82859802246094
177,177,2019-10-17,43.84627914428711
178,178,2019-10-18,44.164459228515625
179,179,2019-10-21,44.59752655029297
180,180,2019-10-22,44.73892593383789
181,181,2019-10-23,45.01292037963867
182,182,2019-10-24,45.16316604614258
183,183,2019-10-25,45.57855987548828
184,184,2019-10-28,45.64926528930664
185,185,2019-10-29,46.10885238647461
186,186,2019-10-30,45.9851188659668
187,187,2019-10-31,45.63158798217773
188,188,2019-11-01,46.11769104003906
189,189,2019-11-04,46.594947814941406
190,190,2019-11-05,47.10756301879883
191,191,2019-11-06,47.54947662353516
192,192,2019-11-07,48.18299865722656
193,193,2019-11-08,48.272220611572266
194,194,2019-11-11,48.22760009765625
195,195,2019-11-12,48.379302978515625
196,196,2019-11-13,47.54948425292969
197,197,2019-11-14,47.727935791015625
198,198,2019-11-15,48.0045280456543
199,199,2019-11-18,48.18299865722656
200,200,2019-11-19,48.20976257324219
201,201,2019-11-20,47.77254486083984
202,202,2019-11-21,47.79039001464844
203,203,2019-11-22,48.43283462524414
204,204,2019-11-25,48.370361328125
205,205,2019-11-26,48.013465881347656
206,206,2019-11-27,48.48637390136719
207,207,2019-11-29,48.59344100952149
208,208,2019-12-02,47.84392547607422
209,209,2019-12-03,46.91596603393555
210,210,2019-12-04,47.50486755371094
211,211,2019-12-05,47.495941162109375
212,212,2019-12-06,48.51313781738281
213,213,2019-12-09,48.11160659790039
214,214,2019-12-10,47.90637969970703
215,215,2019-12-11,47.44239044189453
216,216,2019-12-12,48.50421142578125
217,217,2019-12-13,47.99562072753906
218,218,2019-12-16,48.379302978515625
219,219,2019-12-17,48.48637390136719
220,220,2019-12-18,47.8885383605957
221,221,2019-12-19,47.85285949707031
222,222,2019-12-20,47.58517837524414
223,223,2019-12-23,48.013465881347656
224,224,2019-12-24,48.02238082885742
225,225,2019-12-26,48.31682968139648
226,226,2019-12-27,48.11160659790039
227,227,2019-12-30,47.826080322265625
228,228,2019-12-31,48.0045280456543
229,229,2020-01-02,47.95992660522461
230,230,2020-01-03,47.66546630859375
231,231,2020-01-06,47.37994766235352
232,232,2020-01-07,46.98735046386719
233,233,2020-01-08,47.13010787963867
234,234,2020-01-09,47.049800872802734
235,235,2020-01-10,46.84457778930664
236,236,2020-01-13,46.49658966064453
237,237,2020-01-14,43.989288330078125
238,238,2020-01-15,43.11486053466797
239,239,2020-01-16,43.944671630859375
240,240,2020-01-17,43.8822135925293
241,241,2020-01-21,43.66806411743164
242,242,2020-01-22,43.329010009765625
243,243,2020-01-23,43.02563095092773
244,244,2020-01-24,42.445648193359375
245,245,2020-01-27,42.026275634765625
246,246,2020-01-28,42.267189025878906
247,247,2020-01-29,42.1779670715332
248,248,2020-01-30,42.74902725219727
249,249,2020-01-31,41.88351058959961
250,250,2020-02-03,42.04412078857422
251,251,2020-02-04,42.16904067993164
252,252,2020-02-05,43.10594177246094
253,253,2020-02-06,43.26825714111328
254,254,2020-02-07,43.14200210571289
255,255,2020-02-10,43.078887939453125
256,256,2020-02-11,43.27727890014648
257,257,2020-02-12,43.09692001342773
258,258,2020-02-13,43.39450454711914
259,259,2020-02-14,43.48468780517578
260,260,2020-02-18,42.3754768371582
261,261,2020-02-19,42.46565628051758
262,262,2020-02-20,42.69110870361328
263,263,2020-02-21,43.0157470703125
264,264,2020-02-24,41.83440017700195
265,265,2020-02-25,40.68911743164063
266,266,2020-02-26,39.80535125732422
267,267,2020-02-27,38.299354553222656
268,268,2020-02-28,36.83843612670898
269,269,2020-03-02,38.10996627807617
270,270,2020-03-03,36.54986953735352
271,271,2020-03-04,37.33442687988281
272,272,2020-03-05,35.07993698120117
273,273,2020-03-06,33.44768142700195
274,274,2020-03-09,29.29039192199707
275,275,2020-03-10,31.63507080078125
276,276,2020-03-11,29.155126571655277
277,277,2020-03-12,24.528902053833008
278,278,2020-03-13,27.85653114318848
279,279,2020-03-16,23.89764404296875
280,280,2020-03-17,26.72026634216309
281,281,2020-03-18,25.358551025390625
282,282,2020-03-19,25.511857986450195
283,283,2020-03-20,23.89764404296875
284,284,2020-03-23,22.770395278930664
285,285,2020-03-24,26.07999420166016
286,286,2020-03-25,26.12508201599121
287,287,2020-03-26,27.86554908752441
288,288,2020-03-27,27.30643844604492
289,289,2020-03-30,26.981794357299805
290,290,2020-03-31,25.881595611572266
291,291,2020-04-01,23.96076774597168
292,292,2020-04-02,24.54693603515625
293,293,2020-04-03,23.654157638549805
294,294,2020-04-06,25.81847381591797
295,295,2020-04-07,25.944719314575195
296,296,2020-04-08,27.30643844604492
297,297,2020-04-09,29.939685821533203
298,298,2020-04-13,28.343505859375
299,299,2020-04-14,27.216257095336918
300,300,2020-04-15,25.64713287353516
301,301,2020-04-16,24.249343872070312
302,302,2020-04-17,25.593021392822266
303,303,2020-04-20,24.96176147460937
304,304,2020-04-21,24.204252243041992
305,305,2020-04-22,24.168182373046875
306,306,2020-04-23,23.92469596862793
307,307,2020-04-24,24.27639579772949
308,308,2020-04-27,25.62007522583008
309,309,2020-04-28,26.03490447998047
310,310,2020-04-29,27.053936004638672
311,311,2020-04-30,26.19722557067871
312,312,2020-05-01,24.88060188293457
313,313,2020-05-04,24.664167404174805
314,314,2020-05-05,23.735321044921875
315,315,2020-05-06,23.09504127502441
316,316,2020-05-07,23.214656829833984
317,317,2020-05-08,23.398679733276367
318,318,2020-05-11,22.80060768127441
319,319,2020-05-12,22.11971664428711
320,320,2020-05-13,20.730329513549805
321,321,2020-05-14,22.138111114501957
322,322,2020-05-15,21.494029998779297
323,323,2020-05-18,23.380281448364254
324,324,2020-05-19,22.036901473999023
325,325,2020-05-20,22.56137084960937
326,326,2020-05-21,22.50616455078125
327,327,2020-05-22,22.23932838439941
328,328,2020-05-26,24.16238212585449
329,329,2020-05-27,25.71738624572754
330,330,2020-05-28,25.045698165893555
331,331,2020-05-29,24.35560607910156
332,332,2020-06-01,24.926082611083984
333,333,2020-06-02,25.211322784423828
334,334,2020-06-03,26.5270938873291
335,335,2020-06-04,27.806058883666992
336,336,2020-06-05,29.14023780822754
337,337,2020-06-08,30.658435821533203
338,338,2020-06-09,30.023550033569336
339,339,2020-06-10,27.336803436279297
340,340,2020-06-11,24.650047302246094
341,341,2020-06-12,25.735788345336918
342,342,2020-06-15,25.95661735534668
343,343,2020-06-16,26.24185562133789
344,344,2020-06-17,25.25732421875
345,345,2020-06-18,25.349336624145508
346,346,2020-06-19,25.39534950256348
347,347,2020-06-22,25.16531181335449
348,348,2020-06-23,25.05489730834961
349,349,2020-06-24,24.033565521240234
350,350,2020-06-25,25.1837215423584
351,351,2020-06-26,23.31587028503418
352,352,2020-06-29,23.647113800048828
353,353,2020-06-30,23.55510139465332
354,354,2020-07-01,23.08583641052246
355,355,2020-07-02,23.31587028503418
356,356,2020-07-06,23.45388984680176
357,357,2020-07-07,22.50616455078125
358,358,2020-07-08,22.588972091674805
359,359,2020-07-09,22.11971664428711
360,360,2020-07-10,23.43548393249512
361,361,2020-07-13,23.380281448364254
362,362,2020-07-14,22.31293487548828
363,363,2020-07-15,23.325071334838867
364,364,2020-07-16,23.426284790039062
365,365,2020-07-17,22.9570255279541
366,366,2020-07-20,22.607378005981445
367,367,2020-07-21,24.10717391967773
368,368,2020-07-22,24.16238212585449
369,369,2020-07-23,24.24519157409668
370,370,2020-07-24,24.16238212585449
371,371,2020-07-27,23.45388984680176
372,372,2020-07-28,23.490694046020508
373,373,2020-07-29,23.720727920532227
374,374,2020-07-30,22.680986404418945
375,375,2020-07-31,22.322139739990234
376,376,2020-08-03,22.349742889404297
377,377,2020-08-04,22.285329818725582
378,378,2020-08-05,22.45095443725586
379,379,2020-08-06,22.3955192565918
380,380,2020-08-07,23.162363052368164
381,381,2020-08-10,22.820518493652344
382,382,2020-08-11,23.39334297180176
383,383,2020-08-12,23.273237228393555
384,384,2020-08-13,23.11617088317871
385,385,2020-08-14,23.374860763549805
386,386,2020-08-17,22.608015060424805
387,387,2020-08-18,22.21074104309082
388,388,2020-08-19,22.23845672607422
389,389,2020-08-20,21.942806243896484
390,390,2020-08-21,21.841175079345703
391,391,2020-08-24,22.62649917602539
392,392,2020-08-25,22.73736953735352
393,393,2020-08-26,22.21074104309082
394,394,2020-08-27,22.718889236450195
395,395,2020-08-28,22.811283111572266
396,396,2020-08-31,22.31237030029297
397,397,2020-09-01,22.219980239868164
398,398,2020-09-02,22.700410842895508
399,399,2020-09-03,22.65421485900879
400,400,2020-09-04,22.90367126464844
