,Date,ORLY
0,2019-02-04 00:00:00-05:00,356.1700134277344
1,2019-02-05 00:00:00-05:00,358.2099914550781
2,2019-02-06 00:00:00-05:00,353.6199951171875
3,2019-02-07 00:00:00-05:00,365.4599914550781
4,2019-02-08 00:00:00-05:00,360.2300109863281
5,2019-02-11 00:00:00-05:00,366.67999267578125
6,2019-02-12 00:00:00-05:00,378.489990234375
7,2019-02-13 00:00:00-05:00,377.4200134277344
8,2019-02-14 00:00:00-05:00,383.04998779296875
9,2019-02-15 00:00:00-05:00,388.0
10,2019-02-19 00:00:00-05:00,384.5400085449219
11,2019-02-20 00:00:00-05:00,383.5799865722656
12,2019-02-21 00:00:00-05:00,380.5
13,2019-02-22 00:00:00-05:00,383.989990234375
14,2019-02-25 00:00:00-05:00,375.1600036621094
15,2019-02-26 00:00:00-05:00,378.0400085449219
16,2019-02-27 00:00:00-05:00,367.9599914550781
17,2019-02-28 00:00:00-05:00,371.9599914550781
18,2019-03-01 00:00:00-05:00,371.0899963378906
19,2019-03-04 00:00:00-05:00,370.4800109863281
20,2019-03-05 00:00:00-05:00,374.79998779296875
21,2019-03-06 00:00:00-05:00,372.3599853515625
22,2019-03-07 00:00:00-05:00,369.4100036621094
23,2019-03-08 00:00:00-05:00,364.1000061035156
24,2019-03-11 00:00:00-04:00,366.3399963378906
25,2019-03-12 00:00:00-04:00,365.510009765625
26,2019-03-13 00:00:00-04:00,367.3299865722656
27,2019-03-14 00:00:00-04:00,368.1600036621094
28,2019-03-15 00:00:00-04:00,370.0199890136719
29,2019-03-18 00:00:00-04:00,375.79998779296875
30,2019-03-19 00:00:00-04:00,374.2099914550781
31,2019-03-20 00:00:00-04:00,375.4800109863281
32,2019-03-21 00:00:00-04:00,384.6099853515625
33,2019-03-22 00:00:00-04:00,376.29998779296875
34,2019-03-25 00:00:00-04:00,385.8900146484375
35,2019-03-26 00:00:00-04:00,384.67999267578125
36,2019-03-27 00:00:00-04:00,386.8900146484375
37,2019-03-28 00:00:00-04:00,388.4700012207031
38,2019-03-29 00:00:00-04:00,388.29998779296875
39,2019-04-01 00:00:00-04:00,391.5400085449219
40,2019-04-02 00:00:00-04:00,394.3299865722656
41,2019-04-03 00:00:00-04:00,396.3999938964844
42,2019-04-04 00:00:00-04:00,398.0799865722656
43,2019-04-05 00:00:00-04:00,401.1300048828125
44,2019-04-08 00:00:00-04:00,401.989990234375
45,2019-04-09 00:00:00-04:00,399.9100036621094
46,2019-04-10 00:00:00-04:00,405.010009765625
47,2019-04-11 00:00:00-04:00,407.8500061035156
48,2019-04-12 00:00:00-04:00,406.32000732421875
49,2019-04-15 00:00:00-04:00,408.6700134277344
50,2019-04-16 00:00:00-04:00,408.489990234375
51,2019-04-17 00:00:00-04:00,404.2699890136719
52,2019-04-18 00:00:00-04:00,399.4599914550781
53,2019-04-22 00:00:00-04:00,393.30999755859375
