,Date,STE
0,2019-02-04 00:00:00-05:00,110.25932312011719
1,2019-02-05 00:00:00-05:00,112.78994750976562
2,2019-02-06 00:00:00-05:00,113.24834442138672
3,2019-02-07 00:00:00-05:00,113.78311157226562
4,2019-02-08 00:00:00-05:00,113.24834442138672
5,2019-02-11 00:00:00-05:00,114.46113586425781
6,2019-02-12 00:00:00-05:00,115.35880279541016
7,2019-02-13 00:00:00-05:00,114.77628326416016
8,2019-02-14 00:00:00-05:00,115.58796691894531
9,2019-02-15 00:00:00-05:00,116.77213287353516
10,2019-02-19 00:00:00-05:00,116.99177551269531
11,2019-02-20 00:00:00-05:00,117.31645202636719
12,2019-02-21 00:00:00-05:00,116.86761474609375
13,2019-02-22 00:00:00-05:00,116.87718963623047
14,2019-02-25 00:00:00-05:00,116.466552734375
15,2019-02-26 00:00:00-05:00,115.45148468017578
16,2019-02-27 00:00:00-05:00,115.50892639160156
17,2019-02-28 00:00:00-05:00,115.83452606201172
18,2019-03-01 00:00:00-05:00,117.4050064086914
19,2019-03-04 00:00:00-05:00,116.85916900634766
20,2019-03-05 00:00:00-05:00,116.14097595214844
21,2019-03-06 00:00:00-05:00,114.97264099121094
22,2019-03-07 00:00:00-05:00,114.72367095947266
23,2019-03-08 00:00:00-05:00,114.12035369873047
24,2019-03-11 00:00:00-04:00,115.85366821289062
25,2019-03-12 00:00:00-04:00,117.05071258544922
26,2019-03-13 00:00:00-04:00,117.60613250732422
27,2019-03-14 00:00:00-04:00,118.3147964477539
28,2019-03-15 00:00:00-04:00,118.1519546508789
29,2019-03-18 00:00:00-04:00,118.00833129882812
30,2019-03-19 00:00:00-04:00,118.0849380493164
31,2019-03-20 00:00:00-04:00,117.99876403808594
32,2019-03-21 00:00:00-04:00,119.85655212402344
33,2019-03-22 00:00:00-04:00,117.8072280883789
34,2019-03-25 00:00:00-04:00,117.2518081665039
35,2019-03-26 00:00:00-04:00,118.0179214477539
36,2019-03-27 00:00:00-04:00,119.96188354492188
37,2019-03-28 00:00:00-04:00,121.30256652832031
38,2019-03-29 00:00:00-04:00,122.6049575805664
39,2019-04-01 00:00:00-04:00,122.0303726196289
40,2019-04-02 00:00:00-04:00,121.18766021728516
41,2019-04-03 00:00:00-04:00,120.64179992675781
42,2019-04-04 00:00:00-04:00,120.47900390625
43,2019-04-05 00:00:00-04:00,120.15341186523438
44,2019-04-08 00:00:00-04:00,120.21086883544922
45,2019-04-09 00:00:00-04:00,120.37364959716797
46,2019-04-10 00:00:00-04:00,121.06315612792969
47,2019-04-11 00:00:00-04:00,122.67195892333984
48,2019-04-12 00:00:00-04:00,123.20824432373047
49,2019-04-15 00:00:00-04:00,123.22738647460938
50,2019-04-16 00:00:00-04:00,119.89485931396484
51,2019-04-17 00:00:00-04:00,115.38444519042969
52,2019-04-18 00:00:00-04:00,117.62527465820312
53,2019-04-22 00:00:00-04:00,118.0274887084961
54,2019-04-23 00:00:00-04:00,120.392822265625
55,2019-04-24 00:00:00-04:00,122.2027359008789
56,2019-04-25 00:00:00-04:00,122.56663513183594
57,2019-04-26 00:00:00-04:00,123.63916778564453
58,2019-04-29 00:00:00-04:00,124.8074951171875
59,2019-04-30 00:00:00-04:00,125.42994689941406
60,2019-05-01 00:00:00-04:00,125.92791748046875
61,2019-05-02 00:00:00-04:00,126.3683853149414
62,2019-05-03 00:00:00-04:00,127.58457946777344
63,2019-05-06 00:00:00-04:00,128.33154296875
64,2019-05-07 00:00:00-04:00,125.42035675048828
65,2019-05-08 00:00:00-04:00,124.69255065917969
66,2019-05-09 00:00:00-04:00,124.4052734375
