,Date,OMC
0,2019-02-04 00:00:00-05:00,64.68912506103516
1,2019-02-05 00:00:00-05:00,65.12129211425781
2,2019-02-06 00:00:00-05:00,61.88017654418945
3,2019-02-07 00:00:00-05:00,61.979888916015625
4,2019-02-08 00:00:00-05:00,62.079620361328125
5,2019-02-11 00:00:00-05:00,61.39815902709961
6,2019-02-12 00:00:00-05:00,61.572689056396484
7,2019-02-13 00:00:00-05:00,61.07405471801758
8,2019-02-14 00:00:00-05:00,61.7305793762207
9,2019-02-15 00:00:00-05:00,62.328948974609375
10,2019-02-19 00:00:00-05:00,62.30399703979492
11,2019-02-20 00:00:00-05:00,62.37050247192383
12,2019-02-21 00:00:00-05:00,62.25415802001953
13,2019-02-22 00:00:00-05:00,62.85250473022461
14,2019-02-25 00:00:00-05:00,62.611480712890625
15,2019-02-26 00:00:00-05:00,62.76108932495117
16,2019-02-27 00:00:00-05:00,62.611480712890625
17,2019-02-28 00:00:00-05:00,62.91066360473633
18,2019-03-01 00:00:00-05:00,63.75834274291992
19,2019-03-04 00:00:00-05:00,63.53396987915039
20,2019-03-05 00:00:00-05:00,63.5007209777832
21,2019-03-06 00:00:00-05:00,62.51178741455078
22,2019-03-07 00:00:00-05:00,61.88017654418945
23,2019-03-08 00:00:00-05:00,62.022705078125
24,2019-03-11 00:00:00-04:00,63.30540084838867
25,2019-03-12 00:00:00-04:00,63.087425231933594
26,2019-03-13 00:00:00-04:00,62.95328903198242
27,2019-03-14 00:00:00-04:00,63.414390563964844
28,2019-03-15 00:00:00-04:00,63.27186965942383
29,2019-03-18 00:00:00-04:00,62.52570724487305
30,2019-03-19 00:00:00-04:00,63.473079681396484
31,2019-03-20 00:00:00-04:00,62.29096221923828
32,2019-03-21 00:00:00-04:00,62.89459991455078
33,2019-03-22 00:00:00-04:00,61.259769439697266
34,2019-03-25 00:00:00-04:00,60.563926696777344
35,2019-03-26 00:00:00-04:00,60.86573791503906
36,2019-03-27 00:00:00-04:00,61.08371353149414
37,2019-03-28 00:00:00-04:00,61.419063568115234
38,2019-03-29 00:00:00-04:00,61.192710876464844
39,2019-04-01 00:00:00-04:00,61.72087478637695
40,2019-04-02 00:00:00-04:00,61.653812408447266
41,2019-04-03 00:00:00-04:00,61.628665924072266
42,2019-04-04 00:00:00-04:00,62.00593566894531
43,2019-04-05 00:00:00-04:00,63.01198196411133
44,2019-04-08 00:00:00-04:00,63.15450668334961
45,2019-04-09 00:00:00-04:00,62.861080169677734
46,2019-04-10 00:00:00-04:00,63.03711700439453
47,2019-04-11 00:00:00-04:00,63.4311637878418
48,2019-04-12 00:00:00-04:00,64.07669830322266
49,2019-04-15 00:00:00-04:00,64.47074127197266
50,2019-04-16 00:00:00-04:00,68.11766052246094
51,2019-04-17 00:00:00-04:00,70.2554931640625
52,2019-04-18 00:00:00-04:00,68.9979476928711
53,2019-04-22 00:00:00-04:00,68.57038116455078
54,2019-04-23 00:00:00-04:00,67.53079223632812
55,2019-04-24 00:00:00-04:00,67.0361557006836
56,2019-04-25 00:00:00-04:00,66.6505126953125
57,2019-04-26 00:00:00-04:00,68.26018524169922
58,2019-04-29 00:00:00-04:00,67.77392578125
59,2019-04-30 00:00:00-04:00,67.09484100341797
60,2019-05-01 00:00:00-04:00,66.20616149902344
61,2019-05-02 00:00:00-04:00,66.3654556274414
62,2019-05-03 00:00:00-04:00,67.10322570800781
