,Unnamed: 0,Date,FOX
0,0,2019-03-13,36.47086334228516
1,1,2019-03-14,37.177955627441406
2,2,2019-03-15,38.16415023803711
3,3,2019-03-18,38.01530075073242
4,4,2019-03-19,36.79649353027344
5,5,2019-03-20,34.98225784301758
6,6,2019-03-21,36.17314910888672
7,7,2019-03-22,34.85200119018555
8,8,2019-03-25,33.912322998046875
9,9,2019-03-26,34.15421676635742
10,10,2019-03-27,33.67972946166992
11,11,2019-03-28,33.186622619628906
12,12,2019-03-29,33.38201141357422
13,13,2019-04-01,33.63321304321289
14,14,2019-04-02,33.214534759521484
15,15,2019-04-03,33.02846145629883
16,16,2019-04-04,33.52156066894531
17,17,2019-04-05,34.40542221069336
18,18,2019-04-08,34.28446578979492
19,19,2019-04-09,34.32168960571289
20,20,2019-04-10,33.428524017333984
21,21,2019-04-11,33.87510681152344
22,22,2019-04-12,34.37751388549805
23,23,2019-04-15,34.40542221069336
24,24,2019-04-16,34.61940383911133
25,25,2019-04-17,35.54978942871094
26,26,2019-04-18,35.27997970581055
27,27,2019-04-22,34.64732360839844
28,28,2019-04-23,34.98225784301758
29,29,2019-04-24,34.84269332885742
30,30,2019-04-25,35.01946258544922
31,31,2019-04-26,35.27067947387695
32,32,2019-04-29,36.03358459472656
33,33,2019-04-30,35.819602966308594
34,34,2019-05-01,36.04289245605469
35,35,2019-05-02,34.275169372558594
36,36,2019-05-03,34.4426383972168
37,37,2019-05-06,34.71244812011719
38,38,2019-05-07,34.14491653442383
39,39,2019-05-08,34.25655746459961
40,40,2019-05-09,35.326499938964844
41,41,2019-05-10,35.40092086791992
42,42,2019-05-13,34.88922119140625
43,43,2019-05-14,34.870609283447266
44,44,2019-05-15,34.63801193237305
45,45,2019-05-16,33.79136657714844
46,46,2019-05-17,34.4842414855957
47,47,2019-05-20,34.34379196166992
48,48,2019-05-21,34.81195068359375
49,49,2019-05-22,34.33442687988281
50,50,2019-05-23,34.18461990356445
51,51,2019-05-24,34.12844467163086
52,52,2019-05-28,33.85691452026367
53,53,2019-05-29,33.05168914794922
54,54,2019-05-30,32.5928955078125
55,55,2019-05-31,32.499267578125
56,56,2019-06-03,31.628496170043945
57,57,2019-06-04,31.91875457763672
58,58,2019-06-05,31.853212356567383
59,59,2019-06-06,31.591047286987305
60,60,2019-06-07,31.53486633300781
61,61,2019-06-10,31.591047286987305
62,62,2019-06-11,31.67531394958496
63,63,2019-06-12,32.489898681640625
64,64,2019-06-13,32.71461486816406
65,65,2019-06-14,32.73334884643555
66,66,2019-06-17,33.51984405517578
67,67,2019-06-18,33.54792785644531
68,68,2019-06-19,33.46366500854492
69,69,2019-06-20,33.09850311279297
70,70,2019-06-21,33.594749450683594
71,71,2019-06-24,33.276405334472656
72,72,2019-06-25,32.94868850708008
73,73,2019-06-26,33.0610466003418
74,74,2019-06-27,33.473026275634766
75,75,2019-06-28,34.203346252441406
76,76,2019-07-01,33.66965103149414
77,77,2019-07-02,34.203346252441406
78,78,2019-07-03,34.034812927246094
79,79,2019-07-05,34.23143005371094
80,80,2019-07-08,33.828826904296875
81,81,2019-07-09,33.716461181640625
82,82,2019-07-10,33.83818435668945
83,83,2019-07-11,33.99736022949219
84,84,2019-07-12,34.60595703125
85,85,2019-07-15,34.680870056152344
86,86,2019-07-16,34.353153228759766
87,87,2019-07-17,33.86627578735352
88,88,2019-07-18,34.27825164794922
89,89,2019-07-19,34.12844467163086
90,90,2019-07-22,34.006717681884766
91,91,2019-07-23,34.18461990356445
92,92,2019-07-24,34.5404167175293
93,93,2019-07-25,35.046024322509766
94,94,2019-07-26,35.10220718383789
95,95,2019-07-29,35.289459228515625
96,96,2019-07-30,35.43927001953125
97,97,2019-07-31,34.8306770324707
98,98,2019-08-01,34.49360275268555
99,99,2019-08-02,34.23143005371094
100,100,2019-08-05,33.70709991455078
101,101,2019-08-06,34.08162307739258
102,102,2019-08-07,34.44678497314453
103,103,2019-08-08,32.77079391479492
104,104,2019-08-09,33.117225646972656
105,105,2019-08-12,32.5928955078125
106,106,2019-08-13,32.77079391479492
107,107,2019-08-14,31.516138076782227
108,108,2019-08-15,30.72028350830078
109,109,2019-08-16,30.90753936767578
110,110,2019-08-19,31.4599609375
111,111,2019-08-20,31.23525047302246
112,112,2019-08-21,31.038623809814453
113,113,2019-08-22,30.72964096069336
114,114,2019-08-23,29.43753433227539
115,115,2019-08-26,29.690336227416992
116,116,2019-08-27,29.6060733795166
117,117,2019-08-28,29.54989242553711
118,118,2019-08-29,30.383209228515625
119,119,2019-08-30,30.710912704467773
120,120,2019-09-03,30.57890510559082
121,121,2019-09-04,31.314382553100582
122,122,2019-09-05,31.974428176879883
123,123,2019-09-06,31.936708450317383
124,124,2019-09-09,32.04986572265625
125,125,2019-09-10,32.2667350769043
126,126,2019-09-11,32.031005859375
127,127,2019-09-12,31.77642059326172
128,128,2019-09-13,31.78584289550781
129,129,2019-09-16,31.57840347290039
130,130,2019-09-17,30.946643829345703
131,131,2019-09-18,30.64491271972656
132,132,2019-09-19,30.145164489746094
133,133,2019-09-20,30.24888801574707
134,134,2019-09-23,30.34317970275879
135,135,2019-09-24,29.73027992248535
136,136,2019-09-25,30.173450469970703
137,137,2019-09-26,29.673704147338867
138,138,2019-09-27,29.68313217163086
139,139,2019-09-30,29.739707946777344
140,140,2019-10-01,29.40025520324707
141,141,2019-10-02,28.57991600036621
142,142,2019-10-03,28.65534782409668
143,143,2019-10-04,28.74492835998535
