,Date,MDT
0,2019-02-04 00:00:00-05:00,77.1753158569336
1,2019-02-05 00:00:00-05:00,77.3686752319336
2,2019-02-06 00:00:00-05:00,78.09814453125
3,2019-02-07 00:00:00-05:00,78.1333236694336
4,2019-02-08 00:00:00-05:00,78.22999572753906
5,2019-02-11 00:00:00-05:00,78.74852752685547
6,2019-02-12 00:00:00-05:00,79.31981658935547
7,2019-02-13 00:00:00-05:00,79.68895721435547
8,2019-02-14 00:00:00-05:00,80.1811294555664
9,2019-02-15 00:00:00-05:00,81.09516143798828
10,2019-02-19 00:00:00-05:00,81.14791107177734
11,2019-02-20 00:00:00-05:00,81.56098937988281
12,2019-02-21 00:00:00-05:00,81.39399719238281
13,2019-02-22 00:00:00-05:00,82.41349792480469
14,2019-02-25 00:00:00-05:00,81.05123901367188
15,2019-02-26 00:00:00-05:00,80.23385620117188
16,2019-02-27 00:00:00-05:00,79.88227844238281
17,2019-02-28 00:00:00-05:00,79.53954315185547
18,2019-03-01 00:00:00-05:00,80.93695831298828
19,2019-03-04 00:00:00-05:00,81.11276245117188
20,2019-03-05 00:00:00-05:00,81.49067687988281
21,2019-03-06 00:00:00-05:00,80.92817687988281
22,2019-03-07 00:00:00-05:00,80.04930877685547
23,2019-03-08 00:00:00-05:00,79.55709838867188
24,2019-03-11 00:00:00-04:00,80.85785675048828
25,2019-03-12 00:00:00-04:00,81.24458312988281
26,2019-03-13 00:00:00-04:00,81.75434112548828
27,2019-03-14 00:00:00-04:00,82.02680969238281
28,2019-03-15 00:00:00-04:00,82.43108367919922
29,2019-03-18 00:00:00-04:00,80.76119232177734
30,2019-03-19 00:00:00-04:00,81.43792724609375
31,2019-03-20 00:00:00-04:00,80.61177825927734
32,2019-03-21 00:00:00-04:00,81.38943481445312
33,2019-03-22 00:00:00-04:00,79.8782958984375
34,2019-03-25 00:00:00-04:00,80.08155059814453
35,2019-03-26 00:00:00-04:00,80.4792251586914
36,2019-03-27 00:00:00-04:00,79.76343536376953
37,2019-03-28 00:00:00-04:00,79.49830627441406
38,2019-03-29 00:00:00-04:00,80.48807525634766
39,2019-04-01 00:00:00-04:00,80.14342498779297
40,2019-04-02 00:00:00-04:00,79.88713073730469
41,2019-04-03 00:00:00-04:00,78.16390228271484
42,2019-04-04 00:00:00-04:00,78.85318756103516
43,2019-04-05 00:00:00-04:00,78.58808135986328
44,2019-04-08 00:00:00-04:00,78.64110565185547
45,2019-04-09 00:00:00-04:00,78.40251922607422
46,2019-04-10 00:00:00-04:00,78.32295989990234
47,2019-04-11 00:00:00-04:00,77.41275024414062
48,2019-04-12 00:00:00-04:00,76.66160583496094
49,2019-04-15 00:00:00-04:00,76.76765441894531
50,2019-04-16 00:00:00-04:00,76.13139343261719
51,2019-04-17 00:00:00-04:00,74.87651824951172
52,2019-04-18 00:00:00-04:00,74.42581176757812
53,2019-04-22 00:00:00-04:00,74.36396789550781
54,2019-04-23 00:00:00-04:00,75.2034912109375
55,2019-04-24 00:00:00-04:00,75.68067932128906
56,2019-04-25 00:00:00-04:00,76.75881958007812
57,2019-04-26 00:00:00-04:00,77.19182586669922
58,2019-04-29 00:00:00-04:00,77.27135467529297
59,2019-04-30 00:00:00-04:00,78.4820327758789
60,2019-05-01 00:00:00-04:00,78.0401840209961
