,Unnamed: 0,Date,LHX
0,0,2019-02-05,143.40602111816406
1,1,2019-02-06,143.26060485839844
2,2,2019-02-07,143.06971740722656
3,3,2019-02-08,145.5507049560547
4,4,2019-02-11,146.005126953125
5,5,2019-02-12,147.2955780029297
6,6,2019-02-13,147.18655395507812
7,7,2019-02-14,147.44097900390625
8,8,2019-02-15,149.76747131347656
9,9,2019-02-19,149.57662963867188
10,10,2019-02-20,150.13099670410156
11,11,2019-02-21,149.5584259033203
12,12,2019-02-22,150.74896240234375
13,13,2019-02-25,148.931396484375
14,14,2019-02-26,147.53187561035156
15,15,2019-02-27,147.26832580566406
16,16,2019-02-28,149.88560485839844
17,17,2019-03-01,149.7583770751953
18,18,2019-03-04,148.43154907226562
19,19,2019-03-05,147.6045379638672
20,20,2019-03-06,145.96875
21,21,2019-03-07,147.15065002441406
22,22,2019-03-08,147.65264892578125
23,23,2019-03-11,148.97604370117188
24,24,2019-03-12,147.2510528564453
25,25,2019-03-13,147.6435089111328
26,26,2019-03-14,146.42965698242188
27,27,2019-03-15,146.64871215820312
28,28,2019-03-18,149.0399169921875
29,29,2019-03-19,148.7296142578125
30,30,2019-03-20,146.931640625
31,31,2019-03-21,148.0085906982422
32,32,2019-03-22,145.3709716796875
33,33,2019-03-25,145.790771484375
34,34,2019-03-26,145.7816619873047
35,35,2019-03-27,145.0332794189453
36,36,2019-03-28,145.96420288085938
37,37,2019-03-29,145.76339721679688
38,38,2019-04-01,149.0399169921875
39,39,2019-04-02,147.7621612548828
40,40,2019-04-03,146.02809143066406
41,41,2019-04-04,148.1363525390625
42,42,2019-04-05,150.13510131835938
43,43,2019-04-08,149.68792724609375
44,44,2019-04-09,148.93038940429688
45,45,2019-04-10,148.4832000732422
46,46,2019-04-11,150.7922821044922
47,47,2019-04-12,153.18350219726562
48,48,2019-04-15,151.23947143554688
49,49,2019-04-16,151.61367797851562
50,50,2019-04-17,151.6501922607422
51,51,2019-04-18,151.1846923828125
52,52,2019-04-22,150.46368408203125
53,53,2019-04-23,152.89138793945312
54,54,2019-04-24,151.87831115722656
55,55,2019-04-25,150.36331176757812
56,56,2019-04-26,151.91485595703125
57,57,2019-04-29,150.74659729003906
58,58,2019-04-30,153.78582763671875
59,59,2019-05-01,163.98037719726562
60,60,2019-05-02,162.25546264648438
61,61,2019-05-03,162.35585021972656
62,62,2019-05-06,162.91256713867188
63,63,2019-05-07,161.2606658935547
64,64,2019-05-08,163.71572875976562
65,65,2019-05-09,165.3585662841797
66,66,2019-05-10,165.8331298828125
67,67,2019-05-13,165.6232452392578
68,68,2019-05-14,166.2164764404297
69,69,2019-05-15,167.50332641601562
70,70,2019-05-16,168.9095458984375
71,71,2019-05-17,168.2407989501953
72,72,2019-05-20,167.6636962890625
73,73,2019-05-21,172.01512145996094
74,74,2019-05-22,172.5373077392578
75,75,2019-05-23,172.72048950195312
76,76,2019-05-24,171.3829803466797
77,77,2019-05-28,170.83335876464844
78,78,2019-05-29,170.46690368652344
79,79,2019-05-30,171.06234741210938
80,80,2019-05-31,171.48377990722656
81,81,2019-06-03,173.92974853515625
82,82,2019-06-04,175.98179626464844
83,83,2019-06-05,181.1119384765625
84,84,2019-06-06,181.10276794433597
85,85,2019-06-07,181.5791473388672
86,86,2019-06-10,180.0859375
87,87,2019-06-11,172.38153076171875
88,88,2019-06-12,172.89456176757812
89,89,2019-06-13,173.90228271484375
90,90,2019-06-14,174.607666015625
91,91,2019-06-17,175.95433044433594
92,92,2019-06-18,179.8935089111328
93,93,2019-06-19,181.73486328125
94,94,2019-06-20,182.66929626464844
95,95,2019-06-21,180.67218017578125
96,96,2019-06-24,180.7363128662109
97,97,2019-06-25,179.25225830078125
98,98,2019-06-26,175.17567443847656
99,99,2019-06-27,173.56332397460938
100,100,2019-06-28,173.260986328125
101,101,2019-07-01,163.20230102539062
102,102,2019-07-02,170.1829376220703
103,103,2019-07-03,168.8362579345703
104,104,2019-07-05,169.4408721923828
105,105,2019-07-08,169.18434143066406
106,106,2019-07-09,175.21229553222656
107,107,2019-07-10,176.44900512695312
108,108,2019-07-11,178.13462829589844
109,109,2019-07-12,179.29806518554688
110,110,2019-07-15,175.4779510498047
111,111,2019-07-16,176.41238403320312
112,112,2019-07-17,177.69491577148438
113,113,2019-07-18,177.85064697265625
