,Unnamed: 0,Date,EIX
0,0,2019-02-05,45.33283996582031
1,1,2019-02-06,44.90488052368164
2,2,2019-02-07,46.58446502685547
3,3,2019-02-08,46.899391174316406
4,4,2019-02-11,47.17393493652344
5,5,2019-02-12,48.50630569458008
6,6,2019-02-13,48.78086471557617
7,7,2019-02-14,48.86967468261719
8,8,2019-02-15,48.8535385131836
9,9,2019-02-19,49.78215026855469
10,10,2019-02-20,50.61387634277344
11,11,2019-02-21,49.467227935791016
12,12,2019-02-22,49.58834457397461
13,13,2019-02-25,48.99081039428711
14,14,2019-02-26,49.531829833984375
15,15,2019-02-27,48.94235229492188
16,16,2019-02-28,48.360958099365234
17,17,2019-03-01,49.50760269165039
18,18,2019-03-04,50.137451171875
19,19,2019-03-05,50.4685173034668
20,20,2019-03-06,49.84675598144531
21,21,2019-03-07,50.22628021240234
22,22,2019-03-08,50.10514450073242
23,23,2019-03-11,50.97724151611328
24,24,2019-03-12,51.80896759033203
25,25,2019-03-13,51.76051330566406
26,26,2019-03-14,51.72014617919922
27,27,2019-03-15,51.61516571044922
28,28,2019-03-18,51.29217529296875
29,29,2019-03-19,50.88034057617188
30,30,2019-03-20,51.1064453125
31,31,2019-03-21,52.47111129760742
32,32,2019-03-22,52.236934661865234
33,33,2019-03-25,51.91393661499024
34,34,2019-03-26,52.543792724609375
35,35,2019-03-27,51.526344299316406
36,36,2019-03-28,50.68084716796875
37,37,2019-03-29,50.48516845703125
38,38,2019-04-01,51.12112808227539
39,39,2019-04-02,50.96621322631836
40,40,2019-04-03,51.73262405395508
41,41,2019-04-04,51.92829513549805
42,42,2019-04-05,52.04244995117188
43,43,2019-04-08,51.9853744506836
44,44,2019-04-09,50.93359756469727
45,45,2019-04-10,51.0885124206543
46,46,2019-04-11,51.039588928222656
47,47,2019-04-12,54.73303985595703
48,48,2019-04-15,53.159454345703125
49,49,2019-04-16,52.539794921875
50,50,2019-04-17,51.70001602172852
51,51,2019-04-18,51.43909454345703
52,52,2019-04-22,51.38203048706055
53,53,2019-04-23,51.8712272644043
54,54,2019-04-24,52.34411239624024
55,55,2019-04-25,51.838623046875
56,56,2019-04-26,51.82231140136719
57,57,2019-04-29,51.61032485961914
58,58,2019-04-30,51.99352264404297
59,59,2019-05-01,49.15618515014648
60,60,2019-05-02,48.67513656616211
61,61,2019-05-03,49.40077209472656
62,62,2019-05-06,49.88182830810547
63,63,2019-05-07,49.91444396972656
64,64,2019-05-08,49.02572250366211
65,65,2019-05-09,48.78929138183594
66,66,2019-05-10,48.25932693481445
67,67,2019-05-13,49.04203796386719
68,68,2019-05-14,48.79743957519531
69,69,2019-05-15,48.92789459228516
70,70,2019-05-16,48.87897109985352
71,71,2019-05-17,48.88712692260742
72,72,2019-05-20,48.95235061645508
73,73,2019-05-21,49.41708755493164
74,74,2019-05-22,49.85735702514648
75,75,2019-05-23,50.30579376220703
76,76,2019-05-24,49.64538192749024
77,77,2019-05-28,47.517364501953125
78,78,2019-05-29,47.83535385131836
79,79,2019-05-30,48.67513656616211
80,80,2019-05-31,48.40607833862305
81,81,2019-06-03,49.39263153076172
82,82,2019-06-04,50.81129837036133
83,83,2019-06-05,52.63764190673828
84,84,2019-06-06,51.75708770751953
85,85,2019-06-07,51.072208404541016
86,86,2019-06-10,49.62907791137695
87,87,2019-06-11,49.08279800415039
88,88,2019-06-12,48.52838134765625
89,89,2019-06-13,48.8218994140625
90,90,2019-06-14,48.46315002441406
91,91,2019-06-17,49.02572250366211
92,92,2019-06-18,49.474159240722656
93,93,2019-06-19,50.84391021728516
94,94,2019-06-20,52.00168228149414
95,95,2019-06-21,53.330665588378906
96,96,2019-06-24,53.44481658935547
97,97,2019-06-25,53.0452995300293
98,98,2019-06-26,52.05060195922852
99,99,2019-06-27,53.0942268371582
100,100,2019-06-28,54.9613151550293
101,101,2019-07-01,54.67596054077149
102,102,2019-07-02,54.75749206542969
103,103,2019-07-03,55.18962478637695
104,104,2019-07-05,55.27436828613281
105,105,2019-07-08,57.01042175292969
106,106,2019-07-09,57.36422729492188
107,107,2019-07-10,57.28195571899414
108,108,2019-07-11,57.55346298217773
109,109,2019-07-12,58.121185302734375
110,110,2019-07-15,58.055362701416016
111,111,2019-07-16,57.67687225341797
112,112,2019-07-17,57.3313102722168
113,113,2019-07-18,58.23638153076172
114,114,2019-07-19,57.73447036743164
115,115,2019-07-22,57.3313102722168
116,116,2019-07-23,57.81674575805664
117,117,2019-07-24,58.43383026123047
118,118,2019-07-25,57.61929702758789
119,119,2019-07-26,58.37623977661133
120,120,2019-07-29,58.08827209472656
121,121,2019-07-30,57.81674575805664
122,122,2019-07-31,61.330020904541016
123,123,2019-08-01,60.786991119384766
124,124,2019-08-02,60.68003463745117
125,125,2019-08-05,59.65978240966797
126,126,2019-08-06,60.36737823486328
127,127,2019-08-07,61.04205703735352
128,128,2019-08-08,61.807228088378906
129,129,2019-08-09,61.19837951660156
130,130,2019-08-12,60.12053680419922
131,131,2019-08-13,60.235721588134766
132,132,2019-08-14,59.09206771850586
133,133,2019-08-15,59.29774856567383
134,134,2019-08-16,59.65155792236328
135,135,2019-08-19,59.77496337890625
136,136,2019-08-20,59.24015808105469
137,137,2019-08-21,60.04648971557617
138,138,2019-08-22,59.9230842590332
139,139,2019-08-23,59.330665588378906
140,140,2019-08-26,60.383819580078125
141,141,2019-08-27,60.3344612121582
142,142,2019-08-28,59.05914688110352
143,143,2019-08-29,59.42940902709961
144,144,2019-08-30,59.46231460571289
145,145,2019-09-03,60.392051696777344
146,146,2019-09-04,60.2110481262207
147,147,2019-09-05,58.67245101928711
148,148,2019-09-06,58.40093612670898
149,149,2019-09-09,58.516109466552734
150,150,2019-09-10,59.8901596069336
151,151,2019-09-11,59.89839172363281
152,152,2019-09-12,59.68446350097656
153,153,2019-09-13,59.18257522583008
154,154,2019-09-16,58.81232833862305
155,155,2019-09-17,59.083831787109375
156,156,2019-09-18,59.29774856567383
157,157,2019-09-19,59.75850677490234
158,158,2019-09-20,59.84902191162109
159,159,2019-09-23,61.017356872558594
160,160,2019-09-24,61.98823928833008
161,161,2019-09-25,61.83192443847656
162,162,2019-09-26,62.8275032043457
163,163,2019-09-27,62.93779754638672
164,164,2019-09-30,62.55625534057617
165,165,2019-10-01,61.295509338378906
166,166,2019-10-02,61.7765998840332
167,167,2019-10-03,61.33697509765625
168,168,2019-10-04,62.697242736816406
169,169,2019-10-07,62.11664962768555
170,170,2019-10-08,61.98395538330078
171,171,2019-10-09,61.71023178100586
172,172,2019-10-10,61.53604507446289
173,173,2019-10-11,59.16386032104492
174,174,2019-10-14,58.110469818115234
175,175,2019-10-15,57.96945571899414
176,176,2019-10-16,57.927982330322266
177,177,2019-10-17,58.525184631347656
178,178,2019-10-18,58.49200439453125
179,179,2019-10-21,58.46712493896485
180,180,2019-10-22,59.33803939819336
181,181,2019-10-23,60.06794357299805
182,182,2019-10-24,59.87716674804688
183,183,2019-10-25,54.784423828125
184,184,2019-10-28,53.54854965209961
185,185,2019-10-29,54.24528503417969
186,186,2019-10-30,51.55790328979492
187,187,2019-10-31,52.171688079833984
188,188,2019-11-01,54.39458465576172
189,189,2019-11-04,54.89224243164063
190,190,2019-11-05,54.85906600952149
191,191,2019-11-06,54.469234466552734
192,192,2019-11-07,54.4858283996582
193,193,2019-11-08,54.99179458618164
194,194,2019-11-11,55.00006866455078
195,195,2019-11-12,55.439674377441406
196,196,2019-11-13,56.49306488037109
197,197,2019-11-14,57.79528045654297
