,Date,MRNA
0,2019-02-04 00:00:00-05:00,16.270000457763672
1,2019-02-05 00:00:00-05:00,17.18000030517578
2,2019-02-06 00:00:00-05:00,18.139999389648438
3,2019-02-07 00:00:00-05:00,17.049999237060547
4,2019-02-08 00:00:00-05:00,17.989999771118164
5,2019-02-11 00:00:00-05:00,18.170000076293945
6,2019-02-12 00:00:00-05:00,18.690000534057617
7,2019-02-13 00:00:00-05:00,18.530000686645508
8,2019-02-14 00:00:00-05:00,19.65999984741211
9,2019-02-15 00:00:00-05:00,21.440000534057617
10,2019-02-19 00:00:00-05:00,20.829999923706055
11,2019-02-20 00:00:00-05:00,19.920000076293945
12,2019-02-21 00:00:00-05:00,19.34000015258789
13,2019-02-22 00:00:00-05:00,19.8799991607666
14,2019-02-25 00:00:00-05:00,21.649999618530273
15,2019-02-26 00:00:00-05:00,23.700000762939453
16,2019-02-27 00:00:00-05:00,22.100000381469727
17,2019-02-28 00:00:00-05:00,22.600000381469727
18,2019-03-01 00:00:00-05:00,22.270000457763672
19,2019-03-04 00:00:00-05:00,21.1200008392334
20,2019-03-05 00:00:00-05:00,21.3700008392334
21,2019-03-06 00:00:00-05:00,20.649999618530273
22,2019-03-07 00:00:00-05:00,20.59000015258789
23,2019-03-08 00:00:00-05:00,20.93000030517578
24,2019-03-11 00:00:00-04:00,20.43000030517578
25,2019-03-12 00:00:00-04:00,19.260000228881836
26,2019-03-13 00:00:00-04:00,19.969999313354492
27,2019-03-14 00:00:00-04:00,20.81999969482422
28,2019-03-15 00:00:00-04:00,21.81999969482422
29,2019-03-18 00:00:00-04:00,22.18000030517578
30,2019-03-19 00:00:00-04:00,20.350000381469727
31,2019-03-20 00:00:00-04:00,20.0
32,2019-03-21 00:00:00-04:00,19.34000015258789
33,2019-03-22 00:00:00-04:00,19.0
34,2019-03-25 00:00:00-04:00,19.399999618530273
35,2019-03-26 00:00:00-04:00,19.899999618530273
36,2019-03-27 00:00:00-04:00,19.270000457763672
37,2019-03-28 00:00:00-04:00,19.65999984741211
38,2019-03-29 00:00:00-04:00,20.350000381469727
39,2019-04-01 00:00:00-04:00,20.59000015258789
40,2019-04-02 00:00:00-04:00,19.700000762939453
41,2019-04-03 00:00:00-04:00,21.329999923706055
42,2019-04-04 00:00:00-04:00,23.079999923706055
43,2019-04-05 00:00:00-04:00,25.959999084472656
44,2019-04-08 00:00:00-04:00,27.229999542236328
45,2019-04-09 00:00:00-04:00,26.81999969482422
46,2019-04-10 00:00:00-04:00,26.799999237060547
47,2019-04-11 00:00:00-04:00,25.729999542236328
48,2019-04-12 00:00:00-04:00,24.610000610351562
49,2019-04-15 00:00:00-04:00,25.84000015258789
50,2019-04-16 00:00:00-04:00,23.780000686645508
51,2019-04-17 00:00:00-04:00,23.5
52,2019-04-18 00:00:00-04:00,22.510000228881836
53,2019-04-22 00:00:00-04:00,23.6299991607666
54,2019-04-23 00:00:00-04:00,24.700000762939453
55,2019-04-24 00:00:00-04:00,25.760000228881836
56,2019-04-25 00:00:00-04:00,25.739999771118164
57,2019-04-26 00:00:00-04:00,26.260000228881836
58,2019-04-29 00:00:00-04:00,25.139999389648438
59,2019-04-30 00:00:00-04:00,26.030000686645508
60,2019-05-01 00:00:00-04:00,26.399999618530273
61,2019-05-02 00:00:00-04:00,28.34000015258789
62,2019-05-03 00:00:00-04:00,27.200000762939453
