,Date,SYF
0,2019-02-04 00:00:00-05:00,25.94760513305664
1,2019-02-05 00:00:00-05:00,26.183330535888672
2,2019-02-06 00:00:00-05:00,26.288105010986328
3,2019-02-07 00:00:00-05:00,26.288105010986328
4,2019-02-08 00:00:00-05:00,26.139680862426758
5,2019-02-11 00:00:00-05:00,26.51510238647461
6,2019-02-12 00:00:00-05:00,26.57621955871582
7,2019-02-13 00:00:00-05:00,26.864322662353516
8,2019-02-14 00:00:00-05:00,26.916709899902344
9,2019-02-15 00:00:00-05:00,27.71993637084961
10,2019-02-19 00:00:00-05:00,27.728666305541992
11,2019-02-20 00:00:00-05:00,27.754858016967773
12,2019-02-21 00:00:00-05:00,27.74612808227539
13,2019-02-22 00:00:00-05:00,27.833431243896484
14,2019-02-25 00:00:00-05:00,27.789783477783203
15,2019-02-26 00:00:00-05:00,27.946931838989258
16,2019-02-27 00:00:00-05:00,27.955663681030273
17,2019-02-28 00:00:00-05:00,28.470773696899414
18,2019-03-01 00:00:00-05:00,28.33981704711914
19,2019-03-04 00:00:00-05:00,28.33981704711914
20,2019-03-05 00:00:00-05:00,28.130279541015625
21,2019-03-06 00:00:00-05:00,27.842166900634766
22,2019-03-07 00:00:00-05:00,27.50166893005371
23,2019-03-08 00:00:00-05:00,27.536592483520508
24,2019-03-11 00:00:00-04:00,27.955663681030273
25,2019-03-12 00:00:00-04:00,28.12154769897461
26,2019-03-13 00:00:00-04:00,28.741424560546875
27,2019-03-14 00:00:00-04:00,28.671581268310547
28,2019-03-15 00:00:00-04:00,29.08192253112793
29,2019-03-18 00:00:00-04:00,29.020809173583984
30,2019-03-19 00:00:00-04:00,28.881122589111328
31,2019-03-20 00:00:00-04:00,28.33108139038086
32,2019-03-21 00:00:00-04:00,28.732694625854492
33,2019-03-22 00:00:00-04:00,27.789783477783203
34,2019-03-25 00:00:00-04:00,27.405628204345703
35,2019-03-26 00:00:00-04:00,27.737394332885742
36,2019-03-27 00:00:00-04:00,27.61516761779785
37,2019-03-28 00:00:00-04:00,27.789783477783203
38,2019-03-29 00:00:00-04:00,27.85089683532715
39,2019-04-01 00:00:00-04:00,28.444583892822266
40,2019-04-02 00:00:00-04:00,28.304889678955078
41,2019-04-03 00:00:00-04:00,28.243772506713867
42,2019-04-04 00:00:00-04:00,28.374736785888672
43,2019-04-05 00:00:00-04:00,28.20885467529297
44,2019-04-08 00:00:00-04:00,28.409656524658203
45,2019-04-09 00:00:00-04:00,28.173931121826172
46,2019-04-10 00:00:00-04:00,28.41839027404785
47,2019-04-11 00:00:00-04:00,28.479501724243164
