,Date,STZ
0,2019-02-04 00:00:00-05:00,160.5446319580078
1,2019-02-05 00:00:00-05:00,162.3190460205078
2,2019-02-06 00:00:00-05:00,160.06150817871094
3,2019-02-07 00:00:00-05:00,161.69662475585938
4,2019-02-08 00:00:00-05:00,162.78358459472656
5,2019-02-11 00:00:00-05:00,161.188232421875
6,2019-02-12 00:00:00-05:00,160.41384887695312
7,2019-02-13 00:00:00-05:00,163.05413818359375
8,2019-02-14 00:00:00-05:00,162.29843139648438
9,2019-02-15 00:00:00-05:00,163.18472290039062
10,2019-02-19 00:00:00-05:00,163.00750732421875
11,2019-02-20 00:00:00-05:00,155.78631591796875
12,2019-02-21 00:00:00-05:00,154.54547119140625
13,2019-02-22 00:00:00-05:00,157.72689819335938
14,2019-02-25 00:00:00-05:00,155.9449005126953
15,2019-02-26 00:00:00-05:00,158.05340576171875
16,2019-02-27 00:00:00-05:00,157.90420532226562
17,2019-02-28 00:00:00-05:00,157.8201904296875
18,2019-03-01 00:00:00-05:00,160.41384887695312
19,2019-03-04 00:00:00-05:00,159.19166564941406
20,2019-03-05 00:00:00-05:00,156.2434844970703
21,2019-03-06 00:00:00-05:00,154.9280242919922
22,2019-03-07 00:00:00-05:00,156.402099609375
23,2019-03-08 00:00:00-05:00,155.04933166503906
24,2019-03-11 00:00:00-04:00,157.04583740234375
25,2019-03-12 00:00:00-04:00,157.49365234375
26,2019-03-13 00:00:00-04:00,159.21963500976562
27,2019-03-14 00:00:00-04:00,159.17303466796875
28,2019-03-15 00:00:00-04:00,159.02371215820312
29,2019-03-18 00:00:00-04:00,159.61151123046875
30,2019-03-19 00:00:00-04:00,156.1128692626953
31,2019-03-20 00:00:00-04:00,153.56588745117188
32,2019-03-21 00:00:00-04:00,158.03475952148438
33,2019-03-22 00:00:00-04:00,158.16539001464844
34,2019-03-25 00:00:00-04:00,156.77523803710938
35,2019-03-26 00:00:00-04:00,160.1992645263672
36,2019-03-27 00:00:00-04:00,158.7158660888672
37,2019-03-28 00:00:00-04:00,160.936279296875
38,2019-03-29 00:00:00-04:00,163.5765838623047
39,2019-04-01 00:00:00-04:00,165.68508911132812
40,2019-04-02 00:00:00-04:00,164.8640594482422
41,2019-04-03 00:00:00-04:00,167.64431762695312
42,2019-04-04 00:00:00-04:00,178.615966796875
43,2019-04-05 00:00:00-04:00,180.3419647216797
44,2019-04-08 00:00:00-04:00,179.4462432861328
45,2019-04-09 00:00:00-04:00,178.0935516357422
46,2019-04-10 00:00:00-04:00,177.35650634765625
47,2019-04-11 00:00:00-04:00,178.35470581054688
48,2019-04-12 00:00:00-04:00,177.75762939453125
49,2019-04-15 00:00:00-04:00,178.12147521972656
50,2019-04-16 00:00:00-04:00,177.27247619628906
51,2019-04-17 00:00:00-04:00,178.7372283935547
52,2019-04-18 00:00:00-04:00,185.47325134277344
53,2019-04-22 00:00:00-04:00,191.68678283691406
54,2019-04-23 00:00:00-04:00,193.5714111328125
55,2019-04-24 00:00:00-04:00,196.05307006835938
56,2019-04-25 00:00:00-04:00,197.9376678466797
57,2019-04-26 00:00:00-04:00,197.9376678466797
58,2019-04-29 00:00:00-04:00,198.2921905517578
59,2019-04-30 00:00:00-04:00,197.48048400878906
60,2019-05-01 00:00:00-04:00,197.872314453125
61,2019-05-02 00:00:00-04:00,195.10142517089844
62,2019-05-03 00:00:00-04:00,197.22862243652344
63,2019-05-06 00:00:00-04:00,196.30499267578125
64,2019-05-07 00:00:00-04:00,193.93524169921875
65,2019-05-08 00:00:00-04:00,193.30084228515625
66,2019-05-09 00:00:00-04:00,189.04042053222656
67,2019-05-10 00:00:00-04:00,190.29513549804688
68,2019-05-13 00:00:00-04:00,188.2632598876953
69,2019-05-14 00:00:00-04:00,192.261474609375
70,2019-05-15 00:00:00-04:00,191.94309997558594
71,2019-05-16 00:00:00-04:00,193.63787841796875
72,2019-05-17 00:00:00-04:00,191.75584411621094
73,2019-05-20 00:00:00-04:00,190.12660217285156
74,2019-05-21 00:00:00-04:00,191.95248413085938
75,2019-05-22 00:00:00-04:00,191.9243621826172
76,2019-05-23 00:00:00-04:00,193.08544921875
77,2019-05-24 00:00:00-04:00,186.03468322753906
78,2019-05-28 00:00:00-04:00,181.8773193359375
79,2019-05-29 00:00:00-04:00,176.87716674804688
80,2019-05-30 00:00:00-04:00,175.36965942382812
81,2019-05-31 00:00:00-04:00,165.2195587158203
82,2019-06-03 00:00:00-04:00,165.94993591308594
83,2019-06-04 00:00:00-04:00,172.7010498046875
84,2019-06-05 00:00:00-04:00,175.09808349609375
85,2019-06-06 00:00:00-04:00,172.43887329101562
86,2019-06-07 00:00:00-04:00,176.4089813232422
87,2019-06-10 00:00:00-04:00,179.74246215820312
88,2019-06-11 00:00:00-04:00,182.5514678955078
89,2019-06-12 00:00:00-04:00,177.27044677734375
90,2019-06-13 00:00:00-04:00,177.28916931152344
91,2019-06-14 00:00:00-04:00,175.68798828125
92,2019-06-17 00:00:00-04:00,175.3134765625
93,2019-06-18 00:00:00-04:00,170.3882598876953
94,2019-06-19 00:00:00-04:00,172.58868408203125
95,2019-06-20 00:00:00-04:00,173.91831970214844
96,2019-06-21 00:00:00-04:00,172.03619384765625
97,2019-06-24 00:00:00-04:00,169.7234344482422
98,2019-06-25 00:00:00-04:00,172.1953887939453
99,2019-06-26 00:00:00-04:00,173.244140625
100,2019-06-27 00:00:00-04:00,176.2311248779297
101,2019-06-28 00:00:00-04:00,184.4054718017578
102,2019-07-01 00:00:00-04:00,183.60955810546875
103,2019-07-02 00:00:00-04:00,186.01602172851562
104,2019-07-03 00:00:00-04:00,187.17706298828125
105,2019-07-05 00:00:00-04:00,184.92047119140625
106,2019-07-08 00:00:00-04:00,187.3643341064453
107,2019-07-09 00:00:00-04:00,185.4354248046875
108,2019-07-10 00:00:00-04:00,188.01039123535156
109,2019-07-11 00:00:00-04:00,185.0889892578125
110,2019-07-12 00:00:00-04:00,186.89614868164062
111,2019-07-15 00:00:00-04:00,185.95042419433594
112,2019-07-16 00:00:00-04:00,185.28561401367188
113,2019-07-17 00:00:00-04:00,186.69015502929688
114,2019-07-18 00:00:00-04:00,189.70526123046875
115,2019-07-19 00:00:00-04:00,188.7407989501953
116,2019-07-22 00:00:00-04:00,188.36622619628906
117,2019-07-23 00:00:00-04:00,189.41494750976562
118,2019-07-24 00:00:00-04:00,191.1003875732422
119,2019-07-25 00:00:00-04:00,190.08914184570312
120,2019-07-26 00:00:00-04:00,190.9412078857422
121,2019-07-29 00:00:00-04:00,186.3343505859375
122,2019-07-30 00:00:00-04:00,188.16021728515625
123,2019-07-31 00:00:00-04:00,184.29312133789062
124,2019-08-01 00:00:00-04:00,181.2780303955078
125,2019-08-02 00:00:00-04:00,180.47280883789062
126,2019-08-05 00:00:00-04:00,174.80784606933594
127,2019-08-06 00:00:00-04:00,175.27601623535156
128,2019-08-07 00:00:00-04:00,176.18426513671875
129,2019-08-08 00:00:00-04:00,180.95965576171875
130,2019-08-09 00:00:00-04:00,181.79299926757812
131,2019-08-12 00:00:00-04:00,181.4640655517578
132,2019-08-13 00:00:00-04:00,184.7351837158203
133,2019-08-14 00:00:00-04:00,181.75543212890625
134,2019-08-15 00:00:00-04:00,182.7329864501953
135,2019-08-16 00:00:00-04:00,186.8595428466797
136,2019-08-19 00:00:00-04:00,189.6888885498047
137,2019-08-20 00:00:00-04:00,190.32806396484375
138,2019-08-21 00:00:00-04:00,190.67591857910156
139,2019-08-22 00:00:00-04:00,189.55731201171875
140,2019-08-23 00:00:00-04:00,186.59637451171875
141,2019-08-26 00:00:00-04:00,190.29049682617188
142,2019-08-27 00:00:00-04:00,186.29554748535156
143,2019-08-28 00:00:00-04:00,189.71710205078125
144,2019-08-29 00:00:00-04:00,192.34906005859375
145,2019-08-30 00:00:00-04:00,192.0858612060547
146,2019-09-03 00:00:00-04:00,195.8458251953125
147,2019-09-04 00:00:00-04:00,197.5659637451172
148,2019-09-05 00:00:00-04:00,192.63104248046875
149,2019-09-06 00:00:00-04:00,192.4618377685547
150,2019-09-09 00:00:00-04:00,194.341796875
151,2019-09-10 00:00:00-04:00,195.68603515625
152,2019-09-11 00:00:00-04:00,194.36062622070312
153,2019-09-12 00:00:00-04:00,191.72866821289062
154,2019-09-13 00:00:00-04:00,191.8226776123047
155,2019-09-16 00:00:00-04:00,191.6064453125
156,2019-09-17 00:00:00-04:00,193.40185546875
157,2019-09-18 00:00:00-04:00,194.88702392578125
158,2019-09-19 00:00:00-04:00,194.89645385742188
159,2019-09-20 00:00:00-04:00,192.7908477783203
160,2019-09-23 00:00:00-04:00,193.420654296875
161,2019-09-24 00:00:00-04:00,192.73446655273438
162,2019-09-25 00:00:00-04:00,191.75682067871094
163,2019-09-26 00:00:00-04:00,193.70265197753906
164,2019-09-27 00:00:00-04:00,193.6368408203125
165,2019-09-30 00:00:00-04:00,194.84002685546875
166,2019-10-01 00:00:00-04:00,196.84217834472656
167,2019-10-02 00:00:00-04:00,194.37945556640625
168,2019-10-03 00:00:00-04:00,182.60142517089844
169,2019-10-04 00:00:00-04:00,182.11264038085938
170,2019-10-07 00:00:00-04:00,177.41270446777344
171,2019-10-08 00:00:00-04:00,178.14585876464844
172,2019-10-09 00:00:00-04:00,179.96946716308594
