,Date,GL
0,2019-02-04 00:00:00-05:00,80.08733367919922
1,2019-02-05 00:00:00-05:00,80.08733367919922
2,2019-02-06 00:00:00-05:00,78.81138610839844
3,2019-02-07 00:00:00-05:00,78.20696258544922
4,2019-02-08 00:00:00-05:00,77.72728729248047
5,2019-02-11 00:00:00-05:00,78.0822525024414
6,2019-02-12 00:00:00-05:00,79.37739562988281
7,2019-02-13 00:00:00-05:00,79.2238998413086
8,2019-02-14 00:00:00-05:00,78.50437927246094
9,2019-02-15 00:00:00-05:00,79.97217559814453
10,2019-02-19 00:00:00-05:00,80.24082946777344
11,2019-02-20 00:00:00-05:00,80.59578704833984
12,2019-02-21 00:00:00-05:00,79.81869506835938
13,2019-02-22 00:00:00-05:00,79.56927490234375
14,2019-02-25 00:00:00-05:00,79.26227569580078
15,2019-02-26 00:00:00-05:00,79.25270080566406
16,2019-02-27 00:00:00-05:00,79.37739562988281
17,2019-02-28 00:00:00-05:00,79.20470428466797
18,2019-03-01 00:00:00-05:00,79.50212860107422
19,2019-03-04 00:00:00-05:00,79.07998657226562
20,2019-03-05 00:00:00-05:00,79.19512939453125
21,2019-03-06 00:00:00-05:00,78.46601104736328
22,2019-03-07 00:00:00-05:00,77.94794464111328
23,2019-03-08 00:00:00-05:00,77.85201263427734
24,2019-03-11 00:00:00-04:00,78.75381469726562
25,2019-03-12 00:00:00-04:00,78.97445678710938
26,2019-03-13 00:00:00-04:00,79.20470428466797
27,2019-03-14 00:00:00-04:00,79.3198471069336
28,2019-03-15 00:00:00-04:00,79.73235321044922
29,2019-03-18 00:00:00-04:00,80.59578704833984
30,2019-03-19 00:00:00-04:00,80.02017974853516
31,2019-03-20 00:00:00-04:00,78.59072875976562
32,2019-03-21 00:00:00-04:00,79.02245330810547
33,2019-03-22 00:00:00-04:00,77.04615783691406
34,2019-03-25 00:00:00-04:00,77.56421661376953
35,2019-03-26 00:00:00-04:00,78.54277038574219
36,2019-03-27 00:00:00-04:00,78.61951446533203
37,2019-03-28 00:00:00-04:00,78.47560119628906
38,2019-03-29 00:00:00-04:00,78.61951446533203
39,2019-04-01 00:00:00-04:00,80.7397232055664
40,2019-04-02 00:00:00-04:00,80.46149444580078
41,2019-04-03 00:00:00-04:00,81.24813842773438
42,2019-04-04 00:00:00-04:00,81.29908752441406
43,2019-04-05 00:00:00-04:00,82.02010345458984
44,2019-04-08 00:00:00-04:00,82.15467071533203
45,2019-04-09 00:00:00-04:00,80.96263122558594
46,2019-04-10 00:00:00-04:00,81.73169708251953
47,2019-04-11 00:00:00-04:00,82.14505004882812
48,2019-04-12 00:00:00-04:00,83.48130798339844
49,2019-04-15 00:00:00-04:00,82.78915405273438
50,2019-04-16 00:00:00-04:00,83.73125457763672
51,2019-04-17 00:00:00-04:00,82.92375946044922
52,2019-04-18 00:00:00-04:00,85.30782318115234
53,2019-04-22 00:00:00-04:00,83.69279479980469
54,2019-04-23 00:00:00-04:00,83.45245361328125
55,2019-04-24 00:00:00-04:00,83.01026153564453
56,2019-04-25 00:00:00-04:00,83.20252227783203
57,2019-04-26 00:00:00-04:00,83.6351089477539
58,2019-04-29 00:00:00-04:00,84.31766510009766
59,2019-04-30 00:00:00-04:00,84.26959991455078
60,2019-05-01 00:00:00-04:00,83.93313598632812
61,2019-05-02 00:00:00-04:00,84.11578369140625
62,2019-05-03 00:00:00-04:00,84.50028991699219
63,2019-05-06 00:00:00-04:00,84.53878021240234
64,2019-05-07 00:00:00-04:00,83.21214294433594
65,2019-05-08 00:00:00-04:00,83.51014709472656
66,2019-05-09 00:00:00-04:00,83.76968383789062
67,2019-05-10 00:00:00-04:00,84.82715606689453
68,2019-05-13 00:00:00-04:00,82.96219635009766
69,2019-05-14 00:00:00-04:00,83.93313598632812
70,2019-05-15 00:00:00-04:00,83.3947982788086
71,2019-05-16 00:00:00-04:00,84.01004028320312
72,2019-05-17 00:00:00-04:00,84.01004028320312
73,2019-05-20 00:00:00-04:00,84.88484191894531
74,2019-05-21 00:00:00-04:00,85.3847427368164
75,2019-05-22 00:00:00-04:00,85.02903747558594
76,2019-05-23 00:00:00-04:00,83.30827331542969
77,2019-05-24 00:00:00-04:00,83.81776428222656
78,2019-05-28 00:00:00-04:00,82.94296264648438
79,2019-05-29 00:00:00-04:00,83.45245361328125
80,2019-05-30 00:00:00-04:00,83.14484405517578
81,2019-05-31 00:00:00-04:00,82.20274353027344
82,2019-06-03 00:00:00-04:00,83.45245361328125
83,2019-06-04 00:00:00-04:00,84.81755065917969
84,2019-06-05 00:00:00-04:00,84.88484191894531
85,2019-06-06 00:00:00-04:00,85.49047088623047
86,2019-06-07 00:00:00-04:00,85.43278503417969
87,2019-06-10 00:00:00-04:00,85.36550903320312
88,2019-06-11 00:00:00-04:00,85.00019073486328
89,2019-06-12 00:00:00-04:00,85.02903747558594
90,2019-06-13 00:00:00-04:00,85.20207214355469
91,2019-06-14 00:00:00-04:00,85.72119903564453
92,2019-06-17 00:00:00-04:00,84.90406036376953
93,2019-06-18 00:00:00-04:00,85.35587310791016
94,2019-06-19 00:00:00-04:00,85.17321014404297
95,2019-06-20 00:00:00-04:00,85.91344451904297
96,2019-06-21 00:00:00-04:00,84.67334747314453
97,2019-06-24 00:00:00-04:00,84.92329406738281
98,2019-06-25 00:00:00-04:00,84.8367691040039
99,2019-06-26 00:00:00-04:00,84.19268035888672
100,2019-06-27 00:00:00-04:00,85.0194320678711
101,2019-06-28 00:00:00-04:00,85.9999771118164
102,2019-07-01 00:00:00-04:00,87.6053695678711
103,2019-07-02 00:00:00-04:00,87.00936126708984
104,2019-07-03 00:00:00-04:00,88.25471496582031
105,2019-07-05 00:00:00-04:00,88.38956451416016
106,2019-07-08 00:00:00-04:00,87.52274322509766
107,2019-07-09 00:00:00-04:00,88.16804504394531
108,2019-07-10 00:00:00-04:00,87.76351928710938
109,2019-07-11 00:00:00-04:00,88.30288696289062
110,2019-07-12 00:00:00-04:00,88.65924835205078
111,2019-07-15 00:00:00-04:00,88.86152648925781
112,2019-07-16 00:00:00-04:00,88.5244140625
113,2019-07-17 00:00:00-04:00,87.94651794433594
114,2019-07-18 00:00:00-04:00,88.4473648071289
115,2019-07-19 00:00:00-04:00,87.68647003173828
116,2019-07-22 00:00:00-04:00,87.74425506591797
