,Unnamed: 0,Date,NEE
0,0,2019-02-05,39.79314041137695
1,1,2019-02-06,39.77750015258789
2,2,2019-02-07,40.503379821777344
3,3,2019-02-08,40.874114990234375
4,4,2019-02-11,40.874114990234375
5,5,2019-02-12,40.93219757080078
6,6,2019-02-13,40.83839416503906
7,7,2019-02-14,40.78478240966797
8,8,2019-02-15,41.10416412353516
9,9,2019-02-19,41.40121078491211
10,10,2019-02-20,41.461517333984375
11,11,2019-02-21,41.666988372802734
12,12,2019-02-22,42.01764297485352
13,13,2019-02-25,41.9618034362793
14,14,2019-02-26,42.03997039794922
15,15,2019-02-27,42.00175476074219
16,16,2019-02-28,42.206356048583984
17,17,2019-03-01,42.170372009277344
18,18,2019-03-04,42.32327651977539
19,19,2019-03-05,42.34125518798828
20,20,2019-03-06,42.17262649536133
21,21,2019-03-07,42.253562927246094
22,22,2019-03-08,42.42668914794922
23,23,2019-03-11,42.606563568115234
24,24,2019-03-12,42.91908645629883
25,25,2019-03-13,42.93707656860352
26,26,2019-03-14,42.93931579589844
27,27,2019-03-15,42.99778366088867
28,28,2019-03-18,42.91457748413086
29,29,2019-03-19,42.38173294067383
30,30,2019-03-20,42.68974685668945
31,31,2019-03-21,43.14842224121094
32,32,2019-03-22,43.60258865356445
33,33,2019-03-25,43.530643463134766
34,34,2019-03-26,43.843170166015625
35,35,2019-03-27,43.60033798217773
36,36,2019-03-28,43.15066146850586
37,37,2019-03-29,43.46543502807617
38,38,2019-04-01,42.82914352416992
39,39,2019-04-02,42.60206604003906
40,40,2019-04-03,42.5638427734375
41,41,2019-04-04,42.3592414855957
42,42,2019-04-05,42.73696899414063
43,43,2019-04-08,42.413204193115234
44,44,2019-04-09,42.653785705566406
45,45,2019-04-10,42.4087028503418
46,46,2019-04-11,42.72797393798828
47,47,2019-04-12,42.910099029541016
48,48,2019-04-15,42.97978973388672
49,49,2019-04-16,42.61105728149414
50,50,2019-04-17,42.64028930664063
51,51,2019-04-18,42.57509231567383
52,52,2019-04-22,42.80442428588867
53,53,2019-04-23,42.6717643737793
54,54,2019-04-24,42.73247146606445
55,55,2019-04-25,42.82690048217773
56,56,2019-04-26,43.10344696044922
57,57,2019-04-29,43.116943359375
58,58,2019-04-30,43.71725845336914
59,59,2019-05-01,43.45419692993164
60,60,2019-05-02,43.1057014465332
61,61,2019-05-03,43.26083755493164
62,62,2019-05-06,42.92133331298828
63,63,2019-05-07,42.66277313232422
64,64,2019-05-08,42.24232482910156
65,65,2019-05-09,42.40646362304688
66,66,2019-05-10,43.114688873291016
67,67,2019-05-13,43.827430725097656
68,68,2019-05-14,43.820682525634766
69,69,2019-05-15,43.81167984008789
70,70,2019-05-16,44.31757354736328
71,71,2019-05-17,44.73801803588867
72,72,2019-05-20,44.82120895385742
73,73,2019-05-21,44.72003173828125
74,74,2019-05-22,45.40127944946289
75,75,2019-05-23,45.761024475097656
76,76,2019-05-24,45.72504806518555
77,77,2019-05-28,45.23040390014648
78,78,2019-05-29,44.6795539855957
79,79,2019-05-30,44.72902297973633
80,80,2019-05-31,44.8466796875
81,81,2019-06-03,45.15665054321289
82,82,2019-06-04,45.11139297485352
83,83,2019-06-05,46.30377960205078
84,84,2019-06-06,46.55491638183594
85,85,2019-06-07,46.24494934082031
86,86,2019-06-10,46.025482177734375
87,87,2019-06-11,45.69740295410156
88,88,2019-06-12,46.28115081787109
89,89,2019-06-13,46.3309326171875
90,90,2019-06-14,46.82643508911133
91,91,2019-06-17,46.69294357299805
92,92,2019-06-18,46.47799682617188
93,93,2019-06-19,46.66353225708008
94,94,2019-06-20,46.6952018737793
95,95,2019-06-21,46.95993423461914
96,96,2019-06-24,47.10699462890625
97,97,2019-06-25,46.65900421142578
98,98,2019-06-26,45.9463005065918
99,99,2019-06-27,46.28115081787109
100,100,2019-06-28,46.35128784179688
101,101,2019-07-01,46.16123962402344
102,102,2019-07-02,46.984825134277344
103,103,2019-07-03,47.22691345214844
104,104,2019-07-05,47.08663558959961
105,105,2019-07-08,47.317420959472656
106,106,2019-07-09,47.09794616699219
107,107,2019-07-10,47.3965950012207
108,108,2019-07-11,47.604759216308594
109,109,2019-07-12,47.22691345214844
110,110,2019-07-15,47.25406646728516
111,111,2019-07-16,47.03458786010742
112,112,2019-07-17,47.493900299072266
113,113,2019-07-18,48.0482292175293
114,114,2019-07-19,47.45317077636719
115,115,2019-07-22,47.36944961547852
116,116,2019-07-23,46.90336990356445
117,117,2019-07-24,47.52783966064453
118,118,2019-07-25,46.97802734375
119,119,2019-07-26,47.32645797729492
120,120,2019-07-29,47.82649993896485
121,121,2019-07-30,47.37624740600586
122,122,2019-07-31,46.87395095825195
123,123,2019-08-01,47.57308197021485
124,124,2019-08-02,47.83328628540039
125,125,2019-08-05,47.07306671142578
126,126,2019-08-06,47.83102035522461
127,127,2019-08-07,48.16363143920898
128,128,2019-08-08,48.69532775878906
129,129,2019-08-09,48.98041915893555
130,130,2019-08-12,48.74736404418945
131,131,2019-08-13,48.78583908081055
132,132,2019-08-14,48.636505126953125
133,133,2019-08-15,49.13201141357422
134,134,2019-08-16,49.21799087524414
135,135,2019-08-19,49.541534423828125
136,136,2019-08-20,49.57999801635742
137,137,2019-08-21,50.06192779541016
138,138,2019-08-22,50.14337539672852
139,139,2019-08-23,50.206729888916016
140,140,2019-08-26,50.59589767456055
141,141,2019-08-27,50.68413925170898
142,142,2019-08-28,50.32691955566406
143,143,2019-08-29,50.31100082397461
144,144,2019-08-30,49.84683990478516
145,145,2019-09-03,51.32122421264648
146,146,2019-09-04,50.99357986450195
147,147,2019-09-05,50.01293182373047
148,148,2019-09-06,50.0880241394043
149,149,2019-09-09,50.03113555908203
150,150,2019-09-10,49.628414154052734
151,151,2019-09-11,50.06981658935547
152,152,2019-09-12,50.22453308105469
153,153,2019-09-13,49.71259689331055
154,154,2019-09-16,49.6716423034668
155,155,2019-09-17,50.561279296875
156,156,2019-09-18,50.94351959228516
157,157,2019-09-19,51.17104721069336
158,158,2019-09-20,51.35761642456055
159,159,2019-09-23,51.25751495361328
160,160,2019-09-24,51.9924201965332
161,161,2019-09-25,52.1880989074707
162,162,2019-09-26,52.7227897644043
163,163,2019-09-27,52.618141174316406
164,164,2019-09-30,53.01176071166992
165,165,2019-10-01,52.79333114624024
166,166,2019-10-02,52.128944396972656
167,167,2019-10-03,52.3701286315918
168,168,2019-10-04,53.14826965332031
169,169,2019-10-07,52.9116439819336
170,170,2019-10-08,52.32461929321289
171,171,2019-10-09,53.09593963623047
172,172,2019-10-10,52.7864990234375
173,173,2019-10-11,52.22677612304688
174,174,2019-10-14,52.081153869628906
175,175,2019-10-15,51.771728515625
176,176,2019-10-16,52.31096649169922
177,177,2019-10-17,52.57945251464844
178,178,2019-10-18,52.89572143554688
179,179,2019-10-21,52.96852493286133
180,180,2019-10-22,53.75121307373047
181,181,2019-10-23,53.69661331176758
182,182,2019-10-24,54.049278259277344
183,183,2019-10-25,53.89684295654297
184,184,2019-10-28,53.06636047363281
185,185,2019-10-29,52.92301177978516
186,186,2019-10-30,53.5737533569336
187,187,2019-10-31,54.22903823852539
188,188,2019-11-01,53.63064193725586
189,189,2019-11-04,52.24042892456055
190,190,2019-11-05,51.67388916015625
191,191,2019-11-06,51.76034927368164
192,192,2019-11-07,50.75922775268555
193,193,2019-11-08,50.529422760009766
194,194,2019-11-11,50.561279296875
195,195,2019-11-12,50.7888069152832
196,196,2019-11-13,51.85591125488281
197,197,2019-11-14,52.3018684387207
198,198,2019-11-15,52.65453720092773
199,199,2019-11-18,52.82291030883789
200,200,2019-11-19,52.936668395996094
201,201,2019-11-20,53.51914596557617
202,202,2019-11-21,53.500938415527344
203,203,2019-11-22,53.10048294067383
204,204,2019-11-25,52.91391754150391
205,205,2019-11-26,53.45087814331055
206,206,2019-11-27,53.31364059448242
207,207,2019-11-29,53.48519515991211
208,208,2019-12-02,52.89731979370117
209,209,2019-12-03,53.121490478515625
210,210,2019-12-04,53.585845947265625
211,211,2019-12-05,53.65446090698242
212,212,2019-12-06,53.6155891418457
213,213,2019-12-09,53.5881233215332
214,214,2019-12-10,53.62929916381836
215,215,2019-12-11,53.93353271484375
216,216,2019-12-12,53.50349426269531
217,217,2019-12-13,54.201168060302734
218,218,2019-12-16,54.7775993347168
219,219,2019-12-17,54.85767364501953
220,220,2019-12-18,54.965179443359375
221,221,2019-12-19,55.04751968383789
222,222,2019-12-20,55.518741607666016
223,223,2019-12-23,54.61977005004883
224,224,2019-12-24,55.01549530029297
225,225,2019-12-26,55.3471908569336
226,226,2019-12-27,55.472991943359375
227,227,2019-12-30,55.19392776489258
228,228,2019-12-31,55.39292907714844
229,229,2020-01-02,54.58317184448242
230,230,2020-01-03,54.9720458984375
231,231,2020-01-06,55.24653244018555
232,232,2020-01-07,55.19849395751953
233,233,2020-01-08,55.1733283996582
234,234,2020-01-09,55.60565948486328
235,235,2020-01-10,55.71088409423828
236,236,2020-01-13,56.36280822753906
237,237,2020-01-14,56.66703796386719
238,238,2020-01-15,57.54771041870117
239,239,2020-01-16,57.705543518066406
240,240,2020-01-17,57.96402740478516
241,241,2020-01-21,58.762351989746094
242,242,2020-01-22,59.45086669921875
243,243,2020-01-23,59.49204254150391
244,244,2020-01-24,60.32467651367188
245,245,2020-01-27,61.01549530029297
246,246,2020-01-28,60.80274963378906
247,247,2020-01-29,60.791316986083984
248,248,2020-01-30,61.74517822265625
249,249,2020-01-31,61.34946441650391
250,250,2020-02-03,61.031494140625
251,251,2020-02-04,60.512245178222656
252,252,2020-02-05,61.00862121582031
