,Date,JNJ
0,2019-02-04 00:00:00-05:00,116.05994415283203
1,2019-02-05 00:00:00-05:00,116.05994415283203
2,2019-02-06 00:00:00-05:00,116.16474151611328
3,2019-02-07 00:00:00-05:00,115.3349838256836
4,2019-02-08 00:00:00-05:00,115.64069366455078
5,2019-02-11 00:00:00-05:00,115.29132080078125
6,2019-02-12 00:00:00-05:00,117.17790222167969
7,2019-02-13 00:00:00-05:00,117.43120574951172
8,2019-02-14 00:00:00-05:00,117.3089370727539
9,2019-02-15 00:00:00-05:00,119.11688232421875
10,2019-02-19 00:00:00-05:00,118.51424407958984
11,2019-02-20 00:00:00-05:00,119.09070587158203
12,2019-02-21 00:00:00-05:00,118.27842712402344
13,2019-02-22 00:00:00-05:00,119.3090591430664
14,2019-02-25 00:00:00-05:00,119.74866485595703
15,2019-02-26 00:00:00-05:00,119.6695327758789
16,2019-02-27 00:00:00-05:00,119.45854187011719
17,2019-02-28 00:00:00-05:00,120.1355209350586
18,2019-03-01 00:00:00-05:00,121.63899230957031
19,2019-03-04 00:00:00-05:00,121.75326538085938
20,2019-03-05 00:00:00-05:00,122.00823211669922
21,2019-03-06 00:00:00-05:00,122.28956604003906
22,2019-03-07 00:00:00-05:00,121.54228210449219
23,2019-03-08 00:00:00-05:00,121.38397979736328
24,2019-03-11 00:00:00-04:00,121.8236083984375
25,2019-03-12 00:00:00-04:00,122.36869812011719
26,2019-03-13 00:00:00-04:00,122.57093048095703
27,2019-03-14 00:00:00-04:00,121.34882354736328
28,2019-03-15 00:00:00-04:00,120.97955322265625
29,2019-03-18 00:00:00-04:00,120.60150146484375
30,2019-03-19 00:00:00-04:00,121.71808624267578
31,2019-03-20 00:00:00-04:00,120.70698547363281
32,2019-03-21 00:00:00-04:00,121.41915130615234
33,2019-03-22 00:00:00-04:00,120.37289428710938
34,2019-03-25 00:00:00-04:00,120.1091537475586
35,2019-03-26 00:00:00-04:00,121.83240509033203
36,2019-03-27 00:00:00-04:00,121.94669342041016
37,2019-03-28 00:00:00-04:00,122.10492706298828
38,2019-03-29 00:00:00-04:00,122.90502166748047
39,2019-04-01 00:00:00-04:00,122.1928482055664
40,2019-04-02 00:00:00-04:00,121.07627868652344
41,2019-04-03 00:00:00-04:00,120.60150146484375
42,2019-04-04 00:00:00-04:00,119.19474029541016
43,2019-04-05 00:00:00-04:00,119.73107147216797
44,2019-04-08 00:00:00-04:00,119.6959228515625
45,2019-04-09 00:00:00-04:00,119.19474029541016
46,2019-04-10 00:00:00-04:00,119.20352935791016
47,2019-04-11 00:00:00-04:00,118.87826538085938
48,2019-04-12 00:00:00-04:00,119.55522918701172
49,2019-04-15 00:00:00-04:00,120.03001403808594
50,2019-04-16 00:00:00-04:00,121.34882354736328
51,2019-04-17 00:00:00-04:00,121.78844451904297
52,2019-04-18 00:00:00-04:00,120.90924072265625
53,2019-04-22 00:00:00-04:00,121.1817626953125
54,2019-04-23 00:00:00-04:00,123.00172424316406
55,2019-04-24 00:00:00-04:00,122.38627624511719
56,2019-04-25 00:00:00-04:00,122.78193664550781
57,2019-04-26 00:00:00-04:00,123.43257904052734
58,2019-04-29 00:00:00-04:00,122.94900512695312
59,2019-04-30 00:00:00-04:00,124.14472198486328
60,2019-05-01 00:00:00-04:00,124.8041000366211
61,2019-05-02 00:00:00-04:00,124.21504211425781
62,2019-05-03 00:00:00-04:00,124.85688781738281
63,2019-05-06 00:00:00-04:00,124.92721557617188
64,2019-05-07 00:00:00-04:00,123.06327819824219
65,2019-05-08 00:00:00-04:00,122.90502166748047
66,2019-05-09 00:00:00-04:00,121.97305297851562
67,2019-05-10 00:00:00-04:00,122.25439453125
68,2019-05-13 00:00:00-04:00,120.62782287597656
69,2019-05-14 00:00:00-04:00,120.29376220703125
70,2019-05-15 00:00:00-04:00,120.37289428710938
71,2019-05-16 00:00:00-04:00,121.515869140625
72,2019-05-17 00:00:00-04:00,121.86754608154297
73,2019-05-20 00:00:00-04:00,121.70050811767578
74,2019-05-21 00:00:00-04:00,121.43673706054688
75,2019-05-22 00:00:00-04:00,121.9994125366211
76,2019-05-23 00:00:00-04:00,122.90502166748047
77,2019-05-24 00:00:00-04:00,122.91390991210938
78,2019-05-28 00:00:00-04:00,121.33818817138672
79,2019-05-29 00:00:00-04:00,116.25695037841797
80,2019-05-30 00:00:00-04:00,116.94744873046875
81,2019-05-31 00:00:00-04:00,116.09761810302734
82,2019-06-03 00:00:00-04:00,116.35433197021484
83,2019-06-04 00:00:00-04:00,118.38150787353516
84,2019-06-05 00:00:00-04:00,118.9569091796875
85,2019-06-06 00:00:00-04:00,120.9929428100586
86,2019-06-07 00:00:00-04:00,122.64830780029297
87,2019-06-10 00:00:00-04:00,123.06438446044922
88,2019-06-11 00:00:00-04:00,123.73713684082031
89,2019-06-12 00:00:00-04:00,125.41905975341797
90,2019-06-13 00:00:00-04:00,124.56041717529297
91,2019-06-14 00:00:00-04:00,124.01155853271484
92,2019-06-17 00:00:00-04:00,123.4361572265625
93,2019-06-18 00:00:00-04:00,124.135498046875
94,2019-06-19 00:00:00-04:00,124.33024597167969
95,2019-06-20 00:00:00-04:00,125.88824462890625
96,2019-06-21 00:00:00-04:00,125.78202056884766
97,2019-06-24 00:00:00-04:00,126.64067077636719
98,2019-06-25 00:00:00-04:00,127.6852798461914
99,2019-06-26 00:00:00-04:00,125.56957244873047
100,2019-06-27 00:00:00-04:00,124.54271697998047
101,2019-06-28 00:00:00-04:00,123.29450988769531
102,2019-07-01 00:00:00-04:00,123.3653335571289
103,2019-07-02 00:00:00-04:00,123.95845794677734
104,2019-07-03 00:00:00-04:00,125.8262939453125
105,2019-07-05 00:00:00-04:00,124.43649291992188
106,2019-07-08 00:00:00-04:00,124.79056549072266
107,2019-07-09 00:00:00-04:00,125.1800537109375
