,Date,GE
0,2019-02-04 00:00:00-05:00,60.1245231628418
1,2019-02-05 00:00:00-05:00,62.597816467285156
2,2019-02-06 00:00:00-05:00,61.65562057495117
3,2019-02-07 00:00:00-05:00,59.241214752197266
4,2019-02-08 00:00:00-05:00,57.769004821777344
5,2019-02-11 00:00:00-05:00,59.064537048339844
6,2019-02-12 00:00:00-05:00,58.77010726928711
7,2019-02-13 00:00:00-05:00,61.06674575805664
8,2019-02-14 00:00:00-05:00,59.12343978881836
9,2019-02-15 00:00:00-05:00,59.417869567871094
10,2019-02-19 00:00:00-05:00,59.65342712402344
11,2019-02-20 00:00:00-05:00,59.47675704956055
12,2019-02-21 00:00:00-05:00,59.064537048339844
13,2019-02-22 00:00:00-05:00,59.88896560668945
14,2019-02-25 00:00:00-05:00,63.71668243408203
15,2019-02-26 00:00:00-05:00,65.28547668457031
16,2019-02-27 00:00:00-05:00,66.63279724121094
17,2019-02-28 00:00:00-05:00,63.63189697265625
18,2019-03-01 00:00:00-05:00,62.8969612121582
19,2019-03-04 00:00:00-05:00,63.570640563964844
20,2019-03-05 00:00:00-05:00,60.56971740722656
21,2019-03-06 00:00:00-05:00,55.792728424072266
22,2019-03-07 00:00:00-05:00,57.8750114440918
23,2019-03-08 00:00:00-05:00,58.733333587646484
24,2019-03-11 00:00:00-04:00,60.69518280029297
25,2019-03-12 00:00:00-04:00,59.836875915527344
26,2019-03-13 00:00:00-04:00,61.430885314941406
27,2019-03-14 00:00:00-04:00,63.14750671386719
28,2019-03-15 00:00:00-04:00,61.06303024291992
29,2019-03-18 00:00:00-04:00,62.5344352722168
30,2019-03-19 00:00:00-04:00,62.47312927246094
31,2019-03-20 00:00:00-04:00,62.65706253051758
32,2019-03-21 00:00:00-04:00,62.96359634399414
33,2019-03-22 00:00:00-04:00,61.18565368652344
34,2019-03-25 00:00:00-04:00,60.57257080078125
35,2019-03-26 00:00:00-04:00,61.92135238647461
36,2019-03-27 00:00:00-04:00,61.06303024291992
37,2019-03-28 00:00:00-04:00,60.633880615234375
38,2019-03-29 00:00:00-04:00,61.246971130371094
39,2019-04-01 00:00:00-04:00,61.92135238647461
40,2019-04-02 00:00:00-04:00,62.7796630859375
41,2019-04-03 00:00:00-04:00,61.92135238647461
42,2019-04-04 00:00:00-04:00,61.4921989440918
43,2019-04-05 00:00:00-04:00,61.36957550048828
44,2019-04-08 00:00:00-04:00,58.18154525756836
45,2019-04-09 00:00:00-04:00,56.52622985839844
46,2019-04-10 00:00:00-04:00,56.15836715698242
47,2019-04-11 00:00:00-04:00,55.913150787353516
48,2019-04-12 00:00:00-04:00,55.17744445800781
49,2019-04-15 00:00:00-04:00,55.05482864379883
50,2019-04-16 00:00:00-04:00,56.0357666015625
51,2019-04-17 00:00:00-04:00,55.913150787353516
52,2019-04-18 00:00:00-04:00,57.3232421875
53,2019-04-22 00:00:00-04:00,57.139305114746094
54,2019-04-23 00:00:00-04:00,57.20061111450195
55,2019-04-24 00:00:00-04:00,57.139305114746094
56,2019-04-25 00:00:00-04:00,55.913150787353516
57,2019-04-26 00:00:00-04:00,58.67201614379883
58,2019-04-29 00:00:00-04:00,59.652950286865234
59,2019-04-30 00:00:00-04:00,62.35051727294922
60,2019-05-01 00:00:00-04:00,61.92135238647461
61,2019-05-02 00:00:00-04:00,62.840972900390625
62,2019-05-03 00:00:00-04:00,64.3736801147461
63,2019-05-06 00:00:00-04:00,63.94453430175781
64,2019-05-07 00:00:00-04:00,61.982669830322266
65,2019-05-08 00:00:00-04:00,62.28920364379883
66,2019-05-09 00:00:00-04:00,61.55350875854492
67,2019-05-10 00:00:00-04:00,62.105281829833984
68,2019-05-13 00:00:00-04:00,60.51126480102539
69,2019-05-14 00:00:00-04:00,63.2701301574707
70,2019-05-15 00:00:00-04:00,62.902286529541016
71,2019-05-16 00:00:00-04:00,62.105281829833984
72,2019-05-17 00:00:00-04:00,61.30827713012695
73,2019-05-20 00:00:00-04:00,60.57257080078125
74,2019-05-21 00:00:00-04:00,61.06303024291992
75,2019-05-22 00:00:00-04:00,60.69518280029297
76,2019-05-23 00:00:00-04:00,58.61070251464844
77,2019-05-24 00:00:00-04:00,57.93631362915039
78,2019-05-28 00:00:00-04:00,57.38454818725586
79,2019-05-29 00:00:00-04:00,57.44586181640625
80,2019-05-30 00:00:00-04:00,58.05893325805664
81,2019-05-31 00:00:00-04:00,57.8750114440918
82,2019-06-03 00:00:00-04:00,58.42679214477539
83,2019-06-04 00:00:00-04:00,61.30827713012695
84,2019-06-05 00:00:00-04:00,60.633880615234375
85,2019-06-06 00:00:00-04:00,60.817806243896484
86,2019-06-07 00:00:00-04:00,61.18565368652344
87,2019-06-10 00:00:00-04:00,61.614810943603516
88,2019-06-11 00:00:00-04:00,62.043975830078125
89,2019-06-12 00:00:00-04:00,63.02490234375
90,2019-06-13 00:00:00-04:00,63.20883560180664
91,2019-06-14 00:00:00-04:00,62.71836471557617
92,2019-06-17 00:00:00-04:00,61.614810943603516
93,2019-06-18 00:00:00-04:00,63.88321304321289
94,2019-06-19 00:00:00-04:00,63.39275360107422
95,2019-06-20 00:00:00-04:00,65.17069244384766
96,2019-06-21 00:00:00-04:00,64.2510757446289
97,2019-06-24 00:00:00-04:00,63.02490234375
98,2019-06-25 00:00:00-04:00,62.65706253051758
99,2019-06-26 00:00:00-04:00,62.96359634399414
100,2019-06-27 00:00:00-04:00,63.7606086730957
101,2019-06-28 00:00:00-04:00,64.4356460571289
102,2019-07-01 00:00:00-04:00,65.2334213256836
103,2019-07-02 00:00:00-04:00,65.17206573486328
104,2019-07-03 00:00:00-04:00,65.11068725585938
105,2019-07-05 00:00:00-04:00,64.4356460571289
106,2019-07-08 00:00:00-04:00,62.59461975097656
107,2019-07-09 00:00:00-04:00,62.901458740234375
108,2019-07-10 00:00:00-04:00,62.59461975097656
109,2019-07-11 00:00:00-04:00,62.042320251464844
110,2019-07-12 00:00:00-04:00,63.63785934448242
111,2019-07-15 00:00:00-04:00,63.02419662475586
112,2019-07-16 00:00:00-04:00,63.69923400878906
113,2019-07-17 00:00:00-04:00,61.24454879760742
114,2019-07-18 00:00:00-04:00,61.735477447509766
115,2019-07-19 00:00:00-04:00,61.612754821777344
116,2019-07-22 00:00:00-04:00,62.65597915649414
117,2019-07-23 00:00:00-04:00,65.35614776611328
118,2019-07-24 00:00:00-04:00,65.54024505615234
119,2019-07-25 00:00:00-04:00,64.0060806274414
120,2019-07-26 00:00:00-04:00,64.49701690673828
121,2019-07-29 00:00:00-04:00,63.69923400878906
122,2019-07-30 00:00:00-04:00,64.55838012695312
123,2019-07-31 00:00:00-04:00,64.12881469726562
124,2019-08-01 00:00:00-04:00,61.858219146728516
125,2019-08-02 00:00:00-04:00,61.36728286743164
126,2019-08-05 00:00:00-04:00,59.280792236328125
127,2019-08-06 00:00:00-04:00,58.728492736816406
128,2019-08-07 00:00:00-04:00,58.05344009399414
129,2019-08-08 00:00:00-04:00,58.237548828125
130,2019-08-09 00:00:00-04:00,56.151058197021484
131,2019-08-12 00:00:00-04:00,55.537384033203125
132,2019-08-13 00:00:00-04:00,57.378414154052734
133,2019-08-14 00:00:00-04:00,55.41465759277344
134,2019-08-15 00:00:00-04:00,49.15519714355469
135,2019-08-16 00:00:00-04:00,53.94184494018555
136,2019-08-19 00:00:00-04:00,53.20543670654297
137,2019-08-20 00:00:00-04:00,51.425785064697266
138,2019-08-21 00:00:00-04:00,50.075706481933594
139,2019-08-22 00:00:00-04:00,50.25979995727539
140,2019-08-23 00:00:00-04:00,48.90970993041992
141,2019-08-26 00:00:00-04:00,49.400657653808594
142,2019-08-27 00:00:00-04:00,48.66425323486328
143,2019-08-28 00:00:00-04:00,48.72563171386719
144,2019-08-29 00:00:00-04:00,49.76886749267578
145,2019-08-30 00:00:00-04:00,50.62800598144531
146,2019-09-03 00:00:00-04:00,51.11894226074219
147,2019-09-04 00:00:00-04:00,54.003211975097656
148,2019-09-05 00:00:00-04:00,54.064571380615234
149,2019-09-06 00:00:00-04:00,53.450904846191406
150,2019-09-09 00:00:00-04:00,54.985076904296875
151,2019-09-10 00:00:00-04:00,56.08969497680664
152,2019-09-11 00:00:00-04:00,57.43976974487305
