,Unnamed: 0,Date,PPL
0,0,2019-02-05,24.574928283691406
1,1,2019-02-06,24.432504653930664
2,2,2019-02-07,24.567012786865234
3,3,2019-02-08,24.75690650939941
4,4,2019-02-11,24.622398376464844
5,5,2019-02-12,24.535364151000977
6,6,2019-02-13,24.456241607666016
7,7,2019-02-14,24.171411514282227
8,8,2019-02-15,24.10020065307617
9,9,2019-02-19,24.274269104003903
10,10,2019-02-20,24.669870376586918
11,11,2019-02-21,24.859760284423828
12,12,2019-02-22,25.033830642700195
13,13,2019-02-25,25.10503387451172
14,14,2019-02-26,25.26327896118164
15,15,2019-02-27,25.30283737182617
16,16,2019-02-28,25.45316505432129
17,17,2019-03-01,25.524375915527344
18,18,2019-03-04,25.611408233642575
19,19,2019-03-05,25.698442459106445
20,20,2019-03-06,25.603496551513672
21,21,2019-03-07,25.702072143554688
22,22,2019-03-08,25.62994766235352
23,23,2019-03-11,25.950517654418945
24,24,2019-03-12,26.02264976501465
25,25,2019-03-13,26.046693801879883
26,26,2019-03-14,26.11881828308105
27,27,2019-03-15,26.23904037475586
28,28,2019-03-18,26.223005294799805
29,29,2019-03-19,25.726119995117188
30,30,2019-03-20,25.734132766723636
31,31,2019-03-21,25.886404037475582
32,32,2019-03-22,25.798248291015625
33,33,2019-03-25,25.926477432250977
34,34,2019-03-26,26.00661849975586
35,35,2019-03-27,25.9184627532959
36,36,2019-03-28,25.317384719848636
37,37,2019-03-29,25.437599182128903
38,38,2019-04-01,25.357458114624023
39,39,2019-04-02,25.421571731567383
40,40,2019-04-03,25.557811737060547
41,41,2019-04-04,25.38149642944336
42,42,2019-04-05,25.766191482543945
43,43,2019-04-08,25.58987617492676
44,44,2019-04-09,25.645971298217773
45,45,2019-04-10,25.437599182128903
46,46,2019-04-11,25.62192916870117
47,47,2019-04-12,25.533771514892575
48,48,2019-04-15,25.54980087280273
49,49,2019-04-16,25.10099601745605
50,50,2019-04-17,24.916662216186523
51,51,2019-04-18,24.82049560546875
52,52,2019-04-22,24.71630859375
53,53,2019-04-23,24.73233985900879
54,54,2019-04-24,24.804462432861328
55,55,2019-04-25,24.684249877929688
56,56,2019-04-26,24.668222427368164
57,57,2019-04-29,24.499923706054688
58,58,2019-04-30,25.012836456298828
59,59,2019-05-01,24.916662216186523
60,60,2019-05-02,24.63616180419922
61,61,2019-05-03,25.020856857299805
62,62,2019-05-06,24.8525505065918
63,63,2019-05-07,24.812480926513672
64,64,2019-05-08,24.33963394165039
65,65,2019-05-09,24.251474380493164
66,66,2019-05-10,24.87659454345703
67,67,2019-05-13,25.125043869018555
68,68,2019-05-14,24.916662216186523
69,69,2019-05-15,24.56403350830078
70,70,2019-05-16,23.98699951171875
71,71,2019-05-17,23.874799728393555
72,72,2019-05-20,23.794654846191406
73,73,2019-05-21,24.21941947937012
74,74,2019-05-22,24.083175659179688
75,75,2019-05-23,24.33161735534668
76,76,2019-05-24,24.684249877929688
77,77,2019-05-28,24.507930755615234
78,78,2019-05-29,23.92288398742676
79,79,2019-05-30,23.95494270324707
80,80,2019-05-31,23.850757598876957
81,81,2019-06-03,24.187360763549805
82,82,2019-06-04,24.49190330505371
83,83,2019-06-05,24.964752197265625
84,84,2019-06-06,25.261287689208984
85,85,2019-06-07,25.19063186645508
86,86,2019-06-10,24.92264747619629
87,87,2019-06-11,24.85767936706543
88,88,2019-06-12,25.3043212890625
89,89,2019-06-13,25.263721466064453
90,90,2019-06-14,25.539825439453125
91,91,2019-06-17,25.12566375732422
92,92,2019-06-18,25.239355087280277
93,93,2019-06-19,25.48298072814941
94,94,2019-06-20,25.612913131713867
95,95,2019-06-21,25.783447265625
96,96,2019-06-24,25.645395278930664
97,97,2019-06-25,25.515464782714844
98,98,2019-06-26,25.223119735717773
99,99,2019-06-27,25.328689575195312
100,100,2019-06-28,25.182512283325195
101,101,2019-07-01,24.83331680297852
102,102,2019-07-02,25.003854751586918
103,103,2019-07-03,25.24747467041016
104,104,2019-07-05,25.182512283325195
105,105,2019-07-08,25.198755264282227
106,106,2019-07-09,24.92264747619629
107,107,2019-07-10,24.64653968811035
108,108,2019-07-11,24.735870361328125
109,109,2019-07-12,24.57345390319824
110,110,2019-07-15,24.776477813720703
111,111,2019-07-16,24.654661178588867
112,112,2019-07-17,24.679027557373047
113,113,2019-07-18,24.93077087402344
114,114,2019-07-19,24.5003662109375
115,115,2019-07-22,24.492244720458984
116,116,2019-07-23,24.43539810180664
117,117,2019-07-24,24.62217712402344
118,118,2019-07-25,24.50848960876465
119,119,2019-07-26,24.62217712402344
120,120,2019-07-29,24.41103744506836
121,121,2019-07-30,24.134933471679688
122,122,2019-07-31,24.061847686767575
123,123,2019-08-01,24.134933471679688
124,124,2019-08-02,24.086206436157227
125,125,2019-08-05,23.53399085998535
126,126,2019-08-06,24.02936553955078
127,127,2019-08-07,24.19989776611328
128,128,2019-08-08,24.2080192565918
129,129,2019-08-09,23.85882377624512
130,130,2019-08-12,23.80198097229004
131,131,2019-08-13,24.06996726989746
132,132,2019-08-14,23.696409225463867
133,133,2019-08-15,23.72889518737793
134,134,2019-08-16,23.883188247680664
135,135,2019-08-19,23.915674209594727
136,136,2019-08-20,23.988758087158203
137,137,2019-08-21,24.16741943359375
138,138,2019-08-22,24.216136932373047
139,139,2019-08-23,23.915674209594727
140,140,2019-08-26,23.94003677368164
141,141,2019-08-27,23.696409225463867
142,142,2019-08-28,23.68828773498535
143,143,2019-08-29,23.80198097229004
144,144,2019-08-30,23.99687957763672
145,145,2019-09-03,24.102447509765625
146,146,2019-09-04,24.110570907592773
147,147,2019-09-05,24.451642990112305
148,148,2019-09-06,24.19178009033203
149,149,2019-09-09,24.16954231262207
150,150,2019-09-10,24.704814910888672
151,151,2019-09-11,25.322433471679688
152,152,2019-09-12,25.42948341369629
153,153,2019-09-13,25.42948341369629
154,154,2019-09-16,25.635366439819336
155,155,2019-09-17,25.627124786376957
156,156,2019-09-18,25.7094783782959
157,157,2019-09-19,25.972993850708008
158,158,2019-09-20,26.08828353881836
159,159,2019-09-23,26.0141716003418
160,160,2019-09-24,26.005935668945312
161,161,2019-09-25,25.651830673217773
162,162,2019-09-26,26.11299133300781
163,163,2019-09-27,26.022401809692383
164,164,2019-09-30,25.931819915771484
165,165,2019-10-01,25.783588409423828
166,166,2019-10-02,25.18244171142578
167,167,2019-10-03,25.174205780029297
168,168,2019-10-04,25.47066307067871
169,169,2019-10-07,25.37184333801269
170,170,2019-10-08,24.87774658203125
171,171,2019-10-09,24.96009826660156
172,172,2019-10-10,25.16596984863281
173,173,2019-10-11,25.882413864135746
174,174,2019-10-14,26.47532844543457
175,175,2019-10-15,26.28592109680176
176,176,2019-10-16,26.689434051513672
177,177,2019-10-17,26.42591667175293
178,178,2019-10-18,26.37650489807129
179,179,2019-10-21,26.88706970214844
180,180,2019-10-22,26.96118927001953
181,181,2019-10-23,27.323522567749023
182,182,2019-10-24,27.2823486328125
183,183,2019-10-25,27.356468200683597
184,184,2019-10-28,27.125886917114254
185,185,2019-10-29,27.15058708190918
186,186,2019-10-30,27.414112091064453
187,187,2019-10-31,27.57880401611328
188,188,2019-11-01,27.661155700683597
