,Unnamed: 0,Date,NWS
0,0,2019-02-05,12.34963321685791
1,1,2019-02-06,12.302568435668944
2,2,2019-02-07,12.067249298095703
3,3,2019-02-08,11.926055908203123
4,4,2019-02-11,11.681321144104004
5,5,2019-02-12,11.88840389251709
6,6,2019-02-13,11.91664218902588
7,7,2019-02-14,11.944880485534668
8,8,2019-02-15,12.170788764953612
9,9,2019-02-19,12.25550365447998
10,10,2019-02-20,12.377870559692385
11,11,2019-02-21,12.283743858337402
12,12,2019-02-22,12.434348106384276
13,13,2019-02-25,12.490825653076172
14,14,2019-02-26,12.53788948059082
15,15,2019-02-27,12.53788948059082
16,16,2019-02-28,12.52847671508789
17,17,2019-03-01,12.76379680633545
18,18,2019-03-04,12.76379680633545
19,19,2019-03-05,12.632018089294434
20,20,2019-03-06,12.57554054260254
21,21,2019-03-07,12.377870559692385
22,22,2019-03-08,12.283743858337402
23,23,2019-03-11,12.509649276733398
24,24,2019-03-12,12.386356353759766
25,25,2019-03-13,12.291513442993164
26,26,2019-03-14,12.12079906463623
27,27,2019-03-15,12.08286190032959
28,28,2019-03-18,12.07337760925293
29,29,2019-03-19,11.969051361083984
30,30,2019-03-20,11.959568977355955
31,31,2019-03-21,12.187188148498535
32,32,2019-03-22,11.988019943237305
33,33,2019-03-25,11.940600395202637
34,34,2019-03-26,11.855241775512695
35,35,2019-03-27,11.750914573669434
36,36,2019-03-28,11.807819366455078
37,37,2019-03-29,11.84575653076172
38,38,2019-04-01,11.959568977355955
39,39,2019-04-02,11.83627223968506
40,40,2019-04-03,11.90266227722168
41,41,2019-04-04,11.931114196777344
42,42,2019-04-05,11.988019943237305
43,43,2019-04-08,11.978534698486328
44,44,2019-04-09,11.978534698486328
45,45,2019-04-10,12.10183048248291
46,46,2019-04-11,11.988019943237305
47,47,2019-04-12,12.092347145080566
48,48,2019-04-15,11.997504234313965
49,49,2019-04-16,12.092347145080566
50,50,2019-04-17,12.054410934448242
51,51,2019-04-18,11.978534698486328
52,52,2019-04-22,11.8742094039917
53,53,2019-04-23,11.95008373260498
54,54,2019-04-24,11.969051361083984
55,55,2019-04-25,11.817305564880373
56,56,2019-04-26,11.921629905700684
57,57,2019-04-29,11.8742094039917
58,58,2019-04-30,11.84575653076172
59,59,2019-05-01,11.798336029052734
60,60,2019-05-02,11.73194694519043
61,61,2019-05-03,11.788851737976074
62,62,2019-05-06,11.54226303100586
63,63,2019-05-07,11.134444236755373
64,64,2019-05-08,11.011147499084473
65,65,2019-05-09,11.058568954467772
66,66,2019-05-10,11.409483909606934
67,67,2019-05-13,10.982695579528809
68,68,2019-05-14,11.049083709716797
69,69,2019-05-15,11.124958038330078
70,70,2019-05-16,11.077537536621094
71,71,2019-05-17,10.96372890472412
72,72,2019-05-20,11.20083236694336
73,73,2019-05-21,11.390517234802246
74,74,2019-05-22,11.37154769897461
75,75,2019-05-23,11.38103199005127
76,76,2019-05-24,11.437936782836914
77,77,2019-05-28,11.37154769897461
78,78,2019-05-29,11.25773811340332
79,79,2019-05-30,11.16289520263672
80,80,2019-05-31,11.049083709716797
81,81,2019-06-03,11.115474700927734
82,82,2019-06-04,11.276707649230955
83,83,2019-06-05,11.352579116821287
84,84,2019-06-06,11.314642906188965
85,85,2019-06-07,11.447421073913574
86,86,2019-06-10,11.494842529296877
87,87,2019-06-11,11.504326820373535
88,88,2019-06-12,11.447421073913574
89,89,2019-06-13,11.5327787399292
90,90,2019-06-14,11.580198287963867
91,91,2019-06-17,11.959568977355955
92,92,2019-06-18,12.519134521484377
93,93,2019-06-19,13.012311935424805
94,94,2019-06-20,13.230449676513672
95,95,2019-06-21,13.201996803283691
96,96,2019-06-24,13.02179718017578
97,97,2019-06-25,12.955408096313477
98,98,2019-06-26,12.9933443069458
99,99,2019-06-27,13.145089149475098
100,100,2019-06-28,13.239933013916016
101,101,2019-07-01,13.268386840820312
102,102,2019-07-02,13.192512512207031
103,103,2019-07-03,13.183028221130373
104,104,2019-07-05,13.192512512207031
105,105,2019-07-08,13.00282859802246
106,106,2019-07-09,12.9933443069458
107,107,2019-07-10,12.983860969543455
108,108,2019-07-11,12.936440467834473
109,109,2019-07-12,13.02179718017578
110,110,2019-07-15,13.040764808654783
111,111,2019-07-16,13.164060592651367
112,112,2019-07-17,12.832112312316896
113,113,2019-07-18,12.955408096313477
114,114,2019-07-19,12.813143730163574
115,115,2019-07-22,12.889019012451172
116,116,2019-07-23,12.955408096313477
117,117,2019-07-24,13.116640090942385
118,118,2019-07-25,12.955408096313477
119,119,2019-07-26,12.9933443069458
120,120,2019-07-29,12.9459228515625
121,121,2019-07-30,12.974376678466797
122,122,2019-07-31,12.765724182128906
123,123,2019-08-01,12.651912689208984
124,124,2019-08-02,12.61397647857666
125,125,2019-08-05,12.41480827331543
126,126,2019-08-06,12.519134521484377
127,127,2019-08-07,12.443262100219728
128,128,2019-08-08,12.670881271362305
129,129,2019-08-09,13.344260215759276
130,130,2019-08-12,13.657238960266112
131,131,2019-08-13,13.71414279937744
132,132,2019-08-14,13.040764808654783
133,133,2019-08-15,13.268386840820312
134,134,2019-08-16,13.410650253295898
135,135,2019-08-19,13.619301795959473
136,136,2019-08-20,13.552911758422852
137,137,2019-08-21,13.71414279937744
138,138,2019-08-22,13.723627090454102
139,139,2019-08-23,13.230449676513672
140,140,2019-08-26,13.31580638885498
141,141,2019-08-27,13.201996803283691
142,142,2019-08-28,13.401165962219238
143,143,2019-08-29,13.45806884765625
144,144,2019-08-30,13.429616928100586
145,145,2019-09-03,13.211481094360352
146,146,2019-09-04,13.467554092407228
147,147,2019-09-05,13.600332260131836
148,148,2019-09-06,13.76156520843506
149,149,2019-09-09,13.989184379577637
150,150,2019-09-10,14.170615196228027
151,151,2019-09-11,14.199260711669922
152,152,2019-09-12,14.151515007019045
153,153,2019-09-13,14.22790813446045
154,154,2019-09-16,13.826852798461914
155,155,2019-09-17,13.960538864135742
156,156,2019-09-18,13.941441535949709
157,157,2019-09-19,13.702715873718262
158,158,2019-09-20,13.674070358276367
159,159,2019-09-23,13.74091339111328
160,160,2019-09-24,13.616777420043944
161,161,2019-09-25,13.721814155578612
162,162,2019-09-26,13.588129043579102
163,163,2019-09-27,13.530837059020996
164,164,2019-09-30,13.654972076416016
165,165,2019-10-01,13.60722827911377
166,166,2019-10-02,13.425798416137695
167,167,2019-10-03,13.339858055114746
168,168,2019-10-04,13.483091354370115
169,169,2019-10-07,13.311211585998535
170,170,2019-10-08,12.604589462280272
171,171,2019-10-09,12.75737190246582
172,172,2019-10-10,12.862411499023438
173,173,2019-10-11,13.139331817626951
174,174,2019-10-14,13.17752456665039
175,175,2019-10-15,13.024744033813477
176,176,2019-10-16,13.244369506835938
177,177,2019-10-17,13.282562255859377
178,178,2019-10-18,13.167976379394531
179,179,2019-10-21,13.368505477905272
180,180,2019-10-22,13.549934387207031
181,181,2019-10-23,13.60722827911377
182,182,2019-10-24,13.588129043579102
183,183,2019-10-25,13.569031715393066
184,184,2019-10-28,13.654972076416016
185,185,2019-10-29,13.683619499206545
186,186,2019-10-30,13.387602806091309
187,187,2019-10-31,13.483091354370115
188,188,2019-11-01,13.540385246276855
189,189,2019-11-04,13.588129043579102
190,190,2019-11-05,13.549934387207031
191,191,2019-11-06,13.349405288696287
