,Date,SNPS
0,2019-02-04 00:00:00-05:00,97.55999755859375
1,2019-02-05 00:00:00-05:00,98.70999908447266
2,2019-02-06 00:00:00-05:00,99.73999786376953
3,2019-02-07 00:00:00-05:00,98.44999694824219
4,2019-02-08 00:00:00-05:00,99.41999816894531
5,2019-02-11 00:00:00-05:00,98.87000274658203
6,2019-02-12 00:00:00-05:00,101.58999633789062
7,2019-02-13 00:00:00-05:00,100.66000366210938
8,2019-02-14 00:00:00-05:00,100.61000061035156
9,2019-02-15 00:00:00-05:00,101.6500015258789
10,2019-02-19 00:00:00-05:00,101.86000061035156
11,2019-02-20 00:00:00-05:00,102.9800033569336
12,2019-02-21 00:00:00-05:00,101.47000122070312
13,2019-02-22 00:00:00-05:00,102.30000305175781
14,2019-02-25 00:00:00-05:00,102.88999938964844
15,2019-02-26 00:00:00-05:00,102.56999969482422
16,2019-02-27 00:00:00-05:00,102.62999725341797
17,2019-02-28 00:00:00-05:00,101.68000030517578
18,2019-03-01 00:00:00-05:00,103.19000244140625
19,2019-03-04 00:00:00-05:00,103.0
20,2019-03-05 00:00:00-05:00,103.37999725341797
21,2019-03-06 00:00:00-05:00,103.68000030517578
22,2019-03-07 00:00:00-05:00,103.26000213623047
23,2019-03-08 00:00:00-05:00,103.19999694824219
24,2019-03-11 00:00:00-04:00,105.41000366210938
25,2019-03-12 00:00:00-04:00,106.9000015258789
26,2019-03-13 00:00:00-04:00,107.62999725341797
27,2019-03-14 00:00:00-04:00,108.0
28,2019-03-15 00:00:00-04:00,109.16999816894531
29,2019-03-18 00:00:00-04:00,109.30999755859375
30,2019-03-19 00:00:00-04:00,109.19000244140625
31,2019-03-20 00:00:00-04:00,109.2699966430664
32,2019-03-21 00:00:00-04:00,112.91000366210938
33,2019-03-22 00:00:00-04:00,110.30999755859375
34,2019-03-25 00:00:00-04:00,111.36000061035156
35,2019-03-26 00:00:00-04:00,112.4000015258789
36,2019-03-27 00:00:00-04:00,112.48999786376953
37,2019-03-28 00:00:00-04:00,113.93000030517578
38,2019-03-29 00:00:00-04:00,115.1500015258789
39,2019-04-01 00:00:00-04:00,117.56999969482422
40,2019-04-02 00:00:00-04:00,117.51000213623047
41,2019-04-03 00:00:00-04:00,117.41999816894531
42,2019-04-04 00:00:00-04:00,115.26000213623047
43,2019-04-05 00:00:00-04:00,116.58999633789062
44,2019-04-08 00:00:00-04:00,116.43000030517578
45,2019-04-09 00:00:00-04:00,116.69000244140625
46,2019-04-10 00:00:00-04:00,117.27999877929688
47,2019-04-11 00:00:00-04:00,117.76000213623047
48,2019-04-12 00:00:00-04:00,118.19000244140625
49,2019-04-15 00:00:00-04:00,117.56999969482422
50,2019-04-16 00:00:00-04:00,116.7300033569336
51,2019-04-17 00:00:00-04:00,116.04000091552734
52,2019-04-18 00:00:00-04:00,115.9800033569336
53,2019-04-22 00:00:00-04:00,116.98999786376953
54,2019-04-23 00:00:00-04:00,119.88999938964844
55,2019-04-24 00:00:00-04:00,119.87000274658203
56,2019-04-25 00:00:00-04:00,119.69999694824219
57,2019-04-26 00:00:00-04:00,120.12000274658203
58,2019-04-29 00:00:00-04:00,119.86000061035156
59,2019-04-30 00:00:00-04:00,121.08000183105469
60,2019-05-01 00:00:00-04:00,120.08999633789062
61,2019-05-02 00:00:00-04:00,120.69999694824219
62,2019-05-03 00:00:00-04:00,121.6500015258789
63,2019-05-06 00:00:00-04:00,121.52999877929688
64,2019-05-07 00:00:00-04:00,119.56999969482422
65,2019-05-08 00:00:00-04:00,119.36000061035156
66,2019-05-09 00:00:00-04:00,118.9000015258789
67,2019-05-10 00:00:00-04:00,119.81999969482422
68,2019-05-13 00:00:00-04:00,115.9000015258789
69,2019-05-14 00:00:00-04:00,117.73999786376953
70,2019-05-15 00:00:00-04:00,120.2300033569336
71,2019-05-16 00:00:00-04:00,123.16999816894531
72,2019-05-17 00:00:00-04:00,121.38999938964844
73,2019-05-20 00:00:00-04:00,115.01000213623047
74,2019-05-21 00:00:00-04:00,115.77999877929688
75,2019-05-22 00:00:00-04:00,115.08999633789062
76,2019-05-23 00:00:00-04:00,117.01000213623047
77,2019-05-24 00:00:00-04:00,116.70999908447266
78,2019-05-28 00:00:00-04:00,117.87999725341797
79,2019-05-29 00:00:00-04:00,116.22000122070312
80,2019-05-30 00:00:00-04:00,117.04000091552734
81,2019-05-31 00:00:00-04:00,116.44000244140625
82,2019-06-03 00:00:00-04:00,113.41000366210938
83,2019-06-04 00:00:00-04:00,118.05000305175781
84,2019-06-05 00:00:00-04:00,120.9800033569336
85,2019-06-06 00:00:00-04:00,122.12000274658203
86,2019-06-07 00:00:00-04:00,123.9000015258789
87,2019-06-10 00:00:00-04:00,126.22000122070312
88,2019-06-11 00:00:00-04:00,126.13999938964844
89,2019-06-12 00:00:00-04:00,126.73999786376953
90,2019-06-13 00:00:00-04:00,125.9800033569336
91,2019-06-14 00:00:00-04:00,124.80000305175781
92,2019-06-17 00:00:00-04:00,124.5199966430664
93,2019-06-18 00:00:00-04:00,125.86000061035156
94,2019-06-19 00:00:00-04:00,127.6500015258789
95,2019-06-20 00:00:00-04:00,130.00999450683594
96,2019-06-21 00:00:00-04:00,128.83999633789062
97,2019-06-24 00:00:00-04:00,128.11000061035156
98,2019-06-25 00:00:00-04:00,124.63999938964844
99,2019-06-26 00:00:00-04:00,123.9800033569336
100,2019-06-27 00:00:00-04:00,125.62000274658203
101,2019-06-28 00:00:00-04:00,128.69000244140625
102,2019-07-01 00:00:00-04:00,131.42999267578125
103,2019-07-02 00:00:00-04:00,133.4600067138672
104,2019-07-03 00:00:00-04:00,134.88999938964844
105,2019-07-05 00:00:00-04:00,135.39999389648438
106,2019-07-08 00:00:00-04:00,135.60000610351562
107,2019-07-09 00:00:00-04:00,135.86000061035156
108,2019-07-10 00:00:00-04:00,137.57000732421875
109,2019-07-11 00:00:00-04:00,136.44000244140625
110,2019-07-12 00:00:00-04:00,137.41000366210938
111,2019-07-15 00:00:00-04:00,137.4600067138672
112,2019-07-16 00:00:00-04:00,135.91000366210938
113,2019-07-17 00:00:00-04:00,135.75
114,2019-07-18 00:00:00-04:00,136.0399932861328
115,2019-07-19 00:00:00-04:00,134.99000549316406
116,2019-07-22 00:00:00-04:00,135.4199981689453
117,2019-07-23 00:00:00-04:00,136.16000366210938
118,2019-07-24 00:00:00-04:00,137.6199951171875
119,2019-07-25 00:00:00-04:00,137.5
120,2019-07-26 00:00:00-04:00,137.08999633789062
121,2019-07-29 00:00:00-04:00,136.2100067138672
122,2019-07-30 00:00:00-04:00,135.3699951171875
123,2019-07-31 00:00:00-04:00,132.75999450683594
124,2019-08-01 00:00:00-04:00,132.52000427246094
125,2019-08-02 00:00:00-04:00,129.35000610351562
126,2019-08-05 00:00:00-04:00,124.7699966430664
127,2019-08-06 00:00:00-04:00,126.2300033569336
128,2019-08-07 00:00:00-04:00,127.04000091552734
129,2019-08-08 00:00:00-04:00,131.97000122070312
130,2019-08-09 00:00:00-04:00,131.0
131,2019-08-12 00:00:00-04:00,128.16000366210938
132,2019-08-13 00:00:00-04:00,132.1199951171875
133,2019-08-14 00:00:00-04:00,126.70999908447266
134,2019-08-15 00:00:00-04:00,127.29000091552734
135,2019-08-16 00:00:00-04:00,128.97999572753906
136,2019-08-19 00:00:00-04:00,129.94000244140625
137,2019-08-20 00:00:00-04:00,129.9600067138672
138,2019-08-21 00:00:00-04:00,131.83999633789062
139,2019-08-22 00:00:00-04:00,139.0
140,2019-08-23 00:00:00-04:00,135.0500030517578
