,Date,TDY
0,2019-02-04 00:00:00-05:00,225.61000061035156
1,2019-02-05 00:00:00-05:00,226.8800048828125
2,2019-02-06 00:00:00-05:00,226.8699951171875
3,2019-02-07 00:00:00-05:00,227.1199951171875
4,2019-02-08 00:00:00-05:00,228.69000244140625
5,2019-02-11 00:00:00-05:00,229.77000427246094
6,2019-02-12 00:00:00-05:00,232.22000122070312
7,2019-02-13 00:00:00-05:00,231.35000610351562
8,2019-02-14 00:00:00-05:00,232.44000244140625
9,2019-02-15 00:00:00-05:00,236.3800048828125
10,2019-02-19 00:00:00-05:00,235.4499969482422
11,2019-02-20 00:00:00-05:00,235.83999633789062
12,2019-02-21 00:00:00-05:00,233.2899932861328
13,2019-02-22 00:00:00-05:00,235.5500030517578
14,2019-02-25 00:00:00-05:00,235.36000061035156
15,2019-02-26 00:00:00-05:00,235.14999389648438
16,2019-02-27 00:00:00-05:00,237.0
17,2019-02-28 00:00:00-05:00,236.0399932861328
18,2019-03-01 00:00:00-05:00,235.8000030517578
19,2019-03-04 00:00:00-05:00,235.86000061035156
20,2019-03-05 00:00:00-05:00,232.38999938964844
21,2019-03-06 00:00:00-05:00,231.6999969482422
22,2019-03-07 00:00:00-05:00,230.5800018310547
23,2019-03-08 00:00:00-05:00,229.3699951171875
24,2019-03-11 00:00:00-04:00,227.25999450683594
25,2019-03-12 00:00:00-04:00,228.0800018310547
26,2019-03-13 00:00:00-04:00,229.58999633789062
27,2019-03-14 00:00:00-04:00,227.39999389648438
28,2019-03-15 00:00:00-04:00,228.25
29,2019-03-18 00:00:00-04:00,234.6999969482422
30,2019-03-19 00:00:00-04:00,232.72000122070312
31,2019-03-20 00:00:00-04:00,233.3800048828125
32,2019-03-21 00:00:00-04:00,237.0500030517578
33,2019-03-22 00:00:00-04:00,227.61000061035156
34,2019-03-25 00:00:00-04:00,229.22999572753906
35,2019-03-26 00:00:00-04:00,231.35000610351562
36,2019-03-27 00:00:00-04:00,229.85000610351562
37,2019-03-28 00:00:00-04:00,233.5800018310547
38,2019-03-29 00:00:00-04:00,237.00999450683594
39,2019-04-01 00:00:00-04:00,240.2100067138672
40,2019-04-02 00:00:00-04:00,240.77999877929688
41,2019-04-03 00:00:00-04:00,243.17999267578125
42,2019-04-04 00:00:00-04:00,244.3300018310547
43,2019-04-05 00:00:00-04:00,244.6300048828125
44,2019-04-08 00:00:00-04:00,247.58999633789062
45,2019-04-09 00:00:00-04:00,245.55999755859375
46,2019-04-10 00:00:00-04:00,247.02000427246094
47,2019-04-11 00:00:00-04:00,249.91000366210938
48,2019-04-12 00:00:00-04:00,251.7899932861328
49,2019-04-15 00:00:00-04:00,252.7100067138672
50,2019-04-16 00:00:00-04:00,253.2899932861328
51,2019-04-17 00:00:00-04:00,251.4600067138672
52,2019-04-18 00:00:00-04:00,252.42999267578125
53,2019-04-22 00:00:00-04:00,250.16000366210938
54,2019-04-23 00:00:00-04:00,252.72000122070312
55,2019-04-24 00:00:00-04:00,249.72000122070312
56,2019-04-25 00:00:00-04:00,247.72999572753906
57,2019-04-26 00:00:00-04:00,248.5500030517578
58,2019-04-29 00:00:00-04:00,250.91000366210938
59,2019-04-30 00:00:00-04:00,248.50999450683594
60,2019-05-01 00:00:00-04:00,245.36000061035156
61,2019-05-02 00:00:00-04:00,244.3800048828125
62,2019-05-03 00:00:00-04:00,249.1300048828125
63,2019-05-06 00:00:00-04:00,250.05999755859375
64,2019-05-07 00:00:00-04:00,250.33999633789062
65,2019-05-08 00:00:00-04:00,249.8699951171875
66,2019-05-09 00:00:00-04:00,247.8800048828125
67,2019-05-10 00:00:00-04:00,248.08999633789062
68,2019-05-13 00:00:00-04:00,241.0800018310547
69,2019-05-14 00:00:00-04:00,236.94000244140625
70,2019-05-15 00:00:00-04:00,239.0
71,2019-05-16 00:00:00-04:00,241.52999877929688
72,2019-05-17 00:00:00-04:00,240.6699981689453
73,2019-05-20 00:00:00-04:00,241.75999450683594
74,2019-05-21 00:00:00-04:00,246.61000061035156
75,2019-05-22 00:00:00-04:00,246.00999450683594
76,2019-05-23 00:00:00-04:00,237.74000549316406
77,2019-05-24 00:00:00-04:00,239.74000549316406
78,2019-05-28 00:00:00-04:00,236.60000610351562
79,2019-05-29 00:00:00-04:00,235.60000610351562
80,2019-05-30 00:00:00-04:00,236.9499969482422
81,2019-05-31 00:00:00-04:00,235.8000030517578
82,2019-06-03 00:00:00-04:00,236.05999755859375
83,2019-06-04 00:00:00-04:00,244.14999389648438
84,2019-06-05 00:00:00-04:00,250.6300048828125
85,2019-06-06 00:00:00-04:00,251.92999267578125
86,2019-06-07 00:00:00-04:00,251.55999755859375
87,2019-06-10 00:00:00-04:00,253.22000122070312
88,2019-06-11 00:00:00-04:00,251.24000549316406
89,2019-06-12 00:00:00-04:00,253.2899932861328
90,2019-06-13 00:00:00-04:00,254.75
91,2019-06-14 00:00:00-04:00,254.72000122070312
92,2019-06-17 00:00:00-04:00,254.83999633789062
93,2019-06-18 00:00:00-04:00,257.45001220703125
94,2019-06-19 00:00:00-04:00,261.4700012207031
95,2019-06-20 00:00:00-04:00,267.55999755859375
96,2019-06-21 00:00:00-04:00,264.760009765625
97,2019-06-24 00:00:00-04:00,266.2799987792969
98,2019-06-25 00:00:00-04:00,265.9700012207031
99,2019-06-26 00:00:00-04:00,265.54998779296875
100,2019-06-27 00:00:00-04:00,267.6499938964844
101,2019-06-28 00:00:00-04:00,273.8699951171875
102,2019-07-01 00:00:00-04:00,275.739990234375
103,2019-07-02 00:00:00-04:00,277.70001220703125
104,2019-07-03 00:00:00-04:00,277.95001220703125
105,2019-07-05 00:00:00-04:00,277.2099914550781
106,2019-07-08 00:00:00-04:00,274.4700012207031
107,2019-07-09 00:00:00-04:00,274.7799987792969
108,2019-07-10 00:00:00-04:00,271.8500061035156
109,2019-07-11 00:00:00-04:00,272.29998779296875
110,2019-07-12 00:00:00-04:00,278.04998779296875
111,2019-07-15 00:00:00-04:00,278.5
112,2019-07-16 00:00:00-04:00,280.5
113,2019-07-17 00:00:00-04:00,276.29998779296875
114,2019-07-18 00:00:00-04:00,276.4700012207031
115,2019-07-19 00:00:00-04:00,278.0899963378906
116,2019-07-22 00:00:00-04:00,280.5899963378906
117,2019-07-23 00:00:00-04:00,281.989990234375
118,2019-07-24 00:00:00-04:00,299.6400146484375
119,2019-07-25 00:00:00-04:00,296.260009765625
120,2019-07-26 00:00:00-04:00,296.17999267578125
121,2019-07-29 00:00:00-04:00,294.3599853515625
122,2019-07-30 00:00:00-04:00,295.1400146484375
123,2019-07-31 00:00:00-04:00,291.2799987792969
124,2019-08-01 00:00:00-04:00,288.6499938964844
125,2019-08-02 00:00:00-04:00,289.1199951171875
126,2019-08-05 00:00:00-04:00,282.07000732421875
127,2019-08-06 00:00:00-04:00,289.0199890136719
128,2019-08-07 00:00:00-04:00,293.20001220703125
129,2019-08-08 00:00:00-04:00,299.0
130,2019-08-09 00:00:00-04:00,296.5799865722656
131,2019-08-12 00:00:00-04:00,293.2699890136719
132,2019-08-13 00:00:00-04:00,296.7699890136719
133,2019-08-14 00:00:00-04:00,289.9100036621094
134,2019-08-15 00:00:00-04:00,294.80999755859375
135,2019-08-16 00:00:00-04:00,300.8500061035156
136,2019-08-19 00:00:00-04:00,303.3699951171875
137,2019-08-20 00:00:00-04:00,303.25
138,2019-08-21 00:00:00-04:00,305.6400146484375
139,2019-08-22 00:00:00-04:00,307.82000732421875
140,2019-08-23 00:00:00-04:00,302.67999267578125
141,2019-08-26 00:00:00-04:00,306.75
142,2019-08-27 00:00:00-04:00,306.19000244140625
143,2019-08-28 00:00:00-04:00,308.54998779296875
144,2019-08-29 00:00:00-04:00,310.8500061035156
145,2019-08-30 00:00:00-04:00,308.5899963378906
146,2019-09-03 00:00:00-04:00,309.2799987792969
147,2019-09-04 00:00:00-04:00,315.8399963378906
148,2019-09-05 00:00:00-04:00,315.9800109863281
149,2019-09-06 00:00:00-04:00,318.0199890136719
150,2019-09-09 00:00:00-04:00,311.8800048828125
151,2019-09-10 00:00:00-04:00,305.5799865722656
152,2019-09-11 00:00:00-04:00,307.8599853515625
153,2019-09-12 00:00:00-04:00,312.1700134277344
154,2019-09-13 00:00:00-04:00,314.760009765625
155,2019-09-16 00:00:00-04:00,319.1700134277344
156,2019-09-17 00:00:00-04:00,321.55999755859375
