,Unnamed: 0.1,Unnamed: 0,Date,NDAQ,NDAQ_6m,NDAQ_12m
73,73,73,2019-05-21,28.3006534576416,28.18283462524414,28.56108665466309
74,74,74,2019-05-22,28.01541328430176,28.266544342041016,28.750215530395508
75,75,75,2019-05-23,27.90999412536621,28.13943290710449,28.18283462524414
76,76,76,2019-05-24,27.913101196289062,28.192136764526367,28.21074104309082
77,77,77,2019-05-28,27.89449882507324,27.996814727783203,28.2634506225586
78,78,78,2019-05-29,28.00921440124512,27.984411239624023,28.682004928588867
79,79,79,2019-05-30,28.10532760620117,28.3006534576416,28.18283462524414
80,80,80,2019-05-31,28.102224349975582,28.01541328430176,28.266544342041016
81,81,81,2019-06-03,28.123929977416992,27.90999412536621,28.13943290710449
82,82,82,2019-06-04,28.7595157623291,27.913101196289062,28.192136764526367
83,83,83,2019-06-05,29.819860458374023,27.89449882507324,27.996814727783203
84,84,84,2019-06-06,29.729944229125977,28.00921440124512,27.984411239624023
85,85,85,2019-06-07,29.813661575317383,28.10532760620117,28.3006534576416
86,86,86,2019-06-10,29.97178077697754,28.102224349975582,28.01541328430176
87,87,87,2019-06-11,29.534618377685547,28.123929977416992,27.90999412536621
88,88,88,2019-06-12,29.59353446960449,28.7595157623291,27.913101196289062
89,89,89,2019-06-13,29.736854553222656,29.819860458374023,27.89449882507324
90,90,90,2019-06-14,29.82098197937012,29.729944229125977,28.00921440124512
91,91,91,2019-06-17,29.65272521972656,29.813661575317383,28.10532760620117
92,92,92,2019-06-18,29.8832950592041,29.97178077697754,28.102224349975582
93,93,93,2019-06-19,30.07023811340332,29.534618377685547,28.123929977416992
94,94,94,2019-06-20,30.45347785949707,29.59353446960449,28.7595157623291
95,95,95,2019-06-21,30.62485313415528,29.736854553222656,29.819860458374023
96,96,96,2019-06-24,30.18240737915039,29.82098197937012,29.729944229125977
97,97,97,2019-06-25,30.53449058532715,29.65272521972656,29.813661575317383
98,98,98,2019-06-26,29.478242874145508,29.8832950592041,29.97178077697754
99,99,99,2019-06-27,29.96430778503418,30.07023811340332,29.534618377685547
100,100,100,2019-06-28,29.96430778503418,30.45347785949707,29.59353446960449
101,101,101,2019-07-01,30.26964569091797,30.62485313415528,29.736854553222656
102,102,102,2019-07-02,31.05171203613281,30.18240737915039,29.82098197937012
103,103,103,2019-07-03,31.600080490112305,30.53449058532715,29.65272521972656
104,104,104,2019-07-05,31.48480224609375,29.478242874145508,29.8832950592041
105,105,105,2019-07-08,31.419357299804688,29.96430778503418,30.07023811340332
106,106,106,2019-07-09,31.65928268432617,29.96430778503418,30.45347785949707
107,107,107,2019-07-10,32.098609924316406,30.26964569091797,30.62485313415528
108,108,108,2019-07-11,32.407066345214844,31.05171203613281,30.18240737915039
109,109,109,2019-07-12,32.491188049316406,31.600080490112305,30.53449058532715
110,110,110,2019-07-15,32.472503662109375,31.48480224609375,29.478242874145508
111,111,111,2019-07-16,32.18272399902344,31.419357299804688,29.96430778503418
112,112,112,2019-07-17,31.980207443237305,31.65928268432617,29.96430778503418
113,113,113,2019-07-18,32.13599395751953,32.098609924316406,30.26964569091797
114,114,114,2019-07-19,31.696666717529297,32.407066345214844,31.05171203613281
115,115,115,2019-07-22,31.712247848510746,32.491188049316406,31.600080490112305
116,116,116,2019-07-23,31.425600051879883,32.472503662109375,31.48480224609375
117,117,117,2019-07-24,30.603036880493164,32.18272399902344,31.419357299804688
118,118,118,2019-07-25,30.412973403930664,31.980207443237305,31.65928268432617
119,119,119,2019-07-26,30.55318260192871,32.13599395751953,32.098609924316406
120,120,120,2019-07-29,30.12009048461914,31.696666717529297,32.407066345214844
121,121,121,2019-07-30,30.160600662231445,31.712247848510746,32.491188049316406
122,122,122,2019-07-31,30.0266227722168,31.425600051879883,32.472503662109375
123,123,123,2019-08-01,30.425432205200195,30.603036880493164,32.18272399902344
124,124,124,2019-08-02,30.518911361694336,30.412973403930664,31.980207443237305
125,125,125,2019-08-05,29.40035057067871,30.55318260192871,32.13599395751953
126,126,126,2019-08-06,29.864601135253903,30.12009048461914,31.696666717529297
127,127,127,2019-08-07,29.94872283935547,30.160600662231445,31.712247848510746
128,128,128,2019-08-08,30.615497589111328,30.0266227722168,31.425600051879883
129,129,129,2019-08-09,30.702741622924805,30.425432205200195,30.603036880493164
130,130,130,2019-08-12,30.092050552368164,30.518911361694336,30.412973403930664
131,131,131,2019-08-13,30.51268768310547,29.40035057067871,30.55318260192871
132,132,132,2019-08-14,29.69947052001953,29.864601135253903,30.12009048461914
133,133,133,2019-08-15,30.21668243408203,29.94872283935547,30.160600662231445
134,134,134,2019-08-16,30.388050079345703,30.615497589111328,30.0266227722168
135,135,135,2019-08-19,30.97693252563477,30.702741622924805,30.425432205200195
136,136,136,2019-08-20,30.818029403686523,30.092050552368164,30.518911361694336
137,137,137,2019-08-21,30.945770263671875,30.51268768310547,29.40035057067871
138,138,138,2019-08-22,31.198143005371094,29.69947052001953,29.864601135253903
139,139,139,2019-08-23,30.384929656982425,30.21668243408203,29.94872283935547
140,140,140,2019-08-26,30.74324989318848,30.388050079345703,30.615497589111328
141,141,141,2019-08-27,30.61861228942871,30.97693252563477,30.702741622924805
142,142,142,2019-08-28,30.69962882995605,30.818029403686523,30.092050552368164
143,143,143,2019-08-29,31.085983276367188,30.945770263671875,30.51268768310547
144,144,144,2019-08-30,31.107789993286133,31.198143005371094,29.69947052001953
145,145,145,2019-09-03,31.01120376586914,30.384929656982425,30.21668243408203
146,146,146,2019-09-04,31.12960433959961,30.74324989318848,30.388050079345703
147,147,147,2019-09-05,31.78703498840332,30.61861228942871,30.97693252563477
148,148,148,2019-09-06,32.484954833984375,30.69962882995605,30.818029403686523
149,149,149,2019-09-09,32.04252624511719,31.085983276367188,30.945770263671875
150,150,150,2019-09-10,30.58122634887696,31.107789993286133,31.198143005371094
151,151,151,2019-09-11,30.59057807922364,31.01120376586914,30.384929656982425
152,152,152,2019-09-12,30.994430541992188,31.12960433959961,30.74324989318848
153,153,153,2019-09-13,31.15724754333496,31.78703498840332,30.61861228942871
154,154,154,2019-09-16,31.082107543945312,32.484954833984375,30.69962882995605
155,155,155,2019-09-17,32.162208557128906,32.04252624511719,31.085983276367188
156,156,156,2019-09-18,32.127784729003906,30.58122634887696,31.107789993286133
157,157,157,2019-09-19,31.833480834960938,30.59057807922364,31.01120376586914
158,158,158,2019-09-20,31.52040672302246,30.994430541992188,31.12960433959961
159,159,159,2019-09-23,31.385791778564453,31.15724754333496,31.78703498840332
160,160,160,2019-09-24,31.73642539978028,31.082107543945312,32.484954833984375
161,161,161,2019-09-25,32.17160415649414,32.162208557128906,32.04252624511719
162,162,162,2019-09-26,31.877307891845703,32.127784729003906,30.58122634887696
163,163,163,2019-09-27,31.332565307617188,31.833480834960938,30.59057807922364
164,164,164,2019-09-30,31.104019165039062,31.52040672302246,30.994430541992188
165,165,165,2019-10-01,30.866079330444336,31.385791778564453,31.15724754333496
166,166,166,2019-10-02,29.973817825317383,31.73642539978028,31.082107543945312
167,167,167,2019-10-03,30.41212654113769,32.17160415649414,32.162208557128906
168,168,168,2019-10-04,31.06644630432129,31.877307891845703,32.127784729003906
169,169,169,2019-10-07,30.997573852539062,31.332565307617188,31.833480834960938
170,170,170,2019-10-08,30.39333915710449,31.104019165039062,31.52040672302246
171,171,171,2019-10-09,30.47160530090332,30.866079330444336,31.385791778564453
172,172,172,2019-10-10,30.856689453125,29.973817825317383,31.73642539978028
173,173,173,2019-10-11,31.09149932861328,30.41212654113769,32.17160415649414
174,174,174,2019-10-14,30.79093742370605,31.06644630432129,31.877307891845703
175,175,175,2019-10-15,30.65631866455078,30.997573852539062,31.332565307617188
176,176,176,2019-10-16,30.70015335083008,30.39333915710449,31.104019165039062
177,177,177,2019-10-17,30.78468132019043,30.47160530090332,30.866079330444336
178,178,178,2019-10-18,30.875473022460938,30.856689453125,29.973817825317383
179,179,179,2019-10-21,30.73146247863769,31.09149932861328,30.41212654113769
180,180,180,2019-10-22,30.637535095214844,30.79093742370605,31.06644630432129
181,181,181,2019-10-23,31.717649459838867,30.65631866455078,30.997573852539062
182,182,182,2019-10-24,31.617467880249023,30.70015335083008,30.39333915710449
183,183,183,2019-10-25,30.815990447998047,30.78468132019043,30.47160530090332
184,184,184,2019-10-28,30.909912109375,30.875473022460938,30.856689453125
185,185,185,2019-10-29,30.881732940673828,30.73146247863769,31.09149932861328
186,186,186,2019-10-30,31.32630157470703,30.637535095214844,30.79093742370605
187,187,187,2019-10-31,31.235509872436523,31.717649459838867,30.65631866455078
188,188,188,2019-11-01,31.06644630432129,31.617467880249023,30.70015335083008
189,189,189,2019-11-04,30.866079330444336,30.815990447998047,30.78468132019043
190,190,190,2019-11-05,30.812854766845703,30.909912109375,30.875473022460938
191,191,191,2019-11-06,31.28247261047364,30.881732940673828,30.73146247863769
192,192,192,2019-11-07,31.473447799682617,31.32630157470703,30.637535095214844
193,193,193,2019-11-08,31.51415061950684,31.235509872436523,31.717649459838867
194,194,194,2019-11-11,32.09959411621094,31.06644630432129,31.617467880249023
195,195,195,2019-11-12,32.074546813964844,30.866079330444336,30.815990447998047
196,196,196,2019-11-13,32.33127212524414,30.812854766845703,30.909912109375
197,197,197,2019-11-14,32.32813262939453,31.28247261047364,30.881732940673828
198,198,198,2019-11-15,32.43146133422852,31.473447799682617,31.32630157470703
199,199,199,2019-11-18,32.74767303466797,31.51415061950684,31.235509872436523
200,200,200,2019-11-19,32.894813537597656,32.09959411621094,31.06644630432129
201,201,201,2019-11-20,33.09204864501953,32.074546813964844,30.866079330444336
202,202,202,2019-11-21,32.7914924621582,32.33127212524414,30.812854766845703
203,203,203,2019-11-22,32.67565155029297,32.32813262939453,31.28247261047364
204,204,204,2019-11-25,32.760189056396484,32.43146133422852,31.473447799682617
205,205,205,2019-11-26,32.81966018676758,32.74767303466797,31.51415061950684
206,206,206,2019-11-27,32.63809585571289,32.894813537597656,32.09959411621094
207,207,207,2019-11-29,32.81028366088867,33.09204864501953,32.074546813964844
208,208,208,2019-12-02,32.703826904296875,32.7914924621582,32.33127212524414
209,209,209,2019-12-03,32.71009063720703,32.67565155029297,32.32813262939453
210,210,210,2019-12-04,32.93864059448242,32.760189056396484,32.43146133422852
211,211,211,2019-12-05,32.76957702636719,32.81966018676758,32.74767303466797
212,212,212,2019-12-06,32.94490051269531,32.63809585571289,32.894813537597656
213,213,213,2019-12-09,32.760189056396484,32.81028366088867,33.09204864501953
214,214,214,2019-12-10,32.75079345703125,32.703826904296875,32.7914924621582
215,215,215,2019-12-11,32.52538299560547,32.71009063720703,32.67565155029297
216,216,216,2019-12-12,32.74867630004883,32.93864059448242,32.760189056396484
217,217,217,2019-12-13,32.85874557495117,32.76957702636719,32.81966018676758
218,218,218,2019-12-16,33.08518600463867,32.94490051269531,32.63809585571289
219,219,219,2019-12-17,33.33678436279297,32.760189056396484,32.81028366088867
220,220,220,2019-12-18,33.31162643432617,32.75079345703125,32.703826904296875
221,221,221,2019-12-19,33.65757751464844,32.52538299560547,32.71009063720703
222,222,222,2019-12-20,33.83998107910156,32.74867630004883,32.93864059448242
223,223,223,2019-12-23,33.70474624633789,32.85874557495117,32.76957702636719
224,224,224,2019-12-24,33.55378723144531,33.08518600463867,32.94490051269531
225,225,225,2019-12-26,33.89973831176758,33.33678436279297,32.760189056396484
226,226,226,2019-12-27,33.9626350402832,33.31162643432617,32.75079345703125
227,227,227,2019-12-30,33.65757751464844,33.65757751464844,32.52538299560547
228,228,228,2019-12-31,33.682735443115234,33.83998107910156,32.74867630004883
229,229,229,2020-01-02,33.9091682434082,33.70474624633789,32.85874557495117
230,230,230,2020-01-03,34.053836822509766,33.55378723144531,33.08518600463867
231,231,231,2020-01-06,34.031822204589844,33.89973831176758,33.33678436279297
232,232,232,2020-01-07,33.468868255615234,33.9626350402832,33.31162643432617
233,233,233,2020-01-08,33.2833251953125,33.65757751464844,33.65757751464844
234,234,234,2020-01-09,33.7613639831543,33.682735443115234,33.83998107910156
235,235,235,2020-01-10,33.60096740722656,33.9091682434082,33.70474624633789
236,236,236,2020-01-13,33.679588317871094,34.053836822509766,33.55378723144531
237,237,237,2020-01-14,33.50975036621094,34.031822204589844,33.89973831176758
238,238,238,2020-01-15,33.921749114990234,33.468868255615234,33.9626350402832
239,239,239,2020-01-16,34.06327438354492,33.2833251953125,33.65757751464844
240,240,240,2020-01-17,34.37777328491211,33.7613639831543,33.682735443115234
241,241,241,2020-01-21,34.358909606933594,33.60096740722656,33.9091682434082
242,242,242,2020-01-22,34.32431411743164,33.679588317871094,34.053836822509766
243,243,243,2020-01-23,34.47840881347656,33.50975036621094,34.031822204589844
244,244,244,2020-01-24,34.66081619262695,33.921749114990234,33.468868255615234
245,245,245,2020-01-27,34.52558135986328,34.06327438354492,33.2833251953125
246,246,246,2020-01-28,34.953311920166016,34.37777328491211,33.7613639831543
247,247,247,2020-01-29,36.274200439453125,34.358909606933594,33.60096740722656
248,248,248,2020-01-30,36.46918487548828,34.32431411743164,33.679588317871094
249,249,249,2020-01-31,36.62643432617188,34.47840881347656,33.50975036621094
250,250,250,2020-02-03,37.044715881347656,34.66081619262695,33.921749114990234
251,251,251,2020-02-04,37.321475982666016,34.52558135986328,34.06327438354492
252,252,252,2020-02-05,36.62957382202149,34.953311920166016,34.37777328491211
253,253,253,2020-02-06,36.4345932006836,36.274200439453125,34.358909606933594
254,254,254,2020-02-07,35.9565544128418,36.46918487548828,34.32431411743164
255,255,255,2020-02-10,36.396854400634766,36.62643432617188,34.47840881347656
256,256,256,2020-02-11,36.1043701171875,37.044715881347656,34.66081619262695
257,257,257,2020-02-12,35.87164688110352,37.321475982666016,34.52558135986328
258,258,258,2020-02-13,35.97856521606445,36.62957382202149,34.953311920166016
259,259,259,2020-02-14,36.5446662902832,36.4345932006836,36.274200439453125
260,260,260,2020-02-18,36.37798690795898,35.9565544128418,36.46918487548828
261,261,261,2020-02-19,36.25218200683594,36.396854400634766,36.62643432617188
262,262,262,2020-02-20,36.006874084472656,36.1043701171875,37.044715881347656
263,263,263,2020-02-21,36.22387313842773,35.87164688110352,37.321475982666016
264,264,264,2020-02-24,36.08549880981445,35.97856521606445,36.62957382202149
265,265,265,2020-02-25,35.35272216796875,36.5446662902832,36.4345932006836
266,266,266,2020-02-26,35.54456329345703,36.37798690795898,35.9565544128418
267,267,267,2020-02-27,33.792808532714844,36.25218200683594,36.396854400634766
268,268,268,2020-02-28,32.25177001953125,36.006874084472656,36.1043701171875
269,269,269,2020-03-02,34.63251876831055,36.22387313842773,35.87164688110352
270,270,270,2020-03-03,34.61678695678711,36.08549880981445,35.97856521606445
271,271,271,2020-03-04,36.59812927246094,35.35272216796875,36.5446662902832
272,272,272,2020-03-05,35.884220123291016,35.54456329345703,36.37798690795898
273,273,273,2020-03-06,34.75202941894531,33.792808532714844,36.25218200683594
274,274,274,2020-03-09,33.24873352050781,32.25177001953125,36.006874084472656
275,275,275,2020-03-10,32.927940368652344,34.63251876831055,36.22387313842773
276,276,276,2020-03-11,31.235939025878903,34.61678695678711,36.08549880981445
277,277,277,2020-03-12,28.006488800048828,36.59812927246094,35.35272216796875
278,278,278,2020-03-13,30.35115623474121,35.884220123291016,35.54456329345703
279,279,279,2020-03-16,26.957393646240234,34.75202941894531,33.792808532714844
280,280,280,2020-03-17,30.02884292602539,33.24873352050781,32.25177001953125
281,281,281,2020-03-18,28.935508728027344,32.927940368652344,34.63251876831055
282,282,282,2020-03-19,27.807409286499023,31.235939025878903,34.61678695678711
283,283,283,2020-03-20,25.43745994567871,28.006488800048828,36.59812927246094
284,284,284,2020-03-23,23.023271560668945,30.35115623474121,35.884220123291016
285,285,285,2020-03-24,26.224285125732425,26.957393646240234,34.75202941894531
286,286,286,2020-03-25,27.47877693176269,30.02884292602539,33.24873352050781
287,287,287,2020-03-26,29.64649200439453,28.935508728027344,32.927940368652344
288,288,288,2020-03-27,29.31785774230957,27.807409286499023,31.235939025878903
289,289,289,2020-03-30,31.42237663269043,25.43745994567871,28.006488800048828
290,290,290,2020-03-31,30.00356674194336,23.023271560668945,30.35115623474121
291,291,291,2020-04-01,29.156700134277344,26.224285125732425,26.957393646240234
292,292,292,2020-04-02,29.69073486328125,27.47877693176269,30.02884292602539
293,293,293,2020-04-03,30.08888435363769,29.64649200439453,28.935508728027344
294,294,294,2020-04-06,32.10176467895508,29.31785774230957,27.807409286499023
295,295,295,2020-04-07,31.896360397338867,31.42237663269043,25.43745994567871
296,296,296,2020-04-08,32.904380798339844,30.00356674194336,23.023271560668945
297,297,297,2020-04-09,34.10200119018555,29.156700134277344,26.224285125732425
298,298,298,2020-04-13,32.63894271850586,29.69073486328125,27.47877693176269
299,299,299,2020-04-14,33.98823547363281,30.08888435363769,29.64649200439453
300,300,300,2020-04-15,33.49528503417969,32.10176467895508,29.31785774230957
301,301,301,2020-04-16,34.22523880004883,31.896360397338867,31.42237663269043
302,302,302,2020-04-17,35.15109634399414,32.904380798339844,30.00356674194336
303,303,303,2020-04-20,34.68974304199219,34.10200119018555,29.156700134277344
304,304,304,2020-04-21,33.264617919921875,32.63894271850586,29.69073486328125
305,305,305,2020-04-22,33.0623779296875,33.98823547363281,30.08888435363769
306,306,306,2020-04-23,32.81590270996094,33.49528503417969,32.10176467895508
307,307,307,2020-04-24,33.37837219238281,34.22523880004883,31.896360397338867
308,308,308,2020-04-27,35.27433395385742,35.15109634399414,32.904380798339844
309,309,309,2020-04-28,35.141624450683594,34.68974304199219,34.10200119018555
310,310,310,2020-04-29,35.264854431152344,33.264617919921875,32.63894271850586
311,311,311,2020-04-30,34.65498733520508,33.0623779296875,33.98823547363281
312,312,312,2020-05-01,33.69121170043945,32.81590270996094,33.49528503417969
313,313,313,2020-05-04,33.53636932373047,33.37837219238281,34.22523880004883
314,314,314,2020-05-05,34.389556884765625,35.27433395385742,35.15109634399414
315,315,315,2020-05-06,33.37837219238281,35.141624450683594,34.68974304199219
316,316,316,2020-05-07,33.915565490722656,35.264854431152344,33.264617919921875
317,317,317,2020-05-08,33.99772644042969,34.65498733520508,33.0623779296875
318,318,318,2020-05-11,34.51911544799805,33.69121170043945,32.81590270996094
319,319,319,2020-05-12,34.2852783203125,33.53636932373047,33.37837219238281
320,320,320,2020-05-13,34.408504486083984,34.389556884765625,35.27433395385742
321,321,321,2020-05-14,34.59495162963867,33.37837219238281,35.141624450683594
322,322,322,2020-05-15,35.416526794433594,33.915565490722656,35.264854431152344
323,323,323,2020-05-18,36.32027053833008,33.99772644042969,34.65498733520508
324,324,324,2020-05-19,35.5903205871582,34.51911544799805,33.69121170043945
325,325,325,2020-05-20,36.24759292602539,34.2852783203125,33.53636932373047
326,326,326,2020-05-21,36.020076751708984,34.408504486083984,34.389556884765625
327,327,327,2020-05-22,36.44667053222656,34.59495162963867,33.37837219238281
328,328,328,2020-05-26,36.74370574951172,35.416526794433594,33.915565490722656
329,329,329,2020-05-27,36.39926910400391,36.32027053833008,33.99772644042969
330,330,330,2020-05-28,36.77214431762695,35.5903205871582,34.51911544799805
331,331,331,2020-05-29,37.43257522583008,36.24759292602539,34.2852783203125
332,332,332,2020-06-01,37.56528472900391,36.020076751708984,34.408504486083984
333,333,333,2020-06-02,37.67903900146485,36.44667053222656,34.59495162963867
334,334,334,2020-06-03,37.71064376831055,36.74370574951172,35.416526794433594
335,335,335,2020-06-04,37.26509094238281,36.39926910400391,36.32027053833008
336,336,336,2020-06-05,37.88759613037109,36.77214431762695,35.5903205871582
337,337,337,2020-06-08,38.32999420166016,37.43257522583008,36.24759292602539
338,338,338,2020-06-09,37.947635650634766,37.56528472900391,36.020076751708984
339,339,339,2020-06-10,37.922359466552734,37.67903900146485,36.44667053222656
340,340,340,2020-06-11,35.932960510253906,37.71064376831055,36.74370574951172
341,341,341,2020-06-12,36.53580474853516,37.26509094238281,36.39926910400391
342,342,342,2020-06-15,37.24018096923828,37.88759613037109,36.77214431762695
343,343,343,2020-06-16,37.60823822021485,38.32999420166016,37.43257522583008
344,344,344,2020-06-17,37.48133850097656,37.947635650634766,37.56528472900391
345,345,345,2020-06-18,37.84938049316406,37.922359466552734,37.67903900146485
346,346,346,2020-06-19,37.70343017578125,35.932960510253906,37.71064376831055
347,347,347,2020-06-22,37.98263549804688,36.53580474853516,37.26509094238281
348,348,348,2020-06-23,37.63045501708984,37.24018096923828,37.88759613037109
349,349,349,2020-06-24,36.57704925537109,37.60823822021485,38.32999420166016
350,350,350,2020-06-25,37.65900039672852,37.48133850097656,37.947635650634766
351,351,351,2020-06-26,36.74839401245117,37.84938049316406,37.922359466552734
352,352,352,2020-06-29,37.29730224609375,37.70343017578125,35.932960510253906
353,353,353,2020-06-30,37.90649032592773,37.98263549804688,36.53580474853516
354,354,354,2020-07-01,38.3157958984375,37.63045501708984,37.24018096923828
355,355,355,2020-07-02,38.09368896484375,36.57704925537109,37.60823822021485
356,356,356,2020-07-06,38.417327880859375,37.65900039672852,37.48133850097656
357,357,357,2020-07-07,38.223777770996094,36.74839401245117,37.84938049316406
358,358,358,2020-07-08,38.61404037475586,37.29730224609375,37.70343017578125
359,359,359,2020-07-09,38.32848739624024,37.90649032592773,37.98263549804688
360,360,360,2020-07-10,38.98844146728516,38.3157958984375,37.63045501708984
361,361,361,2020-07-13,39.02651977539063,38.09368896484375,36.57704925537109
362,362,362,2020-07-14,39.59764099121094,38.417327880859375,37.65900039672852
363,363,363,2020-07-15,40.244911193847656,38.223777770996094,36.74839401245117
364,364,364,2020-07-16,40.30519485473633,38.61404037475586,37.29730224609375
365,365,365,2020-07-17,40.75257873535156,38.32848739624024,37.90649032592773
366,366,366,2020-07-20,41.66001510620117,38.98844146728516,38.3157958984375
367,367,367,2020-07-21,41.56800079345703,39.02651977539063,38.09368896484375
368,368,368,2020-07-22,42.548431396484375,39.59764099121094,38.417327880859375
369,369,369,2020-07-23,41.69492721557617,40.244911193847656,38.223777770996094
370,370,370,2020-07-24,41.42522048950195,40.30519485473633,38.61404037475586
371,371,371,2020-07-27,41.41571044921875,40.75257873535156,38.32848739624024
372,372,372,2020-07-28,40.660552978515625,41.66001510620117,38.98844146728516
373,373,373,2020-07-29,41.56800079345703,41.56800079345703,39.02651977539063
374,374,374,2020-07-30,41.21581268310547,42.548431396484375,39.59764099121094
375,375,375,2020-07-31,41.66319274902344,41.69492721557617,40.244911193847656
376,376,376,2020-08-03,41.35860061645508,41.42522048950195,40.30519485473633
377,377,377,2020-08-04,41.15235900878906,41.41571044921875,40.75257873535156
378,378,378,2020-08-05,41.36176300048828,40.660552978515625,41.66001510620117
