,Date,FICO
0,2019-02-04 00:00:00-05:00,230.05999755859375
1,2019-02-05 00:00:00-05:00,231.85000610351562
2,2019-02-06 00:00:00-05:00,232.19000244140625
3,2019-02-07 00:00:00-05:00,232.2100067138672
4,2019-02-08 00:00:00-05:00,235.97999572753906
5,2019-02-11 00:00:00-05:00,235.74000549316406
6,2019-02-12 00:00:00-05:00,239.69000244140625
7,2019-02-13 00:00:00-05:00,240.63999938964844
8,2019-02-14 00:00:00-05:00,242.4600067138672
9,2019-02-15 00:00:00-05:00,240.63999938964844
10,2019-02-19 00:00:00-05:00,244.33999633789062
11,2019-02-20 00:00:00-05:00,243.6300048828125
12,2019-02-21 00:00:00-05:00,245.47000122070312
13,2019-02-22 00:00:00-05:00,248.64999389648438
14,2019-02-25 00:00:00-05:00,247.02000427246094
15,2019-02-26 00:00:00-05:00,246.50999450683594
16,2019-02-27 00:00:00-05:00,249.05999755859375
17,2019-02-28 00:00:00-05:00,247.82000732421875
18,2019-03-01 00:00:00-05:00,251.5800018310547
19,2019-03-04 00:00:00-05:00,248.0500030517578
20,2019-03-05 00:00:00-05:00,247.25999450683594
21,2019-03-06 00:00:00-05:00,245.42999267578125
22,2019-03-07 00:00:00-05:00,246.8000030517578
23,2019-03-08 00:00:00-05:00,245.60000610351562
24,2019-03-11 00:00:00-04:00,252.75999450683594
25,2019-03-12 00:00:00-04:00,256.75
26,2019-03-13 00:00:00-04:00,257.80999755859375
27,2019-03-14 00:00:00-04:00,261.239990234375
28,2019-03-15 00:00:00-04:00,263.3800048828125
29,2019-03-18 00:00:00-04:00,264.17999267578125
30,2019-03-19 00:00:00-04:00,264.6099853515625
31,2019-03-20 00:00:00-04:00,263.3900146484375
32,2019-03-21 00:00:00-04:00,269.07000732421875
33,2019-03-22 00:00:00-04:00,263.3299865722656
34,2019-03-25 00:00:00-04:00,262.5799865722656
35,2019-03-26 00:00:00-04:00,265.510009765625
36,2019-03-27 00:00:00-04:00,262.94000244140625
37,2019-03-28 00:00:00-04:00,266.45001220703125
38,2019-03-29 00:00:00-04:00,271.6300048828125
39,2019-04-01 00:00:00-04:00,272.7699890136719
40,2019-04-02 00:00:00-04:00,275.5899963378906
41,2019-04-03 00:00:00-04:00,276.6300048828125
42,2019-04-04 00:00:00-04:00,270.6300048828125
43,2019-04-05 00:00:00-04:00,272.30999755859375
44,2019-04-08 00:00:00-04:00,275.45001220703125
45,2019-04-09 00:00:00-04:00,275.7900085449219
46,2019-04-10 00:00:00-04:00,276.30999755859375
47,2019-04-11 00:00:00-04:00,279.3399963378906
48,2019-04-12 00:00:00-04:00,279.1099853515625
49,2019-04-15 00:00:00-04:00,278.2300109863281
50,2019-04-16 00:00:00-04:00,283.3900146484375
51,2019-04-17 00:00:00-04:00,275.44000244140625
52,2019-04-18 00:00:00-04:00,275.4599914550781
53,2019-04-22 00:00:00-04:00,280.25
