,Date,PSX
0,2019-02-04 00:00:00-05:00,76.5087661743164
1,2019-02-05 00:00:00-05:00,76.83979034423828
2,2019-02-06 00:00:00-05:00,76.2342529296875
3,2019-02-07 00:00:00-05:00,74.07044219970703
4,2019-02-08 00:00:00-05:00,75.5075912475586
5,2019-02-11 00:00:00-05:00,76.0808334350586
6,2019-02-12 00:00:00-05:00,75.89514923095703
7,2019-02-13 00:00:00-05:00,77.60682678222656
8,2019-02-14 00:00:00-05:00,77.22734069824219
9,2019-02-15 00:00:00-05:00,78.1555404663086
10,2019-02-19 00:00:00-05:00,78.77432250976562
11,2019-02-20 00:00:00-05:00,79.34429168701172
12,2019-02-21 00:00:00-05:00,78.82318878173828
13,2019-02-22 00:00:00-05:00,79.2710189819336
14,2019-02-25 00:00:00-05:00,79.2140121459961
15,2019-02-26 00:00:00-05:00,79.66180419921875
16,2019-02-27 00:00:00-05:00,79.49899291992188
17,2019-02-28 00:00:00-05:00,78.45680236816406
18,2019-03-01 00:00:00-05:00,79.36869812011719
19,2019-03-04 00:00:00-05:00,79.20585632324219
20,2019-03-05 00:00:00-05:00,79.35243225097656
21,2019-03-06 00:00:00-05:00,79.46642303466797
22,2019-03-07 00:00:00-05:00,78.53007507324219
23,2019-03-08 00:00:00-05:00,76.78768157958984
24,2019-03-11 00:00:00-04:00,78.70921325683594
25,2019-03-12 00:00:00-04:00,79.29544067382812
26,2019-03-13 00:00:00-04:00,79.85723876953125
27,2019-03-14 00:00:00-04:00,80.1747817993164
28,2019-03-15 00:00:00-04:00,80.21548461914062
29,2019-03-18 00:00:00-04:00,80.37831115722656
30,2019-03-19 00:00:00-04:00,80.51673126220703
31,2019-03-20 00:00:00-04:00,79.93865966796875
32,2019-03-21 00:00:00-04:00,80.23992919921875
33,2019-03-22 00:00:00-04:00,78.14739990234375
34,2019-03-25 00:00:00-04:00,78.04969787597656
35,2019-03-26 00:00:00-04:00,79.80838775634766
36,2019-03-27 00:00:00-04:00,79.19771575927734
37,2019-03-28 00:00:00-04:00,77.89500427246094
38,2019-03-29 00:00:00-04:00,77.48789978027344
39,2019-04-01 00:00:00-04:00,77.40646362304688
40,2019-04-02 00:00:00-04:00,76.95865631103516
41,2019-04-03 00:00:00-04:00,77.38204193115234
42,2019-04-04 00:00:00-04:00,78.8638916015625
43,2019-04-05 00:00:00-04:00,79.62110137939453
44,2019-04-08 00:00:00-04:00,80.03636932373047
45,2019-04-09 00:00:00-04:00,79.2791519165039
46,2019-04-10 00:00:00-04:00,80.28875732421875
47,2019-04-11 00:00:00-04:00,80.20734405517578
48,2019-04-12 00:00:00-04:00,79.1163101196289
49,2019-04-15 00:00:00-04:00,78.35909271240234
50,2019-04-16 00:00:00-04:00,78.14739990234375
51,2019-04-17 00:00:00-04:00,78.53822326660156
52,2019-04-18 00:00:00-04:00,77.69145202636719
53,2019-04-22 00:00:00-04:00,79.09188079833984
54,2019-04-23 00:00:00-04:00,79.3035888671875
55,2019-04-24 00:00:00-04:00,76.76325988769531
56,2019-04-25 00:00:00-04:00,77.52861785888672
57,2019-04-26 00:00:00-04:00,77.28435516357422
58,2019-04-29 00:00:00-04:00,77.64258575439453
59,2019-04-30 00:00:00-04:00,76.75511169433594
60,2019-05-01 00:00:00-04:00,74.77659606933594
61,2019-05-02 00:00:00-04:00,72.54566955566406
62,2019-05-03 00:00:00-04:00,72.92019653320312
63,2019-05-06 00:00:00-04:00,70.86026763916016
64,2019-05-07 00:00:00-04:00,70.46944427490234
65,2019-05-08 00:00:00-04:00,69.94020080566406
66,2019-05-09 00:00:00-04:00,69.81809997558594
67,2019-05-10 00:00:00-04:00,70.55088806152344
68,2019-05-13 00:00:00-04:00,69.85064697265625
69,2019-05-14 00:00:00-04:00,70.77069854736328
70,2019-05-15 00:00:00-04:00,71.08009338378906
71,2019-05-16 00:00:00-04:00,71.89430236816406
72,2019-05-17 00:00:00-04:00,69.76380157470703
73,2019-05-20 00:00:00-04:00,69.52523040771484
74,2019-05-21 00:00:00-04:00,70.8742904663086
75,2019-05-22 00:00:00-04:00,70.41364288330078
76,2019-05-23 00:00:00-04:00,67.67442321777344
77,2019-05-24 00:00:00-04:00,68.22555541992188
78,2019-05-28 00:00:00-04:00,67.88007354736328
79,2019-05-29 00:00:00-04:00,68.06925201416016
80,2019-05-30 00:00:00-04:00,67.50167083740234
81,2019-05-31 00:00:00-04:00,66.46521759033203
82,2019-06-03 00:00:00-04:00,67.6168441772461
83,2019-06-04 00:00:00-04:00,69.19622039794922
84,2019-06-05 00:00:00-04:00,69.78025817871094
