,Unnamed: 0,Date,BG
167,167,2019-10-03,49.28843307495117
168,168,2019-10-04,49.73017501831055
169,169,2019-10-07,49.14708709716797
170,170,2019-10-08,48.07809448242188
171,171,2019-10-09,48.44031524658203
172,172,2019-10-10,48.92621612548828
173,173,2019-10-11,49.65949249267578
174,174,2019-10-14,49.95987319946289
175,175,2019-10-15,50.47228240966797
176,176,2019-10-16,48.94388198852539
177,177,2019-10-17,48.63467788696289
178,178,2019-10-18,48.32546615600586
179,179,2019-10-21,48.72301483154297
180,180,2019-10-22,48.94388198852539
181,181,2019-10-23,48.988059997558594
182,182,2019-10-24,48.27245330810547
183,183,2019-10-25,48.80253982543945
184,184,2019-10-28,49.05874252319336
185,185,2019-10-29,49.64181900024414
186,186,2019-10-30,46.61154174804688
187,187,2019-10-31,47.70703506469727
188,188,2019-11-01,47.90140151977539
189,189,2019-11-04,49.70367431640625
190,190,2019-11-05,49.11174774169922
191,191,2019-11-06,48.77603530883789
192,192,2019-11-07,48.988059997558594
193,193,2019-11-08,49.37678146362305
194,194,2019-11-11,49.31494522094727
195,195,2019-11-12,49.22659683227539
196,196,2019-11-13,48.76719284057617
197,197,2019-11-14,48.988059997558594
198,198,2019-11-15,50.09352111816406
199,199,2019-11-18,48.74735641479492
200,200,2019-11-19,49.62102508544922
201,201,2019-11-20,49.300086975097656
202,202,2019-11-21,48.71168899536133
203,203,2019-11-22,48.21245574951172
204,204,2019-11-25,48.034156799316406
205,205,2019-11-26,47.49924850463867
206,206,2019-11-27,47.65080642700195
207,207,2019-11-29,47.58840560913086
208,208,2019-12-02,47.73104476928711
209,209,2019-12-03,47.12482070922852
210,210,2019-12-04,47.33877944946289
211,211,2019-12-05,47.70429229736328
212,212,2019-12-06,47.89151382446289
213,213,2019-12-09,47.606231689453125
214,214,2019-12-10,48.77410125732422
215,215,2019-12-11,49.28226089477539
216,216,2019-12-12,49.86173629760742
217,217,2019-12-13,49.71908950805664
218,218,2019-12-16,49.85280990600586
219,219,2019-12-17,49.78149032592773
220,220,2019-12-18,50.0489501953125
221,221,2019-12-19,49.90630722045898
222,222,2019-12-20,51.30596160888672
223,223,2019-12-23,50.78890228271485
224,224,2019-12-24,50.86021041870117
225,225,2019-12-26,51.1544075012207
226,226,2019-12-27,51.14550018310547
227,227,2019-12-30,50.94937133789063
228,228,2019-12-31,51.30596160888672
229,229,2020-01-02,51.31487655639648
230,230,2020-01-03,51.65365219116211
231,231,2020-01-06,51.27922439575195
232,232,2020-01-07,50.85130310058594
233,233,2020-01-08,50.27182769775391
234,234,2020-01-09,49.90630722045898
235,235,2020-01-10,49.62102508544922
236,236,2020-01-13,49.72801208496094
237,237,2020-01-14,49.56754302978516
238,238,2020-01-15,49.37140655517578
239,239,2020-01-16,50.20942306518555
240,240,2020-01-17,49.97762680053711
241,241,2020-01-21,50.28965377807617
242,242,2020-01-22,49.81715774536133
243,243,2020-01-23,49.56754302978516
244,244,2020-01-24,48.426414489746094
245,245,2020-01-27,46.21548080444336
246,246,2020-01-28,46.01043701171875
247,247,2020-01-29,45.51119613647461
248,248,2020-01-30,46.77713394165039
249,249,2020-01-31,46.741477966308594
250,250,2020-02-03,47.24072265625
251,251,2020-02-04,47.23179626464844
252,252,2020-02-05,48.46207427978516
253,253,2020-02-06,47.820194244384766
254,254,2020-02-07,48.21245574951172
255,255,2020-02-10,48.73843765258789
256,256,2020-02-11,49.03263854980469
257,257,2020-02-12,49.05046844482422
258,258,2020-02-13,50.17506408691406
259,259,2020-02-14,48.78055953979492
260,260,2020-02-18,48.22275924682617
261,261,2020-02-19,48.36670303344727
262,262,2020-02-20,48.56464385986328
263,263,2020-02-21,47.88987731933594
264,264,2020-02-24,47.700950622558594
265,265,2020-02-25,45.90159606933594
266,266,2020-02-26,45.46074676513672
267,267,2020-02-27,43.049617767333984
268,268,2020-02-28,42.23989868164063
269,269,2020-03-02,44.11123275756836
270,270,2020-03-03,43.68838882446289
271,271,2020-03-04,44.7230110168457
272,272,2020-03-05,43.56242370605469
273,273,2020-03-06,42.1499252319336
274,274,2020-03-09,39.20798110961914
275,275,2020-03-10,38.99206161499024
276,276,2020-03-11,35.89717102050781
277,277,2020-03-12,32.52336883544922
278,278,2020-03-13,34.69159698486328
279,279,2020-03-16,30.265182495117188
280,280,2020-03-17,31.749650955200195
281,281,2020-03-18,27.215274810791016
282,282,2020-03-19,29.45546531677246
283,283,2020-03-20,28.591779708862305
284,284,2020-03-23,29.45546531677246
285,285,2020-03-24,31.488739013671875
286,286,2020-03-25,32.95521926879883
287,287,2020-03-26,33.86389923095703
288,288,2020-03-27,32.559364318847656
289,289,2020-03-30,35.61826705932617
290,290,2020-03-31,36.91380310058594
291,291,2020-04-01,34.520660400390625
292,292,2020-04-02,35.1594352722168
293,293,2020-04-03,33.4410400390625
294,294,2020-04-06,34.430694580078125
295,295,2020-04-07,34.205772399902344
296,296,2020-04-08,35.48331832885742
297,297,2020-04-09,36.73386764526367
298,298,2020-04-13,35.0424690246582
299,299,2020-04-14,35.501304626464844
300,300,2020-04-15,33.216121673583984
301,301,2020-04-16,34.286746978759766
302,302,2020-04-17,36.06811141967773
303,303,2020-04-20,34.97949981689453
304,304,2020-04-21,32.5053825378418
305,305,2020-04-22,34.007843017578125
306,306,2020-04-23,35.20441436767578
307,307,2020-04-24,35.63625717163086
308,308,2020-04-27,35.70823287963867
309,309,2020-04-28,36.3650016784668
310,310,2020-04-29,37.47159576416016
311,311,2020-04-30,35.69024658203125
312,312,2020-05-01,34.08882141113281
313,313,2020-05-04,33.90888214111328
314,314,2020-05-05,34.133792877197266
315,315,2020-05-06,30.768991470336918
316,316,2020-05-07,32.7213020324707
317,317,2020-05-08,32.865257263183594
318,318,2020-05-11,31.19184875488281
319,319,2020-05-12,31.15586280822754
320,320,2020-05-13,30.903949737548828
321,321,2020-05-14,31.281818389892575
322,322,2020-05-15,31.336584091186523
323,323,2020-05-18,32.34066390991211
324,324,2020-05-19,32.07596206665039
325,325,2020-05-20,32.486717224121094
326,326,2020-05-21,32.43194580078125
327,327,2020-05-22,32.29503631591797
328,328,2020-05-26,34.43099594116211
329,329,2020-05-27,35.92799758911133
330,330,2020-05-28,35.480716705322266
331,331,2020-05-29,35.617637634277344
332,332,2020-06-01,35.800193786621094
333,333,2020-06-02,36.39352416992188
334,334,2020-06-03,37.78097915649414
335,335,2020-06-04,37.69883728027344
336,336,2020-06-05,38.76681137084961
337,337,2020-06-08,39.98997497558594
338,338,2020-06-09,39.168453216552734
339,339,2020-06-10,36.89556884765625
340,340,2020-06-11,35.48984909057617
341,341,2020-06-12,35.95537567138672
342,342,2020-06-15,36.34788513183594
343,343,2020-06-16,37.49801254272461
344,344,2020-06-17,36.88644027709961
345,345,2020-06-18,37.6166877746582
346,346,2020-06-19,37.08725738525391
347,347,2020-06-22,36.8681869506836
348,348,2020-06-23,37.49801254272461
349,349,2020-06-24,37.59842300415039
350,350,2020-06-25,38.81245803833008
351,351,2020-06-26,36.7130012512207
352,352,2020-06-29,37.251564025878906
353,353,2020-06-30,37.54366683959961
354,354,2020-07-01,36.63085174560547
355,355,2020-07-02,36.31137466430664
356,356,2020-07-06,36.95947265625
357,357,2020-07-07,36.18357467651367
358,358,2020-07-08,35.77281951904297
359,359,2020-07-09,34.89653396606445
360,360,2020-07-10,36.41177749633789
361,361,2020-07-13,36.96858978271485
362,362,2020-07-14,38.24651336669922
363,363,2020-07-15,39.460548400878906
364,364,2020-07-16,39.10455322265625
365,365,2020-07-17,39.30537033081055
366,366,2020-07-20,38.25564956665039
367,367,2020-07-21,39.15019607543945
368,368,2020-07-22,39.588340759277344
369,369,2020-07-23,40.875396728515625
370,370,2020-07-24,40.464622497558594
371,371,2020-07-27,41.07621765136719
372,372,2020-07-28,40.71108627319336
373,373,2020-07-29,41.24051284790039
374,374,2020-07-30,41.0853385925293
375,375,2020-07-31,39.6522331237793
376,376,2020-08-03,40.19078826904297
377,377,2020-08-04,40.44638442993164
378,378,2020-08-05,40.9301643371582
379,379,2020-08-06,40.80237579345703
380,380,2020-08-07,41.4961051940918
381,381,2020-08-10,42.71925735473633
382,382,2020-08-11,42.64623641967773
383,383,2020-08-12,42.7283935546875
384,384,2020-08-13,42.41803359985352
385,385,2020-08-14,42.38113021850586
386,386,2020-08-17,42.80558395385742
387,387,2020-08-18,42.60258102416992
388,388,2020-08-19,43.082401275634766
389,389,2020-08-20,42.43649291992188
390,390,2020-08-21,43.15622329711914
391,391,2020-08-24,43.21158218383789
392,392,2020-08-25,43.313087463378906
393,393,2020-08-26,43.04549789428711
394,394,2020-08-27,42.66717529296875
395,395,2020-08-28,43.0639533996582
396,396,2020-08-31,42.09507369995117
397,397,2020-09-01,41.956668853759766
398,398,2020-09-02,42.82403564453125
399,399,2020-09-03,42.22425842285156
400,400,2020-09-04,42.88862609863281
401,401,2020-09-08,41.725982666015625
402,402,2020-09-09,42.30730819702149
403,403,2020-09-10,41.882843017578125
404,404,2020-09-11,42.11353302001953
405,405,2020-09-14,42.67639923095703
406,406,2020-09-15,42.78712463378906
407,407,2020-09-16,42.91631317138672
408,408,2020-09-17,43.67295455932617
409,409,2020-09-18,43.93132781982422
410,410,2020-09-21,42.19658279418945
411,411,2020-09-22,42.42726135253906
412,412,2020-09-23,41.209259033203125
413,413,2020-09-24,41.20002746582031
414,414,2020-09-25,42.52876663208008
415,415,2020-09-28,42.90708160400391
416,416,2020-09-29,41.68907928466797
417,417,2020-09-30,42.16889953613281
418,418,2020-10-01,42.27962875366211
419,419,2020-10-02,42.80558395385742
420,420,2020-10-05,43.58990859985352
421,421,2020-10-06,43.92209243774414
422,422,2020-10-07,45.26928329467773
423,423,2020-10-08,45.23237228393555
424,424,2020-10-09,46.570343017578125
425,425,2020-10-12,47.41925048828125
426,426,2020-10-13,47.00402069091797
427,427,2020-10-14,48.12052154541016
428,428,2020-10-15,50.02135467529297
429,429,2020-10-16,50.37199783325195
430,430,2020-10-19,50.38121795654297
431,431,2020-10-20,50.77799987792969
432,432,2020-10-21,50.84259033203125
433,433,2020-10-22,52.08827972412109
434,434,2020-10-23,51.691505432128906
435,435,2020-10-26,51.38699722290039
436,436,2020-10-27,51.38699722290039
437,437,2020-10-28,53.57388305664063
438,438,2020-10-29,53.78611373901367
439,439,2020-10-30,52.34664535522461
440,440,2020-11-02,53.583099365234375
441,441,2020-11-03,52.1159553527832
442,442,2020-11-04,51.63613510131836
443,443,2020-11-05,53.97988128662109
444,444,2020-11-06,53.06637191772461
445,445,2020-11-09,52.45737075805664
446,446,2020-11-10,54.26593399047852
447,447,2020-11-11,54.34897994995117
448,448,2020-11-12,53.50929260253906
449,449,2020-11-13,54.59811019897461
450,450,2020-11-16,56.00065612792969
451,451,2020-11-17,55.247047424316406
452,452,2020-11-18,54.31664657592773
453,453,2020-11-19,54.45620346069336
454,454,2020-11-20,54.651588439941406
455,455,2020-11-23,55.75876235961914
456,456,2020-11-24,58.28944396972656
457,457,2020-11-25,57.52652740478516
458,458,2020-11-27,56.60542678833008
459,459,2020-11-30,54.7911491394043
460,460,2020-12-01,55.33078384399414
461,461,2020-12-02,55.181922912597656
462,462,2020-12-03,56.54960632324219
463,463,2020-12-04,57.19157791137695
464,464,2020-12-07,56.54960632324219
465,465,2020-12-08,57.07992935180664
466,466,2020-12-09,59.08028411865234
467,467,2020-12-10,60.01068115234375
468,468,2020-12-11,61.44349670410156
469,469,2020-12-14,59.34078979492188
470,470,2020-12-15,60.624755859375
471,471,2020-12-16,60.13163757324219
472,472,2020-12-17,59.54548645019531
473,473,2020-12-18,59.8990364074707
474,474,2020-12-21,60.30841064453125
475,475,2020-12-22,59.62922286987305
476,476,2020-12-23,60.21538162231445
477,477,2020-12-24,59.852516174316406
478,478,2020-12-28,59.647830963134766
479,479,2020-12-29,59.02445602416992
480,480,2020-12-30,60.65266418457031
481,481,2020-12-31,61.01552963256836
482,482,2021-01-04,61.1364631652832
483,483,2021-01-05,62.7088508605957
484,484,2021-01-06,65.2860336303711
485,485,2021-01-07,64.60684967041016
486,486,2021-01-08,65.3139419555664
487,487,2021-01-11,64.86735534667969
488,488,2021-01-12,64.83944702148438
489,489,2021-01-13,65.52793884277344
490,490,2021-01-14,67.22127532958984
491,491,2021-01-15,65.74195098876953
492,492,2021-01-19,65.73263549804688
493,493,2021-01-20,65.97453308105469
494,494,2021-01-21,63.89973831176758
495,495,2021-01-22,63.82532501220703
496,496,2021-01-25,63.00655364990234
497,497,2021-01-26,62.01104736328125
498,498,2021-01-27,59.46175384521485
499,499,2021-01-28,62.01104736328125
500,500,2021-01-29,60.88526153564453
501,501,2021-02-01,62.587886810302734
502,502,2021-02-02,64.66266632080078
503,503,2021-02-03,65.59306335449219
504,504,2021-02-04,66.59790802001953
505,505,2021-02-05,68.00279235839844
506,506,2021-02-08,68.95181274414062
507,507,2021-02-09,70.179931640625
508,508,2021-02-10,69.49143981933594
509,509,2021-02-11,70.9056625366211
510,510,2021-02-12,73.05033111572266
511,511,2021-02-16,74.2771987915039
512,512,2021-02-17,73.05033111572266
513,513,2021-02-18,69.99718475341797
514,514,2021-02-19,71.53311920166016
515,515,2021-02-22,73.22827911376953
516,516,2021-02-23,72.49777221679688
517,517,2021-02-24,71.8890151977539
518,518,2021-02-25,69.97847747802734
519,519,2021-02-26,71.72044372558594
520,520,2021-03-01,73.68717956542969
521,521,2021-03-02,74.2303695678711
522,522,2021-03-03,73.47177124023438
523,523,2021-03-04,71.23343658447266
524,524,2021-03-05,72.78810119628906
525,525,2021-03-08,73.48113250732422
526,526,2021-03-09,74.04305267333984
527,527,2021-03-10,75.41040802001953
528,528,2021-03-11,76.29076385498047
529,529,2021-03-12,75.65391540527344
530,530,2021-03-15,74.21163940429688
531,531,2021-03-16,73.9681396484375
532,532,2021-03-17,74.04305267333984
533,533,2021-03-18,73.54668426513672
534,534,2021-03-19,73.21891021728516
535,535,2021-03-22,72.7319107055664
536,536,2021-03-23,70.78389739990234
537,537,2021-03-24,70.73706817626953
538,538,2021-03-25,72.20744323730469
539,539,2021-03-26,74.24909973144531
540,540,2021-03-29,72.75064086914062
541,541,2021-03-30,74.7454605102539
542,542,2021-03-31,74.23973846435547
543,543,2021-04-01,75.1107177734375
544,544,2021-04-05,73.93067932128906
545,545,2021-04-06,74.2771987915039
546,546,2021-04-07,73.59353637695312
547,547,2021-04-08,73.41557312011719
548,548,2021-04-09,74.4083251953125
549,549,2021-04-12,74.2303695678711
550,550,2021-04-13,72.75064086914062
551,551,2021-04-14,74.95149993896484
552,552,2021-04-15,75.77566528320312
553,553,2021-04-16,78.31369018554688
554,554,2021-04-19,77.90162658691406
555,555,2021-04-20,76.1502914428711
556,556,2021-04-21,77.54574584960938
557,557,2021-04-22,78.06082153320312
558,558,2021-04-23,79.69976806640625
559,559,2021-04-26,80.58950805664062
560,560,2021-04-27,82.73417663574219
561,561,2021-04-28,80.21488952636719
562,562,2021-04-29,80.03693389892578
563,563,2021-04-30,79.06293487548828
564,564,2021-05-03,80.38347625732422
565,565,2021-05-04,81.50729370117188
566,566,2021-05-05,84.28882598876953
567,567,2021-05-06,83.32420349121094
568,568,2021-05-07,85.52506256103516
569,569,2021-05-10,84.79458618164062
570,570,2021-05-11,85.0099868774414
571,571,2021-05-12,82.75291442871094
572,572,2021-05-13,83.64263153076172
573,573,2021-05-14,84.87886810302734
574,574,2021-05-17,83.8580322265625
575,575,2021-05-18,82.66193389892578
576,576,2021-05-19,80.9666976928711
577,577,2021-05-20,80.51464080810547
578,578,2021-05-21,81.79548645019531
579,579,2021-05-24,81.74840545654297
580,580,2021-05-25,81.9555892944336
581,581,2021-05-26,82.72787475585938
582,582,2021-05-27,81.94617462158203
583,583,2021-05-28,81.76722717285156
584,584,2021-06-01,84.15940856933594
585,585,2021-06-02,83.41539764404297
586,586,2021-06-03,83.76385498046875
587,587,2021-06-04,83.92396545410156
588,588,2021-06-07,84.38544464111328
589,589,2021-06-08,84.52672576904297
590,590,2021-06-09,83.62258911132812
591,591,2021-06-10,82.4359130859375
592,592,2021-06-11,79.77062225341797
593,593,2021-06-14,77.81167602539062
594,594,2021-06-15,76.70974731445312
595,595,2021-06-16,75.758544921875
596,596,2021-06-17,73.46996307373047
597,597,2021-06-18,72.70709991455078
598,598,2021-06-21,75.513671875
599,599,2021-06-22,75.1275405883789
600,600,2021-06-23,75.3347396850586
601,601,2021-06-24,75.61727142333984
602,602,2021-06-25,74.50595092773438
603,603,2021-06-28,74.73198699951172
604,604,2021-06-29,74.9109115600586
605,605,2021-06-30,73.60181427001953
606,606,2021-07-01,74.79789733886719
607,607,2021-07-02,75.05218505859375
608,608,2021-07-06,73.14974212646484
609,609,2021-07-07,73.2721939086914
610,610,2021-07-08,71.70879364013672
611,611,2021-07-09,72.94255065917969
612,612,2021-07-12,73.01790618896484
613,613,2021-07-13,71.89713287353516
614,614,2021-07-14,71.52043151855469
615,615,2021-07-15,71.29438781738281
616,616,2021-07-16,69.30718231201172
617,617,2021-07-19,69.48612976074219
618,618,2021-07-20,70.42794799804688
619,619,2021-07-21,71.48275756835938
620,620,2021-07-22,70.21131896972656
621,621,2021-07-23,70.57865142822266
622,622,2021-07-26,70.37144470214844
623,623,2021-07-27,70.82349395751953
624,624,2021-07-28,73.94085693359375
625,625,2021-07-29,74.97684478759766
626,626,2021-07-30,73.11207580566406
627,627,2021-08-02,72.22679138183594
628,628,2021-08-03,72.74476623535156
629,629,2021-08-04,70.89883422851562
630,630,2021-08-05,70.59746551513672
631,631,2021-08-06,72.10433959960938
632,632,2021-08-09,72.84837341308594
633,633,2021-08-10,74.07271575927734
634,634,2021-08-11,74.62837219238281
635,635,2021-08-12,74.48709869384766
636,636,2021-08-13,74.56243896484375
637,637,2021-08-16,74.94859313964844
638,638,2021-08-17,74.22340393066406
639,639,2021-08-18,73.20417022705078
640,640,2021-08-19,70.6063232421875
641,641,2021-08-20,69.80043029785156
642,642,2021-08-23,70.9760971069336
643,643,2021-08-24,71.6208267211914
644,644,2021-08-25,72.40776062011719
645,645,2021-08-26,71.39328002929688
646,646,2021-08-27,73.11884307861328
647,647,2021-08-30,71.80096435546875
648,648,2021-08-31,71.78199768066406
649,649,2021-09-01,71.82940673828125
650,650,2021-09-02,73.18521118164062
651,651,2021-09-03,73.37483215332031
652,652,2021-09-07,73.05247497558594
653,653,2021-09-08,72.52153015136719
654,654,2021-09-09,71.72511291503906
655,655,2021-09-10,72.18968963623047
656,656,2021-09-13,73.24209594726562
657,657,2021-09-14,72.9861068725586
658,658,2021-09-15,76.92078399658203
659,659,2021-09-16,76.88286590576172
660,660,2021-09-17,76.39933776855469
661,661,2021-09-20,73.11884307861328
662,662,2021-09-21,73.10936737060547
663,663,2021-09-22,73.280029296875
664,664,2021-09-23,74.60739135742188
665,665,2021-09-24,74.68323516845703
666,666,2021-09-27,76.17179870605469
667,667,2021-09-28,76.49414825439453
668,668,2021-09-29,76.74065399169922
669,669,2021-09-30,77.10093688964844
670,670,2021-10-01,78.23867797851562
671,671,2021-10-04,78.30503845214844
672,672,2021-10-05,79.75566864013672
673,673,2021-10-06,79.57552337646484
674,674,2021-10-07,80.11595916748047
675,675,2021-10-08,79.98321533203125
676,676,2021-10-11,80.53312683105469
677,677,2021-10-12,80.0875015258789
678,678,2021-10-13,79.69878387451172
679,679,2021-10-14,81.41487884521484
680,680,2021-10-15,81.17784881591797
681,681,2021-10-18,81.23472595214844
682,682,2021-10-19,81.9837417602539
683,683,2021-10-20,83.03616333007812
684,684,2021-10-21,83.14045715332031
685,685,2021-10-22,83.74725341796875
686,686,2021-10-25,83.73776245117188
687,687,2021-10-26,82.7232894897461
688,688,2021-10-27,85.91844177246094
689,689,2021-10-28,88.0896224975586
690,690,2021-10-29,87.8336410522461
691,691,2021-11-01,87.34061431884766
692,692,2021-11-02,86.40196990966797
693,693,2021-11-03,86.71485137939453
694,694,2021-11-04,87.76725769042969
695,695,2021-11-05,88.0990982055664
696,696,2021-11-08,87.69141387939453
697,697,2021-11-09,88.07066345214844
698,698,2021-11-10,87.51128387451172
699,699,2021-11-11,89.08515930175781
700,700,2021-11-12,90.19445037841795
701,701,2021-11-15,91.16152954101562
702,702,2021-11-16,90.76331329345705
703,703,2021-11-17,91.16848754882812
704,704,2021-11-18,91.54029083251952
705,705,2021-11-19,89.71939849853516
706,706,2021-11-22,89.81472778320312
707,707,2021-11-23,89.9005355834961
708,708,2021-11-24,88.5086441040039
709,709,2021-11-26,86.2587661743164
710,710,2021-11-29,86.35408782958984
711,711,2021-11-30,82.53117370605469
712,712,2021-12-01,80.54821014404297
713,713,2021-12-02,82.03543853759766
714,714,2021-12-03,82.5788345336914
715,715,2021-12-06,82.52163696289062
716,716,2021-12-07,83.68472290039062
717,717,2021-12-08,82.96017456054688
718,718,2021-12-09,81.49202728271484
719,719,2021-12-10,82.85531616210938
720,720,2021-12-13,83.760986328125
721,721,2021-12-14,83.01737976074219
722,722,2021-12-15,83.68472290039062
723,723,2021-12-16,84.15185546875
724,724,2021-12-17,83.9707260131836
725,725,2021-12-20,81.816162109375
726,726,2021-12-21,84.15185546875
727,727,2021-12-22,84.84779357910156
728,728,2021-12-23,85.95368957519531
729,729,2021-12-27,86.81169128417969
730,730,2021-12-28,87.45042419433594
731,731,2021-12-29,87.90804290771484
732,732,2021-12-30,87.7650375366211
733,733,2021-12-31,89.00438690185547
734,734,2022-01-03,89.33805847167969
735,735,2022-01-04,90.11980438232422
