,Unnamed: 0.1,Unnamed: 0,Date,TRMB,TRMB_6m,TRMB_12m
62,62,62,2019-05-06,42.88999938964844,40.630001068115234,41.0099983215332
63,63,63,2019-05-07,42.650001525878906,40.45000076293945,41.13999938964844
64,64,64,2019-05-08,42.18999862670898,40.81999969482422,40.540000915527344
65,65,65,2019-05-09,42.130001068115234,40.459999084472656,41.11000061035156
66,66,66,2019-05-10,42.15999984741211,42.119998931884766,41.06999969482422
67,67,67,2019-05-13,40.400001525878906,43.34999847412109,40.29999923706055
68,68,68,2019-05-14,40.790000915527344,42.88999938964844,40.630001068115234
69,69,69,2019-05-15,40.470001220703125,42.650001525878906,40.45000076293945
70,70,70,2019-05-16,40.9900016784668,42.18999862670898,40.81999969482422
71,71,71,2019-05-17,40.060001373291016,42.130001068115234,40.459999084472656
72,72,72,2019-05-20,39.5099983215332,42.15999984741211,42.119998931884766
73,73,73,2019-05-21,40.36000061035156,40.400001525878906,43.34999847412109
74,74,74,2019-05-22,40.790000915527344,40.790000915527344,42.88999938964844
75,75,75,2019-05-23,40.22999954223633,40.470001220703125,42.650001525878906
76,76,76,2019-05-24,40.65999984741211,40.9900016784668,42.18999862670898
77,77,77,2019-05-28,40.4900016784668,40.060001373291016,42.130001068115234
78,78,78,2019-05-29,39.86000061035156,39.5099983215332,42.15999984741211
79,79,79,2019-05-30,40.2400016784668,40.36000061035156,40.400001525878906
80,80,80,2019-05-31,39.900001525878906,40.790000915527344,40.790000915527344
81,81,81,2019-06-03,40.0,40.22999954223633,40.470001220703125
82,82,82,2019-06-04,41.09999847412109,40.65999984741211,40.9900016784668
83,83,83,2019-06-05,41.63999938964844,40.4900016784668,40.060001373291016
84,84,84,2019-06-06,41.7599983215332,39.86000061035156,39.5099983215332
85,85,85,2019-06-07,42.5099983215332,40.2400016784668,40.36000061035156
86,86,86,2019-06-10,43.09000015258789,39.900001525878906,40.790000915527344
87,87,87,2019-06-11,43.16999816894531,40.0,40.22999954223633
88,88,88,2019-06-12,42.59999847412109,41.09999847412109,40.65999984741211
89,89,89,2019-06-13,43.060001373291016,41.63999938964844,40.4900016784668
90,90,90,2019-06-14,42.720001220703125,41.7599983215332,39.86000061035156
91,91,91,2019-06-17,42.79999923706055,42.5099983215332,40.2400016784668
92,92,92,2019-06-18,43.93000030517578,43.09000015258789,39.900001525878906
93,93,93,2019-06-19,43.63999938964844,43.16999816894531,40.0
94,94,94,2019-06-20,43.709999084472656,42.59999847412109,41.09999847412109
95,95,95,2019-06-21,43.400001525878906,43.060001373291016,41.63999938964844
96,96,96,2019-06-24,43.65999984741211,42.720001220703125,41.7599983215332
97,97,97,2019-06-25,43.650001525878906,42.79999923706055,42.5099983215332
98,98,98,2019-06-26,43.7599983215332,43.93000030517578,43.09000015258789
99,99,99,2019-06-27,44.40999984741211,43.63999938964844,43.16999816894531
100,100,100,2019-06-28,45.11000061035156,43.709999084472656,42.59999847412109
101,101,101,2019-07-01,45.77999877929688,43.400001525878906,43.060001373291016
102,102,102,2019-07-02,45.84999847412109,43.65999984741211,42.720001220703125
103,103,103,2019-07-03,45.93999862670898,43.650001525878906,42.79999923706055
104,104,104,2019-07-05,45.41999816894531,43.7599983215332,43.93000030517578
105,105,105,2019-07-08,44.84999847412109,44.40999984741211,43.63999938964844
106,106,106,2019-07-09,45.150001525878906,45.11000061035156,43.709999084472656
107,107,107,2019-07-10,43.95000076293945,45.77999877929688,43.400001525878906
108,108,108,2019-07-11,43.90999984741211,45.84999847412109,43.65999984741211
109,109,109,2019-07-12,44.27999877929688,45.93999862670898,43.650001525878906
110,110,110,2019-07-15,44.5,45.41999816894531,43.7599983215332
111,111,111,2019-07-16,44.43000030517578,44.84999847412109,44.40999984741211
112,112,112,2019-07-17,44.150001525878906,45.150001525878906,45.11000061035156
113,113,113,2019-07-18,44.119998931884766,43.95000076293945,45.77999877929688
114,114,114,2019-07-19,43.97999954223633,43.90999984741211,45.84999847412109
115,115,115,2019-07-22,44.470001220703125,44.27999877929688,45.93999862670898
116,116,116,2019-07-23,44.84000015258789,44.5,45.41999816894531
117,117,117,2019-07-24,45.22999954223633,44.43000030517578,44.84999847412109
118,118,118,2019-07-25,44.47999954223633,44.150001525878906,45.150001525878906
119,119,119,2019-07-26,44.83000183105469,44.119998931884766,43.95000076293945
120,120,120,2019-07-29,44.31999969482422,43.97999954223633,43.90999984741211
121,121,121,2019-07-30,44.43999862670898,44.470001220703125,44.27999877929688
122,122,122,2019-07-31,42.2599983215332,44.84000015258789,44.5
123,123,123,2019-08-01,38.130001068115234,45.22999954223633,44.43000030517578
124,124,124,2019-08-02,38.40999984741211,44.47999954223633,44.150001525878906
125,125,125,2019-08-05,37.15999984741211,44.83000183105469,44.119998931884766
126,126,126,2019-08-06,37.88999938964844,44.31999969482422,43.97999954223633
127,127,127,2019-08-07,37.560001373291016,44.43999862670898,44.470001220703125
128,128,128,2019-08-08,39.34000015258789,42.2599983215332,44.84000015258789
129,129,129,2019-08-09,38.2599983215332,38.130001068115234,45.22999954223633
130,130,130,2019-08-12,37.209999084472656,38.40999984741211,44.47999954223633
131,131,131,2019-08-13,37.619998931884766,37.15999984741211,44.83000183105469
132,132,132,2019-08-14,36.52999877929688,37.88999938964844,44.31999969482422
133,133,133,2019-08-15,36.38999938964844,37.560001373291016,44.43999862670898
134,134,134,2019-08-16,37.33000183105469,39.34000015258789,42.2599983215332
135,135,135,2019-08-19,37.97999954223633,38.2599983215332,38.130001068115234
136,136,136,2019-08-20,37.29999923706055,37.209999084472656,38.40999984741211
137,137,137,2019-08-21,37.79999923706055,37.619998931884766,37.15999984741211
138,138,138,2019-08-22,37.720001220703125,36.52999877929688,37.88999938964844
139,139,139,2019-08-23,36.70000076293945,36.38999938964844,37.560001373291016
140,140,140,2019-08-26,36.43000030517578,37.33000183105469,39.34000015258789
141,141,141,2019-08-27,36.16999816894531,37.97999954223633,38.2599983215332
142,142,142,2019-08-28,36.459999084472656,37.29999923706055,37.209999084472656
143,143,143,2019-08-29,37.52000045776367,37.79999923706055,37.619998931884766
144,144,144,2019-08-30,37.52000045776367,37.720001220703125,36.52999877929688
145,145,145,2019-09-03,36.90999984741211,36.70000076293945,36.38999938964844
146,146,146,2019-09-04,37.290000915527344,36.43000030517578,37.33000183105469
147,147,147,2019-09-05,37.88999938964844,36.16999816894531,37.97999954223633
148,148,148,2019-09-06,37.93999862670898,36.459999084472656,37.29999923706055
149,149,149,2019-09-09,38.2400016784668,37.52000045776367,37.79999923706055
150,150,150,2019-09-10,38.36000061035156,37.52000045776367,37.720001220703125
151,151,151,2019-09-11,38.5,36.90999984741211,36.70000076293945
152,152,152,2019-09-12,38.880001068115234,37.290000915527344,36.43000030517578
153,153,153,2019-09-13,40.02999877929688,37.88999938964844,36.16999816894531
154,154,154,2019-09-16,39.650001525878906,37.93999862670898,36.459999084472656
155,155,155,2019-09-17,39.52000045776367,38.2400016784668,37.52000045776367
156,156,156,2019-09-18,39.130001068115234,38.36000061035156,37.52000045776367
157,157,157,2019-09-19,38.630001068115234,38.5,36.90999984741211
158,158,158,2019-09-20,38.560001373291016,38.880001068115234,37.290000915527344
159,159,159,2019-09-23,38.15999984741211,40.02999877929688,37.88999938964844
160,160,160,2019-09-24,38.0,39.650001525878906,37.93999862670898
161,161,161,2019-09-25,38.33000183105469,39.52000045776367,38.2400016784668
162,162,162,2019-09-26,38.77999877929688,39.130001068115234,38.36000061035156
163,163,163,2019-09-27,38.220001220703125,38.630001068115234,38.5
164,164,164,2019-09-30,38.810001373291016,38.560001373291016,38.880001068115234
165,165,165,2019-10-01,37.77000045776367,38.15999984741211,40.02999877929688
166,166,166,2019-10-02,37.22999954223633,38.0,39.650001525878906
167,167,167,2019-10-03,37.810001373291016,38.33000183105469,39.52000045776367
168,168,168,2019-10-04,38.09999847412109,38.77999877929688,39.130001068115234
169,169,169,2019-10-07,38.060001373291016,38.220001220703125,38.630001068115234
170,170,170,2019-10-08,37.18999862670898,38.810001373291016,38.560001373291016
171,171,171,2019-10-09,37.81999969482422,37.77000045776367,38.15999984741211
172,172,172,2019-10-10,37.45000076293945,37.22999954223633,38.0
173,173,173,2019-10-11,37.900001525878906,37.810001373291016,38.33000183105469
174,174,174,2019-10-14,37.79999923706055,38.09999847412109,38.77999877929688
175,175,175,2019-10-15,38.7400016784668,38.060001373291016,38.220001220703125
176,176,176,2019-10-16,39.34999847412109,37.18999862670898,38.810001373291016
177,177,177,2019-10-17,39.79999923706055,37.81999969482422,37.77000045776367
178,178,178,2019-10-18,39.72999954223633,37.45000076293945,37.22999954223633
179,179,179,2019-10-21,39.66999816894531,37.900001525878906,37.810001373291016
180,180,180,2019-10-22,38.9900016784668,37.79999923706055,38.09999847412109
181,181,181,2019-10-23,38.810001373291016,38.7400016784668,38.060001373291016
182,182,182,2019-10-24,38.869998931884766,39.34999847412109,37.18999862670898
183,183,183,2019-10-25,38.9900016784668,39.79999923706055,37.81999969482422
184,184,184,2019-10-28,39.5,39.72999954223633,37.45000076293945
185,185,185,2019-10-29,39.560001373291016,39.66999816894531,37.900001525878906
186,186,186,2019-10-30,39.29999923706055,38.9900016784668,37.79999923706055
187,187,187,2019-10-31,39.84000015258789,38.810001373291016,38.7400016784668
188,188,188,2019-11-01,40.81999969482422,38.869998931884766,39.34999847412109
189,189,189,2019-11-04,41.150001525878906,38.9900016784668,39.79999923706055
190,190,190,2019-11-05,40.97999954223633,39.5,39.72999954223633
191,191,191,2019-11-06,40.130001068115234,39.560001373291016,39.66999816894531
192,192,192,2019-11-07,40.83000183105469,39.29999923706055,38.9900016784668
193,193,193,2019-11-08,40.790000915527344,39.84000015258789,38.810001373291016
194,194,194,2019-11-11,40.13999938964844,40.81999969482422,38.869998931884766
195,195,195,2019-11-12,39.18999862670898,41.150001525878906,38.9900016784668
196,196,196,2019-11-13,38.91999816894531,40.97999954223633,39.5
197,197,197,2019-11-14,39.15999984741211,40.130001068115234,39.560001373291016
198,198,198,2019-11-15,39.65999984741211,40.83000183105469,39.29999923706055
199,199,199,2019-11-18,38.90999984741211,40.790000915527344,39.84000015258789
200,200,200,2019-11-19,39.369998931884766,40.13999938964844,40.81999969482422
201,201,201,2019-11-20,39.38999938964844,39.18999862670898,41.150001525878906
202,202,202,2019-11-21,39.34000015258789,38.91999816894531,40.97999954223633
203,203,203,2019-11-22,39.369998931884766,39.15999984741211,40.130001068115234
204,204,204,2019-11-25,39.9900016784668,39.65999984741211,40.83000183105469
205,205,205,2019-11-26,40.7400016784668,38.90999984741211,40.790000915527344
206,206,206,2019-11-27,41.08000183105469,39.369998931884766,40.13999938964844
207,207,207,2019-11-29,40.52999877929688,39.38999938964844,39.18999862670898
208,208,208,2019-12-02,40.400001525878906,39.34000015258789,38.91999816894531
209,209,209,2019-12-03,39.63999938964844,39.369998931884766,39.15999984741211
210,210,210,2019-12-04,40.04999923706055,39.9900016784668,39.65999984741211
211,211,211,2019-12-05,40.0,40.7400016784668,38.90999984741211
212,212,212,2019-12-06,40.38999938964844,41.08000183105469,39.369998931884766
213,213,213,2019-12-09,40.630001068115234,40.52999877929688,39.38999938964844
214,214,214,2019-12-10,39.95000076293945,40.400001525878906,39.34000015258789
215,215,215,2019-12-11,39.619998931884766,39.63999938964844,39.369998931884766
216,216,216,2019-12-12,40.459999084472656,40.04999923706055,39.9900016784668
217,217,217,2019-12-13,40.34999847412109,40.0,40.7400016784668
218,218,218,2019-12-16,40.40999984741211,40.38999938964844,41.08000183105469
219,219,219,2019-12-17,40.150001525878906,40.630001068115234,40.52999877929688
220,220,220,2019-12-18,39.91999816894531,39.95000076293945,40.400001525878906
221,221,221,2019-12-19,40.93999862670898,39.619998931884766,39.63999938964844
222,222,222,2019-12-20,41.9900016784668,40.459999084472656,40.04999923706055
223,223,223,2019-12-23,42.310001373291016,40.34999847412109,40.0
224,224,224,2019-12-24,42.29999923706055,40.40999984741211,40.38999938964844
225,225,225,2019-12-26,42.2599983215332,40.150001525878906,40.630001068115234
226,226,226,2019-12-27,41.970001220703125,39.91999816894531,39.95000076293945
227,227,227,2019-12-30,41.68000030517578,40.93999862670898,39.619998931884766
228,228,228,2019-12-31,41.68999862670898,41.9900016784668,40.459999084472656
229,229,229,2020-01-02,41.93999862670898,42.310001373291016,40.34999847412109
230,230,230,2020-01-03,41.5099983215332,42.29999923706055,40.40999984741211
231,231,231,2020-01-06,41.310001373291016,42.2599983215332,40.150001525878906
232,232,232,2020-01-07,41.150001525878906,41.970001220703125,39.91999816894531
233,233,233,2020-01-08,41.31999969482422,41.68000030517578,40.93999862670898
234,234,234,2020-01-09,42.34999847412109,41.68999862670898,41.9900016784668
235,235,235,2020-01-10,42.09999847412109,41.93999862670898,42.310001373291016
236,236,236,2020-01-13,42.77000045776367,41.5099983215332,42.29999923706055
237,237,237,2020-01-14,42.720001220703125,41.310001373291016,42.2599983215332
238,238,238,2020-01-15,42.650001525878906,41.150001525878906,41.970001220703125
239,239,239,2020-01-16,43.93000030517578,41.31999969482422,41.68000030517578
240,240,240,2020-01-17,44.13999938964844,42.34999847412109,41.68999862670898
241,241,241,2020-01-21,44.18000030517578,42.09999847412109,41.93999862670898
242,242,242,2020-01-22,44.2400016784668,42.77000045776367,41.5099983215332
243,243,243,2020-01-23,44.38999938964844,42.720001220703125,41.310001373291016
244,244,244,2020-01-24,44.08000183105469,42.650001525878906,41.150001525878906
245,245,245,2020-01-27,43.04999923706055,43.93000030517578,41.31999969482422
246,246,246,2020-01-28,43.369998931884766,44.13999938964844,42.34999847412109
247,247,247,2020-01-29,43.41999816894531,44.18000030517578,42.09999847412109
248,248,248,2020-01-30,43.43000030517578,44.2400016784668,42.77000045776367
249,249,249,2020-01-31,42.52000045776367,44.38999938964844,42.720001220703125
250,250,250,2020-02-03,43.5099983215332,44.08000183105469,42.650001525878906
251,251,251,2020-02-04,44.310001373291016,43.04999923706055,43.93000030517578
252,252,252,2020-02-05,45.0099983215332,43.369998931884766,44.13999938964844
253,253,253,2020-02-06,44.54999923706055,43.41999816894531,44.18000030517578
254,254,254,2020-02-07,43.38999938964844,43.43000030517578,44.2400016784668
255,255,255,2020-02-10,43.83000183105469,42.52000045776367,44.38999938964844
256,256,256,2020-02-11,43.790000915527344,43.5099983215332,44.08000183105469
257,257,257,2020-02-12,44.11000061035156,44.310001373291016,43.04999923706055
258,258,258,2020-02-13,44.900001525878906,45.0099983215332,43.369998931884766
259,259,259,2020-02-14,45.36000061035156,44.54999923706055,43.41999816894531
260,260,260,2020-02-18,45.619998931884766,43.38999938964844,43.43000030517578
261,261,261,2020-02-19,45.970001220703125,43.83000183105469,42.52000045776367
262,262,262,2020-02-20,46.130001068115234,43.790000915527344,43.5099983215332
263,263,263,2020-02-21,45.38999938964844,44.11000061035156,44.310001373291016
264,264,264,2020-02-24,44.27000045776367,44.900001525878906,45.0099983215332
265,265,265,2020-02-25,42.84000015258789,45.36000061035156,44.54999923706055
266,266,266,2020-02-26,42.72999954223633,45.619998931884766,43.38999938964844
267,267,267,2020-02-27,40.16999816894531,45.970001220703125,43.83000183105469
268,268,268,2020-02-28,39.47999954223633,46.130001068115234,43.790000915527344
269,269,269,2020-03-02,41.0,45.38999938964844,44.11000061035156
270,270,270,2020-03-03,39.790000915527344,44.27000045776367,44.900001525878906
271,271,271,2020-03-04,40.56999969482422,42.84000015258789,45.36000061035156
272,272,272,2020-03-05,40.27000045776367,42.72999954223633,45.619998931884766
273,273,273,2020-03-06,40.0,40.16999816894531,45.970001220703125
274,274,274,2020-03-09,36.13999938964844,39.47999954223633,46.130001068115234
275,275,275,2020-03-10,35.66999816894531,41.0,45.38999938964844
276,276,276,2020-03-11,33.22999954223633,39.790000915527344,44.27000045776367
277,277,277,2020-03-12,27.049999237060547,40.56999969482422,42.84000015258789
278,278,278,2020-03-13,28.350000381469727,40.27000045776367,42.72999954223633
279,279,279,2020-03-16,24.21999931335449,40.0,40.16999816894531
280,280,280,2020-03-17,22.09000015258789,36.13999938964844,39.47999954223633
281,281,281,2020-03-18,21.31999969482422,35.66999816894531,41.0
282,282,282,2020-03-19,25.32999992370605,33.22999954223633,39.790000915527344
283,283,283,2020-03-20,26.0,27.049999237060547,40.56999969482422
284,284,284,2020-03-23,26.540000915527344,28.350000381469727,40.27000045776367
285,285,285,2020-03-24,28.520000457763672,24.21999931335449,40.0
286,286,286,2020-03-25,28.790000915527344,22.09000015258789,36.13999938964844
287,287,287,2020-03-26,30.63999938964844,21.31999969482422,35.66999816894531
288,288,288,2020-03-27,29.850000381469727,25.32999992370605,33.22999954223633
289,289,289,2020-03-30,31.030000686645508,26.0,27.049999237060547
290,290,290,2020-03-31,31.82999992370605,26.540000915527344,28.350000381469727
291,291,291,2020-04-01,29.100000381469727,28.520000457763672,24.21999931335449
292,292,292,2020-04-02,29.88999938964844,28.790000915527344,22.09000015258789
293,293,293,2020-04-03,28.459999084472656,30.63999938964844,21.31999969482422
294,294,294,2020-04-06,31.13999938964844,29.850000381469727,25.32999992370605
295,295,295,2020-04-07,32.0099983215332,31.030000686645508,26.0
296,296,296,2020-04-08,33.2400016784668,31.82999992370605,26.540000915527344
297,297,297,2020-04-09,34.459999084472656,29.100000381469727,28.520000457763672
298,298,298,2020-04-13,32.189998626708984,29.88999938964844,28.790000915527344
299,299,299,2020-04-14,32.56999969482422,28.459999084472656,30.63999938964844
300,300,300,2020-04-15,32.189998626708984,31.13999938964844,29.850000381469727
301,301,301,2020-04-16,31.34000015258789,32.0099983215332,31.030000686645508
302,302,302,2020-04-17,32.459999084472656,33.2400016784668,31.82999992370605
303,303,303,2020-04-20,32.31999969482422,34.459999084472656,29.100000381469727
304,304,304,2020-04-21,31.68000030517578,32.189998626708984,29.88999938964844
305,305,305,2020-04-22,32.18000030517578,32.56999969482422,28.459999084472656
306,306,306,2020-04-23,32.90999984741211,32.189998626708984,31.13999938964844
307,307,307,2020-04-24,32.630001068115234,31.34000015258789,32.0099983215332
308,308,308,2020-04-27,34.349998474121094,32.459999084472656,33.2400016784668
309,309,309,2020-04-28,34.22999954223633,32.31999969482422,34.459999084472656
310,310,310,2020-04-29,35.709999084472656,31.68000030517578,32.189998626708984
311,311,311,2020-04-30,34.630001068115234,32.18000030517578,32.56999969482422
312,312,312,2020-05-01,32.86000061035156,32.90999984741211,32.189998626708984
313,313,313,2020-05-04,32.11000061035156,32.630001068115234,31.34000015258789
314,314,314,2020-05-05,32.83000183105469,34.349998474121094,32.459999084472656
315,315,315,2020-05-06,31.86000061035156,34.22999954223633,32.31999969482422
316,316,316,2020-05-07,36.45000076293945,35.709999084472656,31.68000030517578
317,317,317,2020-05-08,37.0,34.630001068115234,32.18000030517578
318,318,318,2020-05-11,37.11000061035156,32.86000061035156,32.90999984741211
319,319,319,2020-05-12,35.5,32.11000061035156,32.630001068115234
320,320,320,2020-05-13,34.369998931884766,32.83000183105469,34.349998474121094
321,321,321,2020-05-14,34.880001068115234,31.86000061035156,34.22999954223633
322,322,322,2020-05-15,35.400001525878906,36.45000076293945,35.709999084472656
323,323,323,2020-05-18,38.63999938964844,37.0,34.630001068115234
324,324,324,2020-05-19,39.2400016784668,37.11000061035156,32.86000061035156
325,325,325,2020-05-20,39.52999877929688,35.5,32.11000061035156
326,326,326,2020-05-21,39.380001068115234,34.369998931884766,32.83000183105469
327,327,327,2020-05-22,39.33000183105469,34.880001068115234,31.86000061035156
328,328,328,2020-05-26,41.220001220703125,35.400001525878906,36.45000076293945
329,329,329,2020-05-27,42.540000915527344,38.63999938964844,37.0
330,330,330,2020-05-28,41.9900016784668,39.2400016784668,37.11000061035156
331,331,331,2020-05-29,39.119998931884766,39.52999877929688,35.5
332,332,332,2020-06-01,40.06999969482422,39.380001068115234,34.369998931884766
333,333,333,2020-06-02,40.380001068115234,39.33000183105469,34.880001068115234
334,334,334,2020-06-03,42.220001220703125,41.220001220703125,35.400001525878906
335,335,335,2020-06-04,43.060001373291016,42.540000915527344,38.63999938964844
336,336,336,2020-06-05,45.119998931884766,41.9900016784668,39.2400016784668
337,337,337,2020-06-08,45.18000030517578,39.119998931884766,39.52999877929688
338,338,338,2020-06-09,43.93000030517578,40.06999969482422,39.380001068115234
339,339,339,2020-06-10,43.9900016784668,40.380001068115234,39.33000183105469
340,340,340,2020-06-11,40.97999954223633,42.220001220703125,41.220001220703125
341,341,341,2020-06-12,41.130001068115234,43.060001373291016,42.540000915527344
342,342,342,2020-06-15,42.22999954223633,45.119998931884766,41.9900016784668
343,343,343,2020-06-16,43.0099983215332,45.18000030517578,39.119998931884766
344,344,344,2020-06-17,43.02000045776367,43.93000030517578,40.06999969482422
345,345,345,2020-06-18,43.0,43.9900016784668,40.380001068115234
346,346,346,2020-06-19,43.0,40.97999954223633,42.220001220703125
347,347,347,2020-06-22,43.29999923706055,41.130001068115234,43.060001373291016
348,348,348,2020-06-23,43.65999984741211,42.22999954223633,45.119998931884766
349,349,349,2020-06-24,42.66999816894531,43.0099983215332,45.18000030517578
350,350,350,2020-06-25,43.16999816894531,43.02000045776367,43.93000030517578
351,351,351,2020-06-26,42.369998931884766,43.0,43.9900016784668
352,352,352,2020-06-29,42.63999938964844,43.0,40.97999954223633
353,353,353,2020-06-30,43.18999862670898,43.29999923706055,41.130001068115234
354,354,354,2020-07-01,42.75,43.65999984741211,42.22999954223633
355,355,355,2020-07-02,42.52000045776367,42.66999816894531,43.0099983215332
356,356,356,2020-07-06,43.43000030517578,43.16999816894531,43.02000045776367
357,357,357,2020-07-07,42.040000915527344,42.369998931884766,43.0
358,358,358,2020-07-08,42.400001525878906,42.63999938964844,43.0
359,359,359,2020-07-09,42.380001068115234,43.18999862670898,43.29999923706055
360,360,360,2020-07-10,42.540000915527344,42.75,43.65999984741211
361,361,361,2020-07-13,41.65999984741211,42.52000045776367,42.66999816894531
362,362,362,2020-07-14,42.9900016784668,43.43000030517578,43.16999816894531
363,363,363,2020-07-15,44.310001373291016,42.040000915527344,42.369998931884766
364,364,364,2020-07-16,43.5099983215332,42.400001525878906,42.63999938964844
365,365,365,2020-07-17,43.95000076293945,42.380001068115234,43.18999862670898
366,366,366,2020-07-20,44.36000061035156,42.540000915527344,42.75
367,367,367,2020-07-21,44.84000015258789,41.65999984741211,42.52000045776367
368,368,368,2020-07-22,44.43999862670898,42.9900016784668,43.43000030517578
369,369,369,2020-07-23,45.310001373291016,44.310001373291016,42.040000915527344
370,370,370,2020-07-24,44.02999877929688,43.5099983215332,42.400001525878906
371,371,371,2020-07-27,45.060001373291016,43.95000076293945,42.380001068115234
372,372,372,2020-07-28,44.720001220703125,44.36000061035156,42.540000915527344
373,373,373,2020-07-29,45.56999969482422,44.84000015258789,41.65999984741211
374,374,374,2020-07-30,45.540000915527344,44.43999862670898,42.9900016784668
375,375,375,2020-07-31,44.5099983215332,45.310001373291016,44.310001373291016
376,376,376,2020-08-03,45.540000915527344,44.02999877929688,43.5099983215332
377,377,377,2020-08-04,45.130001068115234,45.060001373291016,43.95000076293945
378,378,378,2020-08-05,45.91999816894531,44.720001220703125,44.36000061035156
379,379,379,2020-08-06,49.04999923706055,45.56999969482422,44.84000015258789
380,380,380,2020-08-07,49.16999816894531,45.540000915527344,44.43999862670898
381,381,381,2020-08-10,48.40999984741211,44.5099983215332,45.310001373291016
382,382,382,2020-08-11,47.959999084472656,45.540000915527344,44.02999877929688
383,383,383,2020-08-12,49.5099983215332,45.130001068115234,45.060001373291016
