,Unnamed: 0,Date,EVRG
0,0,2019-02-05,47.84578704833984
1,1,2019-02-06,47.65419769287109
2,2,2019-02-07,48.01237869262695
3,3,2019-02-08,48.395545959472656
4,4,2019-02-11,48.370548248291016
5,5,2019-02-12,48.56215286254883
6,6,2019-02-13,48.68708419799805
7,7,2019-02-14,48.6620979309082
8,8,2019-02-15,48.95363998413086
9,9,2019-02-19,49.38678359985352
10,10,2019-02-20,49.47007751464844
11,11,2019-02-21,49.869895935058594
12,12,2019-02-22,46.22149658203125
13,13,2019-02-25,46.346435546875
14,14,2019-02-26,46.471378326416016
15,15,2019-02-27,46.22149658203125
16,16,2019-02-28,46.57134246826172
17,17,2019-03-01,46.23109817504883
18,18,2019-03-04,46.43272018432617
19,19,2019-03-05,46.27310180664063
20,20,2019-03-06,46.07146835327149
21,21,2019-03-07,46.533538818359375
22,22,2019-03-08,46.84437561035156
23,23,2019-03-11,47.34004592895508
24,24,2019-03-12,47.65928268432617
25,25,2019-03-13,47.82730102539063
26,26,2019-03-14,47.98692321777344
27,27,2019-03-15,48.448978424072266
28,28,2019-03-18,47.776893615722656
29,29,2019-03-19,47.4072494506836
30,30,2019-03-20,47.46605682373047
31,31,2019-03-21,48.17174911499024
32,32,2019-03-22,48.726219177246094
33,33,2019-03-25,48.55819320678711
34,34,2019-03-26,49.1042594909668
35,35,2019-03-27,48.85223388671875
36,36,2019-03-28,48.6842155456543
37,37,2019-03-29,48.76821899414063
38,38,2019-04-01,48.247352600097656
39,39,2019-04-02,48.30615997314453
40,40,2019-04-03,48.15494918823242
41,41,2019-04-04,47.524864196777344
42,42,2019-04-05,48.15494918823242
43,43,2019-04-08,47.97852325439453
44,44,2019-04-09,48.12133407592773
45,45,2019-04-10,48.02052688598633
46,46,2019-04-11,48.23054885864258
47,47,2019-04-12,48.490989685058594
48,48,2019-04-15,48.54979705810547
49,49,2019-04-16,47.94491958618164
50,50,2019-04-17,47.72649383544922
51,51,2019-04-18,47.524864196777344
52,52,2019-04-22,47.39045333862305
53,53,2019-04-23,47.508060455322266
54,54,2019-04-24,47.95332336425781
55,55,2019-04-25,48.04572677612305
56,56,2019-04-26,48.02052688598633
57,57,2019-04-29,47.86089324951172
58,58,2019-04-30,48.57500076293945
59,59,2019-05-01,48.247352600097656
60,60,2019-05-02,48.33976745605469
61,61,2019-05-03,48.390174865722656
62,62,2019-05-06,48.448978424072266
63,63,2019-05-07,48.398582458496094
64,64,2019-05-08,47.97852325439453
65,65,2019-05-09,47.83570098876953
66,66,2019-05-10,48.8270263671875
67,67,2019-05-13,49.05385971069336
68,68,2019-05-14,48.74301910400391
69,69,2019-05-15,48.90263748168945
70,70,2019-05-16,49.03705978393555
71,71,2019-05-17,49.31429672241211
72,72,2019-05-20,49.297489166259766
73,73,2019-05-21,49.36470413208008
74,74,2019-05-22,49.55792999267578
75,75,2019-05-23,49.93596267700195
76,76,2019-05-24,49.910770416259766
77,77,2019-05-28,49.38150024414063
78,78,2019-05-29,49.08930206298828
79,79,2019-05-30,49.08930206298828
80,80,2019-05-31,49.24174880981445
81,81,2019-06-03,49.9870719909668
82,82,2019-06-04,49.66522979736328
83,83,2019-06-05,50.78320693969727
84,84,2019-06-06,51.24901580810547
85,85,2019-06-07,51.22361373901367
86,86,2019-06-10,50.68157196044922
87,87,2019-06-11,50.21574783325195
88,88,2019-06-12,51.13892364501953
89,89,2019-06-13,50.9610595703125
90,90,2019-06-14,51.384544372558594
91,91,2019-06-17,51.03728866577149
92,92,2019-06-18,51.13044738769531
93,93,2019-06-19,51.57933807373047
94,94,2019-06-20,51.92658615112305
95,95,2019-06-21,51.86729431152344
96,96,2019-06-24,51.81648635864258
97,97,2019-06-25,51.951995849609375
98,98,2019-06-26,50.5206413269043
99,99,2019-06-27,50.87636566162109
100,100,2019-06-28,50.94412612915039
101,101,2019-07-01,50.952598571777344
102,102,2019-07-02,51.36759567260742
103,103,2019-07-03,51.96894073486328
104,104,2019-07-05,52.112918853759766
105,105,2019-07-08,51.90963745117188
106,106,2019-07-09,52.04515838623047
107,107,2019-07-10,52.24843597412109
108,108,2019-07-11,52.12984848022461
109,109,2019-07-12,51.78260040283203
110,110,2019-07-15,51.647098541259766
111,111,2019-07-16,51.71485900878906
112,112,2019-07-17,51.68097686767578
113,113,2019-07-18,52.09598159790039
114,114,2019-07-19,51.486175537109375
115,115,2019-07-22,51.30831909179688
116,116,2019-07-23,51.384544372558594
117,117,2019-07-24,51.43535232543945
118,118,2019-07-25,51.30831909179688
119,119,2019-07-26,51.4268913269043
120,120,2019-07-29,51.83341598510742
121,121,2019-07-30,51.5115852355957
122,122,2019-07-31,51.23208999633789
123,123,2019-08-01,51.299842834472656
124,124,2019-08-02,51.52004623413086
125,125,2019-08-05,51.16433334350586
126,126,2019-08-06,51.765663146972656
127,127,2019-08-07,51.67250061035156
128,128,2019-08-08,52.45170211791992
129,129,2019-08-09,52.87517166137695
130,130,2019-08-12,53.417213439941406
131,131,2019-08-13,53.98468399047852
132,132,2019-08-14,54.00162124633789
133,133,2019-08-15,54.46743774414063
134,134,2019-08-16,54.58600616455078
135,135,2019-08-19,55.11112976074219
136,136,2019-08-20,54.96714019775391
137,137,2019-08-21,55.17041397094727
138,138,2019-08-22,55.13653564453125
139,139,2019-08-23,54.61989212036133
140,140,2019-08-26,55.20428466796875
141,141,2019-08-27,55.29745864868164
142,142,2019-08-28,54.95867156982422
143,143,2019-08-29,55.26155853271485
144,144,2019-08-30,55.45779800415039
145,145,2019-09-03,55.92705535888672
146,146,2019-09-04,56.14035415649414
147,147,2019-09-05,55.27009582519531
148,148,2019-09-06,54.57046890258789
149,149,2019-09-09,54.579010009765625
150,150,2019-09-10,54.8349609375
151,151,2019-09-11,55.49192810058594
152,152,2019-09-12,55.35541534423828
153,153,2019-09-13,54.78377151489258
154,154,2019-09-16,54.72404479980469
155,155,2019-09-17,55.17623901367188
156,156,2019-09-18,55.58577728271485
157,157,2019-09-19,55.92705535888672
158,158,2019-09-20,56.31952667236328
159,159,2019-09-23,56.48162460327149
160,160,2019-09-24,56.92529296875
161,161,2019-09-25,57.36894989013672
162,162,2019-09-26,57.42868041992188
163,163,2019-09-27,56.78878021240234
164,164,2019-09-30,56.78878021240234
165,165,2019-10-01,56.54988098144531
166,166,2019-10-02,55.76494598388672
167,167,2019-10-03,55.7905502319336
168,168,2019-10-04,56.31952667236328
169,169,2019-10-07,55.99531173706055
170,170,2019-10-08,55.46632766723633
171,171,2019-10-09,54.43395233154297
172,172,2019-10-10,54.15240859985352
173,173,2019-10-11,54.56193542480469
174,174,2019-10-14,54.4424934387207
175,175,2019-10-15,54.5107536315918
176,176,2019-10-16,54.24626159667969
177,177,2019-10-17,53.887916564941406
178,178,2019-10-18,54.015892028808594
179,179,2019-10-21,54.10120391845703
180,180,2019-10-22,54.56193542480469
181,181,2019-10-23,54.16093444824219
182,182,2019-10-24,54.485145568847656
183,183,2019-10-25,54.17800521850586
184,184,2019-10-28,53.82818603515625
185,185,2019-10-29,54.22065734863281
186,186,2019-10-30,54.33156967163086
187,187,2019-10-31,54.527809143066406
188,188,2019-11-01,54.46808624267578
189,189,2019-11-04,53.853790283203125
190,190,2019-11-05,53.350399017333984
191,191,2019-11-06,53.68313980102539
192,192,2019-11-07,53.59782791137695
193,193,2019-11-08,53.80258941650391
194,194,2019-11-11,53.42717742919922
195,195,2019-11-12,53.81112289428711
196,196,2019-11-13,54.51927947998047
197,197,2019-11-14,55.12504577636719
198,198,2019-11-15,55.2444953918457
199,199,2019-11-18,55.46632766723633
200,200,2019-11-19,55.26155853271485
201,201,2019-11-20,55.44072723388672
202,202,2019-11-21,55.22743606567383
203,203,2019-11-22,54.98000717163086
204,204,2019-11-25,54.254791259765625
205,205,2019-11-26,54.6116943359375
206,206,2019-11-27,54.431095123291016
207,207,2019-11-29,54.41389465332031
208,208,2019-12-02,53.64847183227539
209,209,2019-12-03,53.80327224731445
210,210,2019-12-04,54.4052963256836
211,211,2019-12-05,54.63750076293945
212,212,2019-12-06,54.24188995361328
213,213,2019-12-09,53.54526901245117
214,214,2019-12-10,53.88927459716797
215,215,2019-12-11,54.08708572387695
216,216,2019-12-12,53.44207000732422
217,217,2019-12-13,53.97527694702149
218,218,2019-12-16,54.35369491577149
