,Unnamed: 0,Date,VRSK
231,231,2020-01-06,149.08248901367188
232,232,2020-01-07,150.3302001953125
233,233,2020-01-08,151.71437072753906
234,234,2020-01-09,153.17654418945312
235,235,2020-01-10,153.35202026367188
236,236,2020-01-13,154.03436279296875
237,237,2020-01-14,152.9231414794922
238,238,2020-01-15,154.64846801757812
239,239,2020-01-16,156.51031494140625
240,240,2020-01-17,156.5005645751953
241,241,2020-01-21,157.23162841796875
242,242,2020-01-22,159.4638671875
243,243,2020-01-23,160.93577575683594
244,244,2020-01-24,161.1307373046875
245,245,2020-01-27,159.81478881835938
246,246,2020-01-28,160.65310668945312
247,247,2020-01-29,160.0389862060547
248,248,2020-01-30,160.5556182861328
249,249,2020-01-31,158.3721466064453
250,250,2020-02-03,161.0527801513672
251,251,2020-02-04,163.88934326171875
252,252,2020-02-05,164.30850219726562
253,253,2020-02-06,164.6886749267578
254,254,2020-02-07,164.85438537597656
255,255,2020-02-10,165.6537322998047
256,256,2020-02-11,163.65536499023438
257,257,2020-02-12,165.01036071777344
258,258,2020-02-13,166.3652801513672
259,259,2020-02-14,167.05743408203125
260,260,2020-02-18,167.2328338623047
261,261,2020-02-19,165.458740234375
262,262,2020-02-20,165.1175994873047
263,263,2020-02-21,164.43521118164062
264,264,2020-02-24,163.35324096679688
265,265,2020-02-25,158.71328735351562
266,266,2020-02-26,159.40538024902344
267,267,2020-02-27,151.86061096191406
268,268,2020-02-28,151.19775390625
269,269,2020-03-02,159.01547241210938
270,270,2020-03-03,156.35433959960938
271,271,2020-03-04,164.91287231445312
272,272,2020-03-05,160.80906677246094
273,273,2020-03-06,159.24942016601562
274,274,2020-03-09,144.18907165527344
275,275,2020-03-10,152.78665161132812
276,276,2020-03-11,147.8542938232422
277,277,2020-03-12,136.21421813964844
278,278,2020-03-13,142.19049072265625
279,279,2020-03-16,127.0056610107422
280,280,2020-03-17,141.3116455078125
281,281,2020-03-18,131.9370880126953
282,282,2020-03-19,133.27488708496094
283,283,2020-03-20,121.33211517333984
284,284,2020-03-23,118.33419799804688
285,285,2020-03-24,134.0560760498047
286,286,2020-03-25,131.1460723876953
287,287,2020-03-26,138.76292419433594
288,288,2020-03-27,134.53460693359375
289,289,2020-03-30,143.42088317871094
290,290,2020-03-31,136.10682678222656
291,291,2020-04-01,137.4739227294922
292,292,2020-04-02,139.63201904296875
293,293,2020-04-03,138.32347106933594
294,294,2020-04-06,144.27044677734375
295,295,2020-04-07,143.71380615234375
296,296,2020-04-08,145.20791625976562
297,297,2020-04-09,144.7782745361328
298,298,2020-04-13,140.77450561523438
299,299,2020-04-14,146.77035522460938
300,300,2020-04-15,143.67483520507812
301,301,2020-04-16,145.60829162597656
302,302,2020-04-17,150.17840576171875
303,303,2020-04-20,145.8133544921875
304,304,2020-04-21,141.79986572265625
305,305,2020-04-22,147.64920043945312
306,306,2020-04-23,144.23138427734375
307,307,2020-04-24,145.0516815185547
308,308,2020-04-27,148.235107421875
309,309,2020-04-28,148.22532653808594
310,310,2020-04-29,149.47531127929688
311,311,2020-04-30,149.2409210205078
312,312,2020-05-01,149.8463592529297
313,313,2020-05-04,150.83265686035156
314,314,2020-05-05,153.79153442382812
315,315,2020-05-06,151.5357666015625
316,316,2020-05-07,154.55319213867188
317,317,2020-05-08,155.82264709472656
318,318,2020-05-11,156.93589782714844
319,319,2020-05-12,152.92239379882812
320,320,2020-05-13,150.8033447265625
321,321,2020-05-14,150.28578186035156
322,322,2020-05-15,150.9302520751953
323,323,2020-05-18,154.60203552246094
324,324,2020-05-19,154.34808349609375
325,325,2020-05-20,155.79335021972656
326,326,2020-05-21,153.15673828125
327,327,2020-05-22,153.58642578125
328,328,2020-05-26,156.69174194335938
329,329,2020-05-27,159.62132263183594
330,330,2020-05-28,164.38670349121094
331,331,2020-05-29,168.62477111816406
332,332,2020-06-01,165.40228271484375
333,333,2020-06-02,166.94515991210938
334,334,2020-06-03,166.7498321533203
335,335,2020-06-04,160.5978240966797
336,336,2020-06-05,162.22860717773438
337,337,2020-06-08,165.68548583984375
338,338,2020-06-09,165.35342407226562
339,339,2020-06-10,167.2185821533203
340,340,2020-06-11,158.869384765625
341,341,2020-06-12,159.1139373779297
342,342,2020-06-15,161.7842254638672
343,343,2020-06-16,162.7819366455078
344,344,2020-06-17,163.3981475830078
345,345,2020-06-18,163.20249938964844
346,346,2020-06-19,160.6006622314453
347,347,2020-06-22,163.6133575439453
348,348,2020-06-23,163.1634063720703
349,349,2020-06-24,160.1116180419922
350,350,2020-06-25,162.57652282714844
351,351,2020-06-26,159.32908630371094
352,352,2020-06-29,160.74737548828125
353,353,2020-06-30,166.47927856445312
354,354,2020-07-01,168.6507568359375
355,355,2020-07-02,169.32566833496094
356,356,2020-07-06,169.76580810546875
357,357,2020-07-07,169.1496124267578
358,358,2020-07-08,169.0518341064453
359,359,2020-07-09,169.41368103027344
360,360,2020-07-10,170.36253356933594
361,361,2020-07-13,169.0713653564453
362,362,2020-07-14,170.7733154296875
363,363,2020-07-15,171.56561279296875
364,364,2020-07-16,171.58517456054688
365,365,2020-07-17,174.50001525878906
366,366,2020-07-20,177.6300811767578
367,367,2020-07-21,176.73019409179688
368,368,2020-07-22,177.38552856445312
369,369,2020-07-23,176.6812744140625
370,370,2020-07-24,175.84986877441406
371,371,2020-07-27,179.2048797607422
372,372,2020-07-28,178.44190979003906
373,373,2020-07-29,183.5478363037109
374,374,2020-07-30,183.07830810546875
375,375,2020-07-31,184.5846405029297
376,376,2020-08-03,182.8729248046875
377,377,2020-08-04,183.61627197265625
378,378,2020-08-05,182.57945251464844
379,379,2020-08-06,185.4160919189453
380,380,2020-08-07,186.9810791015625
381,381,2020-08-10,185.50411987304688
382,382,2020-08-11,183.7825927734375
383,383,2020-08-12,186.2670440673828
384,384,2020-08-13,186.5408935546875
385,385,2020-08-14,185.0150146484375
386,386,2020-08-17,184.9367828369141
387,387,2020-08-18,184.99545288085935
388,388,2020-08-19,183.14675903320312
389,389,2020-08-20,181.79693603515625
390,390,2020-08-21,181.5915069580078
391,391,2020-08-24,181.0633544921875
392,392,2020-08-25,181.9045562744141
393,393,2020-08-26,182.33493041992188
394,394,2020-08-27,182.5305633544922
395,395,2020-08-28,183.2543487548828
396,396,2020-08-31,182.5892333984375
397,397,2020-09-01,183.5869598388672
398,398,2020-09-02,188.57546997070312
399,399,2020-09-03,183.1859130859375
400,400,2020-09-04,178.7744903564453
401,401,2020-09-08,174.19680786132812
402,402,2020-09-09,178.96035766601562
403,403,2020-09-10,177.53225708007812
404,404,2020-09-11,177.66917419433594
405,405,2020-09-14,181.30352783203125
406,406,2020-09-15,184.00717163085935
407,407,2020-09-16,182.9785919189453
408,408,2020-09-17,181.01939392089844
409,409,2020-09-18,177.87493896484375
410,410,2020-09-21,175.0341033935547
411,411,2020-09-22,176.70921325683594
412,412,2020-09-23,173.46673583984375
413,413,2020-09-24,173.61370849609375
414,414,2020-09-25,177.63983154296875
415,415,2020-09-28,180.7549285888672
416,416,2020-09-29,180.6177978515625
417,417,2020-09-30,181.52882385253903
418,418,2020-10-01,181.85206604003903
419,419,2020-10-02,178.3843231201172
420,420,2020-10-05,178.0806121826172
421,421,2020-10-06,176.1214599609375
422,422,2020-10-07,179.29531860351562
423,423,2020-10-08,181.12713623046875
424,424,2020-10-09,183.36065673828125
425,425,2020-10-12,188.8170166015625
426,426,2020-10-13,189.69862365722656
427,427,2020-10-14,187.84718322753903
428,428,2020-10-15,188.1018829345703
429,429,2020-10-16,188.542724609375
430,430,2020-10-19,184.65370178222656
431,431,2020-10-20,186.4757537841797
432,432,2020-10-21,185.31982421875
433,433,2020-10-22,185.02598571777344
434,434,2020-10-23,185.38839721679688
435,435,2020-10-26,181.7051696777344
436,436,2020-10-27,181.3720703125
437,437,2020-10-28,175.82757568359375
438,438,2020-10-29,175.56307983398438
439,439,2020-10-30,174.33859252929688
440,440,2020-11-02,178.43328857421875
441,441,2020-11-03,184.1149139404297
442,442,2020-11-04,192.3827209472656
443,443,2020-11-05,190.44314575195312
444,444,2020-11-06,193.3231506347656
445,445,2020-11-09,192.3043670654297
446,446,2020-11-10,191.1190490722656
447,447,2020-11-11,195.7525634765625
448,448,2020-11-12,195.1157989501953
449,449,2020-11-13,199.54356384277344
450,450,2020-11-16,201.0619354248047
451,451,2020-11-17,201.09133911132807
452,452,2020-11-18,199.739501953125
453,453,2020-11-19,201.5223388671875
454,454,2020-11-20,200.1998748779297
455,455,2020-11-23,194.07742309570312
456,456,2020-11-24,190.51171875
457,457,2020-11-25,191.62841796875
458,458,2020-11-27,194.1851806640625
459,459,2020-11-30,194.2635498046875
460,460,2020-12-01,196.05621337890625
461,461,2020-12-02,191.99090576171875
462,462,2020-12-03,189.89459228515625
463,463,2020-12-04,191.68724060058597
464,464,2020-12-07,190.48226928710935
465,465,2020-12-08,190.9525146484375
466,466,2020-12-09,189.50271606445312
467,467,2020-12-10,188.2782440185547
468,468,2020-12-11,190.03167724609372
469,469,2020-12-14,191.06173706054688
470,470,2020-12-15,192.4056396484375
471,471,2020-12-16,192.15057373046875
472,472,2020-12-17,197.4085235595703
473,473,2020-12-18,200.5770263671875
474,474,2020-12-21,198.90939331054688
475,475,2020-12-22,198.0853729248047
476,476,2020-12-23,196.1626892089844
477,477,2020-12-24,197.398681640625
478,478,2020-12-28,204.02020263671875
479,479,2020-12-29,201.75418090820312
480,480,2020-12-30,201.86209106445312
481,481,2020-12-31,203.6376190185547
482,482,2021-01-04,199.01730346679688
483,483,2021-01-05,198.1246337890625
484,484,2021-01-06,196.2509765625
485,485,2021-01-07,197.14370727539065
486,486,2021-01-08,197.0749664306641
487,487,2021-01-11,194.10269165039065
488,488,2021-01-12,192.89610290527344
489,489,2021-01-13,193.1315460205078
490,490,2021-01-14,190.18865966796875
491,491,2021-01-15,186.40216064453125
492,492,2021-01-19,187.72645568847656
493,493,2021-01-20,191.0028533935547
494,494,2021-01-21,191.15982055664065
495,495,2021-01-22,189.0899658203125
496,496,2021-01-25,185.087646484375
497,497,2021-01-26,184.9110870361328
498,498,2021-01-27,180.76161193847656
499,499,2021-01-28,182.88047790527344
500,500,2021-01-29,180.0062713623047
501,501,2021-02-01,182.3998260498047
502,502,2021-02-02,185.10728454589844
503,503,2021-02-03,183.31211853027344
504,504,2021-02-04,184.8031768798828
505,505,2021-02-05,183.8614501953125
506,506,2021-02-08,185.26422119140625
507,507,2021-02-09,186.8827972412109
508,508,2021-02-10,187.1869354248047
509,509,2021-02-11,185.69586181640625
510,510,2021-02-12,185.89205932617188
511,511,2021-02-16,184.77374267578125
512,512,2021-02-17,184.96994018554688
513,513,2021-02-18,188.36404418945312
514,514,2021-02-19,186.86317443847656
515,515,2021-02-22,182.6941375732422
516,516,2021-02-23,181.83090209960935
517,517,2021-02-24,164.34033203125
518,518,2021-02-25,161.1620330810547
519,519,2021-02-26,160.73040771484375
520,520,2021-03-01,163.85968017578125
521,521,2021-03-02,163.2122344970703
522,522,2021-03-03,161.672119140625
523,523,2021-03-04,158.57225036621094
524,524,2021-03-05,164.91909790039062
525,525,2021-03-08,168.3818817138672
526,526,2021-03-09,171.09918212890625
527,527,2021-03-10,171.53079223632812
528,528,2021-03-11,169.91220092773438
529,529,2021-03-12,168.77236938476562
530,530,2021-03-15,171.55313110351562
531,531,2021-03-16,169.9613037109375
532,532,2021-03-17,168.94923400878906
533,533,2021-03-18,167.5834197998047
534,534,2021-03-19,168.88047790527344
535,535,2021-03-22,171.77919006347656
536,536,2021-03-23,174.5009765625
537,537,2021-03-24,173.85244750976562
538,538,2021-03-25,171.73983764648438
539,539,2021-03-26,175.5229034423828
540,540,2021-03-29,177.1834716796875
541,541,2021-03-30,172.88951110839844
542,542,2021-03-31,173.61663818359375
543,543,2021-04-01,176.68235778808594
544,544,2021-04-05,178.39212036132812
545,545,2021-04-06,177.74359130859375
546,546,2021-04-07,176.8592529296875
547,547,2021-04-08,178.05799865722656
548,548,2021-04-09,179.52206420898438
549,549,2021-04-12,179.3255615234375
550,550,2021-04-13,180.37698364257807
551,551,2021-04-14,178.78512573242188
552,552,2021-04-15,181.2907867431641
553,553,2021-04-16,182.2340850830078
554,554,2021-04-19,181.32025146484372
555,555,2021-04-20,181.23182678222656
556,556,2021-04-21,182.1554718017578
557,557,2021-04-22,184.00274658203125
558,558,2021-04-23,185.5946044921875
559,559,2021-04-26,183.2265167236328
560,560,2021-04-27,183.94384765625
561,561,2021-04-28,184.00274658203125
562,562,2021-04-29,185.31948852539065
563,563,2021-04-30,184.9264373779297
564,564,2021-05-03,185.2703399658203
565,565,2021-05-04,185.24087524414065
566,566,2021-05-05,169.6272430419922
567,567,2021-05-06,171.9757080078125
568,568,2021-05-07,175.66046142578125
569,569,2021-05-10,176.4366912841797
570,570,2021-05-11,172.03460693359375
571,571,2021-05-12,169.0082244873047
572,572,2021-05-13,170.56069946289062
573,573,2021-05-14,171.95602416992188
574,574,2021-05-17,169.93185424804688
575,575,2021-05-18,169.06715393066406
576,576,2021-05-19,170.0596160888672
577,577,2021-05-20,170.334716796875
578,578,2021-05-21,170.491943359375
579,579,2021-05-24,171.1404571533203
580,580,2021-05-25,170.6786346435547
581,581,2021-05-26,169.97113037109375
582,582,2021-05-27,169.13595581054688
583,583,2021-05-28,169.82379150390625
584,584,2021-06-01,168.20245361328125
585,585,2021-06-02,169.67637634277344
586,586,2021-06-03,168.84112548828125
587,587,2021-06-04,169.64686584472656
588,588,2021-06-07,164.8812255859375
589,589,2021-06-08,166.5516815185547
590,590,2021-06-09,166.96437072753906
591,591,2021-06-10,167.84873962402344
592,592,2021-06-11,169.20472717285156
593,593,2021-06-14,170.54330444335938
594,594,2021-06-15,169.85433959960938
595,595,2021-06-16,168.2106170654297
596,596,2021-06-17,170.26773071289062
597,597,2021-06-18,168.3976287841797
598,598,2021-06-21,172.1575164794922
599,599,2021-06-22,172.50201416015625
600,600,2021-06-23,168.99801635742188
601,601,2021-06-24,170.58270263671875
602,602,2021-06-25,171.9508056640625
603,603,2021-06-28,171.2421417236328
604,604,2021-06-29,171.58663940429688
605,605,2021-06-30,171.97048950195312
606,606,2021-07-01,174.0177764892578
607,607,2021-07-02,174.706787109375
608,608,2021-07-06,174.8150177001953
609,609,2021-07-07,179.2245330810547
610,610,2021-07-08,178.35838317871094
611,611,2021-07-09,178.85052490234375
612,612,2021-07-12,177.1870880126953
613,613,2021-07-13,178.3190155029297
614,614,2021-07-14,179.46075439453125
615,615,2021-07-15,181.8524932861328
616,616,2021-07-16,184.04742431640625
617,617,2021-07-19,181.40956115722656
618,618,2021-07-20,184.48046875
619,619,2021-07-21,184.14584350585935
620,620,2021-07-22,184.25411987304688
621,621,2021-07-23,185.4253845214844
622,622,2021-07-26,183.88009643554688
623,623,2021-07-27,183.7619781494141
624,624,2021-07-28,182.3544921875
625,625,2021-07-29,184.85452270507807
626,626,2021-07-30,186.95098876953125
627,627,2021-08-02,187.01004028320312
628,628,2021-08-03,185.5238037109375
629,629,2021-08-04,184.5297088623047
630,630,2021-08-05,186.9214782714844
631,631,2021-08-06,185.1694793701172
632,632,2021-08-09,184.510009765625
633,633,2021-08-10,184.5493927001953
634,634,2021-08-11,187.3741912841797
635,635,2021-08-12,187.13800048828125
636,636,2021-08-13,188.2305603027344
637,637,2021-08-16,188.3880157470703
638,638,2021-08-17,189.96286010742188
639,639,2021-08-18,187.7580718994141
640,640,2021-08-19,191.6164093017578
641,641,2021-08-20,193.2995147705078
642,642,2021-08-23,194.40187072753903
643,643,2021-08-24,194.06719970703125
644,644,2021-08-25,194.7069854736328
645,645,2021-08-26,194.6676177978516
646,646,2021-08-27,196.38023376464844
647,647,2021-08-30,197.6204071044922
648,648,2021-08-31,198.5850067138672
649,649,2021-09-01,199.8645172119141
650,650,2021-09-02,201.3803253173828
651,651,2021-09-03,201.8527374267578
652,652,2021-09-07,199.91375732421875
653,653,2021-09-08,203.09292602539065
654,654,2021-09-09,201.6362152099609
655,655,2021-09-10,202.3153533935547
656,656,2021-09-13,201.79368591308597
657,657,2021-09-14,202.61178588867188
658,658,2021-09-15,201.6261138916016
659,659,2021-09-16,199.5463714599609
660,660,2021-09-17,198.2157287597656
661,661,2021-09-20,198.80709838867188
662,662,2021-09-21,200.0391998291016
663,663,2021-09-22,202.61178588867188
664,664,2021-09-23,205.97288513183597
665,665,2021-09-24,204.9872131347656
666,666,2021-09-27,200.80804443359372
667,667,2021-09-28,198.8465576171875
668,668,2021-09-29,199.46749877929688
669,669,2021-09-30,197.39767456054688
670,670,2021-10-01,197.1216583251953
671,671,2021-10-04,195.9585723876953
672,672,2021-10-05,198.73814392089844
673,673,2021-10-06,200.80804443359372
674,674,2021-10-07,203.77487182617188
675,675,2021-10-08,204.494384765625
676,676,2021-10-11,203.56787109375
677,677,2021-10-12,204.7703857421875
678,678,2021-10-13,205.3814697265625
679,679,2021-10-14,208.515869140625
680,680,2021-10-15,207.6090545654297
681,681,2021-10-18,208.0131683349609
682,682,2021-10-19,209.0086975097656
683,683,2021-10-20,208.89041137695312
684,684,2021-10-21,210.08306884765625
685,685,2021-10-22,210.8913116455078
686,686,2021-10-25,208.9790954589844
687,687,2021-10-26,208.2891387939453
688,688,2021-10-27,204.8984832763672
689,689,2021-10-28,206.3178558349609
690,690,2021-10-29,207.25425720214844
691,691,2021-11-01,205.94329833984372
692,692,2021-11-02,206.3079833984375
693,693,2021-11-03,211.216552734375
694,694,2021-11-04,213.49343872070312
695,695,2021-11-05,211.5122528076172
696,696,2021-11-08,211.82766723632807
697,697,2021-11-09,213.1878967285156
698,698,2021-11-10,210.7533264160156
699,699,2021-11-11,209.9352264404297
700,700,2021-11-12,213.1681671142578
701,701,2021-11-15,214.90293884277344
702,702,2021-11-16,219.40737915039065
703,703,2021-11-17,221.2801055908203
704,704,2021-11-18,223.4683074951172
705,705,2021-11-19,226.73081970214844
706,706,2021-11-22,225.25228881835935
707,707,2021-11-23,226.0310211181641
708,708,2021-11-24,224.9369354248047
709,709,2021-11-26,222.57135009765625
710,710,2021-11-29,225.873291015625
711,711,2021-11-30,221.6448211669922
712,712,2021-12-01,216.4898376464844
713,713,2021-12-02,222.63047790527344
714,714,2021-12-03,218.4709930419922
715,715,2021-12-06,218.72726440429688
716,716,2021-12-07,222.2066345214844
717,717,2021-12-08,225.764892578125
718,718,2021-12-09,221.2801055908203
719,719,2021-12-10,223.4091644287109
720,720,2021-12-13,225.65646362304688
721,721,2021-12-14,221.85687255859372
722,722,2021-12-15,225.57749938964844
723,723,2021-12-16,226.19923400878903
724,724,2021-12-17,219.231689453125
725,725,2021-12-20,218.41256713867188
726,726,2021-12-21,219.0836334228516
727,727,2021-12-22,220.91932678222656
728,728,2021-12-23,222.57730102539065
729,729,2021-12-27,224.43267822265625
730,730,2021-12-28,225.09390258789065
731,731,2021-12-29,226.2979278564453
732,732,2021-12-30,225.1037750244141
733,733,2021-12-31,225.7353973388672
734,734,2022-01-03,218.75796508789065
735,735,2022-01-04,218.82704162597656
736,736,2022-01-05,211.50418090820312
