,Unnamed: 0,Date,HPE
0,0,2019-02-05,13.425150871276855
1,1,2019-02-06,13.594125747680664
2,2,2019-02-07,13.391357421875
3,3,2019-02-08,13.450496673583984
4,4,2019-02-11,13.382905006408691
5,5,2019-02-12,13.518088340759276
6,6,2019-02-13,13.560330390930176
7,7,2019-02-14,13.509637832641602
8,8,2019-02-15,13.594125747680664
9,9,2019-02-19,13.594125747680664
10,10,2019-02-20,13.560330390930176
11,11,2019-02-21,13.712409019470217
12,12,2019-02-22,13.78844928741455
13,13,2019-02-25,14.160197257995604
14,14,2019-02-26,14.193994522094728
15,15,2019-02-27,14.109506607055664
16,16,2019-02-28,13.839141845703123
17,17,2019-03-01,13.839141845703123
18,18,2019-03-04,13.653267860412598
19,19,2019-03-05,13.636370658874512
20,20,2019-03-06,13.484292984008787
21,21,2019-03-07,13.239274978637695
22,22,2019-03-08,13.188586235046388
23,23,2019-03-11,13.425150871276855
24,24,2019-03-12,13.027765274047852
25,25,2019-03-13,13.206459999084473
26,26,2019-03-14,13.325590133666992
27,27,2019-03-15,13.674474716186523
28,28,2019-03-18,13.478757858276367
29,29,2019-03-19,13.51279640197754
30,30,2019-03-20,13.50428867340088
31,31,2019-03-21,13.631928443908691
32,32,2019-03-22,13.010746955871582
33,33,2019-03-25,12.891615867614746
34,34,2019-03-26,13.027765274047852
35,35,2019-03-27,12.98521900177002
36,36,2019-03-28,12.98521900177002
37,37,2019-03-29,13.129877090454102
38,38,2019-04-01,13.529814720153809
39,39,2019-04-02,13.461740493774414
40,40,2019-04-03,13.48727035522461
41,41,2019-04-04,13.674474716186523
42,42,2019-04-05,13.742547035217283
43,43,2019-04-08,13.776583671569824
44,44,2019-04-09,13.57236099243164
45,45,2019-04-10,13.844661712646484
46,46,2019-04-11,13.844661712646484
47,47,2019-04-12,13.955280303955078
48,48,2019-04-15,14.031867027282717
49,49,2019-04-16,14.125468254089355
50,50,2019-04-17,14.099940299987791
51,51,2019-04-18,14.176523208618164
52,52,2019-04-22,14.116957664489746
53,53,2019-04-23,14.065900802612305
54,54,2019-04-24,13.844661712646484
55,55,2019-04-25,13.623417854309082
56,56,2019-04-26,13.419197082519531
57,57,2019-04-29,13.368139266967772
58,58,2019-04-30,13.453232765197754
59,59,2019-05-01,13.436213493347168
60,60,2019-05-02,13.393665313720703
61,61,2019-05-03,13.555342674255373
62,62,2019-05-06,13.325590133666992
63,63,2019-05-07,13.129877090454102
64,64,2019-05-08,13.061803817749023
65,65,2019-05-09,12.95118236541748
66,66,2019-05-10,12.585280418395996
67,67,2019-05-13,12.0491943359375
68,68,2019-05-14,12.117269515991213
69,69,2019-05-15,12.27043628692627
70,70,2019-05-16,12.364039421081545
71,71,2019-05-17,12.440622329711914
72,72,2019-05-20,12.55124282836914
73,73,2019-05-21,12.97671127319336
74,74,2019-05-22,12.517207145690918
75,75,2019-05-23,12.185343742370604
76,76,2019-05-24,12.24490737915039
77,77,2019-05-28,12.057703018188477
78,78,2019-05-29,12.023667335510254
79,79,2019-05-30,12.10025119781494
80,80,2019-05-31,11.674785614013672
81,81,2019-06-03,11.649255752563477
82,82,2019-06-04,12.023667335510254
83,83,2019-06-05,11.989627838134766
84,84,2019-06-06,11.904533386230469
85,85,2019-06-07,11.989627838134766
86,86,2019-06-10,12.134288787841797
87,87,2019-06-11,12.23121166229248
88,88,2019-06-12,12.12828254699707
89,89,2019-06-13,12.308405876159668
90,90,2019-06-14,12.136859893798828
91,91,2019-06-17,12.265521049499512
92,92,2019-06-18,12.51426124572754
93,93,2019-06-19,12.617189407348633
94,94,2019-06-20,12.86592960357666
95,95,2019-06-21,12.81446647644043
96,96,2019-06-24,12.874506950378418
97,97,2019-06-25,12.660076141357422
98,98,2019-06-26,12.831620216369627
99,99,2019-06-27,12.84019947052002
100,100,2019-06-28,12.823041915893556
101,101,2019-07-01,12.98601245880127
102,102,2019-07-02,12.934548377990724
103,103,2019-07-03,13.114670753479004
104,104,2019-07-05,13.011744499206545
105,105,2019-07-08,12.89166259765625
106,106,2019-07-09,12.754424095153809
107,107,2019-07-10,12.66865348815918
108,108,2019-07-11,12.522836685180664
109,109,2019-07-12,12.78873348236084
110,110,2019-07-15,12.831620216369627
111,111,2019-07-16,12.702960968017578
112,112,2019-07-17,12.6000337600708
113,113,2019-07-18,12.651496887207031
114,114,2019-07-19,12.728693962097168
115,115,2019-07-22,12.265521049499512
116,116,2019-07-23,12.531414031982422
117,117,2019-07-24,12.642918586730955
118,118,2019-07-25,12.445642471313477
119,119,2019-07-26,12.548571586608888
120,120,2019-07-29,12.574300765991213
121,121,2019-07-30,12.531414031982422
122,122,2019-07-31,12.3255615234375
123,123,2019-08-01,12.12828254699707
124,124,2019-08-02,11.38205909729004
125,125,2019-08-05,11.06470012664795
126,126,2019-08-06,11.2105131149292
127,127,2019-08-07,11.201936721801758
128,128,2019-08-08,11.622222900390623
129,129,2019-08-09,11.484989166259766
130,130,2019-08-12,11.21908950805664
131,131,2019-08-13,11.493563652038574
132,132,2019-08-14,11.030389785766602
133,133,2019-08-15,10.875998497009276
134,134,2019-08-16,10.978925704956056
135,135,2019-08-19,11.244821548461914
136,136,2019-08-20,11.099007606506348
137,137,2019-08-21,11.2105131149292
138,138,2019-08-22,11.36490249633789
139,139,2019-08-23,10.936039924621582
140,140,2019-08-26,11.099007606506348
141,141,2019-08-27,11.09043312072754
142,142,2019-08-28,11.4678316116333
143,143,2019-08-29,11.733726501464844
144,144,2019-08-30,11.853809356689451
145,145,2019-09-03,11.570759773254396
146,146,2019-09-04,11.793767929077148
147,147,2019-09-05,12.35129165649414
148,148,2019-09-06,12.497106552124023
149,149,2019-09-09,12.823041915893556
150,150,2019-09-10,13.04170036315918
151,151,2019-09-11,13.283693313598633
152,152,2019-09-12,13.275052070617676
153,153,2019-09-13,13.240480422973633
154,154,2019-09-16,13.067627906799316
155,155,2019-09-17,12.955273628234863
156,156,2019-09-18,12.739208221435549
157,157,2019-09-19,12.834277153015137
158,158,2019-09-20,12.47128677368164
159,159,2019-09-23,12.445361137390137
160,160,2019-09-24,12.315722465515137
161,161,2019-09-25,12.609570503234863
162,162,2019-09-26,12.64414119720459
163,163,2019-09-27,12.963916778564451
164,164,2019-09-30,13.110840797424316
165,165,2019-10-01,12.66142749786377
166,166,2019-10-02,12.479931831359863
167,167,2019-10-03,12.531785011291504
168,168,2019-10-04,12.445361137390137
169,169,2019-10-07,12.402148246765137
170,170,2019-10-08,11.970016479492188
171,171,2019-10-09,12.16015625
172,172,2019-10-10,12.194725036621094
173,173,2019-10-11,12.402148246765137
174,174,2019-10-14,12.920702934265137
175,175,2019-10-15,13.084915161132812
176,176,2019-10-16,13.04170036315918
177,177,2019-10-17,13.14541244506836
178,178,2019-10-18,13.266409873962402
179,179,2019-10-21,13.802249908447266
180,180,2019-10-22,13.784964561462402
181,181,2019-10-23,13.845464706420898
182,182,2019-10-24,13.733110427856444
183,183,2019-10-25,13.966460227966309
184,184,2019-10-28,14.199810028076172
185,185,2019-10-29,14.225737571716309
186,186,2019-10-30,14.096101760864258
187,187,2019-10-31,14.182525634765623
188,188,2019-11-01,14.260309219360352
189,189,2019-11-04,14.389947891235352
190,190,2019-11-05,14.545515060424805
191,191,2019-11-06,14.640583992004396
192,192,2019-11-07,14.848008155822754
193,193,2019-11-08,15.064072608947754
194,194,2019-11-11,15.090001106262209
195,195,2019-11-12,14.986287117004396
196,196,2019-11-13,14.891221046447754
197,197,2019-11-14,14.718365669250488
198,198,2019-11-15,14.891221046447754
199,199,2019-11-18,14.93443489074707
200,200,2019-11-19,15.072714805603027
201,201,2019-11-20,14.796150207519531
202,202,2019-11-21,14.761582374572754
203,203,2019-11-22,14.796150207519531
204,204,2019-11-25,15.0813570022583
205,205,2019-11-26,13.802249908447266
206,206,2019-11-27,13.776323318481444
207,207,2019-11-29,13.681254386901855
208,208,2019-12-02,13.620756149291992
209,209,2019-12-03,13.491116523742676
210,210,2019-12-04,13.603468894958496
211,211,2019-12-05,13.76767921447754
212,212,2019-12-06,13.750396728515623
213,213,2019-12-09,13.733110427856444
214,214,2019-12-10,13.794069290161133
215,215,2019-12-11,13.820194244384766
216,216,2019-12-12,14.281737327575684
217,217,2019-12-13,13.959527969360352
218,218,2019-12-16,14.003069877624512
219,219,2019-12-17,13.794069290161133
220,220,2019-12-18,13.85502815246582
221,221,2019-12-19,13.70698356628418
222,222,2019-12-20,13.567649841308594
223,223,2019-12-23,13.794069290161133
224,224,2019-12-24,13.86373519897461
225,225,2019-12-26,13.898569107055664
226,226,2019-12-27,13.846319198608398
227,227,2019-12-30,13.74181842803955
228,228,2019-12-31,13.811483383178713
229,229,2020-01-02,14.081443786621094
230,230,2020-01-03,13.733111381530762
231,231,2020-01-06,13.689570426940918
232,232,2020-01-07,13.619900703430176
233,233,2020-01-08,13.724400520324709
234,234,2020-01-09,13.646023750305176
235,235,2020-01-10,13.471858024597168
236,236,2020-01-13,13.541525840759276
237,237,2020-01-14,13.532816886901855
238,238,2020-01-15,13.48927402496338
239,239,2020-01-16,13.733111381530762
240,240,2020-01-17,13.149650573730469
241,241,2020-01-21,12.97548007965088
242,242,2020-01-22,13.088689804077148
243,243,2020-01-23,13.201898574829102
244,244,2020-01-24,12.85356616973877
245,245,2020-01-27,12.644563674926758
246,246,2020-01-28,12.731645584106444
247,247,2020-01-29,12.557480812072754
248,248,2020-01-30,12.557480812072754
249,249,2020-01-31,12.130769729614258
250,250,2020-02-03,12.313644409179688
251,251,2020-02-04,12.557480812072754
252,252,2020-02-05,12.96677303314209
253,253,2020-02-06,12.992897033691406
254,254,2020-02-07,12.836146354675291
255,255,2020-02-10,12.862272262573242
256,256,2020-02-11,12.949356079101562
257,257,2020-02-12,13.088689804077148
258,258,2020-02-13,12.801314353942873
259,259,2020-02-14,12.574896812438965
260,260,2020-02-18,12.5226469039917
261,261,2020-02-19,12.601021766662598
262,262,2020-02-20,12.601021766662598
263,263,2020-02-21,12.348478317260742
264,264,2020-02-24,11.93918514251709
265,265,2020-02-25,11.60826587677002
266,266,2020-02-26,11.35572338104248
267,267,2020-02-27,10.955135345458984
268,268,2020-02-28,11.138015747070312
269,269,2020-03-02,11.22509765625
270,270,2020-03-03,10.963845252990724
271,271,2020-03-04,10.676469802856444
272,272,2020-03-05,10.26717758178711
273,273,2020-03-06,10.4413423538208
274,274,2020-03-09,9.701132774353027
275,275,2020-03-10,10.141292572021484
276,276,2020-03-11,9.304987907409668
277,277,2020-03-12,8.028522491455078
