,Date,HCA
0,2019-02-04 00:00:00-05:00,132.53269958496094
1,2019-02-05 00:00:00-05:00,133.4496612548828
2,2019-02-06 00:00:00-05:00,133.7457275390625
3,2019-02-07 00:00:00-05:00,134.30923461914062
4,2019-02-08 00:00:00-05:00,133.2681884765625
5,2019-02-11 00:00:00-05:00,132.43727111816406
6,2019-02-12 00:00:00-05:00,133.9272003173828
7,2019-02-13 00:00:00-05:00,134.56715393066406
8,2019-02-14 00:00:00-05:00,135.83749389648438
9,2019-02-15 00:00:00-05:00,137.78590393066406
10,2019-02-19 00:00:00-05:00,137.14596557617188
11,2019-02-20 00:00:00-05:00,135.94252014160156
12,2019-02-21 00:00:00-05:00,135.6368865966797
13,2019-02-22 00:00:00-05:00,137.57574462890625
14,2019-02-25 00:00:00-05:00,136.83079528808594
15,2019-02-26 00:00:00-05:00,136.12399291992188
16,2019-02-27 00:00:00-05:00,132.58042907714844
17,2019-02-28 00:00:00-05:00,133.18394470214844
18,2019-03-01 00:00:00-05:00,132.63796997070312
19,2019-03-04 00:00:00-05:00,130.36776733398438
20,2019-03-05 00:00:00-05:00,129.6876983642578
21,2019-03-06 00:00:00-05:00,123.30818176269531
22,2019-03-07 00:00:00-05:00,121.54569244384766
23,2019-03-08 00:00:00-05:00,119.48623657226562
24,2019-03-11 00:00:00-04:00,120.58781433105469
25,2019-03-12 00:00:00-04:00,123.45187377929688
26,2019-03-13 00:00:00-04:00,125.31017303466797
27,2019-03-14 00:00:00-04:00,126.22016143798828
28,2019-03-15 00:00:00-04:00,126.77571868896484
29,2019-03-18 00:00:00-04:00,129.07467651367188
30,2019-03-19 00:00:00-04:00,130.86587524414062
31,2019-03-20 00:00:00-04:00,129.3907470703125
32,2019-03-21 00:00:00-04:00,131.1436309814453
33,2019-03-22 00:00:00-04:00,128.77769470214844
34,2019-03-25 00:00:00-04:00,127.07263946533203
35,2019-03-26 00:00:00-04:00,124.28523254394531
36,2019-03-27 00:00:00-04:00,123.26026916503906
37,2019-03-28 00:00:00-04:00,123.24112701416016
38,2019-03-29 00:00:00-04:00,124.88871002197266
39,2019-04-01 00:00:00-04:00,126.42129516601562
40,2019-04-02 00:00:00-04:00,125.1473159790039
41,2019-04-03 00:00:00-04:00,125.6837158203125
42,2019-04-04 00:00:00-04:00,126.77571868896484
43,2019-04-05 00:00:00-04:00,128.43284606933594
