,Date,CINF
0,2019-02-04 00:00:00-05:00,72.4013900756836
1,2019-02-05 00:00:00-05:00,72.49797058105469
2,2019-02-06 00:00:00-05:00,71.85704803466797
3,2019-02-07 00:00:00-05:00,74.00796508789062
4,2019-02-08 00:00:00-05:00,73.76213836669922
5,2019-02-11 00:00:00-05:00,73.79727172851562
6,2019-02-12 00:00:00-05:00,74.376708984375
7,2019-02-13 00:00:00-05:00,74.18355560302734
8,2019-02-14 00:00:00-05:00,73.7358169555664
9,2019-02-15 00:00:00-05:00,75.04389190673828
10,2019-02-19 00:00:00-05:00,75.15802764892578
11,2019-02-20 00:00:00-05:00,75.45651245117188
12,2019-02-21 00:00:00-05:00,75.0965805053711
13,2019-02-22 00:00:00-05:00,75.60576629638672
14,2019-02-25 00:00:00-05:00,75.37751007080078
15,2019-02-26 00:00:00-05:00,75.15802764892578
16,2019-02-27 00:00:00-05:00,75.49163055419922
17,2019-02-28 00:00:00-05:00,76.2203140258789
18,2019-03-01 00:00:00-05:00,76.36955261230469
19,2019-03-04 00:00:00-05:00,75.32483673095703
20,2019-03-05 00:00:00-05:00,75.11412048339844
21,2019-03-06 00:00:00-05:00,74.41179656982422
22,2019-03-07 00:00:00-05:00,74.26256561279297
23,2019-03-08 00:00:00-05:00,74.17477416992188
24,2019-03-11 00:00:00-04:00,75.01756286621094
25,2019-03-12 00:00:00-04:00,75.22826385498047
26,2019-03-13 00:00:00-04:00,74.65762329101562
27,2019-03-14 00:00:00-04:00,74.90345764160156
28,2019-03-15 00:00:00-04:00,75.16681671142578
29,2019-03-18 00:00:00-04:00,75.43016815185547
30,2019-03-19 00:00:00-04:00,74.7409439086914
31,2019-03-20 00:00:00-04:00,74.25489807128906
32,2019-03-21 00:00:00-04:00,75.03253173828125
33,2019-03-22 00:00:00-04:00,74.79395294189453
34,2019-03-25 00:00:00-04:00,74.81160736083984
35,2019-03-26 00:00:00-04:00,75.14740753173828
36,2019-03-27 00:00:00-04:00,75.43901062011719
37,2019-03-28 00:00:00-04:00,75.50086975097656
38,2019-03-29 00:00:00-04:00,75.9073715209961
39,2019-04-01 00:00:00-04:00,76.2696762084961
40,2019-04-02 00:00:00-04:00,75.57156372070312
41,2019-04-03 00:00:00-04:00,75.52739715576172
42,2019-04-04 00:00:00-04:00,75.68644714355469
43,2019-04-05 00:00:00-04:00,76.19014739990234
44,2019-04-08 00:00:00-04:00,75.69529724121094
45,2019-04-09 00:00:00-04:00,75.18274688720703
46,2019-04-10 00:00:00-04:00,76.03993225097656
47,2019-04-11 00:00:00-04:00,76.7645263671875
48,2019-04-12 00:00:00-04:00,77.31240844726562
49,2019-04-15 00:00:00-04:00,76.99427795410156
50,2019-04-16 00:00:00-04:00,77.51566314697266
51,2019-04-17 00:00:00-04:00,76.41107177734375
52,2019-04-18 00:00:00-04:00,76.52593994140625
53,2019-04-22 00:00:00-04:00,75.96924591064453
54,2019-04-23 00:00:00-04:00,76.84406280517578
55,2019-04-24 00:00:00-04:00,77.4891357421875
56,2019-04-25 00:00:00-04:00,82.68513488769531
57,2019-04-26 00:00:00-04:00,83.23299407958984
58,2019-04-29 00:00:00-04:00,83.93994140625
59,2019-04-30 00:00:00-04:00,84.99151611328125
60,2019-05-01 00:00:00-04:00,84.14318084716797
61,2019-05-02 00:00:00-04:00,84.78825378417969
62,2019-05-03 00:00:00-04:00,84.89430236816406
63,2019-05-06 00:00:00-04:00,84.96500396728516
64,2019-05-07 00:00:00-04:00,83.95761108398438
65,2019-05-08 00:00:00-04:00,84.09015655517578
66,2019-05-09 00:00:00-04:00,84.02830505371094
67,2019-05-10 00:00:00-04:00,85.19474029541016
68,2019-05-13 00:00:00-04:00,84.14318084716797
69,2019-05-14 00:00:00-04:00,84.6026840209961
