,Unnamed: 0,Date,MCO
168,168,2019-10-04,196.22093200683597
169,169,2019-10-07,200.70330810546875
170,170,2019-10-08,198.34161376953125
171,171,2019-10-09,202.09136962890625
172,172,2019-10-10,203.4408721923828
173,173,2019-10-11,206.3809051513672
174,174,2019-10-14,206.7376251220703
175,175,2019-10-15,210.80545043945312
176,176,2019-10-16,209.3209991455078
177,177,2019-10-17,210.882568359375
178,178,2019-10-18,209.46554565429688
179,179,2019-10-21,211.38381958007807
180,180,2019-10-22,205.51336669921875
181,181,2019-10-23,204.3277282714844
182,182,2019-10-24,207.8075714111328
183,183,2019-10-25,208.2220764160156
184,184,2019-10-28,208.49197387695312
185,185,2019-10-29,212.4537811279297
186,186,2019-10-30,210.3717041015625
187,187,2019-10-31,212.7333831787109
188,188,2019-11-01,212.5502166748047
189,189,2019-11-04,210.1403045654297
190,190,2019-11-05,205.37843322753903
191,191,2019-11-06,208.0196685791016
192,192,2019-11-07,210.40061950683597
193,193,2019-11-08,210.26564025878903
194,194,2019-11-11,210.1885223388672
195,195,2019-11-12,209.6198272705078
196,196,2019-11-13,210.8536529541016
197,197,2019-11-14,210.9693145751953
198,198,2019-11-15,212.2127990722656
199,199,2019-11-18,213.3984832763672
200,200,2019-11-19,215.79869079589844
201,201,2019-11-20,216.3204040527344
202,202,2019-11-21,216.54258728027344
203,203,2019-11-22,215.39291381835935
204,204,2019-11-25,218.08834838867188
205,205,2019-11-26,219.0447998046875
206,206,2019-11-27,218.85162353515625
207,207,2019-11-29,218.98684692382807
208,208,2019-12-02,217.56668090820312
209,209,2019-12-03,217.18020629882807
210,210,2019-12-04,219.11245727539065
211,211,2019-12-05,221.58567810058597
212,212,2019-12-06,223.91400146484372
213,213,2019-12-09,222.7353363037109
214,214,2019-12-10,223.2183837890625
215,215,2019-12-11,225.3438262939453
216,216,2019-12-12,226.38720703125
217,217,2019-12-13,227.11178588867188
218,218,2019-12-16,228.09718322753903
219,219,2019-12-17,227.3822784423828
220,220,2019-12-18,228.46432495117188
221,221,2019-12-19,230.12600708007807
222,222,2019-12-20,230.06808471679688
223,223,2019-12-23,229.0246734619141
224,224,2019-12-24,230.106689453125
225,225,2019-12-26,230.95687866210935
226,226,2019-12-27,231.1887359619141
227,227,2019-12-30,229.6043701171875
228,228,2019-12-31,229.3627777099609
229,229,2020-01-02,233.52670288085935
230,230,2020-01-03,232.94705200195312
231,231,2020-01-06,233.671630859375
232,232,2020-01-07,232.83111572265625
233,233,2020-01-08,237.29454040527344
234,234,2020-01-09,240.41505432128903
235,235,2020-01-10,239.6228485107422
236,236,2020-01-13,242.96554565429688
237,237,2020-01-14,240.9753570556641
238,238,2020-01-15,244.45335388183597
239,239,2020-01-16,247.3709716796875
240,240,2020-01-17,248.8974456787109
241,241,2020-01-21,247.65118408203125
242,242,2020-01-22,248.7428741455078
243,243,2020-01-23,248.375732421875
244,244,2020-01-24,246.9555511474609
245,245,2020-01-27,246.4724884033203
246,246,2020-01-28,251.3706512451172
247,247,2020-01-29,251.8343811035156
248,248,2020-01-30,254.8679351806641
249,249,2020-01-31,248.0859375
250,250,2020-02-03,252.162841796875
251,251,2020-02-04,257.8145446777344
252,252,2020-02-05,255.38006591796875
253,253,2020-02-06,258.92559814453125
254,254,2020-02-07,258.4328308105469
255,255,2020-02-10,259.3314208984375
256,256,2020-02-11,261.8045959472656
257,257,2020-02-12,264.1425476074219
258,258,2020-02-13,263.5242004394531
259,259,2020-02-14,268.4127502441406
260,260,2020-02-18,271.1661376953125
261,261,2020-02-19,275.6391296386719
262,262,2020-02-20,269.41748046875
263,263,2020-02-21,262.6160888671875
264,264,2020-02-24,257.76593017578125
265,265,2020-02-25,251.7346649169922
266,266,2020-02-26,252.68344116210935
267,267,2020-02-27,236.2838592529297
268,268,2020-02-28,232.3727264404297
269,269,2020-03-02,251.24090576171875
270,270,2020-03-03,244.80308532714844
271,271,2020-03-04,260.97998046875
272,272,2020-03-05,244.5513916015625
273,273,2020-03-06,230.8624725341797
274,274,2020-03-09,204.1235809326172
275,275,2020-03-10,220.3392639160156
276,276,2020-03-11,204.5205078125
277,277,2020-03-12,187.1721954345703
278,278,2020-03-13,206.27276611328125
279,279,2020-03-16,179.48550415039062
280,280,2020-03-17,195.64306640625
281,281,2020-03-18,168.7880401611328
282,282,2020-03-19,172.2344207763672
283,283,2020-03-20,170.1917266845703
284,284,2020-03-23,159.8234100341797
285,285,2020-03-24,189.50531005859372
286,286,2020-03-25,200.52224731445312
287,287,2020-03-26,217.17355346679688
288,288,2020-03-27,213.1656494140625
289,289,2020-03-30,215.13087463378903
290,290,2020-03-31,204.7528533935547
291,291,2020-04-01,191.24789428710935
292,292,2020-04-02,200.12533569335935
293,293,2020-04-03,202.1293182373047
294,294,2020-04-06,221.84947204589844
295,295,2020-04-07,221.41384887695312
296,296,2020-04-08,219.29373168945312
297,297,2020-04-09,233.97006225585935
298,298,2020-04-13,223.71788024902344
299,299,2020-04-14,230.1751251220703
300,300,2020-04-15,222.49810791015625
301,301,2020-04-16,227.22244262695312
302,302,2020-04-17,231.7241058349609
303,303,2020-04-20,231.83058166503903
304,304,2020-04-21,220.9781951904297
305,305,2020-04-22,232.1790771484375
306,306,2020-04-23,232.3436737060547
307,307,2020-04-24,237.3777618408203
308,308,2020-04-27,246.439208984375
309,309,2020-04-28,243.9898834228516
310,310,2020-04-29,246.8457794189453
311,311,2020-04-30,236.1192321777344
312,312,2020-05-01,234.12496948242188
313,313,2020-05-04,237.56170654296875
314,314,2020-05-05,242.47964477539065
315,315,2020-05-06,233.7861328125
316,316,2020-05-07,239.788330078125
317,317,2020-05-08,243.7188262939453
318,318,2020-05-11,244.9870147705078
319,319,2020-05-12,242.4990234375
320,320,2020-05-13,239.8173828125
321,321,2020-05-14,245.77120971679688
322,322,2020-05-15,243.2928466796875
323,323,2020-05-18,251.5216827392578
324,324,2020-05-19,246.35060119628903
325,325,2020-05-20,248.63052368164065
326,326,2020-05-21,246.20504760742188
327,327,2020-05-22,249.16416931152344
328,328,2020-05-26,251.95828247070312
329,329,2020-05-27,251.07540893554688
330,330,2020-05-28,256.8965148925781
331,331,2020-05-29,259.4384460449219
332,332,2020-06-01,268.7813720703125
333,333,2020-06-02,268.1992492675781
334,334,2020-06-03,274.1561889648437
335,335,2020-06-04,267.8015441894531
336,336,2020-06-05,271.3523254394531
337,337,2020-06-08,273.4091796875
338,338,2020-06-09,266.7828674316406
339,339,2020-06-10,268.54852294921875
340,340,2020-06-11,250.58062744140625
341,341,2020-06-12,259.02130126953125
342,342,2020-06-15,262.15496826171875
343,343,2020-06-16,266.3656005859375
344,344,2020-06-17,266.8215637207031
345,345,2020-06-18,266.6954650878906
346,346,2020-06-19,267.0253295898437
347,347,2020-06-22,268.325439453125
348,348,2020-06-23,268.771728515625
349,349,2020-06-24,257.6145324707031
350,350,2020-06-25,267.937255859375
351,351,2020-06-26,260.96173095703125
352,352,2020-06-29,261.0877685546875
353,353,2020-06-30,266.54022216796875
354,354,2020-07-01,270.0911560058594
355,355,2020-07-02,269.7224426269531
356,356,2020-07-06,275.1943664550781
357,357,2020-07-07,276.8630676269531
358,358,2020-07-08,285.46856689453125
359,359,2020-07-09,285.51715087890625
360,360,2020-07-10,284.1879272460937
361,361,2020-07-13,277.241455078125
362,362,2020-07-14,282.5580749511719
363,363,2020-07-15,284.77008056640625
364,364,2020-07-16,280.7535400390625
365,365,2020-07-17,283.7901611328125
366,366,2020-07-20,285.1678771972656
367,367,2020-07-21,282.20880126953125
368,368,2020-07-22,284.750732421875
369,369,2020-07-23,279.5310974121094
370,370,2020-07-24,281.0445556640625
371,371,2020-07-27,280.86993408203125
372,372,2020-07-28,274.2338256835937
373,373,2020-07-29,282.67449951171875
374,374,2020-07-30,275.31072998046875
375,375,2020-07-31,272.91436767578125
376,376,2020-08-03,272.2643737792969
377,377,2020-08-04,267.7723999023437
378,378,2020-08-05,269.3440856933594
379,379,2020-08-06,270.9933776855469
380,380,2020-08-07,267.306640625
381,381,2020-08-10,263.0670166015625
382,382,2020-08-11,266.3461608886719
383,383,2020-08-12,270.5277099609375
384,384,2020-08-13,273.564453125
385,385,2020-08-14,272.6718444824219
386,386,2020-08-17,275.1651916503906
387,387,2020-08-18,276.9794616699219
388,388,2020-08-19,273.82989501953125
389,389,2020-08-20,275.5504455566406
390,390,2020-08-21,276.5322570800781
391,391,2020-08-24,276.289306640625
392,392,2020-08-25,277.4169616699219
393,393,2020-08-26,283.8035888671875
394,394,2020-08-27,284.0077514648437
395,395,2020-08-28,286.175537109375
396,396,2020-08-31,286.41851806640625
397,397,2020-09-01,287.80859375
398,398,2020-09-02,295.9936828613281
399,399,2020-09-03,283.12310791015625
400,400,2020-09-04,274.588134765625
401,401,2020-09-08,270.9233093261719
402,402,2020-09-09,280.3623352050781
403,403,2020-09-10,275.8615417480469
404,404,2020-09-11,276.9891662597656
405,405,2020-09-14,280.6247863769531
406,406,2020-09-15,278.9431457519531
407,407,2020-09-16,278.8167419433594
408,408,2020-09-17,274.8214111328125
409,409,2020-09-18,272.98419189453125
410,410,2020-09-21,272.2259216308594
411,411,2020-09-22,271.34130859375
412,412,2020-09-23,266.0239562988281
413,413,2020-09-24,267.82232666015625
414,414,2020-09-25,272.663330078125
415,415,2020-09-28,277.2030334472656
416,416,2020-09-29,277.75714111328125
417,417,2020-09-30,281.7621765136719
418,418,2020-10-01,285.31036376953125
419,419,2020-10-02,285.7574462890625
420,420,2020-10-05,286.9434814453125
421,421,2020-10-06,279.90545654296875
422,422,2020-10-07,280.2068176269531
423,423,2020-10-08,283.9883117675781
424,424,2020-10-09,286.5059814453125
425,425,2020-10-12,285.14508056640625
426,426,2020-10-13,285.22283935546875
427,427,2020-10-14,282.01495361328125
428,428,2020-10-15,282.3746643066406
429,429,2020-10-16,280.9942321777344
430,430,2020-10-19,276.590576171875
431,431,2020-10-20,277.4266967773437
432,432,2020-10-21,269.4263000488281
433,433,2020-10-22,265.1102294921875
434,434,2020-10-23,264.2936706542969
435,435,2020-10-26,261.49395751953125
436,436,2020-10-27,258.76239013671875
437,437,2020-10-28,254.5532073974609
438,438,2020-10-29,255.66146850585935
439,439,2020-10-30,255.56417846679688
440,440,2020-11-02,258.5096130371094
441,441,2020-11-03,261.6689758300781
442,442,2020-11-04,277.6405029296875
443,443,2020-11-05,282.9384765625
444,444,2020-11-06,282.5204162597656
445,445,2020-11-09,267.7640380859375
446,446,2020-11-10,262.78680419921875
447,447,2020-11-11,272.4300537109375
448,448,2020-11-12,268.6291809082031
449,449,2020-11-13,267.72515869140625
450,450,2020-11-16,267.8515014648437
451,451,2020-11-17,267.02520751953125
452,452,2020-11-18,265.01300048828125
453,453,2020-11-19,266.4711303710937
454,454,2020-11-20,265.8671569824219
455,455,2020-11-23,263.8216247558594
456,456,2020-11-24,264.5423583984375
457,457,2020-11-25,269.4031677246094
458,458,2020-11-27,270.0362854003906
459,459,2020-11-30,275.0235900878906
460,460,2020-12-01,271.9649963378906
461,461,2020-12-02,270.7668151855469
462,462,2020-12-03,272.6273193359375
463,463,2020-12-04,278.2575988769531
464,464,2020-12-07,275.763916015625
465,465,2020-12-08,271.5850830078125
466,466,2020-12-09,268.1854858398437
467,467,2020-12-10,266.8802795410156
468,468,2020-12-11,267.5231018066406
469,469,2020-12-14,267.5036315917969
470,470,2020-12-15,270.20184326171875
471,471,2020-12-16,273.27996826171875
472,472,2020-12-17,272.8027038574219
473,473,2020-12-18,276.0268859863281
474,474,2020-12-21,271.6337585449219
475,475,2020-12-22,273.9813232421875
476,476,2020-12-23,268.5556640625
477,477,2020-12-24,271.6532287597656
478,478,2020-12-28,270.7668151855469
479,479,2020-12-29,273.455322265625
480,480,2020-12-30,278.1114501953125
481,481,2020-12-31,282.7188720703125
482,482,2021-01-04,284.4332580566406
483,483,2021-01-05,277.01080322265625
484,484,2021-01-06,274.0592346191406
485,485,2021-01-07,274.0885009765625
486,486,2021-01-08,272.9487609863281
487,487,2021-01-11,269.1888427734375
488,488,2021-01-12,266.9581298828125
489,489,2021-01-13,267.14324951171875
490,490,2021-01-14,265.1073913574219
491,491,2021-01-15,259.7401733398437
492,492,2021-01-19,262.3117370605469
493,493,2021-01-20,268.3900451660156
494,494,2021-01-21,263.75341796875
495,495,2021-01-22,259.78887939453125
496,496,2021-01-25,259.64276123046875
497,497,2021-01-26,261.70782470703125
498,498,2021-01-27,256.2237243652344
499,499,2021-01-28,263.07159423828125
500,500,2021-01-29,259.3602600097656
501,501,2021-02-01,263.73388671875
502,502,2021-02-02,271.0395812988281
503,503,2021-02-03,266.7828063964844
504,504,2021-02-04,269.6758117675781
505,505,2021-02-05,269.792724609375
506,506,2021-02-08,271.17596435546875
507,507,2021-02-09,275.00408935546875
508,508,2021-02-10,269.6953125
509,509,2021-02-11,271.43902587890625
510,510,2021-02-12,271.44873046875
511,511,2021-02-16,273.085205078125
512,512,2021-02-17,273.27996826171875
513,513,2021-02-18,271.5558166503906
514,514,2021-02-19,273.1533508300781
515,515,2021-02-22,269.8512268066406
516,516,2021-02-23,268.8868408203125
517,517,2021-02-24,271.94256591796875
518,518,2021-02-25,270.7124938964844
519,519,2021-02-26,268.36944580078125
520,520,2021-03-01,275.7696228027344
521,521,2021-03-02,274.46142578125
522,522,2021-03-03,271.4056091308594
523,523,2021-03-04,271.41534423828125
524,524,2021-03-05,280.6217041015625
525,525,2021-03-08,282.61334228515625
526,526,2021-03-09,283.1600341796875
527,527,2021-03-10,284.2242126464844
528,528,2021-03-11,284.6147155761719
529,529,2021-03-12,284.72216796875
530,530,2021-03-15,290.30633544921875
531,531,2021-03-16,289.1543884277344
532,532,2021-03-17,286.1571960449219
533,533,2021-03-18,280.78765869140625
534,534,2021-03-19,280.9634094238281
535,535,2021-03-22,283.4041442871094
536,536,2021-03-23,283.8824462890625
537,537,2021-03-24,289.2227478027344
538,538,2021-03-25,288.7540588378906
539,539,2021-03-26,296.9060363769531
540,540,2021-03-29,299.6883850097656
541,541,2021-03-30,290.4723815917969
542,542,2021-03-31,291.5267028808594
543,543,2021-04-01,299.04412841796875
544,544,2021-04-05,303.5155029296875
545,545,2021-04-06,302.1584167480469
546,546,2021-04-07,300.6060791015625
547,547,2021-04-08,305.6730651855469
548,548,2021-04-09,306.8348083496094
549,549,2021-04-12,307.02032470703125
550,550,2021-04-13,307.6939392089844
551,551,2021-04-14,307.6939392089844
552,552,2021-04-15,310.9548034667969
553,553,2021-04-16,314.36187744140625
554,554,2021-04-19,313.1122741699219
555,555,2021-04-20,316.0801696777344
556,556,2021-04-21,317.320068359375
557,557,2021-04-22,317.3395690917969
558,558,2021-04-23,319.9560241699219
559,559,2021-04-26,317.5640869140625
560,560,2021-04-27,318.6575927734375
561,561,2021-04-28,312.4483642578125
562,562,2021-04-29,322.1233825683594
563,563,2021-04-30,318.960205078125
564,564,2021-05-03,321.50830078125
565,565,2021-05-04,322.37713623046875
566,566,2021-05-05,320.8736877441406
567,567,2021-05-06,321.7816162109375
568,568,2021-05-07,326.5654296875
569,569,2021-05-10,325.706298828125
570,570,2021-05-11,320.9518127441406
571,571,2021-05-12,312.14581298828125
572,572,2021-05-13,321.0396728515625
573,573,2021-05-14,326.1163330078125
574,574,2021-05-17,321.8695373535156
575,575,2021-05-18,316.12896728515625
576,576,2021-05-19,316.823486328125
577,577,2021-05-20,319.8459777832031
578,578,2021-05-21,321.6947021484375
579,579,2021-05-24,324.6291198730469
580,580,2021-05-25,325.7442321777344
581,581,2021-05-26,323.9541931152344
582,582,2021-05-27,326.4386901855469
583,583,2021-05-28,328.0232849121094
584,584,2021-06-01,323.69012451171875
585,585,2021-06-02,327.6809387207031
586,586,2021-06-03,326.9766845703125
587,587,2021-06-04,328.3167724609375
588,588,2021-06-07,327.7494201660156
589,589,2021-06-08,329.58837890625
590,590,2021-06-09,331.3784484863281
591,591,2021-06-10,332.53253173828125
592,592,2021-06-11,337.2081604003906
593,593,2021-06-14,340.16217041015625
594,594,2021-06-15,343.2433776855469
595,595,2021-06-16,339.3209533691406
596,596,2021-06-17,347.5863647460937
597,597,2021-06-18,341.1403503417969
598,598,2021-06-21,347.8797912597656
599,599,2021-06-22,351.6358947753906
600,600,2021-06-23,349.7872009277344
601,601,2021-06-24,354.0617370605469
602,602,2021-06-25,357.01568603515625
603,603,2021-06-28,357.7591552734375
604,604,2021-06-29,358.33624267578125
605,605,2021-06-30,354.45294189453125
606,606,2021-07-01,357.3287658691406
607,607,2021-07-02,359.8035583496094
608,608,2021-07-06,361.9554138183594
609,609,2021-07-07,368.5090026855469
610,610,2021-07-08,366.2201843261719
611,611,2021-07-09,367.3841552734375
612,612,2021-07-12,366.8462219238281
613,613,2021-07-13,366.80706787109375
614,614,2021-07-14,367.3939208984375
615,615,2021-07-15,366.5625
616,616,2021-07-16,369.702392578125
617,617,2021-07-19,363.706298828125
618,618,2021-07-20,369.0666198730469
619,619,2021-07-21,370.71966552734375
620,620,2021-07-22,372.8814086914063
621,621,2021-07-23,373.5171508789063
622,622,2021-07-26,371.4924011230469
623,623,2021-07-27,372.6465759277344
624,624,2021-07-28,370.3088073730469
625,625,2021-07-29,369.0666198730469
626,626,2021-07-30,367.7851867675781
627,627,2021-08-02,370.9348449707031
628,628,2021-08-03,370.8663635253906
629,629,2021-08-04,374.3974914550781
630,630,2021-08-05,378.3883666992188
631,631,2021-08-06,376.5592651367188
632,632,2021-08-09,374.0649719238281
633,633,2021-08-10,372.0401916503906
634,634,2021-08-11,371.6977844238281
635,635,2021-08-12,370.6512451171875
636,636,2021-08-13,372.3335571289063
637,637,2021-08-16,376.040771484375
638,638,2021-08-17,373.5269470214844
639,639,2021-08-18,365.7506408691406
640,640,2021-08-19,366.9655456542969
641,641,2021-08-20,368.80755615234375
642,642,2021-08-23,371.443115234375
643,643,2021-08-24,368.7389526367188
644,644,2021-08-25,368.7879333496094
645,645,2021-08-26,367.77880859375
646,646,2021-08-27,370.2086181640625
647,647,2021-08-30,373.3831481933594
648,648,2021-08-31,373.069580078125
649,649,2021-09-01,374.3824462890625
650,650,2021-09-02,377.89007568359375
651,651,2021-09-03,377.5960998535156
652,652,2021-09-07,374.0493469238281
653,653,2021-09-08,374.2159118652344
654,654,2021-09-09,374.7646179199219
655,655,2021-09-10,374.7939453125
656,656,2021-09-13,371.5018615722656
657,657,2021-09-14,372.4620971679688
658,658,2021-09-15,372.1289367675781
659,659,2021-09-16,372.6383666992188
660,660,2021-09-17,362.5173950195313
661,661,2021-09-20,361.4689636230469
662,662,2021-09-21,361.96868896484375
663,663,2021-09-22,362.88970947265625
664,664,2021-09-23,369.2974243164063
665,665,2021-09-24,368.66058349609375
666,666,2021-09-27,360.7537536621094
667,667,2021-09-28,348.30084228515625
668,668,2021-09-29,352.1513366699219
669,669,2021-09-30,347.9284973144531
670,670,2021-10-01,351.9848022460937
671,671,2021-10-04,342.6573181152344
672,672,2021-10-05,348.19305419921875
673,673,2021-10-06,350.7110595703125
674,674,2021-10-07,355.64910888671875
675,675,2021-10-08,354.94366455078125
676,676,2021-10-11,352.7685852050781
677,677,2021-10-12,353.6307983398437
678,678,2021-10-13,354.15985107421875
679,679,2021-10-14,362.9974060058594
680,680,2021-10-15,363.6734924316406
681,681,2021-10-18,366.4364929199219
682,682,2021-10-19,371.296142578125
683,683,2021-10-20,364.4181823730469
684,684,2021-10-21,368.5919799804688
685,685,2021-10-22,373.9415588378906
686,686,2021-10-25,377.31201171875
687,687,2021-10-26,382.446044921875
688,688,2021-10-27,384.6994934082031
689,689,2021-10-28,398.46533203125
690,690,2021-10-29,395.9767150878906
691,691,2021-11-01,386.41412353515625
692,692,2021-11-02,382.79876708984375
693,693,2021-11-03,378.732666015625
694,694,2021-11-04,381.1723327636719
695,695,2021-11-05,379.28131103515625
696,696,2021-11-08,379.4380798339844
697,697,2021-11-09,384.3663940429688
698,698,2021-11-10,379.849609375
699,699,2021-11-11,377.6549682617188
700,700,2021-11-12,380.1729736328125
701,701,2021-11-15,382.8771362304688
702,702,2021-11-16,393.5174865722656
703,703,2021-11-17,389.2456970214844
704,704,2021-11-18,387.0509948730469
705,705,2021-11-19,379.5850830078125
706,706,2021-11-22,377.3966979980469
707,707,2021-11-23,379.3986511230469
708,708,2021-11-24,385.1885986328125
709,709,2021-11-26,376.9256286621094
710,710,2021-11-29,389.8597717285156
711,711,2021-11-30,383.3534851074219
712,712,2021-12-01,373.1768798828125
713,713,2021-12-02,381.8912353515625
714,714,2021-12-03,377.602783203125
715,715,2021-12-06,378.2210083007813
716,716,2021-12-07,390.9687194824219
717,717,2021-12-08,390.6350402832031
718,718,2021-12-09,386.0619812011719
719,719,2021-12-10,390.3308410644531
720,720,2021-12-13,391.3612060546875
721,721,2021-12-14,384.6291809082031
722,722,2021-12-15,390.3111572265625
723,723,2021-12-16,388.5349426269531
724,724,2021-12-17,386.2975158691406
725,725,2021-12-20,379.7225036621094
726,726,2021-12-21,383.9815368652344
727,727,2021-12-22,387.6027221679688
728,728,2021-12-23,389.8499755859375
729,729,2021-12-27,392.0187377929688
730,730,2021-12-28,391.96966552734375
731,731,2021-12-29,390.6350402832031
732,732,2021-12-30,383.7655944824219
733,733,2021-12-31,383.2945556640625
734,734,2022-01-03,376.4349365234375
735,735,2022-01-04,379.06494140625
736,736,2022-01-05,370.0169372558594
