,Unnamed: 0.1,Unnamed: 0,Date,WELL,WELL_6m,WELL_12m
67,67,67,2019-05-13,66.1959228515625,64.40841674804688,62.13371276855469
68,68,68,2019-05-14,66.52822875976562,64.0293197631836,62.79927062988281
69,69,69,2019-05-15,67.0479965209961,63.506961822509766,61.4934196472168
70,70,70,2019-05-16,67.72109985351562,63.4311408996582,62.79084777832031
71,71,71,2019-05-17,68.1982650756836,64.09668731689453,63.07728958129883
72,72,72,2019-05-20,67.50808715820312,65.31830596923828,63.48168182373047
73,73,73,2019-05-21,68.16417694091797,66.1959228515625,64.40841674804688
74,74,74,2019-05-22,68.35162353515625,66.52822875976562,64.0293197631836
75,75,75,2019-05-23,69.31442260742188,67.0479965209961,63.506961822509766
76,76,76,2019-05-24,69.50189208984375,67.72109985351562,63.4311408996582
77,77,77,2019-05-28,68.25789642333984,68.1982650756836,64.09668731689453
78,78,78,2019-05-29,67.91706848144531,67.50808715820312,65.31830596923828
79,79,79,2019-05-30,68.81172943115234,68.16417694091797,66.1959228515625
80,80,80,2019-05-31,69.20368194580078,68.35162353515625,66.52822875976562
81,81,81,2019-06-03,69.87678527832031,69.31442260742188,67.0479965209961
82,82,82,2019-06-04,68.2153091430664,69.50189208984375,67.72109985351562
83,83,83,2019-06-05,69.85124206542969,68.25789642333984,68.1982650756836
84,84,84,2019-06-06,70.36246490478516,67.91706848144531,67.50808715820312
85,85,85,2019-06-07,70.91631317138672,68.81172943115234,68.16417694091797
86,86,86,2019-06-10,70.19205474853516,69.20368194580078,68.35162353515625
87,87,87,2019-06-11,69.96200561523438,69.87678527832031,69.31442260742188
88,88,88,2019-06-12,70.09833526611328,68.2153091430664,69.50189208984375
89,89,89,2019-06-13,70.14944458007812,69.85124206542969,68.25789642333984
90,90,90,2019-06-14,70.10684967041016,70.36246490478516,67.91706848144531
91,91,91,2019-06-17,71.24008178710938,70.91631317138672,68.81172943115234
92,92,92,2019-06-18,70.75440979003906,70.19205474853516,69.20368194580078
93,93,93,2019-06-19,71.40198516845703,69.96200561523438,69.87678527832031
94,94,94,2019-06-20,72.10917663574219,70.09833526611328,68.2153091430664
95,95,95,2019-06-21,71.27415466308594,70.14944458007812,69.85124206542969
96,96,96,2019-06-24,71.63202667236328,70.10684967041016,70.36246490478516
97,97,97,2019-06-25,70.9759521484375,71.24008178710938,70.91631317138672
98,98,98,2019-06-26,69.07588195800781,70.75440979003906,70.19205474853516
99,99,99,2019-06-27,69.55302429199219,71.40198516845703,69.96200561523438
100,100,100,2019-06-28,69.46781158447266,72.10917663574219,70.09833526611328
101,101,101,2019-07-01,69.646728515625,71.27415466308594,70.14944458007812
102,102,102,2019-07-02,71.71723937988281,71.63202667236328,70.10684967041016
103,103,103,2019-07-03,72.65448760986328,70.9759521484375,71.24008178710938
104,104,104,2019-07-05,71.75984191894531,69.07588195800781,70.75440979003906
105,105,105,2019-07-08,72.64598846435547,69.55302429199219,71.40198516845703
106,106,106,2019-07-09,73.3616943359375,69.46781158447266,72.10917663574219
107,107,107,2019-07-10,73.88996887207031,69.646728515625,71.27415466308594
108,108,108,2019-07-11,72.56928253173828,71.71723937988281,71.63202667236328
109,109,109,2019-07-12,72.21141052246094,72.65448760986328,70.9759521484375
110,110,110,2019-07-15,71.92172241210938,71.75984191894531,69.07588195800781
111,111,111,2019-07-16,72.12621307373047,72.64598846435547,69.55302429199219
112,112,112,2019-07-17,71.9984130859375,73.3616943359375,69.46781158447266
113,113,113,2019-07-18,72.29661560058594,73.88996887207031,69.646728515625
114,114,114,2019-07-19,70.76294708251953,72.56928253173828,71.71723937988281
115,115,115,2019-07-22,70.76294708251953,72.21141052246094,72.65448760986328
116,116,116,2019-07-23,71.33380889892578,71.92172241210938,71.75984191894531
117,117,117,2019-07-24,70.7970199584961,72.12621307373047,72.64598846435547
118,118,118,2019-07-25,70.40505981445312,71.9984130859375,73.3616943359375
119,119,119,2019-07-26,70.83109283447266,72.29661560058594,73.88996887207031
120,120,120,2019-07-29,71.32528686523438,70.76294708251953,72.56928253173828
121,121,121,2019-07-30,71.52976989746094,70.76294708251953,72.21141052246094
122,122,122,2019-07-31,70.82257843017578,71.33380889892578,71.92172241210938
123,123,123,2019-08-01,71.31676483154297,70.7970199584961,72.12621307373047
124,124,124,2019-08-02,72.21996307373047,70.40505981445312,71.9984130859375
125,125,125,2019-08-05,72.28810119628906,70.83109283447266,72.29661560058594
126,126,126,2019-08-06,72.77377319335938,71.32528686523438,70.76294708251953
127,127,127,2019-08-07,74.34154510498047,71.52976989746094,70.76294708251953
128,128,128,2019-08-08,74.9039077758789,70.82257843017578,71.33380889892578
129,129,129,2019-08-09,75.21915435791016,71.31676483154297,70.7970199584961
130,130,130,2019-08-12,74.9720687866211,72.21996307373047,70.40505981445312
131,131,131,2019-08-13,74.85277557373047,72.28810119628906,70.83109283447266
132,132,132,2019-08-14,74.4913330078125,72.77377319335938,71.32528686523438
133,133,133,2019-08-15,75.9715347290039,74.34154510498047,71.52976989746094
134,134,134,2019-08-16,76.4104232788086,74.9039077758789,70.82257843017578
135,135,135,2019-08-19,76.95257568359375,75.21915435791016,71.31676483154297
136,136,136,2019-08-20,76.20388793945312,74.9720687866211,72.21996307373047
137,137,137,2019-08-21,76.53089141845703,74.85277557373047,72.28810119628906
138,138,138,2019-08-22,76.50508117675781,74.4913330078125,72.77377319335938
139,139,139,2019-08-23,75.51543426513672,75.9715347290039,74.34154510498047
140,140,140,2019-08-26,76.24691009521484,76.4104232788086,74.9039077758789
141,141,141,2019-08-27,76.55672454833984,76.95257568359375,75.21915435791016
142,142,142,2019-08-28,76.4964828491211,76.20388793945312,74.9720687866211
143,143,143,2019-08-29,77.17633819580078,76.53089141845703,74.85277557373047
144,144,144,2019-08-30,77.07305908203125,76.50508117675781,74.4913330078125
145,145,145,2019-09-03,78.63931274414062,75.51543426513672,75.9715347290039
146,146,146,2019-09-04,79.56873321533203,76.24691009521484,76.4104232788086
147,147,147,2019-09-05,78.3897476196289,76.55672454833984,76.95257568359375
148,148,148,2019-09-06,78.64791107177734,76.4964828491211,76.20388793945312
149,149,149,2019-09-09,77.63243103027344,77.17633819580078,76.53089141845703
150,150,150,2019-09-10,75.62728881835938,77.07305908203125,76.50508117675781
151,151,151,2019-09-11,75.45519256591797,78.63931274414062,75.51543426513672
152,152,152,2019-09-12,75.25725555419922,79.56873321533203,76.24691009521484
153,153,153,2019-09-13,73.5877456665039,78.3897476196289,76.55672454833984
154,154,154,2019-09-16,74.80975341796875,78.64791107177734,76.4964828491211
155,155,155,2019-09-17,76.84930419921875,77.63243103027344,77.17633819580078
156,156,156,2019-09-18,76.48786163330078,75.62728881835938,77.07305908203125
157,157,157,2019-09-19,76.84930419921875,75.45519256591797,78.63931274414062
158,158,158,2019-09-20,76.41902160644531,75.25725555419922,79.56873321533203
159,159,159,2019-09-23,76.64277648925781,73.5877456665039,78.3897476196289
160,160,160,2019-09-24,76.73743438720703,74.80975341796875,78.64791107177734
161,161,161,2019-09-25,76.73743438720703,76.84930419921875,77.63243103027344
162,162,162,2019-09-26,77.98529052734375,76.48786163330078,75.62728881835938
163,163,163,2019-09-27,77.70128631591797,76.84930419921875,75.45519256591797
164,164,164,2019-09-30,78.01109313964844,76.41902160644531,75.25725555419922
165,165,165,2019-10-01,76.98700714111328,76.64277648925781,73.5877456665039
166,166,166,2019-10-02,77.26238250732422,76.73743438720703,74.80975341796875
167,167,167,2019-10-03,78.5962905883789,76.73743438720703,76.84930419921875
168,168,168,2019-10-04,79.13844299316406,77.98529052734375,76.48786163330078
169,169,169,2019-10-07,78.77699279785156,77.70128631591797,76.84930419921875
170,170,170,2019-10-08,78.46719360351562,78.01109313964844,76.41902160644531
171,171,171,2019-10-09,78.61349487304688,76.98700714111328,76.64277648925781
172,172,172,2019-10-10,78.82864379882812,77.26238250732422,76.73743438720703
173,173,173,2019-10-11,78.46719360351562,78.5962905883789,76.73743438720703
174,174,174,2019-10-14,78.99214172363281,79.13844299316406,77.98529052734375
175,175,175,2019-10-15,78.64791107177734,78.77699279785156,77.70128631591797
176,176,176,2019-10-16,78.32951354980469,78.46719360351562,78.01109313964844
177,177,177,2019-10-17,78.46719360351562,78.61349487304688,76.98700714111328
178,178,178,2019-10-18,79.25030517578125,78.82864379882812,77.26238250732422
179,179,179,2019-10-21,79.35359191894531,78.46719360351562,78.5962905883789
180,180,180,2019-10-22,79.10401916503906,78.99214172363281,79.13844299316406
181,181,181,2019-10-23,78.41555786132812,78.64791107177734,78.77699279785156
182,182,182,2019-10-24,78.17459106445312,78.32951354980469,78.46719360351562
183,183,183,2019-10-25,75.69615173339844,78.46719360351562,78.61349487304688
184,184,184,2019-10-28,74.9044189453125,79.25030517578125,78.82864379882812
185,185,185,2019-10-29,76.96980285644531,79.35359191894531,78.46719360351562
186,186,186,2019-10-30,77.84757995605469,79.10401916503906,78.99214172363281
187,187,187,2019-10-31,78.04552459716797,78.41555786132812,78.64791107177734
188,188,188,2019-11-01,77.47755432128906,78.17459106445312,78.32951354980469
189,189,189,2019-11-04,74.77533721923828,75.69615173339844,78.46719360351562
190,190,190,2019-11-05,73.62217712402344,74.9044189453125,79.25030517578125
191,191,191,2019-11-06,73.0369644165039,76.96980285644531,79.35359191894531
192,192,192,2019-11-07,71.6428451538086,77.84757995605469,79.10401916503906
193,193,193,2019-11-08,71.32441711425781,78.04552459716797,78.41555786132812
194,194,194,2019-11-11,71.52236938476562,77.47755432128906,78.17459106445312
195,195,195,2019-11-12,71.56584930419922,74.77533721923828,75.69615173339844
196,196,196,2019-11-13,72.27027893066406,73.62217712402344,74.9044189453125
197,197,197,2019-11-14,72.69642639160156,73.0369644165039,76.96980285644531
198,198,198,2019-11-15,73.0442886352539,71.6428451538086,77.84757995605469
199,199,199,2019-11-18,73.76612091064453,71.32441711425781,78.04552459716797
200,200,200,2019-11-19,74.0096435546875,71.52236938476562,77.47755432128906
201,201,201,2019-11-20,73.78351593017578,71.56584930419922,74.77533721923828
202,202,202,2019-11-21,72.61814880371094,72.27027893066406,73.62217712402344
203,203,203,2019-11-22,72.74859619140625,72.69642639160156,73.0369644165039
204,204,204,2019-11-25,72.34855651855469,73.0442886352539,71.6428451538086
205,205,205,2019-11-26,73.54000854492188,73.76612091064453,71.32441711425781
206,206,206,2019-11-27,74.63580322265625,74.0096435546875,71.52236938476562
207,207,207,2019-11-29,73.54869079589844,73.78351593017578,71.56584930419922
208,208,208,2019-12-02,72.38334655761719,72.61814880371094,72.27027893066406
209,209,209,2019-12-03,72.99211883544922,72.74859619140625,72.69642639160156
210,210,210,2019-12-04,72.86165618896484,72.34855651855469,73.0442886352539
211,211,211,2019-12-05,73.10517120361328,73.54000854492188,73.76612091064453
212,212,212,2019-12-06,72.85295867919922,74.63580322265625,74.0096435546875
213,213,213,2019-12-09,72.3050765991211,73.54869079589844,73.78351593017578
214,214,214,2019-12-10,71.91372680664062,72.38334655761719,72.61814880371094
215,215,215,2019-12-11,70.59178924560547,72.99211883544922,72.74859619140625
216,216,216,2019-12-12,68.81766510009766,72.86165618896484,72.34855651855469
217,217,217,2019-12-13,68.4176025390625,73.10517120361328,73.54000854492188
218,218,218,2019-12-16,68.4176025390625,72.85295867919922,74.63580322265625
219,219,219,2019-12-17,67.31310272216797,72.3050765991211,73.54869079589844
220,220,220,2019-12-18,68.17411041259766,71.91372680664062,72.38334655761719
221,221,221,2019-12-19,68.74809265136719,70.59178924560547,72.99211883544922
222,222,222,2019-12-20,69.92215728759766,68.81766510009766,72.86165618896484
223,223,223,2019-12-23,69.4438247680664,68.4176025390625,73.10517120361328
224,224,224,2019-12-24,69.5134048461914,68.4176025390625,72.85295867919922
225,225,225,2019-12-26,69.99173736572266,67.31310272216797,72.3050765991211
226,226,226,2019-12-27,70.40916442871094,68.17411041259766,71.91372680664062
227,227,227,2019-12-30,70.45265197753906,68.74809265136719,70.59178924560547
228,228,228,2019-12-31,71.12229919433594,69.92215728759766,68.81766510009766
229,229,229,2020-01-02,69.69602966308594,69.4438247680664,68.4176025390625
230,230,230,2020-01-03,70.92225646972656,69.5134048461914,68.4176025390625
231,231,231,2020-01-06,72.00068664550781,69.99173736572266,67.31310272216797
232,232,232,2020-01-07,71.53103637695312,70.40916442871094,68.17411041259766
233,233,233,2020-01-08,71.54844665527344,70.45265197753906,68.74809265136719
234,234,234,2020-01-09,71.71368408203125,71.12229919433594,69.92215728759766
235,235,235,2020-01-10,72.00938415527344,69.69602966308594,69.4438247680664
236,236,236,2020-01-13,73.11388397216797,70.92225646972656,69.5134048461914
237,237,237,2020-01-14,73.0790786743164,72.00068664550781,69.99173736572266
238,238,238,2020-01-15,73.87918853759766,71.53103637695312,70.40916442871094
239,239,239,2020-01-16,75.27068328857422,71.54844665527344,70.45265197753906
240,240,240,2020-01-17,75.13152313232422,71.71368408203125,71.12229919433594
241,241,241,2020-01-21,76.35778045654297,72.00938415527344,69.69602966308594
242,242,242,2020-01-22,74.79234313964844,73.11388397216797,70.92225646972656
243,243,243,2020-01-23,75.8707504272461,73.0790786743164,72.00068664550781
244,244,244,2020-01-24,75.6185531616211,73.87918853759766,71.53103637695312
245,245,245,2020-01-27,75.5489730834961,75.27068328857422,71.54844665527344
246,246,246,2020-01-28,75.4446029663086,75.13152313232422,71.71368408203125
247,247,247,2020-01-29,75.25328063964844,76.35778045654297,72.00938415527344
248,248,248,2020-01-30,74.2705307006836,74.79234313964844,73.11388397216797
249,249,249,2020-01-31,73.84439849853516,75.8707504272461,73.0790786743164
250,250,250,2020-02-03,73.45304870605469,75.6185531616211,73.87918853759766
251,251,251,2020-02-04,73.87918853759766,75.5489730834961,75.27068328857422
252,252,252,2020-02-05,73.06167602539062,75.4446029663086,75.13152313232422
253,253,253,2020-02-06,73.63568115234375,75.25328063964844,76.35778045654297
254,254,254,2020-02-07,73.16606140136719,74.2705307006836,74.79234313964844
255,255,255,2020-02-10,74.02704620361328,73.84439849853516,75.8707504272461
256,256,256,2020-02-11,73.83570861816406,73.45304870605469,75.6185531616211
257,257,257,2020-02-12,74.67060089111328,73.87918853759766,75.5489730834961
258,258,258,2020-02-13,76.27078247070312,73.06167602539062,75.4446029663086
259,259,259,2020-02-14,77.67967987060547,73.63568115234375,75.25328063964844
260,260,260,2020-02-18,78.13191223144531,73.16606140136719,74.2705307006836
261,261,261,2020-02-19,76.30559539794922,74.02704620361328,73.84439849853516
262,262,262,2020-02-20,76.54911041259766,73.83570861816406,73.45304870605469
263,263,263,2020-02-21,76.51396179199219,74.67060089111328,73.87918853759766
264,264,264,2020-02-24,76.09233093261719,76.27078247070312,73.06167602539062
265,265,265,2020-02-25,72.8775634765625,77.67967987060547,73.63568115234375
266,266,266,2020-02-26,70.90125274658203,78.13191223144531,73.16606140136719
267,267,267,2020-02-27,66.38646697998047,76.30559539794922,74.02704620361328
268,268,268,2020-02-28,65.71891784667969,76.54911041259766,73.83570861816406
269,269,269,2020-03-02,66.10540771484375,76.51396179199219,74.67060089111328
270,270,270,2020-03-03,67.64252471923828,76.09233093261719,76.27078247070312
271,271,271,2020-03-04,69.96139526367188,72.8775634765625,77.67967987060547
272,272,272,2020-03-05,66.90470123291016,70.90125274658203,78.13191223144531
273,273,273,2020-03-06,64.9635238647461,66.38646697998047,76.30559539794922
274,274,274,2020-03-09,56.988014221191406,65.71891784667969,76.54911041259766
275,275,275,2020-03-10,56.750858306884766,66.10540771484375,76.51396179199219
276,276,276,2020-03-11,49.61857604980469,67.64252471923828,76.09233093261719
277,277,277,2020-03-12,40.36065673828125,69.96139526367188,72.8775634765625
278,278,278,2020-03-13,45.04232406616211,66.90470123291016,70.90125274658203
279,279,279,2020-03-16,34.05402374267578,64.9635238647461,66.38646697998047
280,280,280,2020-03-17,33.93106460571289,56.988014221191406,65.71891784667969
281,281,281,2020-03-18,29.17913246154785,56.750858306884766,66.10540771484375
282,282,282,2020-03-19,35.9425048828125,49.61857604980469,67.64252471923828
283,283,283,2020-03-20,37.260040283203125,40.36065673828125,69.96139526367188
284,284,284,2020-03-23,38.19988632202149,45.04232406616211,66.90470123291016
285,285,285,2020-03-24,39.85120391845703,34.05402374267578,64.9635238647461
286,286,286,2020-03-25,40.54511260986328,33.93106460571289,56.988014221191406
287,287,287,2020-03-26,44.27814102172852,29.17913246154785,56.750858306884766
288,288,288,2020-03-27,43.65450286865234,35.9425048828125,49.61857604980469
289,289,289,2020-03-30,41.441036224365234,37.260040283203125,40.36065673828125
290,290,290,2020-03-31,40.21133804321289,38.19988632202149,45.04232406616211
291,291,291,2020-04-01,35.66143035888672,39.85120391845703,34.05402374267578
292,292,292,2020-04-02,34.07159423828125,40.54511260986328,33.93106460571289
293,293,293,2020-04-03,32.72770309448242,44.27814102172852,29.17913246154785
294,294,294,2020-04-06,37.33910369873047,43.65450286865234,35.9425048828125
295,295,295,2020-04-07,38.99919891357422,41.441036224365234,37.260040283203125
296,296,296,2020-04-08,45.31461715698242,40.21133804321289,38.19988632202149
297,297,297,2020-04-09,49.71519088745117,35.66143035888672,39.85120391845703
298,298,298,2020-04-13,46.09634780883789,34.07159423828125,40.54511260986328
299,299,299,2020-04-14,46.86052322387695,32.72770309448242,44.27814102172852
300,300,300,2020-04-15,42.62681579589844,37.33910369873047,43.65450286865234
301,301,301,2020-04-16,41.493743896484375,38.99919891357422,41.441036224365234
302,302,302,2020-04-17,43.12748718261719,45.31461715698242,40.21133804321289
303,303,303,2020-04-20,39.85999298095703,49.71519088745117,35.66143035888672
304,304,304,2020-04-21,38.41069412231445,46.09634780883789,34.07159423828125
305,305,305,2020-04-22,38.90257263183594,46.86052322387695,32.72770309448242
306,306,306,2020-04-23,37.866119384765625,42.62681579589844,37.33910369873047
307,307,307,2020-04-24,38.70055770874024,41.493743896484375,38.99919891357422
308,308,308,2020-04-27,40.35187149047852,43.12748718261719,45.31461715698242
309,309,309,2020-04-28,43.09236145019531,39.85999298095703,49.71519088745117
310,310,310,2020-04-29,46.1490478515625,38.41069412231445,46.09634780883789
311,311,311,2020-04-30,44.99840545654297,38.90257263183594,46.86052322387695
312,312,312,2020-05-01,41.572784423828125,37.866119384765625,42.62681579589844
313,313,313,2020-05-04,42.4423713684082,38.70055770874024,41.493743896484375
314,314,314,2020-05-05,42.33697128295898,40.35187149047852,43.12748718261719
315,315,315,2020-05-06,39.80729293823242,43.09236145019531,39.85999298095703
316,316,316,2020-05-07,36.89113235473633,46.1490478515625,38.41069412231445
317,317,317,2020-05-08,39.130950927734375,44.99840545654297,38.90257263183594
318,318,318,2020-05-11,36.94384002685547,41.572784423828125,37.866119384765625
319,319,319,2020-05-12,34.93238830566406,42.4423713684082,38.70055770874024
320,320,320,2020-05-13,33.342559814453125,42.33697128295898,40.35187149047852
321,321,321,2020-05-14,35.43305969238281,39.80729293823242,43.09236145019531
322,322,322,2020-05-15,35.70533752441406,36.89113235473633,46.1490478515625
323,323,323,2020-05-18,40.24431228637695,39.130950927734375,44.99840545654297
324,324,324,2020-05-19,40.30673599243164,36.94384002685547,41.572784423828125
325,325,325,2020-05-20,40.79718399047852,34.93238830566406,42.4423713684082
326,326,326,2020-05-21,41.3946533203125,33.342559814453125,42.33697128295898
327,327,327,2020-05-22,42.643096923828125,35.43305969238281,39.80729293823242
328,328,328,2020-05-26,45.585845947265625,35.70533752441406,36.89113235473633
329,329,329,2020-05-27,46.2724838256836,40.24431228637695,39.130950927734375
330,330,330,2020-05-28,45.78202819824219,40.30673599243164,36.94384002685547
331,331,331,2020-05-29,45.18456268310547,40.79718399047852,34.93238830566406
332,332,332,2020-06-01,47.324745178222656,41.3946533203125,33.342559814453125
333,333,333,2020-06-02,48.84961700439453,42.643096923828125,35.43305969238281
334,334,334,2020-06-03,52.58602142333984,45.585845947265625,35.70533752441406
335,335,335,2020-06-04,52.35416412353516,46.2724838256836,40.24431228637695
336,336,336,2020-06-05,54.93130493164063,45.78202819824219,40.30673599243164
337,337,337,2020-06-08,54.97589492797852,45.18456268310547,40.79718399047852
338,338,338,2020-06-09,53.14781951904297,47.324745178222656,41.3946533203125
339,339,339,2020-06-10,49.7324447631836,48.84961700439453,42.643096923828125
340,340,340,2020-06-11,45.78202819824219,52.58602142333984,45.585845947265625
341,341,341,2020-06-12,49.25982666015625,52.35416412353516,46.2724838256836
342,342,342,2020-06-15,50.044551849365234,54.93130493164063,45.78202819824219
343,343,343,2020-06-16,51.400001525878906,54.97589492797852,45.18456268310547
344,344,344,2020-06-17,49.95538330078125,53.14781951904297,47.324745178222656
345,345,345,2020-06-18,49.76811599731445,49.7324447631836,48.84961700439453
346,346,346,2020-06-19,45.47883605957031,45.78202819824219,52.58602142333984
347,347,347,2020-06-22,45.81770324707031,49.25982666015625,52.35416412353516
348,348,348,2020-06-23,45.90687561035156,50.044551849365234,54.93130493164063
349,349,349,2020-06-24,44.03421401977539,51.400001525878906,54.97589492797852
350,350,350,2020-06-25,44.77436447143555,49.95538330078125,53.14781951904297
351,351,351,2020-06-26,44.35524368286133,49.76811599731445,49.7324447631836
352,352,352,2020-06-29,45.71068954467773,45.47883605957031,45.78202819824219
353,353,353,2020-06-30,46.14763641357422,45.81770324707031,49.25982666015625
354,354,354,2020-07-01,47.833038330078125,45.90687561035156,50.044551849365234
355,355,355,2020-07-02,46.932376861572266,44.03421401977539,51.400001525878906
356,356,356,2020-07-06,46.647010803222656,44.77436447143555,49.95538330078125
357,357,357,2020-07-07,44.54250717163086,44.35524368286133,49.76811599731445
358,358,358,2020-07-08,44.61384582519531,45.71068954467773,45.47883605957031
359,359,359,2020-07-09,43.87370681762695,46.14763641357422,45.81770324707031
360,360,360,2020-07-10,45.07755279541016,47.833038330078125,45.90687561035156
361,361,361,2020-07-13,44.60493469238281,46.932376861572266,44.03421401977539
362,362,362,2020-07-14,44.53358840942383,46.647010803222656,44.77436447143555
363,363,363,2020-07-15,45.51450729370117,44.54250717163086,44.35524368286133
364,364,364,2020-07-16,44.48008346557617,44.61384582519531,45.71068954467773
365,365,365,2020-07-17,45.46992492675781,43.87370681762695,46.14763641357422
366,366,366,2020-07-20,43.96288299560547,45.07755279541016,47.833038330078125
367,367,367,2020-07-21,44.12339401245117,44.60493469238281,46.932376861572266
368,368,368,2020-07-22,46.66485977172852,44.53358840942383,46.647010803222656
369,369,369,2020-07-23,46.31707382202149,45.51450729370117,44.54250717163086
370,370,370,2020-07-24,45.85337066650391,44.48008346557617,44.61384582519531
371,371,371,2020-07-27,45.48775100708008,45.46992492675781,43.87370681762695
372,372,372,2020-07-28,47.38716125488281,43.96288299560547,45.07755279541016
373,373,373,2020-07-29,48.76936721801758,44.12339401245117,44.60493469238281
374,374,374,2020-07-30,48.61776351928711,46.66485977172852,44.53358840942383
375,375,375,2020-07-31,47.76169967651367,46.31707382202149,45.51450729370117
376,376,376,2020-08-03,47.14638900756836,45.85337066650391,44.48008346557617
377,377,377,2020-08-04,47.52093505859375,45.48775100708008,45.46992492675781
378,378,378,2020-08-05,47.39608383178711,47.38716125488281,43.96288299560547
