,Date,K
0,2019-02-04 00:00:00-05:00,45.561492919921875
1,2019-02-05 00:00:00-05:00,45.73162078857422
2,2019-02-06 00:00:00-05:00,45.7470817565918
3,2019-02-07 00:00:00-05:00,43.179805755615234
4,2019-02-08 00:00:00-05:00,42.808624267578125
5,2019-02-11 00:00:00-05:00,43.048343658447266
6,2019-02-12 00:00:00-05:00,43.7133674621582
7,2019-02-13 00:00:00-05:00,44.04586410522461
8,2019-02-14 00:00:00-05:00,43.75203323364258
9,2019-02-15 00:00:00-05:00,43.91441345214844
10,2019-02-19 00:00:00-05:00,44.40158462524414
11,2019-02-20 00:00:00-05:00,45.198055267333984
12,2019-02-21 00:00:00-05:00,45.105262756347656
13,2019-02-22 00:00:00-05:00,43.868019104003906
14,2019-02-25 00:00:00-05:00,43.04060745239258
15,2019-02-26 00:00:00-05:00,43.241661071777344
16,2019-02-27 00:00:00-05:00,43.11793899536133
17,2019-02-28 00:00:00-05:00,43.504573822021484
18,2019-03-01 00:00:00-05:00,43.953086853027344
19,2019-03-04 00:00:00-05:00,42.676456451416016
20,2019-03-05 00:00:00-05:00,42.80149459838867
21,2019-03-06 00:00:00-05:00,42.56705093383789
22,2019-03-07 00:00:00-05:00,42.434200286865234
23,2019-03-08 00:00:00-05:00,42.637386322021484
24,2019-03-11 00:00:00-04:00,42.31697463989258
25,2019-03-12 00:00:00-04:00,42.324790954589844
26,2019-03-13 00:00:00-04:00,41.894981384277344
27,2019-03-14 00:00:00-04:00,42.0512809753418
28,2019-03-15 00:00:00-04:00,42.4107551574707
29,2019-03-18 00:00:00-04:00,42.4107551574707
30,2019-03-19 00:00:00-04:00,42.52015686035156
31,2019-03-20 00:00:00-04:00,42.28572082519531
32,2019-03-21 00:00:00-04:00,44.137813568115234
33,2019-03-22 00:00:00-04:00,44.34100341796875
34,2019-03-25 00:00:00-04:00,44.28630828857422
35,2019-03-26 00:00:00-04:00,44.98963165283203
36,2019-03-27 00:00:00-04:00,44.49729537963867
37,2019-03-28 00:00:00-04:00,44.520748138427734
38,2019-03-29 00:00:00-04:00,44.84114456176758
39,2019-04-01 00:00:00-04:00,43.778343200683594
40,2019-04-02 00:00:00-04:00,44.036231994628906
