,Date,TEL
0,2019-02-04 00:00:00-05:00,74.02381896972656
1,2019-02-05 00:00:00-05:00,74.7369155883789
2,2019-02-06 00:00:00-05:00,75.87055206298828
3,2019-02-07 00:00:00-05:00,74.01467895507812
4,2019-02-08 00:00:00-05:00,73.5118637084961
5,2019-02-11 00:00:00-05:00,73.2101821899414
6,2019-02-12 00:00:00-05:00,74.45350646972656
7,2019-02-13 00:00:00-05:00,74.28894805908203
8,2019-02-14 00:00:00-05:00,73.92327880859375
9,2019-02-15 00:00:00-05:00,75.09345245361328
10,2019-02-19 00:00:00-05:00,75.12088775634766
11,2019-02-20 00:00:00-05:00,75.67855834960938
12,2019-02-21 00:00:00-05:00,75.78884887695312
13,2019-02-22 00:00:00-05:00,76.60682678222656
14,2019-02-25 00:00:00-05:00,77.25940704345703
15,2019-02-26 00:00:00-05:00,76.69874572753906
16,2019-02-27 00:00:00-05:00,75.81640625
17,2019-02-28 00:00:00-05:00,75.44876098632812
18,2019-03-01 00:00:00-05:00,76.43221282958984
19,2019-03-04 00:00:00-05:00,76.20243835449219
20,2019-03-05 00:00:00-05:00,75.8531723022461
21,2019-03-06 00:00:00-05:00,75.0351791381836
22,2019-03-07 00:00:00-05:00,74.55725860595703
23,2019-03-08 00:00:00-05:00,74.62159729003906
24,2019-03-11 00:00:00-04:00,76.156494140625
25,2019-03-12 00:00:00-04:00,75.86237335205078
26,2019-03-13 00:00:00-04:00,76.6711654663086
27,2019-03-14 00:00:00-04:00,76.55168914794922
28,2019-03-15 00:00:00-04:00,76.92851257324219
29,2019-03-18 00:00:00-04:00,76.59765625
30,2019-03-19 00:00:00-04:00,76.71714782714844
31,2019-03-20 00:00:00-04:00,75.95426940917969
32,2019-03-21 00:00:00-04:00,77.08477783203125
33,2019-03-22 00:00:00-04:00,75.08113098144531
34,2019-03-25 00:00:00-04:00,74.52049255371094
35,2019-03-26 00:00:00-04:00,75.61418914794922
36,2019-03-27 00:00:00-04:00,74.7410659790039
37,2019-03-28 00:00:00-04:00,73.53705596923828
38,2019-03-29 00:00:00-04:00,74.2171859741211
39,2019-04-01 00:00:00-04:00,76.89178466796875
40,2019-04-02 00:00:00-04:00,77.49837493896484
41,2019-04-03 00:00:00-04:00,78.78508758544922
42,2019-04-04 00:00:00-04:00,79.22628021240234
43,2019-04-05 00:00:00-04:00,79.29060363769531
44,2019-04-08 00:00:00-04:00,79.65823364257812
45,2019-04-09 00:00:00-04:00,78.39909362792969
46,2019-04-10 00:00:00-04:00,79.11598205566406
47,2019-04-11 00:00:00-04:00,79.86964416503906
48,2019-04-12 00:00:00-04:00,80.83468627929688
49,2019-04-15 00:00:00-04:00,80.47623443603516
50,2019-04-16 00:00:00-04:00,81.48725128173828
51,2019-04-17 00:00:00-04:00,81.81810760498047
52,2019-04-18 00:00:00-04:00,82.19495391845703
53,2019-04-22 00:00:00-04:00,81.45967102050781
54,2019-04-23 00:00:00-04:00,82.54419708251953
55,2019-04-24 00:00:00-04:00,88.07720184326172
56,2019-04-25 00:00:00-04:00,87.78306579589844
57,2019-04-26 00:00:00-04:00,86.86396026611328
