,Date,GIS
0,2019-02-04 00:00:00-05:00,37.21747970581055
1,2019-02-05 00:00:00-05:00,37.87981414794922
2,2019-02-06 00:00:00-05:00,37.23446273803711
3,2019-02-07 00:00:00-05:00,37.24296188354492
4,2019-02-08 00:00:00-05:00,37.31937789916992
5,2019-02-11 00:00:00-05:00,37.35335159301758
6,2019-02-12 00:00:00-05:00,38.07510757446289
7,2019-02-13 00:00:00-05:00,37.76093292236328
8,2019-02-14 00:00:00-05:00,37.81187438964844
9,2019-02-15 00:00:00-05:00,38.244937896728516
10,2019-02-19 00:00:00-05:00,38.83932876586914
11,2019-02-20 00:00:00-05:00,39.86678695678711
12,2019-02-21 00:00:00-05:00,39.86678695678711
13,2019-02-22 00:00:00-05:00,39.55259704589844
14,2019-02-25 00:00:00-05:00,39.229923248291016
15,2019-02-26 00:00:00-05:00,39.790348052978516
16,2019-02-27 00:00:00-05:00,39.985660552978516
17,2019-02-28 00:00:00-05:00,40.01962661743164
18,2019-03-01 00:00:00-05:00,40.096046447753906
19,2019-03-04 00:00:00-05:00,39.72242736816406
20,2019-03-05 00:00:00-05:00,39.75639343261719
21,2019-03-06 00:00:00-05:00,39.747901916503906
22,2019-03-07 00:00:00-05:00,39.39975357055664
23,2019-03-08 00:00:00-05:00,39.53561782836914
24,2019-03-11 00:00:00-04:00,39.83281326293945
25,2019-03-12 00:00:00-04:00,39.76488494873047
26,2019-03-13 00:00:00-04:00,39.97716522216797
27,2019-03-14 00:00:00-04:00,40.299835205078125
28,2019-03-15 00:00:00-04:00,40.342288970947266
29,2019-03-18 00:00:00-04:00,40.43568801879883
30,2019-03-19 00:00:00-04:00,40.113033294677734
31,2019-03-20 00:00:00-04:00,41.004615783691406
32,2019-03-21 00:00:00-04:00,42.490604400634766
33,2019-03-22 00:00:00-04:00,43.08499526977539
34,2019-03-25 00:00:00-04:00,43.3821907043457
35,2019-03-26 00:00:00-04:00,43.98506546020508
36,2019-03-27 00:00:00-04:00,43.56050491333008
37,2019-03-28 00:00:00-04:00,43.721839904785156
38,2019-03-29 00:00:00-04:00,43.94261932373047
39,2019-04-01 00:00:00-04:00,43.29728317260742
40,2019-04-02 00:00:00-04:00,43.28878402709961
41,2019-04-03 00:00:00-04:00,42.702880859375
42,2019-04-04 00:00:00-04:00,42.677406311035156
43,2019-04-05 00:00:00-04:00,43.20387268066406
44,2019-04-08 00:00:00-04:00,43.569000244140625
45,2019-04-09 00:00:00-04:00,43.74903106689453
46,2019-04-10 00:00:00-04:00,44.19483947753906
47,2019-04-11 00:00:00-04:00,44.20341491699219
48,2019-04-12 00:00:00-04:00,44.22056579589844
49,2019-04-15 00:00:00-04:00,44.3405876159668
50,2019-04-16 00:00:00-04:00,44.126251220703125
51,2019-04-17 00:00:00-04:00,44.366302490234375
52,2019-04-18 00:00:00-04:00,44.3405876159668
53,2019-04-22 00:00:00-04:00,44.366302490234375
54,2019-04-23 00:00:00-04:00,43.73188400268555
55,2019-04-24 00:00:00-04:00,43.44896697998047
56,2019-04-25 00:00:00-04:00,43.05460739135742
57,2019-04-26 00:00:00-04:00,43.80048370361328
58,2019-04-29 00:00:00-04:00,43.671875
59,2019-04-30 00:00:00-04:00,44.126251220703125
60,2019-05-01 00:00:00-04:00,43.98908996582031
61,2019-05-02 00:00:00-04:00,43.946224212646484
62,2019-05-03 00:00:00-04:00,43.87763595581055
63,2019-05-06 00:00:00-04:00,44.109107971191406
64,2019-05-07 00:00:00-04:00,43.88621139526367
65,2019-05-08 00:00:00-04:00,43.61186599731445
66,2019-05-09 00:00:00-04:00,44.0748176574707
67,2019-05-10 00:00:00-04:00,44.186279296875
68,2019-05-13 00:00:00-04:00,44.40059280395508
69,2019-05-14 00:00:00-04:00,44.55491256713867
70,2019-05-15 00:00:00-04:00,44.93214416503906
71,2019-05-16 00:00:00-04:00,44.66636276245117
72,2019-05-17 00:00:00-04:00,44.923561096191406
73,2019-05-20 00:00:00-04:00,45.189327239990234
74,2019-05-21 00:00:00-04:00,44.914981842041016
75,2019-05-22 00:00:00-04:00,45.189327239990234
76,2019-05-23 00:00:00-04:00,45.80660629272461
77,2019-05-24 00:00:00-04:00,45.27507019042969
