,Date,CDNS
0,2019-02-04 00:00:00-05:00,49.689998626708984
1,2019-02-05 00:00:00-05:00,50.08000183105469
2,2019-02-06 00:00:00-05:00,50.47999954223633
3,2019-02-07 00:00:00-05:00,50.58000183105469
4,2019-02-08 00:00:00-05:00,50.90999984741211
5,2019-02-11 00:00:00-05:00,50.84000015258789
6,2019-02-12 00:00:00-05:00,52.130001068115234
7,2019-02-13 00:00:00-05:00,51.36000061035156
8,2019-02-14 00:00:00-05:00,51.65999984741211
9,2019-02-15 00:00:00-05:00,52.58000183105469
10,2019-02-19 00:00:00-05:00,52.63999938964844
11,2019-02-20 00:00:00-05:00,55.06999969482422
12,2019-02-21 00:00:00-05:00,55.400001525878906
13,2019-02-22 00:00:00-05:00,56.56999969482422
14,2019-02-25 00:00:00-05:00,57.27000045776367
15,2019-02-26 00:00:00-05:00,57.36000061035156
16,2019-02-27 00:00:00-05:00,57.45000076293945
17,2019-02-28 00:00:00-05:00,57.25
18,2019-03-01 00:00:00-05:00,58.13999938964844
19,2019-03-04 00:00:00-05:00,58.540000915527344
20,2019-03-05 00:00:00-05:00,58.869998931884766
21,2019-03-06 00:00:00-05:00,58.5099983215332
22,2019-03-07 00:00:00-05:00,58.77000045776367
23,2019-03-08 00:00:00-05:00,59.15999984741211
24,2019-03-11 00:00:00-04:00,59.959999084472656
25,2019-03-12 00:00:00-04:00,60.619998931884766
26,2019-03-13 00:00:00-04:00,60.65999984741211
27,2019-03-14 00:00:00-04:00,61.15999984741211
28,2019-03-15 00:00:00-04:00,60.9900016784668
29,2019-03-18 00:00:00-04:00,61.060001373291016
30,2019-03-19 00:00:00-04:00,61.2400016784668
31,2019-03-20 00:00:00-04:00,61.45000076293945
32,2019-03-21 00:00:00-04:00,63.08000183105469
33,2019-03-22 00:00:00-04:00,61.7599983215332
34,2019-03-25 00:00:00-04:00,62.11000061035156
35,2019-03-26 00:00:00-04:00,62.29999923706055
36,2019-03-27 00:00:00-04:00,61.83000183105469
37,2019-03-28 00:00:00-04:00,62.650001525878906
38,2019-03-29 00:00:00-04:00,63.5099983215332
39,2019-04-01 00:00:00-04:00,64.80000305175781
40,2019-04-02 00:00:00-04:00,64.61000061035156
41,2019-04-03 00:00:00-04:00,65.16999816894531
42,2019-04-04 00:00:00-04:00,63.66999816894531
43,2019-04-05 00:00:00-04:00,64.19999694824219
44,2019-04-08 00:00:00-04:00,63.97999954223633
45,2019-04-09 00:00:00-04:00,64.30999755859375
46,2019-04-10 00:00:00-04:00,64.47000122070312
47,2019-04-11 00:00:00-04:00,64.56999969482422
48,2019-04-12 00:00:00-04:00,64.9800033569336
49,2019-04-15 00:00:00-04:00,65.05999755859375
50,2019-04-16 00:00:00-04:00,64.69999694824219
51,2019-04-17 00:00:00-04:00,63.970001220703125
52,2019-04-18 00:00:00-04:00,63.369998931884766
53,2019-04-22 00:00:00-04:00,64.20999908447266
54,2019-04-23 00:00:00-04:00,66.69999694824219
55,2019-04-24 00:00:00-04:00,67.6500015258789
56,2019-04-25 00:00:00-04:00,67.48999786376953
57,2019-04-26 00:00:00-04:00,68.22000122070312
58,2019-04-29 00:00:00-04:00,68.18000030517578
59,2019-04-30 00:00:00-04:00,69.37999725341797
60,2019-05-01 00:00:00-04:00,68.54000091552734
61,2019-05-02 00:00:00-04:00,69.44999694824219
62,2019-05-03 00:00:00-04:00,70.2699966430664
63,2019-05-06 00:00:00-04:00,70.0
64,2019-05-07 00:00:00-04:00,68.5999984741211
65,2019-05-08 00:00:00-04:00,68.94000244140625
66,2019-05-09 00:00:00-04:00,68.69999694824219
67,2019-05-10 00:00:00-04:00,69.36000061035156
68,2019-05-13 00:00:00-04:00,66.9000015258789
69,2019-05-14 00:00:00-04:00,68.08999633789062
70,2019-05-15 00:00:00-04:00,68.73999786376953
71,2019-05-16 00:00:00-04:00,69.8499984741211
72,2019-05-17 00:00:00-04:00,68.66000366210938
73,2019-05-20 00:00:00-04:00,64.62000274658203
74,2019-05-21 00:00:00-04:00,65.3499984741211
75,2019-05-22 00:00:00-04:00,64.72000122070312
76,2019-05-23 00:00:00-04:00,63.720001220703125
77,2019-05-24 00:00:00-04:00,63.939998626708984
78,2019-05-28 00:00:00-04:00,63.91999816894531
79,2019-05-29 00:00:00-04:00,63.75
80,2019-05-30 00:00:00-04:00,64.31999969482422
81,2019-05-31 00:00:00-04:00,63.56999969482422
82,2019-06-03 00:00:00-04:00,61.70000076293945
83,2019-06-04 00:00:00-04:00,63.220001220703125
