,Date,TSLA
0,2019-02-04 00:00:00-05:00,20.859333038330078
1,2019-02-05 00:00:00-05:00,21.42333221435547
2,2019-02-06 00:00:00-05:00,21.148000717163086
3,2019-02-07 00:00:00-05:00,20.500667572021484
4,2019-02-08 00:00:00-05:00,20.386667251586914
5,2019-02-11 00:00:00-05:00,20.856000900268555
6,2019-02-12 00:00:00-05:00,20.78733253479004
7,2019-02-13 00:00:00-05:00,20.544666290283203
8,2019-02-14 00:00:00-05:00,20.251333236694336
9,2019-02-15 00:00:00-05:00,20.525333404541016
10,2019-02-19 00:00:00-05:00,20.375999450683594
11,2019-02-20 00:00:00-05:00,20.17066764831543
12,2019-02-21 00:00:00-05:00,19.415332794189453
13,2019-02-22 00:00:00-05:00,19.6473331451416
14,2019-02-25 00:00:00-05:00,19.917999267578125
15,2019-02-26 00:00:00-05:00,19.857332229614258
16,2019-02-27 00:00:00-05:00,20.982667922973633
17,2019-02-28 00:00:00-05:00,21.325332641601562
18,2019-03-01 00:00:00-05:00,19.652666091918945
19,2019-03-04 00:00:00-05:00,19.02400016784668
20,2019-03-05 00:00:00-05:00,18.43600082397461
21,2019-03-06 00:00:00-05:00,18.416000366210938
22,2019-03-07 00:00:00-05:00,18.439332962036133
23,2019-03-08 00:00:00-05:00,18.94266700744629
24,2019-03-11 00:00:00-04:00,19.39466667175293
25,2019-03-12 00:00:00-04:00,18.890666961669922
26,2019-03-13 00:00:00-04:00,19.263999938964844
27,2019-03-14 00:00:00-04:00,19.33066749572754
28,2019-03-15 00:00:00-04:00,18.36199951171875
29,2019-03-18 00:00:00-04:00,17.965999603271484
30,2019-03-19 00:00:00-04:00,17.83133316040039
31,2019-03-20 00:00:00-04:00,18.239999771118164
32,2019-03-21 00:00:00-04:00,18.26799964904785
33,2019-03-22 00:00:00-04:00,17.635332107543945
34,2019-03-25 00:00:00-04:00,17.3613338470459
35,2019-03-26 00:00:00-04:00,17.851333618164062
36,2019-03-27 00:00:00-04:00,18.32200050354004
37,2019-03-28 00:00:00-04:00,18.57466697692871
38,2019-03-29 00:00:00-04:00,18.657333374023438
39,2019-04-01 00:00:00-04:00,19.278667449951172
40,2019-04-02 00:00:00-04:00,19.058666229248047
41,2019-04-03 00:00:00-04:00,19.45400047302246
42,2019-04-04 00:00:00-04:00,17.851999282836914
43,2019-04-05 00:00:00-04:00,18.33066749572754
44,2019-04-08 00:00:00-04:00,18.213333129882812
45,2019-04-09 00:00:00-04:00,18.15399932861328
46,2019-04-10 00:00:00-04:00,18.40399932861328
47,2019-04-11 00:00:00-04:00,17.89466667175293
48,2019-04-12 00:00:00-04:00,17.84666633605957
49,2019-04-15 00:00:00-04:00,17.7586669921875
50,2019-04-16 00:00:00-04:00,18.224000930786133
51,2019-04-17 00:00:00-04:00,18.082000732421875
52,2019-04-18 00:00:00-04:00,18.21733283996582
53,2019-04-22 00:00:00-04:00,17.516666412353516
54,2019-04-23 00:00:00-04:00,17.593332290649414
55,2019-04-24 00:00:00-04:00,17.243999481201172
56,2019-04-25 00:00:00-04:00,16.5086669921875
57,2019-04-26 00:00:00-04:00,15.675999641418457
58,2019-04-29 00:00:00-04:00,16.097999572753906
59,2019-04-30 00:00:00-04:00,15.912667274475098
60,2019-05-01 00:00:00-04:00,15.600666999816895
61,2019-05-02 00:00:00-04:00,16.273332595825195
62,2019-05-03 00:00:00-04:00,17.00200080871582
63,2019-05-06 00:00:00-04:00,17.022666931152344
64,2019-05-07 00:00:00-04:00,16.470666885375977
65,2019-05-08 00:00:00-04:00,16.32266616821289
66,2019-05-09 00:00:00-04:00,16.131999969482422
67,2019-05-10 00:00:00-04:00,15.968000411987305
68,2019-05-13 00:00:00-04:00,15.133999824523926
69,2019-05-14 00:00:00-04:00,15.487333297729492
70,2019-05-15 00:00:00-04:00,15.463333129882812
71,2019-05-16 00:00:00-04:00,15.222000122070312
72,2019-05-17 00:00:00-04:00,14.0686674118042
73,2019-05-20 00:00:00-04:00,13.690667152404785
74,2019-05-21 00:00:00-04:00,13.67199993133545
75,2019-05-22 00:00:00-04:00,12.84866714477539
76,2019-05-23 00:00:00-04:00,13.03266716003418
77,2019-05-24 00:00:00-04:00,12.708666801452637
78,2019-05-28 00:00:00-04:00,12.579999923706055
79,2019-05-29 00:00:00-04:00,12.657333374023438
80,2019-05-30 00:00:00-04:00,12.54800033569336
81,2019-05-31 00:00:00-04:00,12.343999862670898
82,2019-06-03 00:00:00-04:00,11.9313325881958
83,2019-06-04 00:00:00-04:00,12.90666675567627
84,2019-06-05 00:00:00-04:00,13.105999946594238
85,2019-06-06 00:00:00-04:00,13.729999542236328
86,2019-06-07 00:00:00-04:00,13.633333206176758
87,2019-06-10 00:00:00-04:00,14.192000389099121
88,2019-06-11 00:00:00-04:00,14.473333358764648
89,2019-06-12 00:00:00-04:00,13.950667381286621
