,Date,LW
0,2019-02-04 00:00:00-05:00,66.90336608886719
1,2019-02-05 00:00:00-05:00,67.222412109375
2,2019-02-06 00:00:00-05:00,66.91273498535156
3,2019-02-07 00:00:00-05:00,66.25592803955078
4,2019-02-08 00:00:00-05:00,66.26529693603516
5,2019-02-11 00:00:00-05:00,66.04947662353516
6,2019-02-12 00:00:00-05:00,64.76394653320312
7,2019-02-13 00:00:00-05:00,64.33232116699219
8,2019-02-14 00:00:00-05:00,64.7170181274414
9,2019-02-15 00:00:00-05:00,65.22376251220703
10,2019-02-19 00:00:00-05:00,65.96504211425781
11,2019-02-20 00:00:00-05:00,65.73983001708984
12,2019-02-21 00:00:00-05:00,66.60311889648438
13,2019-02-22 00:00:00-05:00,66.1526870727539
14,2019-02-25 00:00:00-05:00,65.20496368408203
15,2019-02-26 00:00:00-05:00,64.74518585205078
16,2019-02-27 00:00:00-05:00,64.83902740478516
17,2019-02-28 00:00:00-05:00,65.03607177734375
18,2019-03-01 00:00:00-05:00,66.5749740600586
19,2019-03-04 00:00:00-05:00,66.42481994628906
20,2019-03-05 00:00:00-05:00,66.77200317382812
21,2019-03-06 00:00:00-05:00,66.19023132324219
22,2019-03-07 00:00:00-05:00,66.16207885742188
23,2019-03-08 00:00:00-05:00,65.69292449951172
24,2019-03-11 00:00:00-04:00,65.88057708740234
25,2019-03-12 00:00:00-04:00,65.40201568603516
26,2019-03-13 00:00:00-04:00,65.53340148925781
27,2019-03-14 00:00:00-04:00,63.985145568847656
28,2019-03-15 00:00:00-04:00,65.22376251220703
29,2019-03-18 00:00:00-04:00,65.58970642089844
30,2019-03-19 00:00:00-04:00,65.4113998413086
31,2019-03-20 00:00:00-04:00,65.09236907958984
32,2019-03-21 00:00:00-04:00,66.62187957763672
33,2019-03-22 00:00:00-04:00,67.24116516113281
34,2019-03-25 00:00:00-04:00,68.33901977539062
35,2019-03-26 00:00:00-04:00,68.49853515625
36,2019-03-27 00:00:00-04:00,67.81354522705078
37,2019-03-28 00:00:00-04:00,69.3617935180664
38,2019-03-29 00:00:00-04:00,70.31889343261719
39,2019-04-01 00:00:00-04:00,69.40873718261719
40,2019-04-02 00:00:00-04:00,69.77466583251953
41,2019-04-03 00:00:00-04:00,68.5829849243164
42,2019-04-04 00:00:00-04:00,65.98380279541016
43,2019-04-05 00:00:00-04:00,67.2130126953125
44,2019-04-08 00:00:00-04:00,68.37655639648438
45,2019-04-09 00:00:00-04:00,68.4234619140625
46,2019-04-10 00:00:00-04:00,67.9355239868164
47,2019-04-11 00:00:00-04:00,67.2130126953125
48,2019-04-12 00:00:00-04:00,66.72509002685547
49,2019-04-15 00:00:00-04:00,66.80953979492188
50,2019-04-16 00:00:00-04:00,65.36449432373047
51,2019-04-17 00:00:00-04:00,64.39800262451172
52,2019-04-18 00:00:00-04:00,63.45027160644531
53,2019-04-22 00:00:00-04:00,64.6513671875
54,2019-04-23 00:00:00-04:00,65.19560241699219
55,2019-04-24 00:00:00-04:00,65.0173110961914
56,2019-04-25 00:00:00-04:00,64.93285369873047
57,2019-04-26 00:00:00-04:00,65.39264678955078
58,2019-04-29 00:00:00-04:00,64.32294464111328
59,2019-04-30 00:00:00-04:00,65.73043060302734
60,2019-05-01 00:00:00-04:00,65.77735900878906
61,2019-05-02 00:00:00-04:00,62.455570220947266
62,2019-05-03 00:00:00-04:00,63.142494201660156
63,2019-05-06 00:00:00-04:00,63.518917083740234
64,2019-05-07 00:00:00-04:00,64.22467041015625
65,2019-05-08 00:00:00-04:00,64.27173614501953
66,2019-05-09 00:00:00-04:00,64.5822525024414
67,2019-05-10 00:00:00-04:00,63.47184371948242
68,2019-05-13 00:00:00-04:00,62.615543365478516
69,2019-05-14 00:00:00-04:00,63.06721496582031
70,2019-05-15 00:00:00-04:00,63.11426544189453
71,2019-05-16 00:00:00-04:00,62.93547439575195
72,2019-05-17 00:00:00-04:00,63.6412467956543
73,2019-05-20 00:00:00-04:00,63.556556701660156
74,2019-05-21 00:00:00-04:00,61.50514602661133
75,2019-05-22 00:00:00-04:00,59.9053955078125
76,2019-05-23 00:00:00-04:00,59.35960388183594
77,2019-05-24 00:00:00-04:00,58.46562576293945
78,2019-05-28 00:00:00-04:00,57.20466995239258
79,2019-05-29 00:00:00-04:00,56.3953857421875
80,2019-05-30 00:00:00-04:00,56.508304595947266
81,2019-05-31 00:00:00-04:00,55.75548553466797
82,2019-06-03 00:00:00-04:00,56.687103271484375
83,2019-06-04 00:00:00-04:00,57.61870574951172
84,2019-06-05 00:00:00-04:00,58.67265319824219
85,2019-06-06 00:00:00-04:00,58.71030044555664
86,2019-06-07 00:00:00-04:00,57.392860412597656
87,2019-06-10 00:00:00-04:00,57.7974967956543
88,2019-06-11 00:00:00-04:00,58.26800537109375
89,2019-06-12 00:00:00-04:00,57.75044631958008
90,2019-06-13 00:00:00-04:00,57.59988784790039
91,2019-06-14 00:00:00-04:00,58.070396423339844
92,2019-06-17 00:00:00-04:00,56.32010269165039
93,2019-06-18 00:00:00-04:00,55.49201202392578
