,Unnamed: 0,Date,CNC
0,0,2019-02-05,63.73500061035156
1,1,2019-02-06,63.08000183105469
2,2,2019-02-07,63.90999984741211
3,3,2019-02-08,62.900001525878906
4,4,2019-02-11,61.95000076293945
5,5,2019-02-12,63.04999923706055
6,6,2019-02-13,63.68999862670898
7,7,2019-02-14,63.959999084472656
8,8,2019-02-15,64.97000122070312
9,9,2019-02-19,64.41000366210938
10,10,2019-02-20,65.27999877929688
11,11,2019-02-21,63.5099983215332
12,12,2019-02-22,64.01000213623047
13,13,2019-02-25,64.0199966430664
14,14,2019-02-26,63.790000915527344
15,15,2019-02-27,61.88999938964844
16,16,2019-02-28,60.88999938964844
17,17,2019-03-01,61.34000015258789
18,18,2019-03-04,58.560001373291016
19,19,2019-03-05,58.08000183105469
20,20,2019-03-06,56.880001068115234
21,21,2019-03-07,56.43000030517578
22,22,2019-03-08,56.560001373291016
23,23,2019-03-11,57.45000076293945
24,24,2019-03-12,58.27999877929688
25,25,2019-03-13,59.97999954223633
26,26,2019-03-14,59.380001068115234
27,27,2019-03-15,59.150001525878906
28,28,2019-03-18,59.36000061035156
29,29,2019-03-19,59.970001220703125
30,30,2019-03-20,58.68000030517578
31,31,2019-03-21,58.90999984741211
32,32,2019-03-22,57.13999938964844
33,33,2019-03-25,57.04999923706055
34,34,2019-03-26,54.84999847412109
35,35,2019-03-27,52.119998931884766
36,36,2019-03-28,52.81999969482422
37,37,2019-03-29,53.09999847412109
38,38,2019-04-01,54.15999984741211
39,39,2019-04-02,53.68999862670898
40,40,2019-04-03,53.369998931884766
41,41,2019-04-04,53.560001373291016
42,42,2019-04-05,55.84000015258789
43,43,2019-04-08,56.63999938964844
44,44,2019-04-09,57.880001068115234
45,45,2019-04-10,57.290000915527344
46,46,2019-04-11,55.130001068115234
47,47,2019-04-12,52.91999816894531
48,48,2019-04-15,53.220001220703125
49,49,2019-04-16,50.06999969482422
50,50,2019-04-17,47.0099983215332
51,51,2019-04-18,48.20000076293945
52,52,2019-04-22,48.08000183105469
53,53,2019-04-23,50.310001373291016
54,54,2019-04-24,50.20000076293945
55,55,2019-04-25,50.22999954223633
56,56,2019-04-26,52.630001068115234
57,57,2019-04-29,52.2599983215332
58,58,2019-04-30,51.560001373291016
59,59,2019-05-01,49.72999954223633
60,60,2019-05-02,51.619998931884766
61,61,2019-05-03,52.59000015258789
62,62,2019-05-06,56.040000915527344
63,63,2019-05-07,55.84999847412109
64,64,2019-05-08,56.619998931884766
65,65,2019-05-09,54.7400016784668
66,66,2019-05-10,55.04999923706055
67,67,2019-05-13,54.900001525878906
68,68,2019-05-14,54.7400016784668
69,69,2019-05-15,54.43000030517578
70,70,2019-05-16,55.56999969482422
71,71,2019-05-17,56.040000915527344
72,72,2019-05-20,55.5099983215332
73,73,2019-05-21,57.13999938964844
74,74,2019-05-22,56.77999877929688
75,75,2019-05-23,55.41999816894531
76,76,2019-05-24,56.869998931884766
77,77,2019-05-28,56.09000015258789
78,78,2019-05-29,56.22999954223633
79,79,2019-05-30,57.0
80,80,2019-05-31,57.75
81,81,2019-06-03,51.81999969482422
82,82,2019-06-04,53.93999862670898
83,83,2019-06-05,53.869998931884766
84,84,2019-06-06,53.88999938964844
85,85,2019-06-07,54.209999084472656
86,86,2019-06-10,54.970001220703125
87,87,2019-06-11,54.15999984741211
88,88,2019-06-12,53.68999862670898
89,89,2019-06-13,53.7400016784668
90,90,2019-06-14,53.54999923706055
91,91,2019-06-17,55.0099983215332
92,92,2019-06-18,55.2599983215332
93,93,2019-06-19,55.459999084472656
94,94,2019-06-20,55.380001068115234
95,95,2019-06-21,56.369998931884766
96,96,2019-06-24,55.33000183105469
97,97,2019-06-25,53.90999984741211
98,98,2019-06-26,52.02000045776367
99,99,2019-06-27,52.43999862670898
100,100,2019-06-28,52.43999862670898
101,101,2019-07-01,51.34999847412109
102,102,2019-07-02,51.540000915527344
103,103,2019-07-03,51.34999847412109
104,104,2019-07-05,51.47999954223633
105,105,2019-07-08,51.2599983215332
106,106,2019-07-09,50.45000076293945
107,107,2019-07-10,51.209999084472656
108,108,2019-07-11,53.220001220703125
109,109,2019-07-12,54.5099983215332
110,110,2019-07-15,54.060001373291016
111,111,2019-07-16,53.7400016784668
112,112,2019-07-17,53.22999954223633
113,113,2019-07-18,53.16999816894531
114,114,2019-07-19,52.65999984741211
115,115,2019-07-22,52.18999862670898
116,116,2019-07-23,52.560001373291016
117,117,2019-07-24,53.72999954223633
118,118,2019-07-25,52.130001068115234
119,119,2019-07-26,53.41999816894531
120,120,2019-07-29,53.84000015258789
121,121,2019-07-30,53.79999923706055
122,122,2019-07-31,52.09000015258789
123,123,2019-08-01,51.34999847412109
124,124,2019-08-02,50.970001220703125
125,125,2019-08-05,48.52000045776367
126,126,2019-08-06,48.95000076293945
127,127,2019-08-07,48.959999084472656
128,128,2019-08-08,49.45000076293945
129,129,2019-08-09,48.70000076293945
130,130,2019-08-12,47.959999084472656
131,131,2019-08-13,49.72999954223633
132,132,2019-08-14,47.77999877929688
133,133,2019-08-15,47.560001373291016
134,134,2019-08-16,48.0099983215332
135,135,2019-08-19,47.43999862670898
136,136,2019-08-20,46.540000915527344
137,137,2019-08-21,46.93000030517578
138,138,2019-08-22,45.54999923706055
139,139,2019-08-23,44.720001220703125
140,140,2019-08-26,45.27000045776367
141,141,2019-08-27,45.02999877929688
142,142,2019-08-28,45.31999969482422
143,143,2019-08-29,46.31999969482422
144,144,2019-08-30,46.619998931884766
145,145,2019-09-03,46.13999938964844
146,146,2019-09-04,45.61000061035156
147,147,2019-09-05,46.13999938964844
148,148,2019-09-06,45.88999938964844
149,149,2019-09-09,46.22999954223633
150,150,2019-09-10,47.310001373291016
151,151,2019-09-11,46.77999877929688
152,152,2019-09-12,44.88999938964844
153,153,2019-09-13,45.400001525878906
154,154,2019-09-16,46.119998931884766
155,155,2019-09-17,45.54999923706055
156,156,2019-09-18,46.0
157,157,2019-09-19,46.45000076293945
158,158,2019-09-20,46.38999938964844
159,159,2019-09-23,46.38999938964844
160,160,2019-09-24,45.77999877929688
161,161,2019-09-25,45.33000183105469
162,162,2019-09-26,43.130001068115234
163,163,2019-09-27,43.16999816894531
164,164,2019-09-30,43.2599983215332
165,165,2019-10-01,42.75
166,166,2019-10-02,42.72999954223633
