,Unnamed: 0.1,Unnamed: 0,Date,FCX,FCX_6m,FCX_12m
0,0,0,2019-02-05,11.182342529296877,,
1,1,1,2019-02-06,11.220023155212402,,
2,2,2,2019-02-07,11.172921180725098,,
3,3,3,2019-02-08,10.93740463256836,,
4,4,4,2019-02-11,10.862038612365724,,
5,5,5,2019-02-12,10.82435417175293,,
6,6,6,2019-02-13,11.578008651733398,11.182342529296877,
7,7,7,2019-02-14,11.455541610717772,11.220023155212402,
8,8,8,2019-02-15,11.568588256835938,11.172921180725098,
9,9,9,2019-02-19,12.331664085388184,10.93740463256836,
10,10,10,2019-02-20,12.576601028442385,10.862038612365724,
11,11,11,2019-02-21,12.265719413757324,10.82435417175293,
12,12,12,2019-02-22,12.45413303375244,11.578008651733398,11.182342529296877
13,13,13,2019-02-25,12.491816520690918,11.455541610717772,11.220023155212402
14,14,14,2019-02-26,12.416451454162598,11.568588256835938,11.172921180725098
15,15,15,2019-02-27,12.397608757019045,12.331664085388184,10.93740463256836
16,16,16,2019-02-28,12.152669906616213,12.576601028442385,10.862038612365724
17,17,17,2019-03-01,12.12441062927246,12.265719413757324,10.82435417175293
18,18,18,2019-03-04,12.039623260498049,12.45413303375244,11.578008651733398
19,19,19,2019-03-05,12.096145629882812,12.491816520690918,11.455541610717772
20,20,20,2019-03-06,11.813526153564451,12.416451454162598,11.568588256835938
21,21,21,2019-03-07,11.596850395202637,12.397608757019045,12.331664085388184
22,22,22,2019-03-08,11.389595985412598,12.152669906616213,12.576601028442385
23,23,23,2019-03-11,11.64395523071289,12.12441062927246,12.265719413757324
24,24,24,2019-03-12,11.917153358459473,12.039623260498049,12.45413303375244
25,25,25,2019-03-13,11.92657470703125,12.096145629882812,12.491816520690918
26,26,26,2019-03-14,11.60627269744873,11.813526153564451,12.416451454162598
27,27,27,2019-03-15,11.63453483581543,11.596850395202637,12.397608757019045
28,28,28,2019-03-18,11.888893127441406,11.389595985412598,12.152669906616213
29,29,29,2019-03-19,11.945416450500488,11.64395523071289,12.12441062927246
30,30,30,2019-03-20,12.077302932739258,11.917153358459473,12.039623260498049
31,31,31,2019-03-21,12.171514511108398,11.92657470703125,12.096145629882812
32,32,32,2019-03-22,11.474382400512695,11.60627269744873,11.813526153564451
33,33,33,2019-03-25,11.662796974182127,11.63453483581543,11.596850395202637
34,34,34,2019-03-26,11.96425724029541,11.888893127441406,11.389595985412598
35,35,35,2019-03-27,11.97368049621582,11.945416450500488,11.64395523071289
36,36,36,2019-03-28,11.992518424987791,12.077302932739258,11.917153358459473
37,37,37,2019-03-29,12.1432523727417,12.171514511108398,11.92657470703125
38,38,38,2019-04-01,12.34108543395996,11.474382400512695,11.60627269744873
39,39,39,2019-04-02,12.359925270080566,11.662796974182127,11.63453483581543
40,40,40,2019-04-03,12.397608757019045,11.96425724029541,11.888893127441406
41,41,41,2019-04-04,12.774434089660645,11.97368049621582,11.945416450500488
42,42,42,2019-04-05,12.55776023864746,11.992518424987791,12.077302932739258
43,43,43,2019-04-08,12.94400691986084,12.1432523727417,12.171514511108398
44,44,44,2019-04-09,12.604865074157717,12.34108543395996,11.474382400512695
45,45,45,2019-04-10,12.708491325378418,12.359925270080566,11.662796974182127
46,46,46,2019-04-11,12.633127212524414,12.397608757019045,11.96425724029541
47,47,47,2019-04-12,12.95462703704834,12.774434089660645,11.97368049621582
48,48,48,2019-04-15,12.945171356201172,12.55776023864746,11.992518424987791
49,49,49,2019-04-16,13.38960075378418,12.94400691986084,12.1432523727417
50,50,50,2019-04-17,13.4274263381958,12.604865074157717,12.34108543395996
51,51,51,2019-04-18,13.23830509185791,12.708491325378418,12.359925270080566
52,52,52,2019-04-22,12.9073486328125,12.633127212524414,12.397608757019045
53,53,53,2019-04-23,12.72768497467041,12.95462703704834,12.774434089660645
54,54,54,2019-04-24,12.841156959533691,12.945171356201172,12.55776023864746
55,55,55,2019-04-25,11.545696258544922,13.38960075378418,12.94400691986084
56,56,56,2019-04-26,11.819916725158691,13.4274263381958,12.604865074157717
57,57,57,2019-04-29,11.753724098205566,13.23830509185791,12.708491325378418
58,58,58,2019-04-30,11.640253067016602,12.9073486328125,12.633127212524414
59,59,59,2019-05-01,11.07289695739746,12.72768497467041,12.95462703704834
60,60,60,2019-05-02,10.883777618408203,12.841156959533691,12.945171356201172
61,61,61,2019-05-03,11.299840927124023,11.545696258544922,13.38960075378418
62,62,62,2019-05-06,11.082353591918944,11.819916725158691,13.4274263381958
63,63,63,2019-05-07,10.817586898803713,11.753724098205566,13.23830509185791
64,64,64,2019-05-08,10.75139331817627,11.640253067016602,12.9073486328125
65,65,65,2019-05-09,10.666292190551758,11.07289695739746,12.72768497467041
66,66,66,2019-05-10,10.75139331817627,10.883777618408203,12.841156959533691
67,67,67,2019-05-13,10.127304077148438,11.299840927124023,11.545696258544922
68,68,68,2019-05-14,10.269142150878906,11.082353591918944,11.819916725158691
69,69,69,2019-05-15,10.259687423706056,10.817586898803713,11.753724098205566
70,70,70,2019-05-16,10.080023765563965,10.75139331817627,11.640253067016602
71,71,71,2019-05-17,9.805803298950195,10.666292190551758,11.07289695739746
72,72,72,2019-05-20,9.64505100250244,10.75139331817627,10.883777618408203
73,73,73,2019-05-21,9.78688907623291,10.127304077148438,11.299840927124023
74,74,74,2019-05-22,9.512669563293455,10.269142150878906,11.082353591918944
75,75,75,2019-05-23,9.408653259277344,10.259687423706056,10.817586898803713
76,76,76,2019-05-24,9.531579971313477,10.080023765563965,10.75139331817627
77,77,77,2019-05-28,9.48430061340332,9.805803298950195,10.666292190551758
78,78,78,2019-05-29,9.446478843688965,9.64505100250244,10.75139331817627
79,79,79,2019-05-30,9.285726547241213,9.78688907623291,10.127304077148438
80,80,80,2019-05-31,9.18171215057373,9.512669563293455,10.269142150878906
81,81,81,2019-06-03,9.380285263061523,9.408653259277344,10.259687423706056
82,82,82,2019-06-04,9.75852108001709,9.531579971313477,10.080023765563965
83,83,83,2019-06-05,9.550491333007812,9.48430061340332,9.805803298950195
84,84,84,2019-06-06,9.63559341430664,9.446478843688965,9.64505100250244
85,85,85,2019-06-07,9.78688907623291,9.285726547241213,9.78688907623291
86,86,86,2019-06-10,10.032743453979492,9.18171215057373,9.512669563293455
87,87,87,2019-06-11,10.04219913482666,9.380285263061523,9.408653259277344
88,88,88,2019-06-12,10.01383113861084,9.75852108001709,9.531579971313477
89,89,89,2019-06-13,10.24077320098877,9.550491333007812,9.48430061340332
90,90,90,2019-06-14,10.070568084716797,9.63559341430664,9.446478843688965
91,91,91,2019-06-17,10.155673027038574,9.78688907623291,9.285726547241213
92,92,92,2019-06-18,10.524454116821287,10.032743453979492,9.18171215057373
93,93,93,2019-06-19,10.58119010925293,10.04219913482666,9.380285263061523
94,94,94,2019-06-20,10.76085090637207,10.01383113861084,9.75852108001709
95,95,95,2019-06-21,10.723026275634766,10.24077320098877,9.550491333007812
96,96,96,2019-06-24,10.723026275634766,10.070568084716797,9.63559341430664
97,97,97,2019-06-25,10.723026275634766,10.155673027038574,9.78688907623291
98,98,98,2019-06-26,10.86486530303955,10.524454116821287,10.032743453979492
99,99,99,2019-06-27,10.931058883666992,10.58119010925293,10.04219913482666
100,100,100,2019-06-28,10.978337287902832,10.76085090637207,10.01383113861084
101,101,101,2019-07-01,10.827043533325195,10.723026275634766,10.24077320098877
102,102,102,2019-07-02,10.827043533325195,10.723026275634766,10.070568084716797
103,103,103,2019-07-03,10.694660186767578,10.723026275634766,10.155673027038574
104,104,104,2019-07-05,10.67574691772461,10.86486530303955,10.524454116821287
105,105,105,2019-07-08,10.60955810546875,10.931058883666992,10.58119010925293
106,106,106,2019-07-09,10.27859878540039,10.978337287902832,10.76085090637207
107,107,107,2019-07-10,10.354244232177734,10.827043533325195,10.723026275634766
108,108,108,2019-07-11,10.496085166931152,10.827043533325195,10.723026275634766
109,109,109,2019-07-12,10.467589378356934,10.694660186767578,10.723026275634766
110,110,110,2019-07-15,10.581573486328123,10.67574691772461,10.86486530303955
111,111,111,2019-07-16,10.562576293945312,10.60955810546875,10.931058883666992
112,112,112,2019-07-17,10.505582809448242,10.27859878540039,10.978337287902832
