,Unnamed: 0,Date,WY
0,0,2019-02-05,21.47355842590332
1,1,2019-02-06,21.30326461791992
2,2,2019-02-07,21.01132202148437
3,3,2019-02-08,20.800485610961918
4,4,2019-02-11,20.597745895385746
5,5,2019-02-12,20.540985107421875
6,6,2019-02-13,20.589635848999023
7,7,2019-02-14,20.61396598815918
8,8,2019-02-15,20.711278915405277
9,9,2019-02-19,20.75182342529297
10,10,2019-02-20,20.97888565063477
11,11,2019-02-21,20.873464584350582
12,12,2019-02-22,21.15729141235352
13,13,2019-02-25,20.970781326293945
14,14,2019-02-26,20.727500915527344
15,15,2019-02-27,20.962671279907227
16,16,2019-02-28,20.45318603515625
17,17,2019-03-01,20.551795959472656
18,18,2019-03-04,20.50248908996582
19,19,2019-03-05,20.206661224365234
20,20,2019-03-06,20.231319427490234
21,21,2019-03-07,20.009445190429688
22,22,2019-03-08,20.264184951782227
23,23,2019-03-11,21.233842849731445
24,24,2019-03-12,21.17632102966309
25,25,2019-03-13,21.431058883666992
26,26,2019-03-14,20.99553680419922
27,27,2019-03-15,20.979103088378903
28,28,2019-03-18,21.036624908447266
29,29,2019-03-19,21.003759384155277
30,30,2019-03-20,20.84762382507324
31,31,2019-03-21,21.521453857421875
32,32,2019-03-22,21.168102264404297
33,33,2019-03-25,20.946229934692383
34,34,2019-03-26,20.929798126220703
35,35,2019-03-27,21.02840614318848
36,36,2019-03-28,21.866588592529297
37,37,2019-03-29,21.64471435546875
38,38,2019-04-01,21.792631149291992
39,39,2019-04-02,21.841930389404297
40,40,2019-04-03,21.92410659790039
41,41,2019-04-04,22.05558586120605
42,42,2019-04-05,22.50754165649414
43,43,2019-04-08,22.26101875305176
44,44,2019-04-09,21.858367919921875
45,45,2019-04-10,21.94875907897949
46,46,2019-04-11,22.2528018951416
47,47,2019-04-12,22.32676315307617
48,48,2019-04-15,22.2528018951416
49,49,2019-04-16,22.039155960083008
50,50,2019-04-17,21.677583694458008
51,51,2019-04-18,21.661151885986328
52,52,2019-04-22,21.168102264404297
53,53,2019-04-23,21.316015243530277
54,54,2019-04-24,21.636497497558597
55,55,2019-04-25,21.578977584838867
56,56,2019-04-26,22.491107940673828
57,57,2019-04-29,21.74332618713379
58,58,2019-04-30,22.0227165222168
59,59,2019-05-01,21.891231536865234
60,60,2019-05-02,21.74332618713379
61,61,2019-05-03,22.00627899169922
62,62,2019-05-06,21.858367919921875
63,63,2019-05-07,21.38997459411621
64,64,2019-05-08,21.06127548217773
65,65,2019-05-09,21.08592987060547
66,66,2019-05-10,20.99553680419922
67,67,2019-05-13,20.65862464904785
68,68,2019-05-14,20.527145385742188
69,69,2019-05-15,20.50248908996582
70,70,2019-05-16,20.592884063720703
71,71,2019-05-17,20.009445190429688
72,72,2019-05-20,19.27809333801269
73,73,2019-05-21,19.319181442260746
74,74,2019-05-22,19.006919860839844
75,75,2019-05-23,18.826133728027344
76,76,2019-05-24,18.90830993652344
77,77,2019-05-28,18.55495834350586
78,78,2019-05-29,18.54673957824707
79,79,2019-05-30,18.505659103393555
80,80,2019-05-31,18.73574447631836
81,81,2019-06-03,18.81791877746582
82,82,2019-06-04,19.24522590637207
83,83,2019-06-05,19.179487228393555
84,84,2019-06-06,19.26287651062012
85,85,2019-06-07,19.838258743286133
86,86,2019-06-10,20.1051025390625
87,87,2019-06-11,20.405303955078125
88,88,2019-06-12,20.897300720214844
89,89,2019-06-13,21.080751419067383
90,90,2019-06-14,21.4393253326416
91,91,2019-06-17,21.405977249145508
92,92,2019-06-18,21.66447639465332
93,93,2019-06-19,21.731185913085938
94,94,2019-06-20,22.148134231567383
95,95,2019-06-21,21.80624389648437
96,96,2019-06-24,21.53939437866211
97,97,2019-06-25,21.31424903869629
98,98,2019-06-26,21.22251510620117
99,99,2019-06-27,21.656139373779297
100,100,2019-06-28,21.964679718017575
101,101,2019-07-01,22.01471519470215
102,102,2019-07-02,22.114784240722656
103,103,2019-07-03,22.38996696472168
104,104,2019-07-05,22.18983268737793
105,105,2019-07-08,22.03972816467285
106,106,2019-07-09,21.922983169555664
107,107,2019-07-10,21.939661026000977
108,108,2019-07-11,21.5227165222168
109,109,2019-07-12,21.29756736755371
110,110,2019-07-15,21.29756736755371
111,111,2019-07-16,21.464344024658203
112,112,2019-07-17,21.09742927551269
113,113,2019-07-18,20.9306583404541
114,114,2019-07-19,20.922311782836918
115,115,2019-07-22,20.964012145996094
116,116,2019-07-23,21.155805587768555
117,117,2019-07-24,21.29756736755371
118,118,2019-07-25,20.905635833740234
119,119,2019-07-26,21.856273651123047
120,120,2019-07-29,21.54773330688477
121,121,2019-07-30,21.75620651245117
122,122,2019-07-31,21.189159393310547
123,123,2019-08-01,20.872283935546875
124,124,2019-08-02,20.9306583404541
125,125,2019-08-05,20.405303955078125
126,126,2019-08-06,20.313573837280277
127,127,2019-08-07,20.58042335510254
128,128,2019-08-08,20.964012145996094
129,129,2019-08-09,20.63045692443848
130,130,2019-08-12,20.605438232421875
131,131,2019-08-13,20.922311782836918
132,132,2019-08-14,20.43031883239746
133,133,2019-08-15,20.66380882263184
134,134,2019-08-16,20.980688095092773
135,135,2019-08-19,20.99736785888672
136,136,2019-08-20,20.872283935546875
137,137,2019-08-21,21.26421165466309
138,138,2019-08-22,21.38095474243164
139,139,2019-08-23,20.94733047485352
140,140,2019-08-26,21.22251510620117
141,141,2019-08-27,20.888959884643555
142,142,2019-08-28,21.38929748535156
143,143,2019-08-29,21.77288055419922
144,144,2019-08-30,21.939661026000977
145,145,2019-09-03,22.01471519470215
146,146,2019-09-04,22.198169708251957
147,147,2019-09-05,22.46002197265625
148,148,2019-09-06,22.56137466430664
149,149,2019-09-09,22.70497131347656
150,150,2019-09-10,23.09352684020996
151,151,2019-09-11,23.642566680908203
152,152,2019-09-12,23.54120635986328
153,153,2019-09-13,23.15265655517578
154,154,2019-09-16,23.30469512939453
155,155,2019-09-17,23.50741577148437
156,156,2019-09-18,23.49897766113281
157,157,2019-09-19,23.473636627197266
158,158,2019-09-20,23.34693145751953
159,159,2019-09-23,23.33003807067871
160,160,2019-09-24,23.27091217041016
161,161,2019-09-25,23.515869140625
162,162,2019-09-26,23.566547393798828
163,163,2019-09-27,23.473636627197266
164,164,2019-09-30,23.39761734008789
165,165,2019-10-01,23.017505645751957
166,166,2019-10-02,22.578277587890625
167,167,2019-10-03,22.755661010742188
168,168,2019-10-04,22.823230743408203
169,169,2019-10-07,22.81478309631348
170,170,2019-10-08,22.2657413482666
171,171,2019-10-09,22.4853572845459
172,172,2019-10-10,22.51914596557617
173,173,2019-10-11,22.91614532470703
174,174,2019-10-14,22.94993019104004
175,175,2019-10-15,23.0006103515625
176,176,2019-10-16,23.39761734008789
177,177,2019-10-17,23.667909622192383
178,178,2019-10-18,23.887529373168945
179,179,2019-10-21,24.26762962341309
180,180,2019-10-22,24.605504989624023
181,181,2019-10-23,24.92648124694824
182,182,2019-10-24,24.61395263671875
183,183,2019-10-25,24.54637718200684
184,184,2019-10-28,24.8082275390625
185,185,2019-10-29,25.053186416625977
186,186,2019-10-30,25.36571884155273
187,187,2019-10-31,24.673078536987305
188,188,2019-11-01,25.33193016052246
189,189,2019-11-04,25.50931167602539
190,190,2019-11-05,25.061628341674805
191,191,2019-11-06,24.95182228088379
192,192,2019-11-07,24.791332244873047
193,193,2019-11-08,25.02783966064453
194,194,2019-11-11,24.95182228088379
195,195,2019-11-12,24.61395263671875
196,196,2019-11-13,24.478797912597656
197,197,2019-11-14,24.77444267272949
198,198,2019-11-15,24.791332244873047
199,199,2019-11-18,25.019399642944336
200,200,2019-11-19,25.10386276245117
201,201,2019-11-20,24.92648124694824
202,202,2019-11-21,24.52103614807129
203,203,2019-11-22,24.487253189086918
204,204,2019-11-25,24.842012405395508
205,205,2019-11-26,25.019399642944336
206,206,2019-11-27,25.129207611083984
207,207,2019-11-29,24.92648124694824
208,208,2019-12-02,24.673078536987305
209,209,2019-12-03,24.77444267272949
210,210,2019-12-04,25.002504348754883
211,211,2019-12-05,24.993955612182617
212,212,2019-12-06,25.21612548828125
213,213,2019-12-09,25.105039596557617
214,214,2019-12-10,24.78033447265625
215,215,2019-12-11,25.06232070922852
216,216,2019-12-12,25.250307083129883
217,217,2019-12-13,25.327211380004883
218,218,2019-12-16,25.335756301879883
219,219,2019-12-17,25.34430313110352
220,220,2019-12-18,25.498109817504883
221,221,2019-12-19,25.643373489379883
222,222,2019-12-20,25.763002395629883
223,223,2019-12-23,25.75445556640625
224,224,2019-12-24,25.50665283203125
225,225,2019-12-26,25.62628555297852
226,226,2019-12-27,25.617738723754883
227,227,2019-12-30,25.57500648498535
228,228,2019-12-31,25.80572891235352
229,229,2020-01-02,25.113582611083984
230,230,2020-01-03,25.156312942504883
231,231,2020-01-06,25.105039596557617
232,232,2020-01-07,24.94268798828125
233,233,2020-01-08,25.03668212890625
234,234,2020-01-09,25.241762161254883
235,235,2020-01-10,25.26739883422852
236,236,2020-01-13,25.848451614379883
237,237,2020-01-14,26.181703567504883
238,238,2020-01-15,26.42951011657715
239,239,2020-01-16,26.74567413330078
240,240,2020-01-17,26.47223281860352
241,241,2020-01-21,26.318422317504883
242,242,2020-01-22,26.05353164672852
243,243,2020-01-23,26.33551025390625
244,244,2020-01-24,26.08771324157715
245,245,2020-01-27,25.780088424682617
246,246,2020-01-28,25.968076705932617
247,247,2020-01-29,25.720277786254883
