,Date,LIN
0,2019-02-04 00:00:00-05:00,151.02963256835938
1,2019-02-05 00:00:00-05:00,152.40597534179688
2,2019-02-06 00:00:00-05:00,150.95571899414062
3,2019-02-07 00:00:00-05:00,148.4339599609375
4,2019-02-08 00:00:00-05:00,148.9235076904297
5,2019-02-11 00:00:00-05:00,149.04360961914062
6,2019-02-12 00:00:00-05:00,154.7522430419922
7,2019-02-13 00:00:00-05:00,154.6137237548828
8,2019-02-14 00:00:00-05:00,153.80079650878906
9,2019-02-15 00:00:00-05:00,155.68524169921875
10,2019-02-19 00:00:00-05:00,155.0570526123047
11,2019-02-20 00:00:00-05:00,157.31097412109375
12,2019-02-21 00:00:00-05:00,158.32705688476562
13,2019-02-22 00:00:00-05:00,160.26695251464844
14,2019-02-25 00:00:00-05:00,161.30148315429688
15,2019-02-26 00:00:00-05:00,160.64564514160156
16,2019-02-27 00:00:00-05:00,161.1906280517578
17,2019-02-28 00:00:00-05:00,160.0267333984375
18,2019-03-01 00:00:00-05:00,155.53741455078125
19,2019-03-04 00:00:00-05:00,155.8330078125
20,2019-03-05 00:00:00-05:00,155.5928497314453
21,2019-03-06 00:00:00-05:00,156.23020935058594
22,2019-03-07 00:00:00-05:00,155.50132751464844
23,2019-03-08 00:00:00-05:00,157.34912109375
24,2019-03-11 00:00:00-04:00,159.03904724121094
25,2019-03-12 00:00:00-04:00,160.00469970703125
26,2019-03-13 00:00:00-04:00,161.9267578125
27,2019-03-14 00:00:00-04:00,161.7596435546875
28,2019-03-15 00:00:00-04:00,163.8209228515625
29,2019-03-18 00:00:00-04:00,162.07534790039062
30,2019-03-19 00:00:00-04:00,161.1746826171875
31,2019-03-20 00:00:00-04:00,164.00665283203125
32,2019-03-21 00:00:00-04:00,162.58602905273438
33,2019-03-22 00:00:00-04:00,157.72047424316406
34,2019-03-25 00:00:00-04:00,157.85055541992188
35,2019-03-26 00:00:00-04:00,158.76046752929688
36,2019-03-27 00:00:00-04:00,157.36766052246094
37,2019-03-28 00:00:00-04:00,161.28602600097656
38,2019-03-29 00:00:00-04:00,163.35670471191406
39,2019-04-01 00:00:00-04:00,163.96029663085938
40,2019-04-02 00:00:00-04:00,165.29734802246094
41,2019-04-03 00:00:00-04:00,169.6800079345703
42,2019-04-04 00:00:00-04:00,170.75711059570312
43,2019-04-05 00:00:00-04:00,171.4256591796875
44,2019-04-08 00:00:00-04:00,171.6299285888672
45,2019-04-09 00:00:00-04:00,169.82855224609375
46,2019-04-10 00:00:00-04:00,168.08294677734375
47,2019-04-11 00:00:00-04:00,166.99656677246094
48,2019-04-12 00:00:00-04:00,167.46084594726562
49,2019-04-15 00:00:00-04:00,167.26580810546875
50,2019-04-16 00:00:00-04:00,167.71153259277344
51,2019-04-17 00:00:00-04:00,167.05226135253906
52,2019-04-18 00:00:00-04:00,167.50723266601562
53,2019-04-22 00:00:00-04:00,166.11444091796875
54,2019-04-23 00:00:00-04:00,166.5137176513672
55,2019-04-24 00:00:00-04:00,164.92591857910156
56,2019-04-25 00:00:00-04:00,163.6816864013672
57,2019-04-26 00:00:00-04:00,165.52017211914062
58,2019-04-29 00:00:00-04:00,164.443115234375
59,2019-04-30 00:00:00-04:00,167.37722778320312
60,2019-05-01 00:00:00-04:00,165.5480499267578
61,2019-05-02 00:00:00-04:00,167.5908203125
62,2019-05-03 00:00:00-04:00,168.0272216796875
63,2019-05-06 00:00:00-04:00,165.86373901367188
64,2019-05-07 00:00:00-04:00,162.09393310546875
65,2019-05-08 00:00:00-04:00,163.923095703125
66,2019-05-09 00:00:00-04:00,160.9611053466797
67,2019-05-10 00:00:00-04:00,168.6122283935547
68,2019-05-13 00:00:00-04:00,167.7672119140625
69,2019-05-14 00:00:00-04:00,167.99012756347656
70,2019-05-15 00:00:00-04:00,167.93435668945312
71,2019-05-16 00:00:00-04:00,174.23910522460938
72,2019-05-17 00:00:00-04:00,175.4925994873047
73,2019-05-20 00:00:00-04:00,172.0198974609375
74,2019-05-21 00:00:00-04:00,173.8862762451172
75,2019-05-22 00:00:00-04:00,174.7869415283203
76,2019-05-23 00:00:00-04:00,171.852783203125
77,2019-05-24 00:00:00-04:00,174.43409729003906
78,2019-05-28 00:00:00-04:00,171.13780212402344
79,2019-05-29 00:00:00-04:00,169.93069458007812
80,2019-05-30 00:00:00-04:00,170.3021240234375
81,2019-05-31 00:00:00-04:00,168.45013427734375
82,2019-06-03 00:00:00-04:00,174.72911071777344
83,2019-06-04 00:00:00-04:00,178.5263671875
84,2019-06-05 00:00:00-04:00,179.83255004882812
85,2019-06-06 00:00:00-04:00,184.124267578125
86,2019-06-07 00:00:00-04:00,186.6433563232422
87,2019-06-10 00:00:00-04:00,186.98855590820312
88,2019-06-11 00:00:00-04:00,187.333740234375
89,2019-06-12 00:00:00-04:00,188.1734161376953
90,2019-06-13 00:00:00-04:00,189.15306091308594
91,2019-06-14 00:00:00-04:00,189.12510681152344
92,2019-06-17 00:00:00-04:00,187.7722625732422
93,2019-06-18 00:00:00-04:00,190.34727478027344
94,2019-06-19 00:00:00-04:00,187.1471405029297
95,2019-06-20 00:00:00-04:00,188.77987670898438
96,2019-06-21 00:00:00-04:00,188.58395385742188
97,2019-06-24 00:00:00-04:00,189.75018310546875
98,2019-06-25 00:00:00-04:00,189.20901489257812
99,2019-06-26 00:00:00-04:00,187.156494140625
100,2019-06-27 00:00:00-04:00,186.15818786621094
101,2019-06-28 00:00:00-04:00,187.3430633544922
102,2019-07-01 00:00:00-04:00,189.39564514160156
103,2019-07-02 00:00:00-04:00,189.8994903564453
104,2019-07-03 00:00:00-04:00,189.9647674560547
105,2019-07-05 00:00:00-04:00,188.8638153076172
106,2019-07-08 00:00:00-04:00,188.15480041503906
107,2019-07-09 00:00:00-04:00,187.5016632080078
108,2019-07-10 00:00:00-04:00,188.24806213378906
109,2019-07-11 00:00:00-04:00,189.21835327148438
110,2019-07-12 00:00:00-04:00,190.30995178222656
111,2019-07-15 00:00:00-04:00,190.39395141601562
112,2019-07-16 00:00:00-04:00,189.0131378173828
113,2019-07-17 00:00:00-04:00,188.2947540283203
114,2019-07-18 00:00:00-04:00,189.99278259277344
115,2019-07-19 00:00:00-04:00,189.75018310546875
116,2019-07-22 00:00:00-04:00,189.93675231933594
